GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino
1500000US130670303373,1.31E+11,Block Group 3 Census Tract 303.37 Cobb County Georgia,1068,1026,42
1500000US130670303391,1.31E+11,Block Group 1 Census Tract 303.39 Cobb County Georgia,1427,1287,140
1500000US130670303392,1.31E+11,Block Group 2 Census Tract 303.39 Cobb County Georgia,4172,3900,272
1500000US130670303401,1.31E+11,Block Group 1 Census Tract 303.40 Cobb County Georgia,2094,1923,171
1500000US130670303402,1.31E+11,Block Group 2 Census Tract 303.40 Cobb County Georgia,1770,1572,198
1500000US130670303411,1.31E+11,Block Group 1 Census Tract 303.41 Cobb County Georgia,2193,2076,117
1500000US130670303412,1.31E+11,Block Group 2 Census Tract 303.41 Cobb County Georgia,2378,2213,165
1500000US130670303421,1.31E+11,Block Group 1 Census Tract 303.42 Cobb County Georgia,1922,1831,91
1500000US130670303422,1.31E+11,Block Group 2 Census Tract 303.42 Cobb County Georgia,3068,2966,102
1500000US130670303431,1.31E+11,Block Group 1 Census Tract 303.43 Cobb County Georgia,1785,1773,12
1500000US130670303432,1.31E+11,Block Group 2 Census Tract 303.43 Cobb County Georgia,1822,1600,222
1500000US130670303433,1.31E+11,Block Group 3 Census Tract 303.43 Cobb County Georgia,1001,993,8
1500000US130670303441,1.31E+11,Block Group 1 Census Tract 303.44 Cobb County Georgia,2376,2226,150
1500000US130670303442,1.31E+11,Block Group 2 Census Tract 303.44 Cobb County Georgia,848,723,125
1500000US130670303443,1.31E+11,Block Group 3 Census Tract 303.44 Cobb County Georgia,412,344,68
1500000US130670303451,1.31E+11,Block Group 1 Census Tract 303.45 Cobb County Georgia,2656,1367,1289
1500000US130670303452,1.31E+11,Block Group 2 Census Tract 303.45 Cobb County Georgia,330,330,0
1500000US130670303453,1.31E+11,Block Group 3 Census Tract 303.45 Cobb County Georgia,2000,1862,138
1500000US130670304051,1.31E+11,Block Group 1 Census Tract 304.05 Cobb County Georgia,2519,2519,0
1500000US130670304052,1.31E+11,Block Group 2 Census Tract 304.05 Cobb County Georgia,1217,1032,185
1500000US130670304053,1.31E+11,Block Group 3 Census Tract 304.05 Cobb County Georgia,1782,1671,111
1500000US130670304054,1.31E+11,Block Group 4 Census Tract 304.05 Cobb County Georgia,764,573,191
1500000US130670304071,1.31E+11,Block Group 1 Census Tract 304.07 Cobb County Georgia,1875,1728,147
1500000US130670304072,1.31E+11,Block Group 2 Census Tract 304.07 Cobb County Georgia,1226,1197,29
1500000US130670304073,1.31E+11,Block Group 3 Census Tract 304.07 Cobb County Georgia,1568,1344,224
1500000US130670304081,1.31E+11,Block Group 1 Census Tract 304.08 Cobb County Georgia,1321,1156,165
1500000US130670304082,1.31E+11,Block Group 2 Census Tract 304.08 Cobb County Georgia,1875,1670,205
1500000US130670304091,1.31E+11,Block Group 1 Census Tract 304.09 Cobb County Georgia,1990,1990,0
1500000US130670304092,1.31E+11,Block Group 2 Census Tract 304.09 Cobb County Georgia,1533,1435,98
1500000US130670304101,1.31E+11,Block Group 1 Census Tract 304.10 Cobb County Georgia,2689,2086,603
1500000US130670304102,1.31E+11,Block Group 2 Census Tract 304.10 Cobb County Georgia,2250,2025,225
1500000US130670304111,1.31E+11,Block Group 1 Census Tract 304.11 Cobb County Georgia,870,774,96
1500000US130670304112,1.31E+11,Block Group 2 Census Tract 304.11 Cobb County Georgia,860,480,380
1500000US130670304113,1.31E+11,Block Group 3 Census Tract 304.11 Cobb County Georgia,2069,1686,383
1500000US130670304121,1.31E+11,Block Group 1 Census Tract 304.12 Cobb County Georgia,594,547,47
1500000US130670304122,1.31E+11,Block Group 2 Census Tract 304.12 Cobb County Georgia,2885,2110,775
1500000US130670304123,1.31E+11,Block Group 3 Census Tract 304.12 Cobb County Georgia,553,418,135
1500000US130670304124,1.31E+11,Block Group 4 Census Tract 304.12 Cobb County Georgia,163,163,0
1500000US130670304131,1.31E+11,Block Group 1 Census Tract 304.13 Cobb County Georgia,2120,1581,539
1500000US130670304132,1.31E+11,Block Group 2 Census Tract 304.13 Cobb County Georgia,1832,1414,418
1500000US130670304133,1.31E+11,Block Group 3 Census Tract 304.13 Cobb County Georgia,2149,1731,418
1500000US130670304141,1.31E+11,Block Group 1 Census Tract 304.14 Cobb County Georgia,2085,1680,405
1500000US130670304142,1.31E+11,Block Group 2 Census Tract 304.14 Cobb County Georgia,833,768,65
1500000US130670305021,1.31E+11,Block Group 1 Census Tract 305.02 Cobb County Georgia,2842,2391,451
1500000US130670305022,1.31E+11,Block Group 2 Census Tract 305.02 Cobb County Georgia,2375,2374,1
1500000US130670305023,1.31E+11,Block Group 3 Census Tract 305.02 Cobb County Georgia,1318,1228,90
1500000US130670305041,1.31E+11,Block Group 1 Census Tract 305.04 Cobb County Georgia,3427,3187,240
1500000US130670305042,1.31E+11,Block Group 2 Census Tract 305.04 Cobb County Georgia,1183,1077,106
1500000US130670305043,1.31E+11,Block Group 3 Census Tract 305.04 Cobb County Georgia,1722,800,922
1500000US130670305044,1.31E+11,Block Group 4 Census Tract 305.04 Cobb County Georgia,471,471,0
1500000US130670305051,1.31E+11,Block Group 1 Census Tract 305.05 Cobb County Georgia,1645,1422,223
1500000US130670305052,1.31E+11,Block Group 2 Census Tract 305.05 Cobb County Georgia,1501,1340,161
1500000US130670305053,1.31E+11,Block Group 3 Census Tract 305.05 Cobb County Georgia,1428,1328,100
1500000US130670305054,1.31E+11,Block Group 4 Census Tract 305.05 Cobb County Georgia,1892,1245,647
1500000US130670305061,1.31E+11,Block Group 1 Census Tract 305.06 Cobb County Georgia,2434,1978,456
1500000US130670305062,1.31E+11,Block Group 2 Census Tract 305.06 Cobb County Georgia,1648,1555,93
1500000US130670305071,1.31E+11,Block Group 1 Census Tract 305.07 Cobb County Georgia,3132,2863,269
1500000US130670305072,1.31E+11,Block Group 2 Census Tract 305.07 Cobb County Georgia,1780,1684,96
1500000US130670306011,1.31E+11,Block Group 1 Census Tract 306.01 Cobb County Georgia,2700,2388,312
1500000US130670306012,1.31E+11,Block Group 2 Census Tract 306.01 Cobb County Georgia,1627,1579,48
1500000US130670306013,1.31E+11,Block Group 3 Census Tract 306.01 Cobb County Georgia,4537,4071,466
1500000US130670306021,1.31E+11,Block Group 1 Census Tract 306.02 Cobb County Georgia,3123,3087,36
1500000US130670306022,1.31E+11,Block Group 2 Census Tract 306.02 Cobb County Georgia,357,351,6
1500000US130670306023,1.31E+11,Block Group 3 Census Tract 306.02 Cobb County Georgia,2184,2033,151
1500000US130670306024,1.31E+11,Block Group 4 Census Tract 306.02 Cobb County Georgia,1016,988,28
1500000US130670307001,1.31E+11,Block Group 1 Census Tract 307 Cobb County Georgia,1280,753,527
1500000US130670307002,1.31E+11,Block Group 2 Census Tract 307 Cobb County Georgia,767,734,33
1500000US130670307003,1.31E+11,Block Group 3 Census Tract 307 Cobb County Georgia,803,666,137
1500000US130670307004,1.31E+11,Block Group 4 Census Tract 307 Cobb County Georgia,730,567,163
1500000US130670308001,1.31E+11,Block Group 1 Census Tract 308 Cobb County Georgia,1109,636,473
1500000US130670308002,1.31E+11,Block Group 2 Census Tract 308 Cobb County Georgia,2785,1679,1106
1500000US130670308003,1.31E+11,Block Group 3 Census Tract 308 Cobb County Georgia,1118,997,121
1500000US130670309011,1.31E+11,Block Group 1 Census Tract 309.01 Cobb County Georgia,605,568,37
1500000US130670309012,1.31E+11,Block Group 2 Census Tract 309.01 Cobb County Georgia,1315,1315,0
1500000US130670309013,1.31E+11,Block Group 3 Census Tract 309.01 Cobb County Georgia,1583,1583,0
1500000US130670309014,1.31E+11,Block Group 4 Census Tract 309.01 Cobb County Georgia,1221,1221,0
1500000US130670309015,1.31E+11,Block Group 5 Census Tract 309.01 Cobb County Georgia,2467,2020,447
1500000US130670309021,1.31E+11,Block Group 1 Census Tract 309.02 Cobb County Georgia,1127,542,585
1500000US130670309022,1.31E+11,Block Group 2 Census Tract 309.02 Cobb County Georgia,2300,1248,1052
1500000US130670309023,1.31E+11,Block Group 3 Census Tract 309.02 Cobb County Georgia,1168,1158,10
1500000US130670309024,1.31E+11,Block Group 4 Census Tract 309.02 Cobb County Georgia,835,556,279
1500000US130670309041,1.31E+11,Block Group 1 Census Tract 309.04 Cobb County Georgia,1781,639,1142
1500000US130670309042,1.31E+11,Block Group 2 Census Tract 309.04 Cobb County Georgia,1496,1330,166
1500000US130670309043,1.31E+11,Block Group 3 Census Tract 309.04 Cobb County Georgia,1420,847,573
1500000US130670309044,1.31E+11,Block Group 4 Census Tract 309.04 Cobb County Georgia,1690,947,743
1500000US130670309051,1.31E+11,Block Group 1 Census Tract 309.05 Cobb County Georgia,2909,2648,261
1500000US130670309052,1.31E+11,Block Group 2 Census Tract 309.05 Cobb County Georgia,779,638,141
1500000US130670309053,1.31E+11,Block Group 3 Census Tract 309.05 Cobb County Georgia,3258,1871,1387
1500000US130670309054,1.31E+11,Block Group 4 Census Tract 309.05 Cobb County Georgia,1308,1015,293
1500000US130670310011,1.31E+11,Block Group 1 Census Tract 310.01 Cobb County Georgia,1633,817,816
1500000US130670310012,1.31E+11,Block Group 2 Census Tract 310.01 Cobb County Georgia,950,638,312
1500000US130670310013,1.31E+11,Block Group 3 Census Tract 310.01 Cobb County Georgia,2593,1149,1444
1500000US130670310021,1.31E+11,Block Group 1 Census Tract 310.02 Cobb County Georgia,3507,1545,1962
1500000US130670310022,1.31E+11,Block Group 2 Census Tract 310.02 Cobb County Georgia,1600,678,922
1500000US130670310023,1.31E+11,Block Group 3 Census Tract 310.02 Cobb County Georgia,1940,1342,598
1500000US130670310024,1.31E+11,Block Group 4 Census Tract 310.02 Cobb County Georgia,1991,1594,397
1500000US130670310041,1.31E+11,Block Group 1 Census Tract 310.04 Cobb County Georgia,2882,1295,1587
1500000US130670310042,1.31E+11,Block Group 2 Census Tract 310.04 Cobb County Georgia,1440,983,457
1500000US130670310043,1.31E+11,Block Group 3 Census Tract 310.04 Cobb County Georgia,2112,1474,638
1500000US130670310044,1.31E+11,Block Group 4 Census Tract 310.04 Cobb County Georgia,1400,1368,32
1500000US130670310051,1.31E+11,Block Group 1 Census Tract 310.05 Cobb County Georgia,3073,2075,998
1500000US130670310052,1.31E+11,Block Group 2 Census Tract 310.05 Cobb County Georgia,2567,1761,806
1500000US130670311011,1.31E+11,Block Group 1 Census Tract 311.01 Cobb County Georgia,2097,1381,716
1500000US130670311012,1.31E+11,Block Group 2 Census Tract 311.01 Cobb County Georgia,1106,651,455
1500000US130670311013,1.31E+11,Block Group 3 Census Tract 311.01 Cobb County Georgia,1081,855,226
1500000US130670311061,1.31E+11,Block Group 1 Census Tract 311.06 Cobb County Georgia,1534,1465,69
1500000US130670311062,1.31E+11,Block Group 2 Census Tract 311.06 Cobb County Georgia,2772,2453,319
1500000US130670311063,1.31E+11,Block Group 3 Census Tract 311.06 Cobb County Georgia,1851,1670,181
1500000US130670311064,1.31E+11,Block Group 4 Census Tract 311.06 Cobb County Georgia,2123,1663,460
1500000US130670311081,1.31E+11,Block Group 1 Census Tract 311.08 Cobb County Georgia,579,579,0
1500000US130670311082,1.31E+11,Block Group 2 Census Tract 311.08 Cobb County Georgia,556,495,61
1500000US130670311083,1.31E+11,Block Group 3 Census Tract 311.08 Cobb County Georgia,2909,2571,338
1500000US130670311084,1.31E+11,Block Group 4 Census Tract 311.08 Cobb County Georgia,1322,1141,181
1500000US130670311101,1.31E+11,Block Group 1 Census Tract 311.10 Cobb County Georgia,2612,1713,899
1500000US130670311102,1.31E+11,Block Group 2 Census Tract 311.10 Cobb County Georgia,1328,1227,101
1500000US130670311111,1.31E+11,Block Group 1 Census Tract 311.11 Cobb County Georgia,2081,1982,99
1500000US130670311112,1.31E+11,Block Group 2 Census Tract 311.11 Cobb County Georgia,1241,1021,220
1500000US130670311121,1.31E+11,Block Group 1 Census Tract 311.12 Cobb County Georgia,742,717,25
1500000US130670311122,1.31E+11,Block Group 2 Census Tract 311.12 Cobb County Georgia,2186,1758,428
1500000US130670311123,1.31E+11,Block Group 3 Census Tract 311.12 Cobb County Georgia,2292,2216,76
1500000US130670311131,1.31E+11,Block Group 1 Census Tract 311.13 Cobb County Georgia,851,627,224
1500000US130670311141,1.31E+11,Block Group 1 Census Tract 311.14 Cobb County Georgia,3691,2325,1366
1500000US130670311142,1.31E+11,Block Group 2 Census Tract 311.14 Cobb County Georgia,1807,1775,32
1500000US130670311143,1.31E+11,Block Group 3 Census Tract 311.14 Cobb County Georgia,1544,1224,320
1500000US130670311144,1.31E+11,Block Group 4 Census Tract 311.14 Cobb County Georgia,629,245,384
1500000US130670311151,1.31E+11,Block Group 1 Census Tract 311.15 Cobb County Georgia,1907,1198,709
1500000US130670311152,1.31E+11,Block Group 2 Census Tract 311.15 Cobb County Georgia,2713,2055,658
1500000US130670311161,1.31E+11,Block Group 1 Census Tract 311.16 Cobb County Georgia,3471,2405,1066
1500000US130670311162,1.31E+11,Block Group 2 Census Tract 311.16 Cobb County Georgia,1216,520,696
1500000US130670311163,1.31E+11,Block Group 3 Census Tract 311.16 Cobb County Georgia,405,303,102
1500000US130670311171,1.31E+11,Block Group 1 Census Tract 311.17 Cobb County Georgia,2335,1847,488
1500000US130670311172,1.31E+11,Block Group 2 Census Tract 311.17 Cobb County Georgia,1710,1710,0
1500000US130670311173,1.31E+11,Block Group 3 Census Tract 311.17 Cobb County Georgia,768,680,88
1500000US130670311181,1.31E+11,Block Group 1 Census Tract 311.18 Cobb County Georgia,1070,1008,62
1500000US130670311182,1.31E+11,Block Group 2 Census Tract 311.18 Cobb County Georgia,2254,2233,21
1500000US130670311183,1.31E+11,Block Group 3 Census Tract 311.18 Cobb County Georgia,1975,1848,127
1500000US130670312051,1.31E+11,Block Group 1 Census Tract 312.05 Cobb County Georgia,1846,1750,96
1500000US130670312052,1.31E+11,Block Group 2 Census Tract 312.05 Cobb County Georgia,1881,1635,246
1500000US130670312053,1.31E+11,Block Group 3 Census Tract 312.05 Cobb County Georgia,2120,1864,256
1500000US130670312061,1.31E+11,Block Group 1 Census Tract 312.06 Cobb County Georgia,5173,4987,186
1500000US130670312062,1.31E+11,Block Group 2 Census Tract 312.06 Cobb County Georgia,674,636,38
1500000US130670312063,1.31E+11,Block Group 3 Census Tract 312.06 Cobb County Georgia,3694,3593,101
1500000US130670312071,1.31E+11,Block Group 1 Census Tract 312.07 Cobb County Georgia,914,914,0
1500000US130670312072,1.31E+11,Block Group 2 Census Tract 312.07 Cobb County Georgia,1655,1600,55
1500000US130670312073,1.31E+11,Block Group 3 Census Tract 312.07 Cobb County Georgia,558,500,58
1500000US130670312081,1.31E+11,Block Group 1 Census Tract 312.08 Cobb County Georgia,581,541,40
1500000US130670312082,1.31E+11,Block Group 2 Census Tract 312.08 Cobb County Georgia,1944,1944,0
1500000US130670312083,1.31E+11,Block Group 3 Census Tract 312.08 Cobb County Georgia,3807,3512,295
1500000US130670312091,1.31E+11,Block Group 1 Census Tract 312.09 Cobb County Georgia,2696,2553,143
1500000US130670312092,1.31E+11,Block Group 2 Census Tract 312.09 Cobb County Georgia,1475,1366,109
1500000US130670312111,1.31E+11,Block Group 1 Census Tract 312.11 Cobb County Georgia,492,458,34
1500000US130670312112,1.31E+11,Block Group 2 Census Tract 312.11 Cobb County Georgia,2927,2576,351
1500000US130670312113,1.31E+11,Block Group 3 Census Tract 312.11 Cobb County Georgia,688,464,224
1500000US130670312121,1.31E+11,Block Group 1 Census Tract 312.12 Cobb County Georgia,2340,2303,37
1500000US130670313061,1.31E+11,Block Group 1 Census Tract 313.06 Cobb County Georgia,2369,2154,215
1500000US130670313062,1.31E+11,Block Group 2 Census Tract 313.06 Cobb County Georgia,1790,1608,182
1500000US130670313071,1.31E+11,Block Group 1 Census Tract 313.07 Cobb County Georgia,1101,1066,35
1500000US130670313072,1.31E+11,Block Group 2 Census Tract 313.07 Cobb County Georgia,2263,1794,469
1500000US130670313073,1.31E+11,Block Group 3 Census Tract 313.07 Cobb County Georgia,2394,2394,0
1500000US130670313081,1.31E+11,Block Group 1 Census Tract 313.08 Cobb County Georgia,942,625,317
1500000US130670313082,1.31E+11,Block Group 2 Census Tract 313.08 Cobb County Georgia,1957,1429,528
1500000US130670313083,1.31E+11,Block Group 3 Census Tract 313.08 Cobb County Georgia,2484,2094,390
1500000US130670313091,1.31E+11,Block Group 1 Census Tract 313.09 Cobb County Georgia,1148,621,527
1500000US130670313092,1.31E+11,Block Group 2 Census Tract 313.09 Cobb County Georgia,1907,1801,106
1500000US130670313093,1.31E+11,Block Group 3 Census Tract 313.09 Cobb County Georgia,2930,1851,1079
1500000US130670313094,1.31E+11,Block Group 4 Census Tract 313.09 Cobb County Georgia,2067,2025,42
1500000US130670313101,1.31E+11,Block Group 1 Census Tract 313.10 Cobb County Georgia,1694,1603,91
1500000US130670313102,1.31E+11,Block Group 2 Census Tract 313.10 Cobb County Georgia,3339,1632,1707
1500000US130670313103,1.31E+11,Block Group 3 Census Tract 313.10 Cobb County Georgia,2243,1784,459
1500000US130670313111,1.31E+11,Block Group 1 Census Tract 313.11 Cobb County Georgia,3711,2927,784
1500000US130670313112,1.31E+11,Block Group 2 Census Tract 313.11 Cobb County Georgia,3184,2653,531
1500000US130670313113,1.31E+11,Block Group 3 Census Tract 313.11 Cobb County Georgia,2670,2146,524
1500000US130670313121,1.31E+11,Block Group 1 Census Tract 313.12 Cobb County Georgia,1173,970,203
1500000US130670313122,1.31E+11,Block Group 2 Census Tract 313.12 Cobb County Georgia,741,733,8
1500000US130670313123,1.31E+11,Block Group 3 Census Tract 313.12 Cobb County Georgia,4833,4124,709
1500000US130670313124,1.31E+11,Block Group 4 Census Tract 313.12 Cobb County Georgia,2825,2033,792
1500000US130670313131,1.31E+11,Block Group 1 Census Tract 313.13 Cobb County Georgia,7495,6536,959
1500000US130670313132,1.31E+11,Block Group 2 Census Tract 313.13 Cobb County Georgia,2861,2674,187
1500000US130670314041,1.31E+11,Block Group 1 Census Tract 314.04 Cobb County Georgia,934,840,94
1500000US130670314042,1.31E+11,Block Group 2 Census Tract 314.04 Cobb County Georgia,3009,2665,344
1500000US130670314043,1.31E+11,Block Group 3 Census Tract 314.04 Cobb County Georgia,1495,1278,217
1500000US130670314044,1.31E+11,Block Group 4 Census Tract 314.04 Cobb County Georgia,555,555,0
1500000US130670314051,1.31E+11,Block Group 1 Census Tract 314.05 Cobb County Georgia,2121,1346,775
1500000US130670314052,1.31E+11,Block Group 2 Census Tract 314.05 Cobb County Georgia,2958,2832,126
1500000US130670314053,1.31E+11,Block Group 3 Census Tract 314.05 Cobb County Georgia,914,597,317
1500000US130670314054,1.31E+11,Block Group 4 Census Tract 314.05 Cobb County Georgia,1149,992,157
1500000US130670314055,1.31E+11,Block Group 5 Census Tract 314.05 Cobb County Georgia,1245,1040,205
1500000US130670314061,1.31E+11,Block Group 1 Census Tract 314.06 Cobb County Georgia,1329,1162,167
1500000US130670314062,1.31E+11,Block Group 2 Census Tract 314.06 Cobb County Georgia,2732,2302,430
1500000US130670314063,1.31E+11,Block Group 3 Census Tract 314.06 Cobb County Georgia,3084,2923,161
1500000US130670314081,1.31E+11,Block Group 1 Census Tract 314.08 Cobb County Georgia,881,699,182
1500000US130670314082,1.31E+11,Block Group 2 Census Tract 314.08 Cobb County Georgia,3962,3897,65
1500000US130670314083,1.31E+11,Block Group 3 Census Tract 314.08 Cobb County Georgia,948,948,0
1500000US130670314091,1.31E+11,Block Group 1 Census Tract 314.09 Cobb County Georgia,2789,2394,395
1500000US130670314092,1.31E+11,Block Group 2 Census Tract 314.09 Cobb County Georgia,2380,1999,381
1500000US130670315031,1.31E+11,Block Group 1 Census Tract 315.03 Cobb County Georgia,1284,1284,0
1500000US130670315032,1.31E+11,Block Group 2 Census Tract 315.03 Cobb County Georgia,3625,3301,324
1500000US130670315033,1.31E+11,Block Group 3 Census Tract 315.03 Cobb County Georgia,2758,2136,622
1500000US130670315034,1.31E+11,Block Group 4 Census Tract 315.03 Cobb County Georgia,1520,1310,210
1500000US130670315051,1.31E+11,Block Group 1 Census Tract 315.05 Cobb County Georgia,2428,2369,59
1500000US130670315052,1.31E+11,Block Group 2 Census Tract 315.05 Cobb County Georgia,1286,1185,101
1500000US130670315053,1.31E+11,Block Group 3 Census Tract 315.05 Cobb County Georgia,2068,2037,31
1500000US130670315061,1.31E+11,Block Group 1 Census Tract 315.06 Cobb County Georgia,2050,1835,215
1500000US130670315062,1.31E+11,Block Group 2 Census Tract 315.06 Cobb County Georgia,2397,1674,723
1500000US130670315063,1.31E+11,Block Group 3 Census Tract 315.06 Cobb County Georgia,579,539,40
1500000US130670315071,1.31E+11,Block Group 1 Census Tract 315.07 Cobb County Georgia,1909,1531,378
1500000US130670315072,1.31E+11,Block Group 2 Census Tract 315.07 Cobb County Georgia,1618,1618,0
1500000US130670315081,1.31E+11,Block Group 1 Census Tract 315.08 Cobb County Georgia,1686,1499,187
1500000US130670315082,1.31E+11,Block Group 2 Census Tract 315.08 Cobb County Georgia,2925,2840,85
1500000US130670315091,1.31E+11,Block Group 1 Census Tract 315.09 Cobb County Georgia,2292,2198,94
1500000US130670315092,1.31E+11,Block Group 2 Census Tract 315.09 Cobb County Georgia,1765,1377,388
1500000US130670315093,1.31E+11,Block Group 3 Census Tract 315.09 Cobb County Georgia,1635,1635,0
1500000US130670315094,1.31E+11,Block Group 4 Census Tract 315.09 Cobb County Georgia,2327,2186,141
1500000US130670315095,1.31E+11,Block Group 5 Census Tract 315.09 Cobb County Georgia,1667,1637,30
1500000US130890201001,1.31E+11,Block Group 1 Census Tract 201 DeKalb County Georgia,1853,1772,81
1500000US130890202001,1.31E+11,Block Group 1 Census Tract 202 DeKalb County Georgia,840,780,60
1500000US130890202002,1.31E+11,Block Group 2 Census Tract 202 DeKalb County Georgia,1200,1117,83
1500000US130890203001,1.31E+11,Block Group 1 Census Tract 203 DeKalb County Georgia,862,833,29
1500000US130890203002,1.31E+11,Block Group 2 Census Tract 203 DeKalb County Georgia,1073,1006,67
1500000US130890203003,1.31E+11,Block Group 3 Census Tract 203 DeKalb County Georgia,1832,1748,84
1500000US130890204001,1.31E+11,Block Group 1 Census Tract 204 DeKalb County Georgia,1629,1590,39
1500000US130890204002,1.31E+11,Block Group 2 Census Tract 204 DeKalb County Georgia,822,799,23
1500000US130890205001,1.31E+11,Block Group 1 Census Tract 205 DeKalb County Georgia,1041,919,122
1500000US130890205002,1.31E+11,Block Group 2 Census Tract 205 DeKalb County Georgia,1881,1797,84
1500000US130890206001,1.31E+11,Block Group 1 Census Tract 206 DeKalb County Georgia,463,459,4
1500000US130890206002,1.31E+11,Block Group 2 Census Tract 206 DeKalb County Georgia,1404,1368,36
1500000US130890207001,1.31E+11,Block Group 1 Census Tract 207 DeKalb County Georgia,1629,1612,17
1500000US130890207002,1.31E+11,Block Group 2 Census Tract 207 DeKalb County Georgia,431,431,0
1500000US130890208011,1.31E+11,Block Group 1 Census Tract 208.01 DeKalb County Georgia,1035,1004,31
1500000US130890208012,1.31E+11,Block Group 2 Census Tract 208.01 DeKalb County Georgia,1557,1502,55
1500000US130890208021,1.31E+11,Block Group 1 Census Tract 208.02 DeKalb County Georgia,688,688,0
1500000US130890208022,1.31E+11,Block Group 2 Census Tract 208.02 DeKalb County Georgia,1605,1496,109
1500000US130890208023,1.31E+11,Block Group 3 Census Tract 208.02 DeKalb County Georgia,961,827,134
1500000US130890208024,1.31E+11,Block Group 4 Census Tract 208.02 DeKalb County Georgia,1002,1002,0
1500000US130890209001,1.31E+11,Block Group 1 Census Tract 209 DeKalb County Georgia,1411,1346,65
1500000US130890209002,1.31E+11,Block Group 2 Census Tract 209 DeKalb County Georgia,1221,1221,0
1500000US130890209003,1.31E+11,Block Group 3 Census Tract 209 DeKalb County Georgia,2017,1946,71
1500000US130890209004,1.31E+11,Block Group 4 Census Tract 209 DeKalb County Georgia,1027,1007,20
1500000US130890211011,1.31E+11,Block Group 1 Census Tract 211.01 DeKalb County Georgia,3797,3671,126
1500000US130890211021,1.31E+11,Block Group 1 Census Tract 211.02 DeKalb County Georgia,181,181,0
1500000US130890211022,1.31E+11,Block Group 2 Census Tract 211.02 DeKalb County Georgia,1785,1711,74
1500000US130890211023,1.31E+11,Block Group 3 Census Tract 211.02 DeKalb County Georgia,1180,1064,116
1500000US130890211024,1.31E+11,Block Group 4 Census Tract 211.02 DeKalb County Georgia,2076,2040,36
1500000US130890212021,1.31E+11,Block Group 1 Census Tract 212.02 DeKalb County Georgia,2974,2945,29
1500000US130890212022,1.31E+11,Block Group 2 Census Tract 212.02 DeKalb County Georgia,2048,1976,72
1500000US130890212023,1.31E+11,Block Group 3 Census Tract 212.02 DeKalb County Georgia,2062,1839,223
1500000US130890212041,1.31E+11,Block Group 1 Census Tract 212.04 DeKalb County Georgia,1728,328,1400
1500000US130890212042,1.31E+11,Block Group 2 Census Tract 212.04 DeKalb County Georgia,1741,61,1680
1500000US130890212043,1.31E+11,Block Group 3 Census Tract 212.04 DeKalb County Georgia,960,229,731
1500000US130890212081,1.31E+11,Block Group 1 Census Tract 212.08 DeKalb County Georgia,2501,1888,613
1500000US130890212082,1.31E+11,Block Group 2 Census Tract 212.08 DeKalb County Georgia,1654,1641,13
1500000US130890212091,1.31E+11,Block Group 1 Census Tract 212.09 DeKalb County Georgia,1081,1036,45
1500000US130890212092,1.31E+11,Block Group 2 Census Tract 212.09 DeKalb County Georgia,1653,1600,53
1500000US130890212093,1.31E+11,Block Group 3 Census Tract 212.09 DeKalb County Georgia,1885,1836,49
1500000US130890212094,1.31E+11,Block Group 4 Census Tract 212.09 DeKalb County Georgia,1130,1017,113
1500000US130890212101,1.31E+11,Block Group 1 Census Tract 212.10 DeKalb County Georgia,1935,1858,77
1500000US130890212102,1.31E+11,Block Group 2 Census Tract 212.10 DeKalb County Georgia,1142,1131,11
1500000US130890212103,1.31E+11,Block Group 3 Census Tract 212.10 DeKalb County Georgia,2364,2358,6
1500000US130890212111,1.31E+11,Block Group 1 Census Tract 212.11 DeKalb County Georgia,1400,1400,0
1500000US130890212112,1.31E+11,Block Group 2 Census Tract 212.11 DeKalb County Georgia,1834,1678,156
1500000US130890212113,1.31E+11,Block Group 3 Census Tract 212.11 DeKalb County Georgia,1398,1386,12
1500000US130890212131,1.31E+11,Block Group 1 Census Tract 212.13 DeKalb County Georgia,1114,1026,88
1500000US130890212132,1.31E+11,Block Group 2 Census Tract 212.13 DeKalb County Georgia,2460,2449,11
1500000US130890212141,1.31E+11,Block Group 1 Census Tract 212.14 DeKalb County Georgia,1750,1707,43
1500000US130890212142,1.31E+11,Block Group 2 Census Tract 212.14 DeKalb County Georgia,2886,2650,236
1500000US130890212143,1.31E+11,Block Group 3 Census Tract 212.14 DeKalb County Georgia,1649,1551,98
1500000US130890212151,1.31E+11,Block Group 1 Census Tract 212.15 DeKalb County Georgia,3341,3282,59
1500000US130890212152,1.31E+11,Block Group 2 Census Tract 212.15 DeKalb County Georgia,2285,2135,150
1500000US130890212161,1.31E+11,Block Group 1 Census Tract 212.16 DeKalb County Georgia,1859,1692,167
1500000US130890212162,1.31E+11,Block Group 2 Census Tract 212.16 DeKalb County Georgia,4036,3524,512
1500000US130890212163,1.31E+11,Block Group 3 Census Tract 212.16 DeKalb County Georgia,2633,2523,110
1500000US130890212171,1.31E+11,Block Group 1 Census Tract 212.17 DeKalb County Georgia,2385,2283,102
1500000US130890212181,1.31E+11,Block Group 1 Census Tract 212.18 DeKalb County Georgia,1605,1551,54
1500000US130890212182,1.31E+11,Block Group 2 Census Tract 212.18 DeKalb County Georgia,1941,1756,185
