GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - No schooling completed,Estimate; Total: - Nursery school,Estimate; Total: - Kindergarten,Estimate; Total: - 1st grade,Estimate; Total: - 2nd grade,Estimate; Total: - 3rd grade,Estimate; Total: - 4th grade,Estimate; Total: - 5th grade,Estimate; Total: - 6th grade,Estimate; Total: - 7th grade,Estimate; Total: - 8th grade,Estimate; Total: - 9th grade,Estimate; Total: - 10th grade,Estimate; Total: - 11th grade,Estimate; Total: - 12th grade no diploma,Estimate; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Estimate; Total: - Some college less than 1 year,Estimate; Total: - Some college 1 or more years no degree,Estimate; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Estimate; Total: - Professional school degree,Estimate; Total: - Doctorate degree
0100000US,,United States,"209,056,129","2,886,666","28,612","38,463","140,352","316,010","656,325","516,574","728,363","2,768,475","1,054,643","3,059,196","3,555,052","4,264,386","4,813,043","3,761,588","50,169,338","8,271,262","13,102,493","31,139,065","16,580,076","38,184,668","16,246,947","4,088,689","2,685,843"
1500000US130890231071,130890000000,Block Group 1 Census Tract 231.07 DeKalb County Georgia,1373,56,0,0,0,0,0,0,0,0,0,8,8,4,8,19,387,62,75,227,144,233,87,17,38
1500000US130890231072,130890000000,Block Group 2 Census Tract 231.07 DeKalb County Georgia,745,0,0,0,0,10,0,0,0,6,0,6,5,11,18,24,382,48,14,108,26,60,8,10,9
1500000US130890231073,130890000000,Block Group 3 Census Tract 231.07 DeKalb County Georgia,998,117,0,0,0,0,0,0,0,0,9,0,22,44,24,58,276,97,46,140,33,116,9,0,7
1500000US130890231081,130890000000,Block Group 1 Census Tract 231.08 DeKalb County Georgia,974,10,0,0,0,0,0,0,0,0,0,22,0,47,20,40,436,19,23,79,70,142,66,0,0
1500000US130890231082,130890000000,Block Group 2 Census Tract 231.08 DeKalb County Georgia,547,62,0,0,0,0,0,0,0,0,0,0,0,0,11,37,229,44,39,59,16,44,0,0,6
1500000US130890231083,130890000000,Block Group 3 Census Tract 231.08 DeKalb County Georgia,1070,21,0,0,0,0,0,0,0,0,8,0,7,63,52,44,439,52,58,147,57,74,48,0,0
1500000US130890231111,130890000000,Block Group 1 Census Tract 231.11 DeKalb County Georgia,1217,0,0,0,0,0,13,16,0,24,6,0,15,3,47,25,269,6,67,257,84,271,86,10,18
1500000US130890231121,130890000000,Block Group 1 Census Tract 231.12 DeKalb County Georgia,747,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,231,13,125,260,19,55,0,16,0
1500000US130890231122,130890000000,Block Group 2 Census Tract 231.12 DeKalb County Georgia,1088,14,0,0,0,0,0,0,0,0,0,9,0,58,61,70,367,71,81,265,31,61,0,0,0
1500000US130890231123,130890000000,Block Group 3 Census Tract 231.12 DeKalb County Georgia,435,0,0,0,0,0,0,0,0,0,0,33,0,0,0,60,117,19,12,139,38,0,17,0,0
1500000US130890231131,130890000000,Block Group 1 Census Tract 231.13 DeKalb County Georgia,1002,22,0,0,0,0,0,0,0,1,0,0,0,28,60,52,183,82,78,75,31,91,153,56,90
1500000US130890231132,130890000000,Block Group 2 Census Tract 231.13 DeKalb County Georgia,1020,0,0,0,0,0,0,0,0,0,0,0,11,49,0,0,170,59,48,222,161,123,110,25,42
1500000US130890231141,130890000000,Block Group 1 Census Tract 231.14 DeKalb County Georgia,923,26,0,0,0,0,0,12,0,0,0,10,0,5,59,30,140,12,32,195,76,171,110,20,25
1500000US130890231142,130890000000,Block Group 2 Census Tract 231.14 DeKalb County Georgia,828,1,0,0,0,0,1,0,0,0,0,21,0,46,5,11,184,36,79,159,89,145,48,3,0
1500000US130890231151,130890000000,Block Group 1 Census Tract 231.15 DeKalb County Georgia,2536,0,0,0,0,0,4,0,28,42,10,18,73,216,325,69,424,230,156,655,120,158,8,0,0
1500000US130890232041,130890000000,Block Group 1 Census Tract 232.04 DeKalb County Georgia,1248,34,0,0,0,0,0,16,0,0,0,0,0,0,0,49,359,28,155,194,254,112,47,0,0
1500000US130890232042,130890000000,Block Group 2 Census Tract 232.04 DeKalb County Georgia,1925,0,0,0,0,0,0,0,0,13,0,21,20,52,0,69,442,50,202,454,144,240,111,11,96
1500000US130890232043,130890000000,Block Group 3 Census Tract 232.04 DeKalb County Georgia,1502,19,0,0,0,0,0,30,0,0,1,0,0,17,0,20,303,69,164,294,136,297,129,12,11
1500000US130890232061,130890000000,Block Group 1 Census Tract 232.06 DeKalb County Georgia,2100,16,0,0,0,0,0,0,0,0,2,37,26,95,144,75,573,99,110,417,158,307,41,0,0
1500000US130890232062,130890000000,Block Group 2 Census Tract 232.06 DeKalb County Georgia,1624,0,0,0,0,0,0,0,0,7,0,44,28,34,0,28,362,43,145,272,267,346,27,10,11
1500000US130890232063,130890000000,Block Group 3 Census Tract 232.06 DeKalb County Georgia,1216,0,0,0,0,0,0,0,0,0,0,17,1,18,0,0,258,19,96,364,190,135,77,10,31
1500000US130890232081,130890000000,Block Group 1 Census Tract 232.08 DeKalb County Georgia,1817,0,0,0,0,2,0,0,0,0,3,2,34,23,0,52,424,29,38,444,154,427,185,0,0
1500000US130890232082,130890000000,Block Group 2 Census Tract 232.08 DeKalb County Georgia,1096,0,0,0,0,0,0,0,13,22,8,0,0,0,12,13,279,107,59,231,94,225,33,0,0
1500000US130890232083,130890000000,Block Group 3 Census Tract 232.08 DeKalb County Georgia,1449,7,0,0,0,0,0,0,0,0,0,0,69,0,106,54,474,90,52,234,145,176,42,0,0
1500000US130890232091,130890000000,Block Group 1 Census Tract 232.09 DeKalb County Georgia,724,43,0,0,0,0,0,0,0,56,9,7,58,0,0,15,81,3,79,150,64,90,45,12,12
1500000US130890232092,130890000000,Block Group 2 Census Tract 232.09 DeKalb County Georgia,1685,10,0,11,0,0,0,0,0,0,0,11,22,18,17,33,358,13,65,510,125,343,140,0,9
1500000US130890232093,130890000000,Block Group 3 Census Tract 232.09 DeKalb County Georgia,1056,0,0,0,0,0,0,0,0,0,0,0,12,15,0,35,349,24,69,193,136,141,82,0,0
1500000US130890232101,130890000000,Block Group 1 Census Tract 232.10 DeKalb County Georgia,818,0,0,0,0,0,0,0,8,0,13,0,22,0,0,39,211,22,22,208,36,159,16,40,22
1500000US130890232102,130890000000,Block Group 2 Census Tract 232.10 DeKalb County Georgia,653,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,270,0,47,112,54,75,55,0,9
1500000US130890232103,130890000000,Block Group 3 Census Tract 232.10 DeKalb County Georgia,1252,28,0,0,0,0,0,0,0,0,19,0,0,0,33,0,318,39,52,267,185,311,0,0,0
1500000US130890232104,130890000000,Block Group 4 Census Tract 232.10 DeKalb County Georgia,663,0,0,0,0,0,0,0,0,24,0,26,59,21,0,43,77,0,33,99,176,94,11,0,0
1500000US130890232105,130890000000,Block Group 5 Census Tract 232.10 DeKalb County Georgia,1047,18,0,0,0,0,0,0,0,0,16,0,0,0,21,12,297,39,69,167,109,219,55,25,0
1500000US130890232111,130890000000,Block Group 1 Census Tract 232.11 DeKalb County Georgia,1290,10,0,0,0,0,1,0,0,0,0,0,0,0,0,54,212,20,146,290,190,174,137,33,23
1500000US130890232112,130890000000,Block Group 2 Census Tract 232.11 DeKalb County Georgia,816,21,0,0,0,0,0,0,0,18,0,0,0,0,0,28,86,7,34,198,105,190,110,14,5
1500000US130890232121,130890000000,Block Group 1 Census Tract 232.12 DeKalb County Georgia,1043,0,0,2,0,0,0,0,0,0,0,0,9,27,0,0,135,46,69,264,98,210,139,8,36
1500000US130890232122,130890000000,Block Group 2 Census Tract 232.12 DeKalb County Georgia,1390,0,10,0,9,0,0,0,0,0,0,19,0,31,43,48,405,83,95,259,65,286,28,0,9
1500000US130890232131,130890000000,Block Group 1 Census Tract 232.13 DeKalb County Georgia,588,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,168,0,15,123,73,19,80,39,36
1500000US130890232132,130890000000,Block Group 2 Census Tract 232.13 DeKalb County Georgia,1053,33,0,0,0,0,0,26,16,0,0,27,0,22,16,26,173,65,180,118,128,122,82,0,19
1500000US130890232133,130890000000,Block Group 3 Census Tract 232.13 DeKalb County Georgia,1991,63,0,0,0,0,0,5,0,0,0,20,16,0,69,6,478,18,194,568,109,313,132,0,0
1500000US130890232141,130890000000,Block Group 1 Census Tract 232.14 DeKalb County Georgia,1910,9,0,0,0,0,0,0,0,0,0,0,0,17,52,8,532,152,176,312,212,294,146,0,0
1500000US130890232142,130890000000,Block Group 2 Census Tract 232.14 DeKalb County Georgia,1618,18,0,0,0,0,0,1,0,0,0,0,0,199,52,68,286,37,95,330,126,288,69,30,19
1500000US130890233031,130890000000,Block Group 1 Census Tract 233.03 DeKalb County Georgia,1876,19,0,0,0,0,0,0,0,6,115,51,3,40,18,52,345,30,106,250,165,493,135,38,10
1500000US130890233032,130890000000,Block Group 2 Census Tract 233.03 DeKalb County Georgia,653,6,0,0,0,0,0,0,0,0,0,17,15,8,30,39,294,5,39,126,21,30,23,0,0
1500000US130890233033,130890000000,Block Group 3 Census Tract 233.03 DeKalb County Georgia,576,46,0,0,0,0,0,0,2,26,5,3,0,22,21,9,173,39,30,109,43,19,27,0,2
1500000US130890233034,130890000000,Block Group 4 Census Tract 233.03 DeKalb County Georgia,772,16,0,0,0,0,3,0,2,0,3,0,0,20,7,0,128,36,21,147,126,123,132,8,0
1500000US130890233061,130890000000,Block Group 1 Census Tract 233.06 DeKalb County Georgia,1663,0,0,0,0,0,0,0,0,32,0,0,28,0,0,12,441,0,158,371,118,356,147,0,0
1500000US130890233062,130890000000,Block Group 2 Census Tract 233.06 DeKalb County Georgia,1139,17,0,0,0,0,0,0,0,0,0,0,20,0,2,70,339,25,68,114,224,187,64,0,9
1500000US130890233063,130890000000,Block Group 3 Census Tract 233.06 DeKalb County Georgia,1426,3,0,0,0,0,0,0,0,0,0,22,0,0,13,21,392,33,65,398,137,203,139,0,0
1500000US130890233091,130890000000,Block Group 1 Census Tract 233.09 DeKalb County Georgia,1011,37,0,0,0,0,0,0,0,0,0,33,0,0,0,14,263,22,93,203,139,163,44,0,0
1500000US130890233092,130890000000,Block Group 2 Census Tract 233.09 DeKalb County Georgia,1172,0,0,0,0,0,0,0,0,1,0,18,0,47,11,0,296,123,39,334,33,251,19,0,0
1500000US130890233093,130890000000,Block Group 3 Census Tract 233.09 DeKalb County Georgia,2556,28,0,0,0,0,0,0,0,0,0,0,28,69,12,45,872,50,119,480,274,446,119,0,14
1500000US130890233094,130890000000,Block Group 4 Census Tract 233.09 DeKalb County Georgia,1211,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,404,115,50,329,65,201,0,0,16
1500000US130890233101,130890000000,Block Group 1 Census Tract 233.10 DeKalb County Georgia,1514,98,0,0,0,0,30,0,0,25,0,31,37,46,2,0,223,53,66,386,115,277,115,0,10
1500000US130890233102,130890000000,Block Group 2 Census Tract 233.10 DeKalb County Georgia,2140,52,0,0,0,0,0,0,0,21,0,0,29,39,40,17,431,167,64,438,292,366,184,0,0
1500000US130890233103,130890000000,Block Group 3 Census Tract 233.10 DeKalb County Georgia,1224,0,0,0,0,0,0,0,11,3,11,0,0,0,8,29,204,109,105,407,83,246,4,4,0
1500000US130890233104,130890000000,Block Group 4 Census Tract 233.10 DeKalb County Georgia,920,0,0,0,0,0,0,0,0,0,32,0,0,40,50,0,219,11,27,159,82,188,112,0,0
1500000US130890233111,130890000000,Block Group 1 Census Tract 233.11 DeKalb County Georgia,2049,36,0,0,0,0,0,0,0,0,0,0,0,0,9,9,232,51,148,493,204,571,255,0,41
1500000US130890233112,130890000000,Block Group 2 Census Tract 233.11 DeKalb County Georgia,705,0,0,0,0,0,0,0,0,0,0,11,0,11,20,0,140,32,46,98,149,80,106,2,10
1500000US130890233121,130890000000,Block Group 1 Census Tract 233.12 DeKalb County Georgia,2571,4,0,0,0,0,0,0,34,0,0,18,51,0,0,36,459,44,72,465,260,785,174,100,69
1500000US130890233122,130890000000,Block Group 2 Census Tract 233.12 DeKalb County Georgia,1900,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,520,184,94,293,226,400,88,14,65
1500000US130890233123,130890000000,Block Group 3 Census Tract 233.12 DeKalb County Georgia,1373,12,0,0,0,0,0,0,0,16,0,38,0,127,0,81,286,12,23,386,81,192,92,14,13
1500000US130890233131,130890000000,Block Group 1 Census Tract 233.13 DeKalb County Georgia,1129,0,0,0,0,0,0,0,0,3,0,16,9,31,28,0,230,13,100,315,79,215,90,0,0
1500000US130890233132,130890000000,Block Group 2 Census Tract 233.13 DeKalb County Georgia,1854,18,0,0,0,0,0,23,8,0,0,30,92,70,67,11,574,24,97,299,199,231,40,71,0
1500000US130890233141,130890000000,Block Group 1 Census Tract 233.14 DeKalb County Georgia,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,14,74,251,285,180,101,0,44
1500000US130890233142,130890000000,Block Group 2 Census Tract 233.14 DeKalb County Georgia,1670,0,0,0,0,0,0,0,0,0,0,0,23,0,82,7,280,92,46,368,183,353,131,75,30
1500000US130890233143,130890000000,Block Group 3 Census Tract 233.14 DeKalb County Georgia,891,2,0,0,0,0,0,0,0,0,0,0,19,13,0,76,90,50,103,305,100,68,65,0,0
1500000US130890233151,130890000000,Block Group 1 Census Tract 233.15 DeKalb County Georgia,1796,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,359,16,66,352,145,483,288,31,44
1500000US130890233152,130890000000,Block Group 2 Census Tract 233.15 DeKalb County Georgia,891,0,0,0,0,17,0,0,0,0,0,0,0,0,2,11,172,12,107,200,127,151,59,25,8
1500000US130890233161,130890000000,Block Group 1 Census Tract 233.16 DeKalb County Georgia,1789,8,0,0,0,0,0,4,0,0,0,0,5,0,2,17,230,92,71,261,88,647,258,55,51
1500000US130890233162,130890000000,Block Group 2 Census Tract 233.16 DeKalb County Georgia,2282,23,0,0,0,0,0,0,0,0,0,0,147,0,190,31,371,233,141,343,237,337,216,13,0
1500000US130890233163,130890000000,Block Group 3 Census Tract 233.16 DeKalb County Georgia,1007,59,0,0,0,0,0,0,0,0,0,0,0,22,63,14,90,0,53,261,57,343,45,0,0
1500000US130890234101,130890000000,Block Group 1 Census Tract 234.10 DeKalb County Georgia,778,17,0,0,0,0,14,0,0,0,0,0,18,0,42,29,236,8,79,135,87,93,20,0,0
1500000US130890234102,130890000000,Block Group 2 Census Tract 234.10 DeKalb County Georgia,1053,0,0,0,0,0,0,0,0,0,0,0,63,36,65,25,404,0,80,262,20,57,41,0,0
1500000US130890234111,130890000000,Block Group 1 Census Tract 234.11 DeKalb County Georgia,1311,10,0,0,0,0,5,8,0,0,18,0,0,52,54,0,425,38,94,300,122,137,36,0,12
1500000US130890234112,130890000000,Block Group 2 Census Tract 234.11 DeKalb County Georgia,1398,10,0,0,0,11,0,0,0,0,13,0,1,22,20,53,406,43,94,267,130,260,41,0,27
1500000US130890234121,130890000000,Block Group 1 Census Tract 234.12 DeKalb County Georgia,1293,0,22,0,0,0,0,0,0,0,0,0,24,191,102,0,390,20,91,240,89,65,59,0,0
1500000US130890234122,130890000000,Block Group 2 Census Tract 234.12 DeKalb County Georgia,1632,10,0,0,0,0,0,0,0,0,0,0,0,15,20,0,711,83,145,277,58,179,94,26,14
1500000US130890234123,130890000000,Block Group 3 Census Tract 234.12 DeKalb County Georgia,1587,20,0,0,0,0,0,0,0,0,0,65,0,19,54,12,496,89,82,65,191,300,164,12,18
1500000US130890234131,130890000000,Block Group 1 Census Tract 234.13 DeKalb County Georgia,1155,0,0,0,0,0,0,0,0,0,0,0,8,41,9,0,227,51,65,240,181,213,43,0,77
1500000US130890234132,130890000000,Block Group 2 Census Tract 234.13 DeKalb County Georgia,1279,26,0,0,0,0,0,0,0,9,0,22,0,4,0,26,455,39,95,205,99,213,44,9,33
1500000US130890234141,130890000000,Block Group 1 Census Tract 234.14 DeKalb County Georgia,1196,12,0,0,0,0,0,0,0,0,0,0,0,33,0,13,560,55,61,208,156,98,0,0,0
1500000US130890234142,130890000000,Block Group 2 Census Tract 234.14 DeKalb County Georgia,1219,0,0,0,0,0,0,0,0,0,45,0,1,20,15,0,394,17,82,275,47,229,94,0,0
1500000US130890234143,130890000000,Block Group 3 Census Tract 234.14 DeKalb County Georgia,1963,21,0,0,0,0,0,0,13,0,0,0,0,1,0,41,376,14,34,655,212,221,329,16,30
1500000US130890234161,130890000000,Block Group 1 Census Tract 234.16 DeKalb County Georgia,957,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,147,66,5,201,153,233,40,11,29
1500000US130890234162,130890000000,Block Group 2 Census Tract 234.16 DeKalb County Georgia,1411,10,0,0,0,0,0,0,0,0,0,0,0,32,26,36,230,74,67,569,106,136,86,9,30
1500000US130890234163,130890000000,Block Group 3 Census Tract 234.16 DeKalb County Georgia,1091,0,0,0,0,0,0,0,0,0,0,9,0,0,17,17,194,94,158,211,145,184,62,0,0
1500000US130890234164,130890000000,Block Group 4 Census Tract 234.16 DeKalb County Georgia,1504,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,224,38,13,348,144,389,274,23,0
1500000US130890234181,130890000000,Block Group 1 Census Tract 234.18 DeKalb County Georgia,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,120,33,442,50,291,1439,152,1104,240,0,0
1500000US130890234182,130890000000,Block Group 2 Census Tract 234.18 DeKalb County Georgia,2325,84,0,0,0,0,0,0,0,0,0,0,12,117,47,0,744,0,191,432,100,475,96,14,13
1500000US130890234183,130890000000,Block Group 3 Census Tract 234.18 DeKalb County Georgia,2091,0,0,0,0,14,0,0,0,0,2,0,47,0,2,0,62,77,61,785,238,686,117,0,0
1500000US130890234184,130890000000,Block Group 4 Census Tract 234.18 DeKalb County Georgia,3288,0,0,2,0,0,13,0,0,28,63,13,0,0,76,0,459,0,353,648,193,1245,154,41,0
1500000US130890234191,130890000000,Block Group 1 Census Tract 234.19 DeKalb County Georgia,3561,10,0,0,0,0,0,0,0,0,47,1,3,40,52,110,633,74,93,840,350,882,339,39,48
1500000US130890234192,130890000000,Block Group 2 Census Tract 234.19 DeKalb County Georgia,1382,0,0,0,0,0,0,0,0,0,0,0,85,17,65,0,308,89,59,269,66,303,121,0,0
1500000US130890234193,130890000000,Block Group 3 Census Tract 234.19 DeKalb County Georgia,799,19,0,0,0,0,0,0,0,13,0,0,0,0,24,0,77,0,31,274,48,277,36,0,0
1500000US130890234211,130890000000,Block Group 1 Census Tract 234.21 DeKalb County Georgia,2084,67,0,0,0,0,0,0,24,3,27,5,2,54,0,21,610,131,57,390,208,412,73,0,0
1500000US130890234212,130890000000,Block Group 2 Census Tract 234.21 DeKalb County Georgia,705,0,0,0,0,0,0,0,0,14,0,0,0,0,33,0,63,0,18,29,132,317,82,17,0
1500000US130890234213,130890000000,Block Group 3 Census Tract 234.21 DeKalb County Georgia,2319,33,0,0,0,0,0,1,0,120,0,0,9,0,0,38,352,205,119,618,144,579,85,16,0
1500000US130890234221,130890000000,Block Group 1 Census Tract 234.22 DeKalb County Georgia,922,0,0,0,0,0,0,0,0,0,0,0,0,0,64,55,241,9,48,165,106,214,7,0,13
1500000US130890234222,130890000000,Block Group 2 Census Tract 234.22 DeKalb County Georgia,2110,23,0,0,0,0,0,0,0,0,0,0,7,44,19,35,645,102,109,499,178,274,125,21,29
1500000US130890234231,130890000000,Block Group 1 Census Tract 234.23 DeKalb County Georgia,1913,0,0,0,0,0,0,0,15,0,0,16,0,41,0,0,539,0,154,424,137,347,210,19,11
1500000US130890234232,130890000000,Block Group 2 Census Tract 234.23 DeKalb County Georgia,840,34,0,0,0,0,0,0,0,0,1,27,1,24,36,23,202,76,63,110,37,134,62,0,10
1500000US130890234233,130890000000,Block Group 3 Census Tract 234.23 DeKalb County Georgia,2419,56,0,0,0,0,0,0,45,0,3,15,0,11,18,51,732,69,197,563,127,281,238,0,13
1500000US130890234241,130890000000,Block Group 1 Census Tract 234.24 DeKalb County Georgia,2574,10,0,0,0,0,0,0,0,0,0,0,17,28,14,9,792,19,278,600,206,404,171,7,19
1500000US130890234242,130890000000,Block Group 2 Census Tract 234.24 DeKalb County Georgia,1194,1,0,0,0,0,0,19,0,55,14,0,0,23,27,5,363,43,102,107,122,224,34,9,46
1500000US130890234251,130890000000,Block Group 1 Census Tract 234.25 DeKalb County Georgia,1566,23,0,0,0,0,0,0,0,18,0,0,10,0,65,71,443,34,216,267,45,291,50,13,20
1500000US130890234252,130890000000,Block Group 2 Census Tract 234.25 DeKalb County Georgia,2388,0,0,34,0,0,0,0,0,0,0,0,0,0,0,30,834,0,68,365,185,527,265,36,44
1500000US130890234261,130890000000,Block Group 1 Census Tract 234.26 DeKalb County Georgia,1805,0,0,0,0,0,0,0,0,26,0,28,0,36,28,5,349,29,61,326,158,455,216,27,61
1500000US130890234262,130890000000,Block Group 2 Census Tract 234.26 DeKalb County Georgia,1393,51,0,0,0,0,0,0,0,0,51,0,11,35,35,9,349,15,117,180,144,194,144,7,51
1500000US130890234271,130890000000,Block Group 1 Census Tract 234.27 DeKalb County Georgia,1636,15,0,0,0,0,0,0,0,7,0,0,6,0,0,33,339,29,68,367,140,387,232,13,0
1500000US130890234272,130890000000,Block Group 2 Census Tract 234.27 DeKalb County Georgia,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,55,9,28,51,19,108,4,23,28
1500000US130890234281,130890000000,Block Group 1 Census Tract 234.28 DeKalb County Georgia,397,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,21,21,130,55,78,28,0,36
1500000US130890234282,130890000000,Block Group 2 Census Tract 234.28 DeKalb County Georgia,1211,0,0,0,0,0,0,0,0,0,0,0,12,31,11,36,253,72,78,401,83,92,142,0,0
1500000US130890234283,130890000000,Block Group 3 Census Tract 234.28 DeKalb County Georgia,2281,0,0,0,0,0,0,0,0,0,0,0,37,49,38,38,522,99,145,715,340,205,70,0,23
1500000US130890234284,130890000000,Block Group 4 Census Tract 234.28 DeKalb County Georgia,1381,0,0,0,0,0,0,0,0,0,0,0,177,0,44,0,318,83,84,405,72,137,46,0,15
1500000US130890235011,130890000000,Block Group 1 Census Tract 235.01 DeKalb County Georgia,985,14,0,0,0,0,0,11,5,5,0,0,51,72,123,28,204,70,80,182,89,38,13,0,0
1500000US130890235012,130890000000,Block Group 2 Census Tract 235.01 DeKalb County Georgia,1110,0,0,0,0,0,0,0,11,5,15,8,76,81,62,14,338,131,40,71,115,108,35,0,0
1500000US130890235041,130890000000,Block Group 1 Census Tract 235.04 DeKalb County Georgia,657,10,0,0,0,0,0,0,0,0,0,38,8,9,22,35,215,31,41,120,56,72,0,0,0
1500000US130890235042,130890000000,Block Group 2 Census Tract 235.04 DeKalb County Georgia,548,32,0,0,0,0,0,0,0,10,0,0,15,17,0,18,248,66,63,46,33,0,0,0,0
1500000US130890235043,130890000000,Block Group 3 Census Tract 235.04 DeKalb County Georgia,932,57,0,0,0,0,0,0,11,0,24,14,7,84,93,59,220,109,33,103,23,76,19,0,0
1500000US130890235051,130890000000,Block Group 1 Census Tract 235.05 DeKalb County Georgia,932,5,0,0,0,0,0,0,0,22,0,6,0,29,40,9,298,67,41,197,54,113,42,5,4
1500000US130890235052,130890000000,Block Group 2 Census Tract 235.05 DeKalb County Georgia,961,0,0,0,0,0,0,7,0,0,0,24,21,5,54,22,324,14,105,255,40,52,34,0,4
1500000US130890235061,130890000000,Block Group 1 Census Tract 235.06 DeKalb County Georgia,1072,41,0,0,0,0,16,0,0,0,0,0,0,37,78,12,321,110,98,63,61,182,38,0,15
1500000US130890235062,130890000000,Block Group 2 Census Tract 235.06 DeKalb County Georgia,1908,0,0,0,0,0,0,0,23,24,0,39,59,105,85,16,562,149,83,459,63,152,70,0,19
1500000US130890235063,130890000000,Block Group 3 Census Tract 235.06 DeKalb County Georgia,1550,0,0,0,0,0,0,0,6,0,0,64,0,55,43,14,303,61,141,500,109,200,54,0,0
1500000US130890235071,130890000000,Block Group 1 Census Tract 235.07 DeKalb County Georgia,921,18,0,0,0,0,0,0,0,18,19,0,40,4,81,0,432,60,38,54,86,71,0,0,0
1500000US130890235072,130890000000,Block Group 2 Census Tract 235.07 DeKalb County Georgia,625,5,0,0,0,11,0,0,0,0,0,0,0,18,0,4,186,0,58,226,49,51,17,0,0
1500000US130890235073,130890000000,Block Group 3 Census Tract 235.07 DeKalb County Georgia,1431,12,0,0,0,8,0,0,0,1,0,22,24,30,29,37,331,64,64,302,146,232,117,12,0
1500000US130890236011,130890000000,Block Group 1 Census Tract 236.01 DeKalb County Georgia,733,10,7,0,0,0,0,0,0,0,8,0,0,8,17,23,173,35,0,63,45,215,78,47,4
1500000US130890236012,130890000000,Block Group 2 Census Tract 236.01 DeKalb County Georgia,750,34,0,0,0,0,0,0,0,0,0,18,0,31,36,22,195,0,39,59,72,194,38,12,0
1500000US130890236013,130890000000,Block Group 3 Census Tract 236.01 DeKalb County Georgia,431,0,0,0,0,0,0,0,0,0,1,19,0,11,42,8,100,12,0,83,11,92,52,0,0
1500000US130890236021,130890000000,Block Group 1 Census Tract 236.02 DeKalb County Georgia,619,8,4,0,0,0,0,0,0,0,4,10,15,34,40,22,117,67,20,111,43,92,32,0,0
1500000US130890236022,130890000000,Block Group 2 Census Tract 236.02 DeKalb County Georgia,1106,4,0,0,0,0,0,0,0,0,25,0,20,42,62,61,414,34,83,186,45,97,22,6,5
1500000US130890236031,130890000000,Block Group 1 Census Tract 236.03 DeKalb County Georgia,1147,30,0,0,0,0,0,0,0,0,0,45,64,35,26,55,381,46,30,222,119,23,71,0,0
1500000US130890236032,130890000000,Block Group 2 Census Tract 236.03 DeKalb County Georgia,1261,78,0,0,0,0,0,0,0,0,0,34,0,47,27,10,465,46,105,109,144,161,27,8,0
1500000US130890237001,130890000000,Block Group 1 Census Tract 237 DeKalb County Georgia,1196,11,0,0,0,0,0,0,0,0,11,0,1,0,68,158,344,123,59,65,0,229,80,30,17
1500000US130890237002,130890000000,Block Group 2 Census Tract 237 DeKalb County Georgia,1073,0,0,0,0,0,0,0,0,0,0,0,0,57,45,13,421,32,65,79,0,299,62,0,0
1500000US130890237003,130890000000,Block Group 3 Census Tract 237 DeKalb County Georgia,819,0,0,0,0,0,0,0,0,0,62,0,0,0,55,0,306,35,70,174,21,96,0,0,0
1500000US130890237004,130890000000,Block Group 4 Census Tract 237 DeKalb County Georgia,528,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,136,0,22,75,59,117,84,9,8
1500000US130890238011,130890000000,Block Group 1 Census Tract 238.01 DeKalb County Georgia,668,0,0,0,0,0,13,0,0,0,0,0,8,26,48,26,153,59,14,67,41,171,36,6,0
1500000US130890238012,130890000000,Block Group 2 Census Tract 238.01 DeKalb County Georgia,1113,0,0,0,0,0,0,0,0,0,0,0,0,38,48,31,288,63,82,104,89,190,106,48,26
1500000US130890238013,130890000000,Block Group 3 Census Tract 238.01 DeKalb County Georgia,1106,8,0,0,0,0,0,0,0,8,8,1,0,14,32,44,313,51,40,202,23,180,137,21,24
1500000US130890238021,130890000000,Block Group 1 Census Tract 238.02 DeKalb County Georgia,606,1,0,0,0,0,0,0,0,0,1,0,0,0,21,63,174,19,15,95,11,143,47,16,0
