GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36,HD01_VD37,HD01_VD38,HD01_VD39,HD01_VD40,HD01_VD41,HD01_VD42,HD01_VD43,HD01_VD44,HD01_VD45,HD01_VD46,HD01_VD47,HD01_VD48,HD01_VD49,HD01_VD50,HD01_VD51,HD01_VD52,HD01_VD53,HD01_VD54,HD01_VD55,HD01_VD56,HD01_VD57,HD01_VD58,HD01_VD59,HD01_VD60,HD01_VD61,HD01_VD62,HD01_VD63,HD01_VD64,HD01_VD65,HD01_VD66
Id,Id2,Geography,Estimate; Total:,Estimate; Under 18 years:,Estimate; Under 18 years: - With one type of health insurance coverage:,Estimate; Under 18 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; Under 18 years: - With two or more types of health insurance coverage:,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; Under 18 years: - No health insurance coverage,Estimate; 18 to 34 years:,Estimate; 18 to 34 years: - With one type of health insurance coverage:,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 18 to 34 years: - With two or more types of health insurance coverage:,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 18 to 34 years: - No health insurance coverage,Estimate; 35 to 64 years:,Estimate; 35 to 64 years: - With one type of health insurance coverage:,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 35 to 64 years: - With two or more types of health insurance coverage:,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With direct-purchase and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 35 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Estimate; 65 years and over: - With one type of health insurance coverage:,Estimate; 65 years and over: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 65 years and over: - With two or more types of health insurance coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and direct-purchase coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With direct-purchase and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With Medicare and Medicaid/means-tested public coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other private only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other public only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other coverage combinations,Estimate; 65 years and over: - No health insurance coverage
0100000US,,United States,309082258,73636556,64310782,34605950,3684699,192520,24574645,1229805,23163,4108719,931466,24068,164687,362585,11324,2614589,5217055,71614032,50056898,35876032,5003669,198346,7931864,857860,189127,3430301,1293210,44072,360296,287388,31073,1414262,18126833,121960337,91359642,71069914,8306067,1966548,8087055,1156276,773782,10478514,2758437,703511,355954,2222362,644443,308797,3485010,20122181,41871333,11461661,870010,134776,10421023,11912,23940,29997610,37883,8607646,8270730,3509907,6037,885151,8680256,412062
0400000US13,13,Georgia,9712380,2485222,2144658,1059031,113128,9836,893649,68046,968,119436,27714,701,5306,19249,317,66149,221128,2270981,1421800,1049385,141755,6244,172982,45542,5892,104649,38066,1150,10129,15367,989,38948,744532,3847579,2694875,2134591,238786,73390,155426,63514,29168,353950,93337,22553,8120,69694,32089,8934,119223,798754,1108598,323740,20859,2883,298839,734,425,772292,759,221190,175248,101788,212,24041,249054,12566
1500000US130630402021,130630000000,Block Group 1 Census Tract 402.02 Clayton County Georgia,1280,414,388,19,0,0,369,0,0,26,0,0,0,0,0,26,0,477,201,93,0,10,98,0,0,79,0,0,0,32,15,32,197,332,156,87,13,8,48,0,0,76,0,0,0,36,0,0,40,100,57,0,0,0,0,0,0,57,0,14,0,43,0,0,0,0
1500000US130630402022,130630000000,Block Group 2 Census Tract 402.02 Clayton County Georgia,1307,508,495,223,9,0,263,0,0,0,0,0,0,0,0,0,13,318,217,129,21,13,54,0,0,0,0,0,0,0,0,0,101,430,261,234,19,0,4,0,4,20,0,0,0,0,0,0,20,149,51,19,16,0,3,0,0,32,0,6,26,0,0,0,0,0
1500000US130630402031,130630000000,Block Group 1 Census Tract 402.03 Clayton County Georgia,892,336,300,142,0,0,158,0,0,24,0,0,0,0,0,24,12,304,134,86,0,0,48,0,0,0,0,0,0,0,0,0,170,252,131,120,0,0,11,0,0,20,0,0,0,0,0,0,20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130630402032,130630000000,Block Group 2 Census Tract 402.03 Clayton County Georgia,2387,642,545,173,0,0,372,0,0,57,14,0,0,0,0,43,40,710,399,230,71,0,98,0,0,16,7,0,0,0,0,9,295,910,540,405,25,0,76,12,22,127,45,0,0,36,0,0,46,243,125,78,23,0,55,0,0,47,0,23,7,0,0,0,17,0
1500000US130630402041,130630000000,Block Group 1 Census Tract 402.04 Clayton County Georgia,1201,384,216,23,20,0,173,0,0,0,0,0,0,0,0,0,168,284,85,21,11,0,32,0,21,15,0,0,0,0,0,15,184,479,332,274,0,38,0,0,20,17,0,0,0,0,7,10,0,130,54,14,0,0,14,0,0,40,0,13,19,0,0,0,8,0
1500000US130630402042,130630000000,Block Group 2 Census Tract 402.04 Clayton County Georgia,691,164,50,0,0,0,50,0,0,0,0,0,0,0,0,0,114,121,18,0,0,0,18,0,0,0,0,0,0,0,0,0,103,368,254,214,17,15,8,0,0,12,12,0,0,0,0,0,0,102,38,25,18,0,7,0,0,13,0,0,0,13,0,0,0,0
1500000US130630402043,130630000000,Block Group 3 Census Tract 402.04 Clayton County Georgia,1771,628,384,115,0,0,224,45,0,0,0,0,0,0,0,0,244,413,205,162,13,0,8,0,22,0,0,0,0,0,0,0,208,702,434,358,63,0,13,0,0,94,0,0,0,46,9,0,39,174,28,9,0,0,9,0,0,19,0,5,14,0,0,0,0,0
1500000US130630403021,130630000000,Block Group 1 Census Tract 403.02 Clayton County Georgia,1301,387,253,62,0,0,191,0,0,15,0,0,0,0,0,15,119,541,86,36,29,0,21,0,0,8,0,0,0,0,0,8,447,298,134,121,0,0,13,0,0,10,0,0,0,10,0,0,0,154,75,23,0,0,23,0,0,52,0,12,7,0,0,21,12,0
1500000US130630403022,130630000000,Block Group 2 Census Tract 403.02 Clayton County Georgia,1096,321,301,24,0,0,277,0,0,0,0,0,0,0,0,0,20,259,62,36,26,0,0,0,0,0,0,0,0,0,0,0,197,347,209,149,20,12,28,0,0,18,0,0,0,9,0,9,0,120,169,67,0,18,49,0,0,102,0,0,52,0,0,0,50,0
1500000US130630403023,130630000000,Block Group 3 Census Tract 403.02 Clayton County Georgia,1675,618,598,92,0,0,506,0,0,0,0,0,0,0,0,0,20,563,181,43,0,0,138,0,0,0,0,0,0,0,0,0,382,431,267,182,0,14,71,0,0,43,29,0,0,8,0,0,6,121,63,30,0,0,30,0,0,33,0,0,0,33,0,0,0,0
1500000US130630403024,130630000000,Block Group 4 Census Tract 403.02 Clayton County Georgia,1009,329,252,0,0,0,252,0,0,5,0,0,0,0,0,5,72,170,74,27,0,0,47,0,0,7,0,0,0,0,0,7,89,419,235,141,35,4,55,0,0,22,0,0,0,15,7,0,0,162,91,26,0,0,26,0,0,65,0,11,6,30,0,18,0,0
1500000US130630403031,130630000000,Block Group 1 Census Tract 403.03 Clayton County Georgia,1873,634,593,175,0,35,383,0,0,0,0,0,0,0,0,0,41,436,141,87,0,0,54,0,0,0,0,0,0,0,0,0,295,641,281,156,0,42,83,0,0,55,0,0,0,10,0,0,45,305,162,33,0,0,33,0,0,103,0,51,10,27,0,7,8,26
1500000US130630403032,130630000000,Block Group 2 Census Tract 403.03 Clayton County Georgia,1093,340,269,18,0,71,180,0,0,0,0,0,0,0,0,0,71,373,206,177,0,0,29,0,0,11,0,0,11,0,0,0,156,336,184,124,0,0,60,0,0,39,0,0,0,39,0,0,0,113,44,0,0,0,0,0,0,44,0,23,0,21,0,0,0,0
1500000US130630403033,130630000000,Block Group 3 Census Tract 403.03 Clayton County Georgia,1212,336,336,42,0,0,294,0,0,0,0,0,0,0,0,0,0,245,27,27,0,0,0,0,0,0,0,0,0,0,0,0,218,532,290,142,0,56,81,0,11,60,0,0,0,43,0,0,17,182,99,73,0,0,73,0,0,26,0,18,8,0,0,0,0,0
1500000US130630403034,130630000000,Block Group 4 Census Tract 403.03 Clayton County Georgia,1362,463,463,122,51,0,290,0,0,0,0,0,0,0,0,0,0,488,348,202,0,0,146,0,0,0,0,0,0,0,0,0,140,366,206,206,0,0,0,0,0,21,0,0,0,21,0,0,0,139,45,28,0,0,28,0,0,17,0,9,0,0,0,0,8,0
1500000US130630403035,130630000000,Block Group 5 Census Tract 403.03 Clayton County Georgia,820,440,289,80,0,0,209,0,0,0,0,0,0,0,0,0,151,185,8,8,0,0,0,0,0,0,0,0,0,0,0,0,177,163,102,94,0,0,0,8,0,0,0,0,0,0,0,0,0,61,32,8,0,0,8,0,0,24,0,0,7,17,0,0,0,0
1500000US130630403036,130630000000,Block Group 6 Census Tract 403.03 Clayton County Georgia,780,196,30,0,14,0,16,0,0,21,0,0,0,0,0,21,145,219,86,86,0,0,0,0,0,0,0,0,0,0,0,0,133,318,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,255,47,8,0,0,8,0,0,39,0,0,0,8,0,0,31,0
1500000US130630403061,130630000000,Block Group 1 Census Tract 403.06 Clayton County Georgia,2202,779,485,33,0,0,452,0,0,0,0,0,0,0,0,0,294,790,124,104,0,0,20,0,0,0,0,0,0,0,0,0,666,554,280,177,0,0,103,0,0,0,0,0,0,0,0,0,0,274,79,31,0,0,31,0,0,48,0,27,0,21,0,0,0,0
1500000US130630403062,130630000000,Block Group 2 Census Tract 403.06 Clayton County Georgia,1882,684,583,51,0,0,532,0,0,0,0,0,0,0,0,0,101,791,346,193,0,0,153,0,0,0,0,0,0,0,0,0,445,376,58,48,0,0,10,0,0,24,8,0,0,0,0,0,16,294,31,0,0,0,0,0,0,31,0,17,0,0,0,0,14,0
1500000US130630403071,130630000000,Block Group 1 Census Tract 403.07 Clayton County Georgia,1632,456,244,22,9,0,213,0,0,46,0,0,0,0,0,46,166,306,151,105,0,0,46,0,0,0,0,0,0,0,0,0,155,708,329,293,11,0,25,0,0,19,0,0,0,0,0,0,19,360,162,51,0,0,51,0,0,111,0,37,7,40,0,0,27,0
1500000US130630403072,130630000000,Block Group 2 Census Tract 403.07 Clayton County Georgia,2665,761,537,145,0,0,392,0,0,65,11,0,0,0,0,54,159,495,279,245,0,0,34,0,0,39,10,0,0,0,0,29,177,1086,524,457,35,0,15,8,9,219,43,0,0,69,0,0,107,343,323,181,70,26,85,0,0,142,0,90,31,10,0,0,11,0
1500000US130630403081,130630000000,Block Group 1 Census Tract 403.08 Clayton County Georgia,1934,386,287,20,0,0,248,19,0,0,0,0,0,0,0,0,99,697,129,54,46,0,29,0,0,0,0,0,0,0,0,0,568,663,222,138,40,23,12,0,9,39,0,23,0,0,0,0,16,402,188,50,0,0,50,0,0,138,0,29,49,30,0,0,30,0
1500000US130630403082,130630000000,Block Group 2 Census Tract 403.08 Clayton County Georgia,1625,483,292,104,0,0,188,0,0,32,18,0,0,6,0,8,159,326,121,116,0,0,5,0,0,0,0,0,0,0,0,0,205,601,338,230,7,38,41,0,22,29,0,6,0,6,0,0,17,234,215,86,0,0,86,0,0,96,0,37,30,9,0,13,7,33
1500000US130630403083,130630000000,Block Group 3 Census Tract 403.08 Clayton County Georgia,838,235,147,18,0,0,129,0,0,5,0,0,0,0,0,5,83,148,66,39,17,0,10,0,0,0,0,0,0,0,0,0,82,387,116,78,20,0,18,0,0,18,4,0,0,12,0,0,2,253,68,41,0,0,41,0,0,27,0,10,13,4,0,0,0,0
1500000US130630404071,130630000000,Block Group 1 Census Tract 404.07 Clayton County Georgia,1854,437,307,95,0,0,212,0,0,0,0,0,0,0,0,0,130,495,161,107,0,0,54,0,0,15,0,0,15,0,0,0,319,713,414,374,0,29,11,0,0,37,5,0,8,5,0,0,19,262,209,39,0,0,39,0,0,170,0,35,88,13,0,0,34,0
1500000US130630404072,130630000000,Block Group 2 Census Tract 404.07 Clayton County Georgia,2120,644,591,264,0,0,327,0,0,7,0,0,0,0,0,7,46,535,245,171,4,0,70,0,0,85,0,0,16,51,0,18,205,768,524,428,0,8,88,0,0,80,0,0,11,7,17,0,45,164,173,24,0,0,24,0,0,121,0,21,41,16,0,0,43,28
1500000US130630404081,130630000000,Block Group 1 Census Tract 404.08 Clayton County Georgia,1841,385,360,14,174,0,172,0,0,0,0,0,0,0,0,0,25,369,272,229,33,0,0,10,0,32,16,0,0,0,0,16,65,809,545,212,168,0,117,0,48,149,0,0,0,35,0,39,75,115,278,44,0,0,44,0,0,234,0,45,125,0,0,0,64,0
1500000US130630404082,130630000000,Block Group 2 Census Tract 404.08 Clayton County Georgia,3537,898,798,154,0,0,605,39,0,18,0,0,0,9,0,9,82,1249,679,481,76,0,89,33,0,113,67,0,0,10,12,24,457,1185,708,614,0,7,56,0,31,113,0,0,0,71,9,0,33,364,205,101,17,0,84,0,0,104,0,0,0,93,0,0,11,0
1500000US130630404083,130630000000,Block Group 3 Census Tract 404.08 Clayton County Georgia,2259,564,530,241,0,0,264,25,0,0,0,0,0,0,0,0,34,503,388,238,82,0,22,46,0,0,0,0,0,0,0,0,115,958,671,539,89,0,43,0,0,54,19,0,0,14,0,0,21,233,234,113,41,0,72,0,0,121,0,24,30,67,0,0,0,0
1500000US130630404091,130630000000,Block Group 1 Census Tract 404.09 Clayton County Georgia,2652,632,530,81,19,0,430,0,0,0,0,0,0,0,0,0,102,758,337,231,13,0,93,0,0,0,0,0,0,0,0,0,421,1034,602,488,32,26,27,22,7,158,62,6,7,15,43,0,25,274,228,93,9,0,84,0,0,135,0,48,9,11,0,13,54,0
1500000US130630404092,130630000000,Block Group 2 Census Tract 404.09 Clayton County Georgia,3072,929,813,397,0,0,416,0,0,47,0,0,0,11,0,36,69,611,293,270,0,0,23,0,0,0,0,0,0,0,0,0,318,1333,953,809,34,37,32,32,9,40,0,0,0,0,31,0,9,340,199,41,7,0,34,0,0,105,0,89,16,0,0,0,0,53
1500000US130630404101,130630000000,Block Group 1 Census Tract 404.10 Clayton County Georgia,5364,1995,1651,576,171,0,904,0,0,227,36,0,0,0,0,191,117,1058,460,416,0,0,44,0,0,211,56,0,40,0,0,115,387,1961,1161,904,88,88,43,19,19,202,103,0,0,39,0,14,46,598,350,123,0,0,123,0,0,227,0,54,62,18,0,32,61,0
1500000US130630404102,130630000000,Block Group 2 Census Tract 404.10 Clayton County Georgia,1271,549,288,53,0,0,235,0,0,0,0,0,0,0,0,0,261,354,200,132,0,0,68,0,0,0,0,0,0,0,0,0,154,304,197,180,0,0,17,0,0,34,21,0,0,13,0,0,0,73,64,0,0,0,0,0,0,64,0,19,0,26,0,0,19,0
1500000US130630404111,130630000000,Block Group 1 Census Tract 404.11 Clayton County Georgia,2971,998,998,596,132,0,230,40,0,0,0,0,0,0,0,0,0,594,432,238,29,0,110,45,10,0,0,0,0,0,0,0,162,1240,1015,790,46,94,40,45,0,84,19,20,0,0,0,0,45,141,139,0,0,0,0,0,0,139,0,12,31,35,0,0,61,0
1500000US130630404112,130630000000,Block Group 2 Census Tract 404.11 Clayton County Georgia,2842,901,875,438,0,0,437,0,0,26,0,0,0,0,0,26,0,298,110,110,0,0,0,0,0,0,0,0,0,0,0,0,188,1365,772,625,65,0,34,48,0,131,29,0,0,0,0,0,102,462,278,144,0,0,144,0,0,134,0,34,42,8,0,0,50,0
1500000US130630404113,130630000000,Block Group 3 Census Tract 404.11 Clayton County Georgia,2034,238,202,64,0,0,115,23,0,36,0,0,0,0,0,36,0,537,449,332,90,0,27,0,0,18,18,0,0,0,0,0,70,991,876,853,0,0,0,23,0,38,0,0,0,0,0,0,38,77,268,41,26,0,15,0,0,203,0,60,67,0,0,40,36,24
1500000US130630404114,130630000000,Block Group 4 Census Tract 404.11 Clayton County Georgia,4747,1387,1127,618,0,0,398,111,0,115,31,0,0,12,0,72,145,1203,716,525,34,0,157,0,0,43,18,0,0,0,0,25,444,1933,1388,1106,0,23,92,96,71,326,106,0,0,37,0,0,183,219,224,54,19,0,35,0,0,170,0,56,47,50,0,0,17,0
1500000US130630404121,130630000000,Block Group 1 Census Tract 404.12 Clayton County Georgia,2705,657,331,75,0,0,256,0,0,23,0,0,0,0,0,23,303,755,277,186,43,0,48,0,0,0,0,0,0,0,0,0,478,1150,608,569,0,0,39,0,0,52,18,0,0,17,0,0,17,490,143,63,0,0,63,0,0,80,0,23,31,0,0,0,26,0
1500000US130630404122,130630000000,Block Group 2 Census Tract 404.12 Clayton County Georgia,2966,540,485,60,62,0,251,112,0,0,0,0,0,0,0,0,55,1186,574,410,83,0,27,54,0,47,0,0,0,0,0,47,565,1181,756,513,91,0,109,0,43,62,0,0,0,0,0,0,62,363,59,33,0,0,33,0,0,26,0,15,11,0,0,0,0,0
1500000US130630404123,130630000000,Block Group 3 Census Tract 404.12 Clayton County Georgia,2348,472,353,59,0,0,294,0,0,0,0,0,0,0,0,0,119,592,458,261,86,0,111,0,0,71,0,0,0,71,0,0,63,943,661,599,13,23,15,11,0,58,30,15,0,0,0,0,13,224,341,125,0,0,125,0,0,216,0,63,43,38,0,0,72,0
1500000US130630404131,130630000000,Block Group 1 Census Tract 404.13 Clayton County Georgia,3179,723,572,92,30,0,450,0,0,11,0,0,0,11,0,0,140,933,593,301,55,0,237,0,0,67,0,0,0,22,0,45,273,1281,745,527,57,35,107,0,19,202,28,0,0,31,60,20,63,334,242,110,91,0,19,0,0,122,0,48,14,32,0,0,28,10
1500000US130630404132,130630000000,Block Group 2 Census Tract 404.13 Clayton County Georgia,4194,1400,1200,620,11,0,506,63,0,176,0,0,0,0,0,176,24,910,536,338,0,17,164,17,0,42,30,0,0,0,0,12,332,1712,1206,960,31,24,53,76,62,129,77,12,0,17,0,0,23,377,172,53,44,0,9,0,0,119,0,96,0,10,0,0,13,0
1500000US130630404141,130630000000,Block Group 1 Census Tract 404.14 Clayton County Georgia,1701,379,246,31,0,0,215,0,0,25,8,0,0,0,0,17,108,640,198,151,0,0,47,0,0,7,7,0,0,0,0,0,435,542,165,136,0,0,28,1,0,116,17,3,0,66,0,0,30,261,140,21,0,0,21,0,0,119,0,46,30,0,0,20,23,0
1500000US130630404151,130630000000,Block Group 1 Census Tract 404.15 Clayton County Georgia,1275,264,73,54,0,0,19,0,0,0,0,0,0,0,0,0,191,381,104,63,0,0,41,0,0,40,4,0,36,0,0,0,237,492,289,225,0,62,2,0,0,44,0,44,0,0,0,0,0,159,138,64,0,0,64,0,0,74,0,13,0,27,0,19,15,0
1500000US130630404152,130630000000,Block Group 2 Census Tract 404.15 Clayton County Georgia,2008,393,354,107,37,0,178,32,0,0,0,0,0,0,0,0,39,782,310,292,18,0,0,0,0,0,0,0,0,0,0,0,472,636,314,284,0,0,30,0,0,80,0,0,0,33,0,0,47,242,197,0,0,0,0,0,0,41,0,0,16,0,0,0,25,156
1500000US130630404153,130630000000,Block Group 3 Census Tract 404.15 Clayton County Georgia,686,110,16,0,0,0,16,0,0,0,0,0,0,0,0,0,94,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,352,151,117,0,0,34,0,0,20,0,0,0,0,0,0,20,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130630404154,130630000000,Block Group 4 Census Tract 404.15 Clayton County Georgia,1990,803,259,0,0,0,259,0,0,103,0,0,0,0,0,103,441,642,132,59,73,0,0,0,0,32,0,0,0,32,0,0,478,545,165,127,0,0,38,0,0,11,0,0,0,0,0,0,11,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130630404161,130630000000,Block Group 1 Census Tract 404.16 Clayton County Georgia,2185,579,433,0,48,0,385,0,0,84,0,0,0,0,0,84,62,508,216,205,0,0,11,0,0,0,0,0,0,0,0,0,292,944,643,431,0,51,147,0,14,49,0,0,0,0,20,0,29,252,154,71,18,0,53,0,0,83,0,15,33,8,0,6,21,0
1500000US130630404162,130630000000,Block Group 2 Census Tract 404.16 Clayton County Georgia,1774,832,720,65,28,45,582,0,0,0,0,0,0,0,0,0,112,288,140,30,20,0,90,0,0,12,12,0,0,0,0,0,136,540,250,203,28,0,6,0,13,56,0,12,0,13,0,0,31,234,114,69,44,0,25,0,0,45,0,10,0,21,0,0,14,0
1500000US130630404171,130630000000,Block Group 1 Census Tract 404.17 Clayton County Georgia,2369,830,758,84,7,0,667,0,0,6,6,0,0,0,0,0,66,766,455,241,62,0,152,0,0,51,6,0,0,0,0,45,260,718,417,279,0,47,81,0,10,59,8,0,16,27,0,0,8,242,55,0,0,0,0,0,0,55,0,0,9,46,0,0,0,0
1500000US130630404172,130630000000,Block Group 2 Census Tract 404.17 Clayton County Georgia,539,176,159,33,0,0,126,0,0,0,0,0,0,0,0,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,246,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,163,85,19,0,0,19,0,0,66,0,19,32,15,0,0,0,0
1500000US130630404173,130630000000,Block Group 3 Census Tract 404.17 Clayton County Georgia,1492,460,340,197,0,0,67,76,0,36,0,0,0,0,0,36,84,569,259,208,0,0,22,29,0,10,0,0,0,0,0,10,300,356,138,114,0,24,0,0,0,10,0,0,0,0,0,0,10,208,107,65,0,0,65,0,0,42,0,0,0,0,0,0,42,0
1500000US130630405091,130630000000,Block Group 1 Census Tract 405.09 Clayton County Georgia,1779,375,347,187,0,0,160,0,0,18,0,0,0,18,0,0,10,445,140,140,0,0,0,0,0,29,6,0,0,12,0,11,276,731,546,486,7,32,14,7,0,84,19,0,0,24,8,0,33,101,228,50,0,0,50,0,0,178,0,59,26,0,0,12,81,0
1500000US130630405092,130630000000,Block Group 2 Census Tract 405.09 Clayton County Georgia,2920,804,735,346,14,0,375,0,0,69,69,0,0,0,0,0,0,737,379,214,50,0,115,0,0,37,37,0,0,0,0,0,321,1203,924,761,100,3,31,11,18,120,40,12,0,0,24,0,44,159,176,62,18,0,44,0,0,114,0,37,11,7,0,0,59,0
1500000US130630405101,130630000000,Block Group 1 Census Tract 405.10 Clayton County Georgia,1939,626,552,264,0,0,288,0,0,9,0,0,0,0,0,9,65,386,151,116,2,0,33,0,0,0,0,0,0,0,0,0,235,798,429,396,17,0,14,2,0,71,19,6,0,8,29,9,0,298,129,24,0,0,24,0,0,105,0,47,10,21,0,0,27,0
1500000US130630405102,130630000000,Block Group 2 Census Tract 405.10 Clayton County Georgia,1396,449,356,183,1,0,114,58,0,12,0,0,0,0,0,12,81,310,179,86,0,0,48,45,0,0,0,0,0,0,0,0,131,546,309,244,8,26,10,0,21,43,7,0,26,9,0,0,1,194,91,29,2,0,27,0,0,62,7,10,25,0,0,9,11,0
1500000US130630405121,130630000000,Block Group 1 Census Tract 405.12 Clayton County Georgia,2611,698,591,126,49,0,356,60,0,14,0,0,0,0,0,14,93,706,354,301,0,0,53,0,0,0,0,0,0,0,0,0,352,1070,541,394,65,41,41,0,0,126,65,0,0,41,0,0,20,403,137,63,16,0,47,0,0,74,0,0,57,17,0,0,0,0
1500000US130630405122,130630000000,Block Group 2 Census Tract 405.12 Clayton County Georgia,582,101,55,0,0,0,55,0,0,26,16,0,0,0,0,10,20,146,98,69,0,0,0,0,29,39,20,0,0,0,0,19,9,258,212,212,0,0,0,0,0,26,0,0,0,0,0,0,26,20,77,0,0,0,0,0,0,77,0,45,0,17,0,0,15,0
1500000US130630405123,130630000000,Block Group 3 Census Tract 405.12 Clayton County Georgia,1701,441,376,146,0,0,230,0,0,41,0,0,0,0,0,41,24,380,352,316,14,0,22,0,0,28,0,0,28,0,0,0,0,773,567,401,0,12,91,9,54,93,16,0,0,22,0,0,55,113,107,19,0,0,19,0,0,88,0,0,0,62,0,0,26,0
1500000US130630405131,130630000000,Block Group 1 Census Tract 405.13 Clayton County Georgia,1414,382,162,105,0,0,57,0,0,172,0,0,0,0,0,172,48,129,96,77,19,0,0,0,0,7,0,0,0,0,0,7,26,696,405,298,8,8,19,24,48,35,15,0,0,0,4,4,12,256,207,96,0,0,96,0,0,111,0,48,0,0,0,39,24,0
