GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11
Id,Id2,Geography,Estimate; Total:,Estimate; Households with one or more people 65 years and over:,Estimate; Households with one or more people 65 years and over: - 1-person household,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household:,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Family households,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Nonfamily households,Estimate; Households with no people 65 years and over:,Estimate; Households with no people 65 years and over: - 1-person households,Estimate; Households with no people 65 years and over: - 2-or-more-person household:,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Family households,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Nonfamily households
1500000US130670309042,130670000000,Block Group 2 Census Tract 309.04 Cobb County Georgia,603,88,27,61,61,0,515,108,407,358,49
1500000US130670309043,130670000000,Block Group 3 Census Tract 309.04 Cobb County Georgia,494,45,0,45,45,0,449,76,373,373,0
1500000US130670309044,130670000000,Block Group 4 Census Tract 309.04 Cobb County Georgia,590,56,0,56,56,0,534,33,501,375,126
1500000US130670309051,130670000000,Block Group 1 Census Tract 309.05 Cobb County Georgia,162,37,18,19,19,0,125,54,71,71,0
1500000US130670309052,130670000000,Block Group 2 Census Tract 309.05 Cobb County Georgia,291,55,35,20,20,0,236,75,161,161,0
1500000US130670309053,130670000000,Block Group 3 Census Tract 309.05 Cobb County Georgia,1019,127,81,46,46,0,892,155,737,690,47
1500000US130670309054,130670000000,Block Group 4 Census Tract 309.05 Cobb County Georgia,352,64,9,55,55,0,288,19,269,250,19
1500000US130670310011,130670000000,Block Group 1 Census Tract 310.01 Cobb County Georgia,499,64,19,45,45,0,435,13,422,317,105
1500000US130670310012,130670000000,Block Group 2 Census Tract 310.01 Cobb County Georgia,402,43,13,30,25,5,359,151,208,187,21
1500000US130670310013,130670000000,Block Group 3 Census Tract 310.01 Cobb County Georgia,789,54,20,34,27,7,735,123,612,514,98
1500000US130670310021,130670000000,Block Group 1 Census Tract 310.02 Cobb County Georgia,1055,89,48,41,41,0,966,135,831,730,101
1500000US130670310022,130670000000,Block Group 2 Census Tract 310.02 Cobb County Georgia,503,22,10,12,12,0,481,82,399,385,14
1500000US130670310023,130670000000,Block Group 3 Census Tract 310.02 Cobb County Georgia,698,117,33,84,84,0,581,223,358,314,44
1500000US130670310024,130670000000,Block Group 4 Census Tract 310.02 Cobb County Georgia,755,160,124,36,36,0,595,121,474,451,23
1500000US130670310041,130670000000,Block Group 1 Census Tract 310.04 Cobb County Georgia,797,99,60,39,39,0,698,101,597,484,113
1500000US130670310042,130670000000,Block Group 2 Census Tract 310.04 Cobb County Georgia,442,38,0,38,38,0,404,99,305,294,11
1500000US130670310043,130670000000,Block Group 3 Census Tract 310.04 Cobb County Georgia,686,111,23,88,88,0,575,73,502,476,26
1500000US130670310044,130670000000,Block Group 4 Census Tract 310.04 Cobb County Georgia,501,39,0,39,39,0,462,67,395,370,25
1500000US130670310051,130670000000,Block Group 1 Census Tract 310.05 Cobb County Georgia,900,124,15,109,98,11,776,123,653,633,20
1500000US130670310052,130670000000,Block Group 2 Census Tract 310.05 Cobb County Georgia,755,272,64,208,208,0,483,96,387,333,54
1500000US130670311011,130670000000,Block Group 1 Census Tract 311.01 Cobb County Georgia,774,122,37,85,77,8,652,192,460,373,87
1500000US130670311012,130670000000,Block Group 2 Census Tract 311.01 Cobb County Georgia,363,71,11,60,60,0,292,70,222,201,21
1500000US130670311013,130670000000,Block Group 3 Census Tract 311.01 Cobb County Georgia,576,95,66,29,29,0,481,194,287,202,85
1500000US130670311061,130670000000,Block Group 1 Census Tract 311.06 Cobb County Georgia,421,87,33,54,54,0,334,27,307,297,10
1500000US130670311062,130670000000,Block Group 2 Census Tract 311.06 Cobb County Georgia,934,196,0,196,196,0,738,133,605,554,51
1500000US130670311063,130670000000,Block Group 3 Census Tract 311.06 Cobb County Georgia,790,170,88,82,82,0,620,134,486,393,93
1500000US130670311064,130670000000,Block Group 4 Census Tract 311.06 Cobb County Georgia,780,211,110,101,101,0,569,137,432,382,50
1500000US130670311081,130670000000,Block Group 1 Census Tract 311.08 Cobb County Georgia,167,61,14,47,47,0,106,18,88,48,40
1500000US130670311082,130670000000,Block Group 2 Census Tract 311.08 Cobb County Georgia,313,34,0,34,34,0,279,124,155,137,18
1500000US130670311083,130670000000,Block Group 3 Census Tract 311.08 Cobb County Georgia,1579,205,134,71,54,17,1374,718,656,564,92
1500000US130670311084,130670000000,Block Group 4 Census Tract 311.08 Cobb County Georgia,623,76,30,46,46,0,547,229,318,259,59
1500000US130670311101,130670000000,Block Group 1 Census Tract 311.10 Cobb County Georgia,874,130,78,52,43,9,744,172,572,447,125
1500000US130670311102,130670000000,Block Group 2 Census Tract 311.10 Cobb County Georgia,546,111,44,67,67,0,435,90,345,311,34
1500000US130670311111,130670000000,Block Group 1 Census Tract 311.11 Cobb County Georgia,1137,152,89,63,63,0,985,455,530,415,115
1500000US130670311112,130670000000,Block Group 2 Census Tract 311.11 Cobb County Georgia,598,109,64,45,45,0,489,165,324,304,20
1500000US130670311121,130670000000,Block Group 1 Census Tract 311.12 Cobb County Georgia,362,69,44,25,25,0,293,71,222,222,0
1500000US130670311122,130670000000,Block Group 2 Census Tract 311.12 Cobb County Georgia,971,124,73,51,38,13,847,240,607,517,90
1500000US130670311123,130670000000,Block Group 3 Census Tract 311.12 Cobb County Georgia,907,111,54,57,57,0,796,84,712,658,54
1500000US130670311131,130670000000,Block Group 1 Census Tract 311.13 Cobb County Georgia,470,24,24,0,0,0,446,235,211,149,62
1500000US130670311141,130670000000,Block Group 1 Census Tract 311.14 Cobb County Georgia,1506,171,63,108,108,0,1335,470,865,616,249
1500000US130670311142,130670000000,Block Group 2 Census Tract 311.14 Cobb County Georgia,1098,46,31,15,15,0,1052,585,467,326,141
1500000US130670311143,130670000000,Block Group 3 Census Tract 311.14 Cobb County Georgia,926,41,18,23,0,23,885,504,381,291,90
1500000US130670311144,130670000000,Block Group 4 Census Tract 311.14 Cobb County Georgia,202,0,0,0,0,0,202,0,202,184,18
1500000US130670311151,130670000000,Block Group 1 Census Tract 311.15 Cobb County Georgia,579,128,51,77,77,0,451,104,347,317,30
1500000US130670311152,130670000000,Block Group 2 Census Tract 311.15 Cobb County Georgia,1023,280,65,215,206,9,743,305,438,367,71
1500000US130670311161,130670000000,Block Group 1 Census Tract 311.16 Cobb County Georgia,990,115,57,58,21,37,875,75,800,772,28
1500000US130670311162,130670000000,Block Group 2 Census Tract 311.16 Cobb County Georgia,420,123,17,106,106,0,297,52,245,206,39
1500000US130670311163,130670000000,Block Group 3 Census Tract 311.16 Cobb County Georgia,143,47,13,34,34,0,96,21,75,75,0
1500000US130670311171,130670000000,Block Group 1 Census Tract 311.17 Cobb County Georgia,800,66,18,48,48,0,734,148,586,480,106
1500000US130670311172,130670000000,Block Group 2 Census Tract 311.17 Cobb County Georgia,711,257,89,168,168,0,454,72,382,353,29
1500000US130670311173,130670000000,Block Group 3 Census Tract 311.17 Cobb County Georgia,380,175,60,115,115,0,205,111,94,94,0
1500000US130670311181,130670000000,Block Group 1 Census Tract 311.18 Cobb County Georgia,452,130,83,47,47,0,322,57,265,203,62
1500000US130670311182,130670000000,Block Group 2 Census Tract 311.18 Cobb County Georgia,787,287,140,147,147,0,500,142,358,358,0
1500000US130670311183,130670000000,Block Group 3 Census Tract 311.18 Cobb County Georgia,1021,205,150,55,55,0,816,357,459,362,97
1500000US130670312051,130670000000,Block Group 1 Census Tract 312.05 Cobb County Georgia,898,111,78,33,20,13,787,238,549,367,182
1500000US130670312052,130670000000,Block Group 2 Census Tract 312.05 Cobb County Georgia,1012,87,38,49,49,0,925,400,525,311,214
1500000US130670312053,130670000000,Block Group 3 Census Tract 312.05 Cobb County Georgia,1075,201,125,76,76,0,874,300,574,526,48
1500000US130670312061,130670000000,Block Group 1 Census Tract 312.06 Cobb County Georgia,2203,325,222,103,103,0,1878,397,1481,1334,147
1500000US130670312062,130670000000,Block Group 2 Census Tract 312.06 Cobb County Georgia,310,0,0,0,0,0,310,55,255,179,76
1500000US130670312063,130670000000,Block Group 3 Census Tract 312.06 Cobb County Georgia,2176,242,150,92,92,0,1934,893,1041,849,192
1500000US130670312071,130670000000,Block Group 1 Census Tract 312.07 Cobb County Georgia,514,103,43,60,60,0,411,190,221,188,33
1500000US130670312072,130670000000,Block Group 2 Census Tract 312.07 Cobb County Georgia,1225,22,22,0,0,0,1203,807,396,278,118
1500000US130670312073,130670000000,Block Group 3 Census Tract 312.07 Cobb County Georgia,329,81,0,81,81,0,248,142,106,46,60
1500000US130670312081,130670000000,Block Group 1 Census Tract 312.08 Cobb County Georgia,344,18,0,18,18,0,326,191,135,135,0
1500000US130670312082,130670000000,Block Group 2 Census Tract 312.08 Cobb County Georgia,939,113,47,66,66,0,826,275,551,483,68
1500000US130670312083,130670000000,Block Group 3 Census Tract 312.08 Cobb County Georgia,1835,80,47,33,33,0,1755,590,1165,878,287
1500000US130670312091,130670000000,Block Group 1 Census Tract 312.09 Cobb County Georgia,1183,289,42,247,247,0,894,321,573,564,9
1500000US130670312092,130670000000,Block Group 2 Census Tract 312.09 Cobb County Georgia,563,67,20,47,47,0,496,116,380,367,13
1500000US130670312111,130670000000,Block Group 1 Census Tract 312.11 Cobb County Georgia,301,0,0,0,0,0,301,153,148,78,70
1500000US130670312112,130670000000,Block Group 2 Census Tract 312.11 Cobb County Georgia,1788,169,133,36,36,0,1619,1048,571,436,135
1500000US130670312113,130670000000,Block Group 3 Census Tract 312.11 Cobb County Georgia,347,0,0,0,0,0,347,152,195,96,99
1500000US130670312121,130670000000,Block Group 1 Census Tract 312.12 Cobb County Georgia,958,381,74,307,298,9,577,99,478,469,9
1500000US130670313061,130670000000,Block Group 1 Census Tract 313.06 Cobb County Georgia,809,198,28,170,170,0,611,187,424,367,57
1500000US130670313062,130670000000,Block Group 2 Census Tract 313.06 Cobb County Georgia,654,163,35,128,120,8,491,96,395,388,7
1500000US130670313071,130670000000,Block Group 1 Census Tract 313.07 Cobb County Georgia,428,95,48,47,47,0,333,86,247,217,30
1500000US130670313072,130670000000,Block Group 2 Census Tract 313.07 Cobb County Georgia,905,217,57,160,160,0,688,146,542,472,70
1500000US130670313073,130670000000,Block Group 3 Census Tract 313.07 Cobb County Georgia,822,278,49,229,229,0,544,60,484,484,0
1500000US130670313081,130670000000,Block Group 1 Census Tract 313.08 Cobb County Georgia,411,111,71,40,40,0,300,74,226,215,11
1500000US130670313082,130670000000,Block Group 2 Census Tract 313.08 Cobb County Georgia,654,132,54,78,78,0,522,123,399,382,17
1500000US130670313083,130670000000,Block Group 3 Census Tract 313.08 Cobb County Georgia,739,150,62,88,88,0,589,112,477,456,21
1500000US130670313091,130670000000,Block Group 1 Census Tract 313.09 Cobb County Georgia,367,97,44,53,53,0,270,89,181,181,0
1500000US130670313092,130670000000,Block Group 2 Census Tract 313.09 Cobb County Georgia,601,182,32,150,150,0,419,9,410,393,17
1500000US130670313093,130670000000,Block Group 3 Census Tract 313.09 Cobb County Georgia,885,77,49,28,28,0,808,103,705,667,38
1500000US130670313094,130670000000,Block Group 4 Census Tract 313.09 Cobb County Georgia,741,105,45,60,60,0,636,203,433,399,34
1500000US130670313101,130670000000,Block Group 1 Census Tract 313.10 Cobb County Georgia,782,145,114,31,31,0,637,188,449,435,14
1500000US130670313102,130670000000,Block Group 2 Census Tract 313.10 Cobb County Georgia,925,76,19,57,25,32,849,163,686,624,62
1500000US130670313103,130670000000,Block Group 3 Census Tract 313.10 Cobb County Georgia,848,85,32,53,53,0,763,262,501,473,28
1500000US130670313111,130670000000,Block Group 1 Census Tract 313.11 Cobb County Georgia,1337,145,50,95,95,0,1192,213,979,915,64
1500000US130670313112,130670000000,Block Group 2 Census Tract 313.11 Cobb County Georgia,955,126,43,83,83,0,829,179,650,596,54
1500000US130670313113,130670000000,Block Group 3 Census Tract 313.11 Cobb County Georgia,1159,31,0,31,31,0,1128,387,741,655,86
1500000US130670313121,130670000000,Block Group 1 Census Tract 313.12 Cobb County Georgia,346,166,50,116,116,0,180,45,135,135,0
1500000US130670313122,130670000000,Block Group 2 Census Tract 313.12 Cobb County Georgia,240,22,13,9,9,0,218,38,180,180,0
1500000US130670313123,130670000000,Block Group 3 Census Tract 313.12 Cobb County Georgia,1851,126,34,92,92,0,1725,538,1187,945,242
1500000US130670313124,130670000000,Block Group 4 Census Tract 313.12 Cobb County Georgia,1028,40,0,40,40,0,988,180,808,734,74
1500000US130670313131,130670000000,Block Group 1 Census Tract 313.13 Cobb County Georgia,2611,211,45,166,166,0,2400,344,2056,1904,152
1500000US130670313132,130670000000,Block Group 2 Census Tract 313.13 Cobb County Georgia,1229,127,14,113,113,0,1102,254,848,749,99
1500000US130670314041,130670000000,Block Group 1 Census Tract 314.04 Cobb County Georgia,404,162,88,74,74,0,242,29,213,202,11
1500000US130670314042,130670000000,Block Group 2 Census Tract 314.04 Cobb County Georgia,1080,280,83,197,181,16,800,120,680,680,0
1500000US130670314043,130670000000,Block Group 3 Census Tract 314.04 Cobb County Georgia,552,114,36,78,78,0,438,114,324,324,0
1500000US130670314044,130670000000,Block Group 4 Census Tract 314.04 Cobb County Georgia,242,24,0,24,24,0,218,69,149,89,60
1500000US130670314051,130670000000,Block Group 1 Census Tract 314.05 Cobb County Georgia,561,58,0,58,58,0,503,27,476,399,77
1500000US130670314052,130670000000,Block Group 2 Census Tract 314.05 Cobb County Georgia,1143,161,116,45,45,0,982,179,803,772,31
1500000US130670314053,130670000000,Block Group 3 Census Tract 314.05 Cobb County Georgia,350,103,12,91,77,14,247,18,229,229,0
1500000US130670314054,130670000000,Block Group 4 Census Tract 314.05 Cobb County Georgia,410,142,27,115,115,0,268,61,207,138,69
1500000US130670314055,130670000000,Block Group 5 Census Tract 314.05 Cobb County Georgia,431,10,0,10,10,0,421,61,360,360,0
1500000US130670314061,130670000000,Block Group 1 Census Tract 314.06 Cobb County Georgia,601,62,53,9,9,0,539,131,408,338,70
1500000US130670314062,130670000000,Block Group 2 Census Tract 314.06 Cobb County Georgia,1013,244,217,27,27,0,769,272,497,457,40
1500000US130670314063,130670000000,Block Group 3 Census Tract 314.06 Cobb County Georgia,1338,146,32,114,103,11,1192,417,775,761,14
1500000US130670314081,130670000000,Block Group 1 Census Tract 314.08 Cobb County Georgia,362,73,17,56,56,0,289,99,190,131,59
1500000US130670314082,130670000000,Block Group 2 Census Tract 314.08 Cobb County Georgia,1356,277,75,202,202,0,1079,250,829,758,71
1500000US130670314083,130670000000,Block Group 3 Census Tract 314.08 Cobb County Georgia,356,114,44,70,70,0,242,88,154,154,0
1500000US130670314091,130670000000,Block Group 1 Census Tract 314.09 Cobb County Georgia,984,218,62,156,156,0,766,180,586,537,49
1500000US130670314092,130670000000,Block Group 2 Census Tract 314.09 Cobb County Georgia,892,80,20,60,60,0,812,226,586,554,32
1500000US130670315031,130670000000,Block Group 1 Census Tract 315.03 Cobb County Georgia,407,163,59,104,104,0,244,38,206,193,13
1500000US130670315032,130670000000,Block Group 2 Census Tract 315.03 Cobb County Georgia,1026,223,32,191,191,0,803,103,700,691,9
1500000US130670315033,130670000000,Block Group 3 Census Tract 315.03 Cobb County Georgia,904,189,17,172,172,0,715,139,576,529,47
1500000US130670315034,130670000000,Block Group 4 Census Tract 315.03 Cobb County Georgia,548,211,114,97,82,15,337,57,280,262,18
1500000US130670315051,130670000000,Block Group 1 Census Tract 315.05 Cobb County Georgia,883,269,128,141,113,28,614,137,477,442,35
1500000US130670315052,130670000000,Block Group 2 Census Tract 315.05 Cobb County Georgia,409,40,0,40,40,0,369,39,330,316,14
1500000US130670315053,130670000000,Block Group 3 Census Tract 315.05 Cobb County Georgia,800,74,30,44,44,0,726,160,566,566,0
1500000US130670315061,130670000000,Block Group 1 Census Tract 315.06 Cobb County Georgia,699,167,57,110,96,14,532,38,494,455,39
1500000US130670315062,130670000000,Block Group 2 Census Tract 315.06 Cobb County Georgia,827,197,67,130,121,9,630,123,507,450,57
1500000US130670315063,130670000000,Block Group 3 Census Tract 315.06 Cobb County Georgia,254,74,8,66,66,0,180,86,94,85,9
1500000US130670315071,130670000000,Block Group 1 Census Tract 315.07 Cobb County Georgia,677,106,36,70,70,0,571,86,485,423,62
1500000US130670315072,130670000000,Block Group 2 Census Tract 315.07 Cobb County Georgia,439,97,53,44,44,0,342,53,289,250,39
1500000US130670315081,130670000000,Block Group 1 Census Tract 315.08 Cobb County Georgia,547,98,12,86,77,9,449,50,399,390,9
1500000US130670315082,130670000000,Block Group 2 Census Tract 315.08 Cobb County Georgia,1095,257,56,201,197,4,838,118,720,692,28
1500000US130670315091,130670000000,Block Group 1 Census Tract 315.09 Cobb County Georgia,765,219,37,182,182,0,546,107,439,391,48
1500000US130670315092,130670000000,Block Group 2 Census Tract 315.09 Cobb County Georgia,545,61,36,25,25,0,484,23,461,443,18
1500000US130670315093,130670000000,Block Group 3 Census Tract 315.09 Cobb County Georgia,601,64,23,41,41,0,537,129,408,395,13
1500000US130670315094,130670000000,Block Group 4 Census Tract 315.09 Cobb County Georgia,643,195,21,174,174,0,448,13,435,435,0
1500000US130670315095,130670000000,Block Group 5 Census Tract 315.09 Cobb County Georgia,575,144,26,118,118,0,431,82,349,349,0
1500000US130890201001,130890000000,Block Group 1 Census Tract 201 DeKalb County Georgia,758,99,43,56,53,3,659,198,461,400,61
1500000US130890202001,130890000000,Block Group 1 Census Tract 202 DeKalb County Georgia,330,108,39,69,69,0,222,46,176,163,13
1500000US130890202002,130890000000,Block Group 2 Census Tract 202 DeKalb County Georgia,650,24,4,20,20,0,626,354,272,145,127
1500000US130890203001,130890000000,Block Group 1 Census Tract 203 DeKalb County Georgia,370,34,14,20,20,0,336,97,239,196,43
1500000US130890203002,130890000000,Block Group 2 Census Tract 203 DeKalb County Georgia,369,46,14,32,32,0,323,30,293,271,22
1500000US130890203003,130890000000,Block Group 3 Census Tract 203 DeKalb County Georgia,768,41,22,19,13,6,727,220,507,377,130
1500000US130890204001,130890000000,Block Group 1 Census Tract 204 DeKalb County Georgia,752,69,42,27,27,0,683,249,434,349,85
1500000US130890204002,130890000000,Block Group 2 Census Tract 204 DeKalb County Georgia,417,49,19,30,26,4,368,163,205,151,54
1500000US130890205001,130890000000,Block Group 1 Census Tract 205 DeKalb County Georgia,592,195,172,23,23,0,397,192,205,142,63
1500000US130890205002,130890000000,Block Group 2 Census Tract 205 DeKalb County Georgia,779,148,41,107,86,21,631,234,397,291,106
1500000US130890206001,130890000000,Block Group 1 Census Tract 206 DeKalb County Georgia,203,56,35,21,21,0,147,37,110,86,24
1500000US130890206002,130890000000,Block Group 2 Census Tract 206 DeKalb County Georgia,648,43,5,38,35,3,605,264,341,245,96
1500000US130890207001,130890000000,Block Group 1 Census Tract 207 DeKalb County Georgia,670,134,50,84,50,34,536,247,289,218,71
1500000US130890207002,130890000000,Block Group 2 Census Tract 207 DeKalb County Georgia,223,50,37,13,13,0,173,60,113,58,55
1500000US130890208011,130890000000,Block Group 1 Census Tract 208.01 DeKalb County Georgia,458,83,29,54,44,10,375,96,279,207,72
1500000US130890208012,130890000000,Block Group 2 Census Tract 208.01 DeKalb County Georgia,583,162,30,132,132,0,421,171,250,183,67
1500000US130890208021,130890000000,Block Group 1 Census Tract 208.02 DeKalb County Georgia,294,73,34,39,39,0,221,77,144,114,30
1500000US130890208022,130890000000,Block Group 2 Census Tract 208.02 DeKalb County Georgia,620,153,71,82,82,0,467,151,316,308,8
1500000US130890208023,130890000000,Block Group 3 Census Tract 208.02 DeKalb County Georgia,323,70,57,13,13,0,253,68,185,168,17
1500000US130890208024,130890000000,Block Group 4 Census Tract 208.02 DeKalb County Georgia,386,68,22,46,24,22,318,94,224,208,16
1500000US130890209001,130890000000,Block Group 1 Census Tract 209 DeKalb County Georgia,728,237,145,92,92,0,491,175,316,226,90
1500000US130890209002,130890000000,Block Group 2 Census Tract 209 DeKalb County Georgia,480,87,36,51,51,0,393,109,284,274,10
1500000US130890209003,130890000000,Block Group 3 Census Tract 209 DeKalb County Georgia,760,164,50,114,114,0,596,254,342,287,55
1500000US130890209004,130890000000,Block Group 4 Census Tract 209 DeKalb County Georgia,373,106,16,90,80,10,267,98,169,121,48
1500000US130890211011,130890000000,Block Group 1 Census Tract 211.01 DeKalb County Georgia,1378,372,80,292,284,8,1006,227,779,697,82
1500000US130890211021,130890000000,Block Group 1 Census Tract 211.02 DeKalb County Georgia,170,0,0,0,0,0,170,158,12,12,0
1500000US130890211022,130890000000,Block Group 2 Census Tract 211.02 DeKalb County Georgia,780,96,34,62,62,0,684,199,485,455,30
1500000US130890211023,130890000000,Block Group 3 Census Tract 211.02 DeKalb County Georgia,365,19,19,0,0,0,346,243,103,91,12
1500000US130890211024,130890000000,Block Group 4 Census Tract 211.02 DeKalb County Georgia,1289,223,170,53,53,0,1066,545,521,322,199
1500000US130890212021,130890000000,Block Group 1 Census Tract 212.02 DeKalb County Georgia,1371,387,207,180,180,0,984,324,660,549,111
1500000US130890212022,130890000000,Block Group 2 Census Tract 212.02 DeKalb County Georgia,702,129,25,104,104,0,573,125,448,435,13
1500000US130890212023,130890000000,Block Group 3 Census Tract 212.02 DeKalb County Georgia,956,226,128,98,98,0,730,278,452,425,27
1500000US130890212041,130890000000,Block Group 1 Census Tract 212.04 DeKalb County Georgia,476,13,13,0,0,0,463,80,383,318,65
1500000US130890212042,130890000000,Block Group 2 Census Tract 212.04 DeKalb County Georgia,364,0,0,0,0,0,364,81,283,131,152
1500000US130890212043,130890000000,Block Group 3 Census Tract 212.04 DeKalb County Georgia,260,38,0,38,38,0,222,41,181,171,10
1500000US130890212081,130890000000,Block Group 1 Census Tract 212.08 DeKalb County Georgia,1105,116,96,20,20,0,989,416,573,439,134
1500000US130890212082,130890000000,Block Group 2 Census Tract 212.08 DeKalb County Georgia,592,148,35,113,100,13,444,79,365,332,33
1500000US130890212091,130890000000,Block Group 1 Census Tract 212.09 DeKalb County Georgia,447,67,0,67,67,0,380,128,252,165,87
1500000US130890212092,130890000000,Block Group 2 Census Tract 212.09 DeKalb County Georgia,1064,210,197,13,13,0,854,460,394,261,133
1500000US130890212093,130890000000,Block Group 3 Census Tract 212.09 DeKalb County Georgia,975,585,387,198,198,0,390,121,269,223,46
1500000US130890212094,130890000000,Block Group 4 Census Tract 212.09 DeKalb County Georgia,404,145,35,110,75,35,259,33,226,203,23
1500000US130890212101,130890000000,Block Group 1 Census Tract 212.10 DeKalb County Georgia,707,233,81,152,152,0,474,89,385,376,9
1500000US130890212102,130890000000,Block Group 2 Census Tract 212.10 DeKalb County Georgia,472,192,76,116,110,6,280,53,227,192,35
1500000US130890212103,130890000000,Block Group 3 Census Tract 212.10 DeKalb County Georgia,806,249,41,208,208,0,557,88,469,438,31
1500000US130890212111,130890000000,Block Group 1 Census Tract 212.11 DeKalb County Georgia,650,398,183,215,210,5,252,35,217,208,9
1500000US130890212112,130890000000,Block Group 2 Census Tract 212.11 DeKalb County Georgia,645,163,66,97,97,0,482,118,364,343,21
1500000US130890212113,130890000000,Block Group 3 Census Tract 212.11 DeKalb County Georgia,536,191,103,88,88,0,345,75,270,270,0
1500000US130890212131,130890000000,Block Group 1 Census Tract 212.13 DeKalb County Georgia,428,171,48,123,123,0,257,17,240,234,6
1500000US130890212132,130890000000,Block Group 2 Census Tract 212.13 DeKalb County Georgia,753,230,17,213,213,0,523,17,506,506,0
1500000US130890212141,130890000000,Block Group 1 Census Tract 212.14 DeKalb County Georgia,504,203,24,179,179,0,301,25,276,264,12
1500000US130890212142,130890000000,Block Group 2 Census Tract 212.14 DeKalb County Georgia,1054,368,122,246,246,0,686,13,673,673,0
1500000US130890212143,130890000000,Block Group 3 Census Tract 212.14 DeKalb County Georgia,459,136,23,113,104,9,323,0,323,323,0
1500000US130890212151,130890000000,Block Group 1 Census Tract 212.15 DeKalb County Georgia,1689,189,62,127,127,0,1500,806,694,586,108
1500000US130890212152,130890000000,Block Group 2 Census Tract 212.15 DeKalb County Georgia,808,62,17,45,45,0,746,133,613,549,64
1500000US130890212161,130890000000,Block Group 1 Census Tract 212.16 DeKalb County Georgia,544,67,0,67,67,0,477,38,439,419,20
1500000US130890212162,130890000000,Block Group 2 Census Tract 212.16 DeKalb County Georgia,1862,190,18,172,148,24,1672,843,829,704,125
1500000US130890212163,130890000000,Block Group 3 Census Tract 212.16 DeKalb County Georgia,1701,151,151,0,0,0,1550,956,594,451,143
1500000US130890212171,130890000000,Block Group 1 Census Tract 212.17 DeKalb County Georgia,920,225,108,117,111,6,695,148,547,458,89
1500000US130890212181,130890000000,Block Group 1 Census Tract 212.18 DeKalb County Georgia,942,29,17,12,12,0,913,610,303,216,87
1500000US130890212182,130890000000,Block Group 2 Census Tract 212.18 DeKalb County Georgia,1266,200,104,96,96,0,1066,736,330,190,140
1500000US130890212183,130890000000,Block Group 3 Census Tract 212.18 DeKalb County Georgia,847,249,220,29,29,0,598,317,281,254,27
1500000US130890213011,130890000000,Block Group 1 Census Tract 213.01 DeKalb County Georgia,257,29,0,29,29,0,228,26,202,138,64
1500000US130890213012,130890000000,Block Group 2 Census Tract 213.01 DeKalb County Georgia,1222,85,54,31,31,0,1137,490,647,397,250
1500000US130890213031,130890000000,Block Group 1 Census Tract 213.03 DeKalb County Georgia,818,234,66,168,162,6,584,106,478,449,29
1500000US130890213032,130890000000,Block Group 2 Census Tract 213.03 DeKalb County Georgia,361,60,23,37,37,0,301,44,257,236,21
1500000US130890213033,130890000000,Block Group 3 Census Tract 213.03 DeKalb County Georgia,565,38,0,38,22,16,527,38,489,476,13
1500000US130890213051,130890000000,Block Group 1 Census Tract 213.05 DeKalb County Georgia,357,65,0,65,56,9,292,60,232,206,26
1500000US130890213052,130890000000,Block Group 2 Census Tract 213.05 DeKalb County Georgia,1098,75,19,56,56,0,1023,153,870,757,113
1500000US130890213061,130890000000,Block Group 1 Census Tract 213.06 DeKalb County Georgia,837,84,20,64,64,0,753,251,502,453,49
1500000US130890213062,130890000000,Block Group 2 Census Tract 213.06 DeKalb County Georgia,232,64,23,41,41,0,168,44,124,117,7
1500000US130890213063,130890000000,Block Group 3 Census Tract 213.06 DeKalb County Georgia,738,12,12,0,0,0,726,244,482,456,26
1500000US130890213071,130890000000,Block Group 1 Census Tract 213.07 DeKalb County Georgia,419,131,26,105,86,19,288,118,170,152,18
1500000US130890213072,130890000000,Block Group 2 Census Tract 213.07 DeKalb County Georgia,909,188,32,156,145,11,721,106,615,520,95
1500000US130890213081,130890000000,Block Group 1 Census Tract 213.08 DeKalb County Georgia,589,130,12,118,118,0,459,125,334,246,88
1500000US130890213082,130890000000,Block Group 2 Census Tract 213.08 DeKalb County Georgia,161,35,13,22,22,0,126,77,49,49,0
1500000US130890213083,130890000000,Block Group 3 Census Tract 213.08 DeKalb County Georgia,586,66,10,56,56,0,520,146,374,296,78
1500000US130890214051,130890000000,Block Group 1 Census Tract 214.05 DeKalb County Georgia,463,123,72,51,40,11,340,84,256,164,92
1500000US130890214052,130890000000,Block Group 2 Census Tract 214.05 DeKalb County Georgia,672,25,8,17,17,0,647,208,439,377,62
1500000US130890214053,130890000000,Block Group 3 Census Tract 214.05 DeKalb County Georgia,572,16,9,7,7,0,556,168,388,317,71
1500000US130890214091,130890000000,Block Group 1 Census Tract 214.09 DeKalb County Georgia,798,26,8,18,18,0,772,296,476,402,74
1500000US130890214092,130890000000,Block Group 2 Census Tract 214.09 DeKalb County Georgia,198,14,8,6,6,0,184,68,116,107,9
