GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30
Id,Id2,Geography,Estimate; Total:,Estimate; With own children under 18 years:,Estimate; With own children under 18 years: - Under 6 years only:,Estimate; With own children under 18 years: - Under 6 years only: - In labor force:,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - In Armed Forces,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian:,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Employed,Estimate; With own children under 18 years: - Under 6 years only: - In labor force: - Civilian: - Unemployed,Estimate; With own children under 18 years: - Under 6 years only: - Not in labor force,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years:,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force:,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - In Armed Forces,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian:,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Employed,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - In labor force: - Civilian: - Unemployed,Estimate; With own children under 18 years: - Under 6 years and 6 to 17 years: - Not in labor force,Estimate; With own children under 18 years: - 6 to 17 years only:,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force:,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - In Armed Forces,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian:,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Employed,Estimate; With own children under 18 years: - 6 to 17 years only: - In labor force: - Civilian: - Unemployed,Estimate; With own children under 18 years: - 6 to 17 years only: - Not in labor force,Estimate; No own children under 18 years:,Estimate; No own children under 18 years: - In labor force:,Estimate; No own children under 18 years: - In labor force: - In Armed Forces,Estimate; No own children under 18 years: - In labor force: - Civilian:,Estimate; No own children under 18 years: - In labor force: - Civilian: - Employed,Estimate; No own children under 18 years: - In labor force: - Civilian: - Unemployed,Estimate; No own children under 18 years: - Not in labor force
0100000US,,United States,93701201,34198191,8048500,5661847,17431,5644416,5062924,581492,2386653,6921560,4467584,7476,4460108,3974757,485351,2453976,19228131,14845326,14184,14831142,13712602,1118540,4382805,59503010,43200392,53288,43147104,39755579,3391525,16302618
0400000US13,13,Georgia,3025884,1145908,264071,183962,914,183048,158444,24604,80109,237077,156376,230,156146,134936,21210,80701,644760,493667,878,492789,449505,43284,151093,1879976,1307211,2117,1305094,1178564,126530,572765
1500000US130630402021,130630000000,Block Group 1 Census Tract 402.02 Clayton County Georgia,425,176,36,36,0,36,18,18,0,58,30,0,30,15,15,28,82,77,0,77,52,25,5,249,201,0,201,191,10,48
1500000US130630402022,130630000000,Block Group 2 Census Tract 402.02 Clayton County Georgia,434,179,22,22,0,22,22,0,0,21,21,0,21,21,0,0,136,136,0,136,133,3,0,255,206,0,206,199,7,49
1500000US130630402031,130630000000,Block Group 1 Census Tract 402.03 Clayton County Georgia,407,156,12,12,0,12,12,0,0,94,94,0,94,66,28,0,50,30,0,30,30,0,20,251,188,0,188,116,72,63
1500000US130630402032,130630000000,Block Group 2 Census Tract 402.03 Clayton County Georgia,832,280,37,26,0,26,26,0,11,124,114,0,114,103,11,10,119,107,0,107,92,15,12,552,435,0,435,377,58,117
1500000US130630402041,130630000000,Block Group 1 Census Tract 402.04 Clayton County Georgia,444,207,86,67,0,67,57,10,19,67,53,0,53,53,0,14,54,54,0,54,54,0,0,237,148,0,148,107,41,89
1500000US130630402042,130630000000,Block Group 2 Census Tract 402.04 Clayton County Georgia,130,45,8,8,0,8,8,0,0,17,17,0,17,0,17,0,20,0,0,0,0,0,20,85,30,0,30,13,17,55
1500000US130630402043,130630000000,Block Group 3 Census Tract 402.04 Clayton County Georgia,562,229,89,89,34,55,55,0,0,13,0,0,0,0,0,13,127,127,0,127,99,28,0,333,278,0,278,264,14,55
1500000US130630403021,130630000000,Block Group 1 Census Tract 403.02 Clayton County Georgia,378,147,31,31,0,31,31,0,0,54,47,0,47,47,0,7,62,58,0,58,56,2,4,231,179,0,179,179,0,52
1500000US130630403022,130630000000,Block Group 2 Census Tract 403.02 Clayton County Georgia,316,110,27,27,0,27,27,0,0,55,37,0,37,37,0,18,28,20,0,20,20,0,8,206,130,0,130,130,0,76
1500000US130630403023,130630000000,Block Group 3 Census Tract 403.02 Clayton County Georgia,464,245,58,24,0,24,24,0,34,14,14,0,14,0,14,0,173,146,0,146,82,64,27,219,179,0,179,179,0,40
1500000US130630403024,130630000000,Block Group 4 Census Tract 403.02 Clayton County Georgia,299,93,26,26,0,26,0,26,0,26,5,0,5,5,0,21,41,19,0,19,19,0,22,206,91,0,91,77,14,115
1500000US130630403031,130630000000,Block Group 1 Census Tract 403.03 Clayton County Georgia,382,191,14,14,0,14,14,0,0,9,0,0,0,0,0,9,168,157,0,157,87,70,11,191,149,0,149,123,26,42
1500000US130630403032,130630000000,Block Group 2 Census Tract 403.03 Clayton County Georgia,336,120,0,0,0,0,0,0,0,52,52,0,52,52,0,0,68,55,0,55,55,0,13,216,109,0,109,109,0,107
1500000US130630403033,130630000000,Block Group 3 Census Tract 403.03 Clayton County Georgia,523,154,97,32,0,32,32,0,65,0,0,0,0,0,0,0,57,49,0,49,49,0,8,369,283,0,283,172,111,86
1500000US130630403034,130630000000,Block Group 4 Census Tract 403.03 Clayton County Georgia,508,282,10,10,0,10,10,0,0,84,84,0,84,0,84,0,188,188,0,188,188,0,0,226,208,0,208,125,83,18
1500000US130630403035,130630000000,Block Group 5 Census Tract 403.03 Clayton County Georgia,161,161,0,0,0,0,0,0,0,67,37,0,37,3,34,30,94,80,0,80,42,38,14,0,0,0,0,0,0,0
1500000US130630403036,130630000000,Block Group 6 Census Tract 403.03 Clayton County Georgia,325,19,9,0,0,0,0,0,9,0,0,0,0,0,0,0,10,10,0,10,10,0,0,306,163,0,163,145,18,143
1500000US130630403061,130630000000,Block Group 1 Census Tract 403.06 Clayton County Georgia,472,216,87,31,0,31,31,0,56,89,53,0,53,53,0,36,40,13,0,13,13,0,27,256,184,0,184,110,74,72
1500000US130630403062,130630000000,Block Group 2 Census Tract 403.06 Clayton County Georgia,502,173,21,13,0,13,13,0,8,60,36,0,36,25,11,24,92,92,0,92,74,18,0,329,216,0,216,183,33,113
1500000US130630403071,130630000000,Block Group 1 Census Tract 403.07 Clayton County Georgia,504,163,45,45,0,45,27,18,0,34,9,0,9,9,0,25,84,61,0,61,61,0,23,341,279,0,279,233,46,62
1500000US130630403072,130630000000,Block Group 2 Census Tract 403.07 Clayton County Georgia,755,331,70,70,0,70,41,29,0,75,75,0,75,49,26,0,186,127,0,127,103,24,59,424,298,0,298,273,25,126
1500000US130630403081,130630000000,Block Group 1 Census Tract 403.08 Clayton County Georgia,571,218,104,83,0,83,83,0,21,62,24,0,24,24,0,38,52,27,0,27,6,21,25,353,267,0,267,236,31,86
1500000US130630403082,130630000000,Block Group 2 Census Tract 403.08 Clayton County Georgia,405,191,91,75,0,75,75,0,16,33,19,0,19,19,0,14,67,67,0,67,57,10,0,214,85,0,85,81,4,129
1500000US130630403083,130630000000,Block Group 3 Census Tract 403.08 Clayton County Georgia,258,76,0,0,0,0,0,0,0,26,0,0,0,0,0,26,50,30,3,27,27,0,20,182,128,0,128,89,39,54
1500000US130630404071,130630000000,Block Group 1 Census Tract 404.07 Clayton County Georgia,574,217,0,0,0,0,0,0,0,86,78,0,78,51,27,8,131,119,0,119,115,4,12,357,275,0,275,275,0,82
1500000US130630404072,130630000000,Block Group 2 Census Tract 404.07 Clayton County Georgia,744,274,62,53,0,53,53,0,9,34,23,0,23,13,10,11,178,162,0,162,141,21,16,470,288,0,288,279,9,182
1500000US130630404081,130630000000,Block Group 1 Census Tract 404.08 Clayton County Georgia,614,163,11,11,0,11,11,0,0,88,88,0,88,88,0,0,64,47,0,47,47,0,17,451,283,0,283,283,0,168
1500000US130630404082,130630000000,Block Group 2 Census Tract 404.08 Clayton County Georgia,984,303,103,92,0,92,92,0,11,107,84,0,84,45,39,23,93,93,0,93,93,0,0,681,471,0,471,411,60,210
1500000US130630404083,130630000000,Block Group 3 Census Tract 404.08 Clayton County Georgia,821,279,89,89,0,89,82,7,0,83,70,0,70,28,42,13,107,107,0,107,74,33,0,542,498,33,465,318,147,44
1500000US130630404091,130630000000,Block Group 1 Census Tract 404.09 Clayton County Georgia,963,295,81,81,0,81,81,0,0,56,56,0,56,56,0,0,158,125,0,125,97,28,33,668,453,0,453,398,55,215
1500000US130630404092,130630000000,Block Group 2 Census Tract 404.09 Clayton County Georgia,952,441,101,79,0,79,79,0,22,107,93,0,93,93,0,14,233,233,0,233,205,28,0,511,446,0,446,378,68,65
1500000US130630404101,130630000000,Block Group 1 Census Tract 404.10 Clayton County Georgia,1368,574,183,56,0,56,56,0,127,189,117,0,117,79,38,72,202,200,0,200,157,43,2,794,527,0,527,448,79,267
1500000US130630404102,130630000000,Block Group 2 Census Tract 404.10 Clayton County Georgia,374,120,33,33,0,33,33,0,0,0,0,0,0,0,0,0,87,63,0,63,63,0,24,254,146,0,146,136,10,108
1500000US130630404111,130630000000,Block Group 1 Census Tract 404.11 Clayton County Georgia,1002,557,211,193,0,193,127,66,18,88,78,0,78,78,0,10,258,218,0,218,218,0,40,445,306,0,306,284,22,139
1500000US130630404112,130630000000,Block Group 2 Census Tract 404.11 Clayton County Georgia,914,354,0,0,0,0,0,0,0,104,68,0,68,68,0,36,250,207,0,207,207,0,43,560,261,0,261,261,0,299
1500000US130630404113,130630000000,Block Group 3 Census Tract 404.11 Clayton County Georgia,778,95,13,13,0,13,13,0,0,27,0,0,0,0,0,27,55,55,0,55,32,23,0,683,585,0,585,556,29,98
1500000US130630404114,130630000000,Block Group 4 Census Tract 404.11 Clayton County Georgia,1878,814,226,161,0,161,161,0,65,176,176,0,176,176,0,0,412,412,0,412,412,0,0,1064,766,0,766,704,62,298
1500000US130630404121,130630000000,Block Group 1 Census Tract 404.12 Clayton County Georgia,891,313,26,26,0,26,26,0,0,77,53,0,53,53,0,24,210,186,0,186,118,68,24,578,370,0,370,346,24,208
1500000US130630404122,130630000000,Block Group 2 Census Tract 404.12 Clayton County Georgia,1620,307,140,64,0,64,0,64,76,47,47,0,47,0,47,0,120,120,0,120,68,52,0,1313,963,0,963,815,148,350
1500000US130630404123,130630000000,Block Group 3 Census Tract 404.12 Clayton County Georgia,749,247,89,74,0,74,59,15,15,81,81,0,81,0,81,0,77,60,0,60,60,0,17,502,423,0,423,341,82,79
1500000US130630404131,130630000000,Block Group 1 Census Tract 404.13 Clayton County Georgia,1023,377,149,149,0,149,108,41,0,47,47,0,47,13,34,0,181,166,0,166,120,46,15,646,486,0,486,452,34,160
1500000US130630404132,130630000000,Block Group 2 Census Tract 404.13 Clayton County Georgia,1462,521,68,55,0,55,55,0,13,166,112,0,112,79,33,54,287,186,0,186,186,0,101,941,700,0,700,605,95,241
1500000US130630404141,130630000000,Block Group 1 Census Tract 404.14 Clayton County Georgia,552,130,11,2,0,2,2,0,9,12,0,0,0,0,0,12,107,61,0,61,46,15,46,422,299,0,299,203,96,123
1500000US130630404151,130630000000,Block Group 1 Census Tract 404.15 Clayton County Georgia,450,81,0,0,0,0,0,0,0,18,18,0,18,18,0,0,63,26,0,26,26,0,37,369,211,0,211,170,41,158
1500000US130630404152,130630000000,Block Group 2 Census Tract 404.15 Clayton County Georgia,709,256,60,60,0,60,60,0,0,32,32,0,32,32,0,0,164,164,0,164,164,0,0,453,255,0,255,175,80,198
1500000US130630404153,130630000000,Block Group 3 Census Tract 404.15 Clayton County Georgia,252,43,12,12,0,12,12,0,0,0,0,0,0,0,0,0,31,31,0,31,31,0,0,209,135,0,135,129,6,74
1500000US130630404154,130630000000,Block Group 4 Census Tract 404.15 Clayton County Georgia,516,256,41,0,0,0,0,0,41,130,92,0,92,77,15,38,85,47,0,47,47,0,38,260,260,0,260,213,47,0
1500000US130630404161,130630000000,Block Group 1 Census Tract 404.16 Clayton County Georgia,764,247,51,40,0,40,40,0,11,87,77,0,77,77,0,10,109,23,0,23,23,0,86,517,380,0,380,336,44,137
1500000US130630404162,130630000000,Block Group 2 Census Tract 404.16 Clayton County Georgia,382,231,0,0,0,0,0,0,0,49,27,0,27,27,0,22,182,153,0,153,115,38,29,151,105,0,105,78,27,46
1500000US130630404171,130630000000,Block Group 1 Census Tract 404.17 Clayton County Georgia,954,336,105,105,0,105,49,56,0,102,63,0,63,44,19,39,129,88,0,88,61,27,41,618,498,0,498,417,81,120
1500000US130630404172,130630000000,Block Group 2 Census Tract 404.17 Clayton County Georgia,145,55,16,16,0,16,16,0,0,14,0,0,0,0,0,14,25,11,0,11,11,0,14,90,40,0,40,40,0,50
1500000US130630404173,130630000000,Block Group 3 Census Tract 404.17 Clayton County Georgia,519,192,17,8,0,8,8,0,9,29,29,0,29,0,29,0,146,115,0,115,115,0,31,327,231,0,231,143,88,96
1500000US130630405091,130630000000,Block Group 1 Census Tract 405.09 Clayton County Georgia,641,176,59,59,0,59,59,0,0,66,66,0,66,66,0,0,51,40,0,40,32,8,11,465,382,0,382,262,120,83
1500000US130630405092,130630000000,Block Group 2 Census Tract 405.09 Clayton County Georgia,966,363,109,62,0,62,62,0,47,79,79,0,79,79,0,0,175,130,0,130,113,17,45,603,511,0,511,361,150,92
1500000US130630405101,130630000000,Block Group 1 Census Tract 405.10 Clayton County Georgia,604,286,27,27,0,27,25,2,0,74,46,0,46,46,0,28,185,151,0,151,151,0,34,318,214,0,214,202,12,104
1500000US130630405102,130630000000,Block Group 2 Census Tract 405.10 Clayton County Georgia,421,92,24,24,0,24,24,0,0,33,33,0,33,33,0,0,35,25,0,25,25,0,10,329,283,0,283,232,51,46
1500000US130630405121,130630000000,Block Group 1 Census Tract 405.12 Clayton County Georgia,773,272,103,90,0,90,76,14,13,42,42,0,42,14,28,0,127,106,0,106,85,21,21,501,388,0,388,330,58,113
1500000US130630405122,130630000000,Block Group 2 Census Tract 405.12 Clayton County Georgia,180,56,16,16,0,16,16,0,0,9,9,0,9,0,9,0,31,31,0,31,31,0,0,124,116,0,116,102,14,8
1500000US130630405123,130630000000,Block Group 3 Census Tract 405.12 Clayton County Georgia,673,163,8,8,0,8,8,0,0,10,10,0,10,0,10,0,145,123,0,123,123,0,22,510,351,0,351,311,40,159
1500000US130630405131,130630000000,Block Group 1 Census Tract 405.13 Clayton County Georgia,494,107,27,27,0,27,27,0,0,0,0,0,0,0,0,0,80,80,0,80,33,47,0,387,217,0,217,188,29,170
1500000US130630405132,130630000000,Block Group 2 Census Tract 405.13 Clayton County Georgia,723,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,0,50,36,14,18,655,378,0,378,289,89,277
1500000US130630405133,130630000000,Block Group 3 Census Tract 405.13 Clayton County Georgia,807,209,38,38,0,38,38,0,0,35,35,0,35,35,0,0,136,110,0,110,58,52,26,598,527,0,527,428,99,71
1500000US130630405141,130630000000,Block Group 1 Census Tract 405.14 Clayton County Georgia,526,170,71,71,0,71,71,0,0,8,8,0,8,0,8,0,91,91,0,91,91,0,0,356,331,0,331,318,13,25
1500000US130630405142,130630000000,Block Group 2 Census Tract 405.14 Clayton County Georgia,526,242,68,44,0,44,44,0,24,69,41,0,41,41,0,28,105,54,0,54,27,27,51,284,195,0,195,195,0,89
1500000US130630405143,130630000000,Block Group 3 Census Tract 405.14 Clayton County Georgia,1347,414,83,43,0,43,43,0,40,141,86,0,86,86,0,55,190,190,0,190,148,42,0,933,716,0,716,516,200,217
1500000US130630405151,130630000000,Block Group 1 Census Tract 405.15 Clayton County Georgia,293,81,69,40,0,40,40,0,29,0,0,0,0,0,0,0,12,0,0,0,0,0,12,212,156,0,156,127,29,56
1500000US130630405152,130630000000,Block Group 2 Census Tract 405.15 Clayton County Georgia,827,333,97,97,0,97,35,62,0,43,43,0,43,0,43,0,193,124,0,124,93,31,69,494,279,0,279,259,20,215
1500000US130630405153,130630000000,Block Group 3 Census Tract 405.15 Clayton County Georgia,536,184,0,0,0,0,0,0,0,64,38,0,38,38,0,26,120,108,0,108,108,0,12,352,220,0,220,119,101,132
1500000US130630405154,130630000000,Block Group 4 Census Tract 405.15 Clayton County Georgia,1159,367,66,66,0,66,66,0,0,119,119,0,119,74,45,0,182,157,0,157,157,0,25,792,572,0,572,407,165,220
1500000US130630405161,130630000000,Block Group 1 Census Tract 405.16 Clayton County Georgia,1283,465,80,80,0,80,22,58,0,133,133,0,133,133,0,0,252,200,0,200,186,14,52,818,448,0,448,423,25,370
1500000US130630405162,130630000000,Block Group 2 Census Tract 405.16 Clayton County Georgia,360,156,80,0,0,0,0,0,80,0,0,0,0,0,0,0,76,76,0,76,39,37,0,204,169,0,169,169,0,35
1500000US130630405163,130630000000,Block Group 3 Census Tract 405.16 Clayton County Georgia,353,212,89,65,0,65,65,0,24,49,49,0,49,49,0,0,74,58,0,58,58,0,16,141,84,0,84,84,0,57
1500000US130630405181,130630000000,Block Group 1 Census Tract 405.18 Clayton County Georgia,190,114,27,27,0,27,12,15,0,50,0,0,0,0,0,50,37,37,0,37,37,0,0,76,55,0,55,55,0,21
1500000US130630405182,130630000000,Block Group 2 Census Tract 405.18 Clayton County Georgia,1013,466,132,41,0,41,20,21,91,89,64,0,64,37,27,25,245,152,0,152,146,6,93,547,435,0,435,338,97,112
1500000US130630405183,130630000000,Block Group 3 Census Tract 405.18 Clayton County Georgia,381,114,19,11,0,11,11,0,8,78,58,0,58,23,35,20,17,8,0,8,8,0,9,267,199,0,199,178,21,68
1500000US130630405191,130630000000,Block Group 1 Census Tract 405.19 Clayton County Georgia,1178,290,67,67,0,67,67,0,0,127,100,0,100,100,0,27,96,72,0,72,44,28,24,888,746,0,746,579,167,142
1500000US130630405192,130630000000,Block Group 2 Census Tract 405.19 Clayton County Georgia,269,117,45,45,0,45,36,9,0,17,17,0,17,17,0,0,55,55,0,55,40,15,0,152,111,0,111,93,18,41
1500000US130630405201,130630000000,Block Group 1 Census Tract 405.20 Clayton County Georgia,248,123,49,49,0,49,35,14,0,13,13,0,13,13,0,0,61,61,0,61,31,30,0,125,80,0,80,65,15,45
1500000US130630405202,130630000000,Block Group 2 Census Tract 405.20 Clayton County Georgia,176,57,7,0,0,0,0,0,7,0,0,0,0,0,0,0,50,31,0,31,17,14,19,119,119,0,119,87,32,0
1500000US130630405203,130630000000,Block Group 3 Census Tract 405.20 Clayton County Georgia,680,148,37,24,0,24,0,24,13,48,48,0,48,42,6,0,63,42,0,42,27,15,21,532,366,0,366,351,15,166
1500000US130630405211,130630000000,Block Group 1 Census Tract 405.21 Clayton County Georgia,488,242,21,21,0,21,7,14,0,105,74,0,74,27,47,31,116,105,0,105,90,15,11,246,187,0,187,162,25,59
1500000US130630405212,130630000000,Block Group 2 Census Tract 405.21 Clayton County Georgia,575,154,19,0,0,0,0,0,19,7,0,0,0,0,0,7,128,101,0,101,83,18,27,421,392,0,392,326,66,29
1500000US130630405221,130630000000,Block Group 1 Census Tract 405.22 Clayton County Georgia,500,145,50,50,0,50,50,0,0,41,19,0,19,0,19,22,54,45,0,45,45,0,9,355,222,0,222,193,29,133
1500000US130630405222,130630000000,Block Group 2 Census Tract 405.22 Clayton County Georgia,496,185,85,72,0,72,72,0,13,32,24,0,24,0,24,8,68,68,0,68,61,7,0,311,250,0,250,202,48,61
1500000US130630405223,130630000000,Block Group 3 Census Tract 405.22 Clayton County Georgia,388,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,114,11,103,0,274,174,0,174,124,50,100
1500000US130630405231,130630000000,Block Group 1 Census Tract 405.23 Clayton County Georgia,1062,426,66,0,0,0,0,0,66,78,61,0,61,28,33,17,282,271,0,271,247,24,11,636,505,0,505,456,49,131
1500000US130630405241,130630000000,Block Group 1 Census Tract 405.24 Clayton County Georgia,661,192,41,41,0,41,41,0,0,0,0,0,0,0,0,0,151,151,0,151,123,28,0,469,443,0,443,412,31,26
1500000US130630405242,130630000000,Block Group 2 Census Tract 405.24 Clayton County Georgia,724,248,91,64,0,64,64,0,27,0,0,0,0,0,0,0,157,157,0,157,157,0,0,476,341,0,341,277,64,135
1500000US130630405243,130630000000,Block Group 3 Census Tract 405.24 Clayton County Georgia,378,192,0,0,0,0,0,0,0,95,40,0,40,0,40,55,97,52,0,52,52,0,45,186,159,0,159,115,44,27
1500000US130630405244,130630000000,Block Group 4 Census Tract 405.24 Clayton County Georgia,841,267,29,13,0,13,13,0,16,106,49,0,49,21,28,57,132,95,0,95,95,0,37,574,495,0,495,386,109,79
1500000US130630405251,130630000000,Block Group 1 Census Tract 405.25 Clayton County Georgia,1027,425,36,16,0,16,16,0,20,113,98,0,98,88,10,15,276,221,0,221,203,18,55,602,465,0,465,437,28,137
1500000US130630405261,130630000000,Block Group 1 Census Tract 405.26 Clayton County Georgia,618,196,33,33,0,33,33,0,0,0,0,0,0,0,0,0,163,123,0,123,123,0,40,422,206,0,206,206,0,216
1500000US130630405262,130630000000,Block Group 2 Census Tract 405.26 Clayton County Georgia,713,323,126,92,0,92,10,82,34,47,17,0,17,17,0,30,150,150,0,150,150,0,0,390,372,0,372,294,78,18
1500000US130630405263,130630000000,Block Group 3 Census Tract 405.26 Clayton County Georgia,408,202,18,18,0,18,18,0,0,21,21,0,21,21,0,0,163,163,0,163,94,69,0,206,196,0,196,182,14,10
1500000US130630406061,130630000000,Block Group 1 Census Tract 406.06 Clayton County Georgia,497,168,20,1,0,1,1,0,19,32,32,0,32,32,0,0,116,116,0,116,72,44,0,329,274,0,274,263,11,55
1500000US130630406062,130630000000,Block Group 2 Census Tract 406.06 Clayton County Georgia,351,161,67,33,0,33,10,23,34,54,54,0,54,54,0,0,40,29,0,29,29,0,11,190,126,0,126,126,0,64
1500000US130630406081,130630000000,Block Group 1 Census Tract 406.08 Clayton County Georgia,2916,919,257,245,0,245,178,67,12,161,147,0,147,136,11,14,501,400,0,400,383,17,101,1997,1540,0,1540,1099,441,457
1500000US130630406082,130630000000,Block Group 2 Census Tract 406.08 Clayton County Georgia,1123,331,33,33,0,33,33,0,0,31,16,0,16,16,0,15,267,267,0,267,255,12,0,792,691,0,691,588,103,101
1500000US130630406091,130630000000,Block Group 1 Census Tract 406.09 Clayton County Georgia,563,183,45,39,0,39,39,0,6,26,26,0,26,26,0,0,112,66,0,66,61,5,46,380,235,0,235,224,11,145
1500000US130630406092,130630000000,Block Group 2 Census Tract 406.09 Clayton County Georgia,690,256,86,28,0,28,28,0,58,36,25,0,25,15,10,11,134,55,0,55,37,18,79,434,268,0,268,241,27,166
1500000US130630406093,130630000000,Block Group 3 Census Tract 406.09 Clayton County Georgia,740,230,58,0,0,0,0,0,58,9,9,0,9,9,0,0,163,133,0,133,120,13,30,510,403,0,403,403,0,107
1500000US130630406111,130630000000,Block Group 1 Census Tract 406.11 Clayton County Georgia,996,371,78,22,0,22,0,22,56,60,26,0,26,16,10,34,233,93,0,93,93,0,140,625,371,0,371,335,36,254
1500000US130630406112,130630000000,Block Group 2 Census Tract 406.11 Clayton County Georgia,231,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,61,0,61,55,6,9,161,146,0,146,134,12,15
1500000US130630406113,130630000000,Block Group 3 Census Tract 406.11 Clayton County Georgia,775,272,79,79,0,79,79,0,0,76,26,0,26,13,13,50,117,117,11,106,95,11,0,503,350,0,350,306,44,153
1500000US130630406121,130630000000,Block Group 1 Census Tract 406.12 Clayton County Georgia,260,54,4,4,0,4,0,4,0,27,27,0,27,20,7,0,23,23,0,23,23,0,0,206,159,0,159,145,14,47
1500000US130630406122,130630000000,Block Group 2 Census Tract 406.12 Clayton County Georgia,1107,486,86,86,0,86,86,0,0,91,71,0,71,45,26,20,309,251,0,251,197,54,58,621,407,0,407,328,79,214
1500000US130630406123,130630000000,Block Group 3 Census Tract 406.12 Clayton County Georgia,344,136,61,61,0,61,61,0,0,11,5,0,5,5,0,6,64,42,0,42,42,0,22,208,172,0,172,139,33,36
1500000US130630406131,130630000000,Block Group 1 Census Tract 406.13 Clayton County Georgia,938,372,129,85,0,85,85,0,44,17,0,0,0,0,0,17,226,189,0,189,189,0,37,566,465,0,465,349,116,101
1500000US130630406132,130630000000,Block Group 2 Census Tract 406.13 Clayton County Georgia,634,201,98,17,0,17,0,17,81,73,16,0,16,16,0,57,30,30,0,30,6,24,0,433,218,0,218,153,65,215
1500000US130630406133,130630000000,Block Group 3 Census Tract 406.13 Clayton County Georgia,1064,336,39,23,0,23,23,0,16,113,45,0,45,45,0,68,184,143,0,143,108,35,41,728,382,0,382,300,82,346
1500000US130630406141,130630000000,Block Group 1 Census Tract 406.14 Clayton County Georgia,304,97,32,0,0,0,0,0,32,36,27,0,27,27,0,9,29,29,0,29,29,0,0,207,145,0,145,127,18,62
1500000US130630406142,130630000000,Block Group 2 Census Tract 406.14 Clayton County Georgia,501,107,32,32,0,32,24,8,0,5,5,0,5,5,0,0,70,67,0,67,67,0,3,394,299,0,299,268,31,95
1500000US130630406143,130630000000,Block Group 3 Census Tract 406.14 Clayton County Georgia,475,189,31,31,0,31,31,0,0,0,0,0,0,0,0,0,158,117,0,117,117,0,41,286,201,0,201,176,25,85
1500000US130630406151,130630000000,Block Group 1 Census Tract 406.15 Clayton County Georgia,726,248,40,34,0,34,34,0,6,24,24,0,24,24,0,0,184,138,0,138,138,0,46,478,393,0,393,368,25,85
1500000US130630406161,130630000000,Block Group 1 Census Tract 406.16 Clayton County Georgia,1935,801,242,170,0,170,170,0,72,266,239,0,239,199,40,27,293,205,0,205,145,60,88,1134,960,0,960,845,115,174
1500000US130630406162,130630000000,Block Group 2 Census Tract 406.16 Clayton County Georgia,289,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,45,45,0,0,244,162,0,162,136,26,82
1500000US130630406163,130630000000,Block Group 3 Census Tract 406.16 Clayton County Georgia,545,226,0,0,0,0,0,0,0,119,119,0,119,50,69,0,107,89,0,89,89,0,18,319,284,0,284,255,29,35
1500000US130630406171,130630000000,Block Group 1 Census Tract 406.17 Clayton County Georgia,462,214,65,51,0,51,51,0,14,24,16,0,16,16,0,8,125,107,0,107,107,0,18,248,203,0,203,189,14,45
1500000US130630406191,130630000000,Block Group 1 Census Tract 406.19 Clayton County Georgia,1115,486,74,74,0,74,74,0,0,98,54,0,54,54,0,44,314,305,0,305,272,33,9,629,354,0,354,291,63,275
1500000US130630406201,130630000000,Block Group 1 Census Tract 406.20 Clayton County Georgia,980,365,26,19,0,19,19,0,7,65,52,0,52,15,37,13,274,200,0,200,150,50,74,615,455,0,455,343,112,160
1500000US130630406211,130630000000,Block Group 1 Census Tract 406.21 Clayton County Georgia,1777,759,98,65,0,65,65,0,33,142,120,0,120,120,0,22,519,475,0,475,395,80,44,1018,672,10,662,623,39,346
1500000US130630406212,130630000000,Block Group 2 Census Tract 406.21 Clayton County Georgia,1514,424,41,14,0,14,14,0,27,111,111,0,111,111,0,0,272,155,0,155,135,20,117,1090,920,0,920,816,104,170
1500000US130630406221,130630000000,Block Group 1 Census Tract 406.22 Clayton County Georgia,980,416,119,119,0,119,119,0,0,204,45,0,45,17,28,159,93,45,0,45,25,20,48,564,402,0,402,328,74,162
