GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36
Id,Id2,Geography,Estimate; Total:,Estimate; 16 to 19 years:,Estimate; 16 to 19 years: - Worked in the past 12 months:,Estimate; 16 to 19 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 16 to 19 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 16 to 19 years: - Did not work in the past 12 months,Estimate; 20 to 24 years:,Estimate; 20 to 24 years: - Worked in the past 12 months:,Estimate; 20 to 24 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 20 to 24 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 20 to 24 years: - Did not work in the past 12 months,Estimate; 25 to 44 years:,Estimate; 25 to 44 years: - Worked in the past 12 months:,Estimate; 25 to 44 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 25 to 44 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 25 to 44 years: - Did not work in the past 12 months,Estimate; 45 to 54 years:,Estimate; 45 to 54 years: - Worked in the past 12 months:,Estimate; 45 to 54 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 45 to 54 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 45 to 54 years: - Did not work in the past 12 months,Estimate; 55 to 64 years:,Estimate; 55 to 64 years: - Worked in the past 12 months:,Estimate; 55 to 64 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 55 to 64 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 55 to 64 years: - Did not work in the past 12 months,Estimate; 65 to 69 years:,Estimate; 65 to 69 years: - Worked in the past 12 months:,Estimate; 65 to 69 years: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 65 to 69 years: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 65 to 69 years: - Did not work in the past 12 months,Estimate; 70 years and over:,Estimate; 70 years and over: - Worked in the past 12 months:,Estimate; 70 years and over: - Worked in the past 12 months: - Worked full-time year-round,Estimate; 70 years and over: - Worked in the past 12 months: - Worked less than full-time year-round,Estimate; 70 years and over: - Did not work in the past 12 months
0100000US,,United States,248775628,17312027,7308643,522006,6786637,10003384,22407472,17164182,6097294,11066888,5243290,83033222,68178701,46998300,21180401,14854521,44248186,35357019,25857888,9499131,8891167,38596760,25482486,17284124,8198362,13114274,13832906,4915797,2252211,2663586,8917109,29345055,3488772,1077793,2410979,25856283
0400000US13,13,Georgia,7693577,569674,196006,16142,179864,373668,713487,499370,181530,317840,214117,2741813,2187118,1539546,647572,554695,1396285,1079725,804771,274954,316560,1134082,699955,485975,213980,434127,404074,126144,62136,64008,277930,734162,80957,27723,53234,653205
1500000US130630402021,130630000000,Block Group 1 Census Tract 402.02 Clayton County Georgia,940,149,61,0,61,88,94,94,44,50,0,444,324,173,151,120,138,111,91,20,27,58,37,26,11,21,57,11,6,5,46,0,0,0,0,0
1500000US130630402022,130630000000,Block Group 2 Census Tract 402.02 Clayton County Georgia,945,186,5,5,0,181,70,57,31,26,13,310,288,150,138,22,174,133,60,73,41,154,98,71,27,56,40,15,15,0,25,11,0,0,0,11
1500000US130630402031,130630000000,Block Group 1 Census Tract 402.03 Clayton County Georgia,608,111,5,0,5,106,100,30,0,30,70,280,200,142,58,80,66,55,55,0,11,51,51,10,41,0,0,0,0,0,0,0,0,0,0,0
1500000US130630402032,130630000000,Block Group 2 Census Tract 402.03 Clayton County Georgia,1798,101,19,0,19,82,179,78,25,53,101,848,740,450,290,108,328,258,166,92,70,217,81,57,24,136,32,23,23,0,9,93,0,0,0,93
1500000US130630402041,130630000000,Block Group 1 Census Tract 402.04 Clayton County Georgia,817,0,0,0,0,0,27,17,0,17,10,527,502,186,316,25,98,88,78,10,10,111,44,44,0,67,0,0,0,0,0,54,0,0,0,54
1500000US130630402042,130630000000,Block Group 2 Census Tract 402.04 Clayton County Georgia,527,0,0,0,0,0,59,59,18,41,0,174,166,130,36,8,223,170,82,88,53,33,33,10,23,0,18,18,18,0,0,20,0,0,0,20
1500000US130630402043,130630000000,Block Group 3 Census Tract 402.04 Clayton County Georgia,1268,146,9,0,9,137,92,85,64,21,7,699,629,400,229,70,210,137,117,20,73,93,86,32,54,7,14,14,0,14,0,14,0,0,0,14
1500000US130630403021,130630000000,Block Group 1 Census Tract 403.02 Clayton County Georgia,943,68,15,0,15,53,172,148,132,16,24,468,395,230,165,73,86,79,65,14,7,74,53,12,41,21,21,0,0,0,21,54,0,0,0,54
1500000US130630403022,130630000000,Block Group 2 Census Tract 403.02 Clayton County Georgia,775,27,0,0,0,27,62,62,0,62,0,281,234,184,50,47,106,68,25,43,38,130,55,55,0,75,47,0,0,0,47,122,14,14,0,108
1500000US130630403023,130630000000,Block Group 3 Census Tract 403.02 Clayton County Georgia,1224,224,0,0,0,224,131,79,41,38,52,584,470,298,172,114,111,85,74,11,26,111,97,61,36,14,27,17,0,17,10,36,0,0,0,36
1500000US130630403024,130630000000,Block Group 4 Census Tract 403.02 Clayton County Georgia,760,132,42,13,29,90,70,33,6,27,37,227,117,66,51,110,154,135,110,25,19,86,47,38,9,39,20,0,0,0,20,71,0,0,0,71
1500000US130630403031,130630000000,Block Group 1 Census Tract 403.03 Clayton County Georgia,1298,130,0,0,0,130,127,73,24,49,54,435,337,154,183,98,434,190,162,28,244,10,0,0,0,10,68,0,0,0,68,94,10,0,10,84
1500000US130630403032,130630000000,Block Group 2 Census Tract 403.03 Clayton County Georgia,767,64,26,0,26,38,169,127,127,0,42,306,191,125,66,115,132,75,61,14,57,52,52,52,0,0,12,0,0,0,12,32,0,0,0,32
1500000US130630403033,130630000000,Block Group 3 Census Tract 403.03 Clayton County Georgia,916,40,0,0,0,40,32,32,0,32,0,437,158,54,104,279,217,191,147,44,26,91,60,31,29,31,13,0,0,0,13,86,18,0,18,68
1500000US130630403034,130630000000,Block Group 4 Census Tract 403.03 Clayton County Georgia,899,41,0,0,0,41,22,22,22,0,0,558,272,244,28,286,194,111,111,0,83,39,0,0,0,39,8,8,0,8,0,37,0,0,0,37
1500000US130630403035,130630000000,Block Group 5 Census Tract 403.03 Clayton County Georgia,380,0,0,0,0,0,0,0,0,0,0,320,225,173,52,95,28,28,28,0,0,0,0,0,0,0,8,0,0,0,8,24,0,0,0,24
1500000US130630403036,130630000000,Block Group 6 Census Tract 403.03 Clayton County Georgia,598,14,0,0,0,14,0,0,0,0,0,315,263,185,78,52,67,67,50,17,0,155,0,0,0,155,11,0,0,0,11,36,0,0,0,36
1500000US130630403061,130630000000,Block Group 1 Census Tract 403.06 Clayton County Georgia,1446,23,0,0,0,23,208,157,120,37,51,816,698,438,260,118,182,128,110,18,54,138,111,75,36,27,71,27,0,27,44,8,0,0,0,8
1500000US130630403062,130630000000,Block Group 2 Census Tract 403.06 Clayton County Georgia,1198,148,32,0,32,116,255,122,65,57,133,565,505,335,170,60,133,123,101,22,10,66,43,43,0,23,17,0,0,0,17,14,14,14,0,0
1500000US130630403071,130630000000,Block Group 1 Census Tract 403.07 Clayton County Georgia,1213,58,25,0,25,33,91,68,22,46,23,458,363,260,103,95,316,285,150,135,31,128,113,73,40,15,26,11,0,11,15,136,12,7,5,124
1500000US130630403072,130630000000,Block Group 2 Census Tract 403.07 Clayton County Georgia,2036,196,0,0,0,196,146,88,24,64,58,695,501,357,144,194,407,350,232,118,57,269,180,114,66,89,107,61,40,21,46,216,7,0,7,209
1500000US130630403081,130630000000,Block Group 1 Census Tract 403.08 Clayton County Georgia,1909,51,51,38,13,0,280,273,119,154,7,911,681,408,273,230,206,124,78,46,82,273,173,83,90,100,62,0,0,0,62,126,6,0,6,120
1500000US130630403082,130630000000,Block Group 2 Census Tract 403.08 Clayton County Georgia,1170,30,2,0,2,28,15,15,12,3,0,534,440,261,179,94,232,198,121,77,34,144,48,23,25,96,63,19,19,0,44,152,11,11,0,141
1500000US130630403083,130630000000,Block Group 3 Census Tract 403.08 Clayton County Georgia,642,43,19,7,12,24,53,37,0,37,16,283,232,127,105,51,135,74,45,29,61,60,47,37,10,13,30,4,0,4,26,38,0,0,0,38
1500000US130630404071,130630000000,Block Group 1 Census Tract 404.07 Clayton County Georgia,1461,66,13,0,13,53,106,106,47,59,0,596,504,268,236,92,239,234,189,45,5,245,177,126,51,68,76,8,4,4,68,133,24,4,20,109
1500000US130630404072,130630000000,Block Group 2 Census Tract 404.07 Clayton County Georgia,1529,195,42,42,0,153,119,59,43,16,60,632,449,329,120,183,308,234,172,62,74,102,53,44,9,49,88,37,0,37,51,85,24,0,24,61
1500000US130630404081,130630000000,Block Group 1 Census Tract 404.08 Clayton County Georgia,1478,122,51,0,51,71,146,132,47,85,14,440,384,291,93,56,234,112,112,0,122,258,93,62,31,165,68,44,44,0,24,210,49,36,13,161
1500000US130630404082,130630000000,Block Group 2 Census Tract 404.08 Clayton County Georgia,2967,460,151,13,138,309,370,279,46,233,91,1159,994,752,242,165,360,248,146,102,112,252,116,79,37,136,152,17,17,0,135,214,0,0,0,214
1500000US130630404083,130630000000,Block Group 3 Census Tract 404.08 Clayton County Georgia,1795,73,30,0,30,43,105,69,16,53,36,823,565,388,177,258,227,227,175,52,0,333,298,199,99,35,98,53,53,0,45,136,0,0,0,136
1500000US130630404091,130630000000,Block Group 1 Census Tract 404.09 Clayton County Georgia,2104,187,48,48,0,139,253,184,116,68,69,646,551,359,192,95,419,311,204,107,108,371,288,257,31,83,86,23,16,7,63,142,50,7,43,92
1500000US130630404092,130630000000,Block Group 2 Census Tract 404.09 Clayton County Georgia,2192,110,15,0,15,95,204,118,69,49,86,987,916,697,219,71,459,412,248,164,47,233,104,80,24,129,82,42,0,42,40,117,0,0,0,117
1500000US130630404101,130630000000,Block Group 1 Census Tract 404.10 Clayton County Georgia,3555,302,64,0,64,238,260,76,76,0,184,1450,1159,786,373,291,786,575,495,80,211,407,248,151,97,159,152,50,13,37,102,198,0,0,0,198
1500000US130630404102,130630000000,Block Group 2 Census Tract 404.10 Clayton County Georgia,741,19,0,0,0,19,136,68,0,68,68,347,329,211,118,18,133,76,55,21,57,42,42,0,42,0,0,0,0,0,0,64,19,0,19,45
1500000US130630404111,130630000000,Block Group 1 Census Tract 404.11 Clayton County Georgia,2093,201,0,0,0,201,177,47,0,47,130,1012,865,590,275,147,277,235,159,76,42,287,177,115,62,110,85,0,0,0,85,54,0,0,0,54
1500000US130630404112,130630000000,Block Group 2 Census Tract 404.11 Clayton County Georgia,1982,26,0,0,0,26,133,70,70,0,63,768,552,279,273,216,424,299,234,65,125,342,60,40,20,282,170,37,25,12,133,119,0,0,0,119
1500000US130630404113,130630000000,Block Group 3 Census Tract 404.11 Clayton County Georgia,1811,15,0,0,0,15,168,93,0,93,75,638,611,368,243,27,260,260,198,62,0,462,386,342,44,76,128,0,0,0,128,140,0,0,0,140
1500000US130630404114,130630000000,Block Group 4 Census Tract 404.11 Clayton County Georgia,3655,375,89,0,89,286,380,266,92,174,114,1367,1238,910,328,129,800,692,484,208,108,509,304,281,23,205,112,37,19,18,75,112,15,8,7,97
1500000US130630404121,130630000000,Block Group 1 Census Tract 404.12 Clayton County Georgia,2134,176,0,0,0,176,226,186,95,91,40,881,687,412,275,194,408,322,224,98,86,300,152,120,32,148,16,13,0,13,3,127,11,0,11,116
1500000US130630404122,130630000000,Block Group 2 Census Tract 404.12 Clayton County Georgia,2426,141,47,0,47,94,374,261,86,175,113,1235,1092,609,483,143,557,362,362,0,195,60,14,0,14,46,59,26,15,11,33,0,0,0,0,0
1500000US130630404123,130630000000,Block Group 3 Census Tract 404.12 Clayton County Georgia,1908,105,64,0,64,41,45,19,11,8,26,737,611,385,226,126,357,337,232,105,20,323,262,201,61,61,88,0,0,0,88,253,40,0,40,213
1500000US130630404131,130630000000,Block Group 1 Census Tract 404.13 Clayton County Georgia,2487,115,52,0,52,63,230,165,0,165,65,1002,791,357,434,211,433,345,290,55,88,465,230,208,22,235,178,147,121,26,31,64,11,11,0,53
1500000US130630404132,130630000000,Block Group 2 Census Tract 404.13 Clayton County Georgia,3029,312,47,0,47,265,222,202,0,202,20,1332,1111,793,318,221,754,579,432,147,175,237,102,73,29,135,60,0,0,0,60,112,0,0,0,112
1500000US130630404141,130630000000,Block Group 1 Census Tract 404.14 Clayton County Georgia,1377,95,7,0,7,88,162,118,43,75,44,641,495,373,122,146,195,170,110,60,25,144,71,52,19,73,30,0,0,0,30,110,7,0,7,103
1500000US130630404151,130630000000,Block Group 1 Census Tract 404.15 Clayton County Georgia,1076,73,8,0,8,65,174,174,0,174,0,413,305,125,180,108,123,65,28,37,58,155,91,47,44,64,69,19,0,19,50,69,27,0,27,42
1500000US130630404152,130630000000,Block Group 2 Census Tract 404.15 Clayton County Georgia,1694,153,12,0,12,141,348,245,68,177,103,552,377,284,93,175,281,216,133,83,65,155,126,78,48,29,22,0,0,0,22,183,16,0,16,167
1500000US130630404153,130630000000,Block Group 3 Census Tract 404.15 Clayton County Georgia,576,0,0,0,0,0,126,83,0,83,43,247,216,182,34,31,167,167,117,50,0,36,36,26,10,0,0,0,0,0,0,0,0,0,0,0
1500000US130630404154,130630000000,Block Group 4 Census Tract 404.15 Clayton County Georgia,1295,76,19,0,19,57,211,170,108,62,41,882,779,371,408,103,37,37,0,37,0,89,57,21,36,32,0,0,0,0,0,0,0,0,0,0
1500000US130630404161,130630000000,Block Group 1 Census Tract 404.16 Clayton County Georgia,1697,148,30,0,30,118,179,111,78,33,68,569,425,240,185,144,398,314,178,136,84,249,127,107,20,122,93,18,18,0,75,61,0,0,0,61
1500000US130630404162,130630000000,Block Group 2 Census Tract 404.16 Clayton County Georgia,995,118,0,0,0,118,46,31,0,31,15,421,316,238,78,105,168,81,75,6,87,128,88,68,20,40,74,44,44,0,30,40,0,0,0,40
1500000US130630404171,130630000000,Block Group 1 Census Tract 404.17 Clayton County Georgia,1643,184,14,14,0,170,221,140,79,61,81,832,678,565,113,154,184,121,57,64,63,167,71,56,15,96,0,0,0,0,0,55,0,0,0,55
1500000US130630404172,130630000000,Block Group 2 Census Tract 404.17 Clayton County Georgia,367,4,0,0,0,4,18,18,18,0,0,122,81,81,0,41,130,88,31,57,42,8,0,0,0,8,40,0,0,0,40,45,10,0,10,35
1500000US130630404173,130630000000,Block Group 3 Census Tract 404.17 Clayton County Georgia,1066,114,0,0,0,114,233,122,40,82,111,366,309,238,71,57,120,120,52,68,0,126,11,0,11,115,30,0,0,0,30,77,47,0,47,30
1500000US130630405091,130630000000,Block Group 1 Census Tract 405.09 Clayton County Georgia,1467,76,0,0,0,76,143,119,21,98,24,537,466,327,139,71,233,207,160,47,26,250,159,96,63,91,123,13,5,8,110,105,26,0,26,79
1500000US130630405092,130630000000,Block Group 2 Census Tract 405.09 Clayton County Georgia,2197,117,20,0,20,97,246,124,61,63,122,769,654,375,279,115,347,308,261,47,39,542,422,327,95,120,63,39,31,8,24,113,16,4,12,97
1500000US130630405101,130630000000,Block Group 1 Census Tract 405.10 Clayton County Georgia,1386,102,0,0,0,102,186,157,35,122,29,571,482,320,162,89,260,183,125,58,77,131,59,19,40,72,75,27,17,10,48,61,0,0,0,61
1500000US130630405102,130630000000,Block Group 2 Census Tract 405.10 Clayton County Georgia,978,103,59,0,59,44,97,79,0,79,18,288,257,151,106,31,236,217,151,66,19,163,86,55,31,77,58,7,0,7,51,33,2,2,0,31
1500000US130630405121,130630000000,Block Group 1 Census Tract 405.12 Clayton County Georgia,1993,176,40,0,40,136,336,154,63,91,182,712,499,280,219,213,290,241,178,63,49,342,236,140,96,106,122,16,16,0,106,15,15,15,0,0
1500000US130630405122,130630000000,Block Group 2 Census Tract 405.12 Clayton County Georgia,481,27,8,0,8,19,74,74,29,45,0,120,120,52,68,0,64,55,55,0,9,119,81,58,23,38,60,11,11,0,49,17,0,0,0,17
1500000US130630405123,130630000000,Block Group 3 Census Tract 405.12 Clayton County Georgia,1360,100,0,0,0,100,201,164,80,84,37,407,328,190,138,79,248,207,174,33,41,297,149,142,7,148,20,0,0,0,20,87,68,0,68,19
1500000US130630405131,130630000000,Block Group 1 Census Tract 405.13 Clayton County Georgia,1172,140,0,0,0,140,76,46,27,19,30,333,236,122,114,97,167,128,111,17,39,249,159,104,55,90,53,0,0,0,53,154,3,3,0,151
1500000US130630405132,130630000000,Block Group 2 Census Tract 405.13 Clayton County Georgia,1550,65,43,0,43,22,220,113,28,85,107,210,139,102,37,71,279,176,123,53,103,280,126,82,44,154,233,92,30,62,141,263,28,14,14,235
1500000US130630405133,130630000000,Block Group 3 Census Tract 405.13 Clayton County Georgia,1687,191,13,0,13,178,192,143,0,143,49,404,323,175,148,81,496,384,281,103,112,240,168,64,104,72,58,14,7,7,44,106,0,0,0,106
1500000US130630405141,130630000000,Block Group 1 Census Tract 405.14 Clayton County Georgia,955,35,0,0,0,35,26,26,0,26,0,412,412,204,208,0,232,224,106,118,8,193,119,68,51,74,27,17,17,0,10,30,16,0,16,14
1500000US130630405142,130630000000,Block Group 2 Census Tract 405.14 Clayton County Georgia,1353,162,25,13,12,137,145,145,28,117,0,586,457,397,60,129,298,184,64,120,114,28,28,28,0,0,12,0,0,0,12,122,0,0,0,122
1500000US130630405143,130630000000,Block Group 3 Census Tract 405.14 Clayton County Georgia,2867,154,63,0,63,91,317,260,74,186,57,1247,1080,631,449,167,477,354,292,62,123,408,282,198,84,126,28,0,0,0,28,236,103,72,31,133
1500000US130630405151,130630000000,Block Group 1 Census Tract 405.15 Clayton County Georgia,607,31,0,0,0,31,42,0,0,0,42,330,258,55,203,72,48,34,34,0,14,105,105,90,15,0,41,41,41,0,0,10,0,0,0,10
1500000US130630405152,130630000000,Block Group 2 Census Tract 405.15 Clayton County Georgia,1908,172,64,0,64,108,126,16,0,16,110,688,532,443,89,156,425,363,265,98,62,307,33,33,0,274,91,0,0,0,91,99,0,0,0,99
1500000US130630405153,130630000000,Block Group 3 Census Tract 405.15 Clayton County Georgia,1192,231,158,0,158,73,125,81,0,81,44,367,252,226,26,115,246,212,121,91,34,147,119,57,62,28,12,0,0,0,12,64,0,0,0,64
1500000US130630405154,130630000000,Block Group 4 Census Tract 405.15 Clayton County Georgia,2168,116,1,0,1,115,356,234,175,59,122,1012,787,591,196,225,249,201,126,75,48,315,201,188,13,114,43,12,0,12,31,77,0,0,0,77
1500000US130630405161,130630000000,Block Group 1 Census Tract 405.16 Clayton County Georgia,2550,148,0,0,0,148,62,32,20,12,30,965,799,392,407,166,572,396,281,115,176,501,217,206,11,284,177,0,0,0,177,125,13,13,0,112
1500000US130630405162,130630000000,Block Group 2 Census Tract 405.16 Clayton County Georgia,986,109,17,0,17,92,80,55,0,55,25,448,411,237,174,37,80,80,80,0,0,212,66,66,0,146,21,0,0,0,21,36,22,0,22,14
1500000US130630405163,130630000000,Block Group 3 Census Tract 405.16 Clayton County Georgia,665,14,0,0,0,14,48,24,9,15,24,382,272,89,183,110,85,52,52,0,33,89,27,14,13,62,33,0,0,0,33,14,0,0,0,14
1500000US130630405181,130630000000,Block Group 1 Census Tract 405.18 Clayton County Georgia,439,37,0,0,0,37,64,64,37,27,0,174,113,54,59,61,54,43,24,19,11,43,7,0,7,36,33,10,0,10,23,34,0,0,0,34
1500000US130630405182,130630000000,Block Group 2 Census Tract 405.18 Clayton County Georgia,2020,170,0,0,0,170,401,225,76,149,176,761,500,320,180,261,497,410,348,62,87,126,42,20,22,84,42,12,12,0,30,23,0,0,0,23
1500000US130630405183,130630000000,Block Group 3 Census Tract 405.18 Clayton County Georgia,1060,41,9,0,9,32,56,45,0,45,11,532,419,299,120,113,214,112,98,14,102,127,80,51,29,47,43,0,0,0,43,47,0,0,0,47
1500000US130630405191,130630000000,Block Group 1 Census Tract 405.19 Clayton County Georgia,2663,215,116,0,116,99,481,380,190,190,101,1347,984,740,244,363,191,129,112,17,62,313,203,142,61,110,15,7,0,7,8,101,0,0,0,101
1500000US130630405192,130630000000,Block Group 2 Census Tract 405.19 Clayton County Georgia,588,21,0,0,0,21,56,46,19,27,10,258,168,113,55,90,207,173,123,50,34,30,18,18,0,12,16,16,0,16,0,0,0,0,0,0
1500000US130630405201,130630000000,Block Group 1 Census Tract 405.20 Clayton County Georgia,451,0,0,0,0,0,42,18,18,0,24,231,148,131,17,83,45,45,31,14,0,93,39,39,0,54,13,0,0,0,13,27,0,0,0,27
1500000US130630405202,130630000000,Block Group 2 Census Tract 405.20 Clayton County Georgia,507,45,0,0,0,45,42,42,9,33,0,211,166,96,70,45,170,158,84,74,12,39,39,24,15,0,0,0,0,0,0,0,0,0,0,0
1500000US130630405203,130630000000,Block Group 3 Census Tract 405.20 Clayton County Georgia,1601,166,27,0,27,139,130,130,56,74,0,879,733,461,272,146,287,166,97,69,121,74,29,12,17,45,33,6,6,0,27,32,0,0,0,32
1500000US130630405211,130630000000,Block Group 1 Census Tract 405.21 Clayton County Georgia,1258,66,18,0,18,48,152,94,74,20,58,602,419,240,179,183,221,172,114,58,49,77,52,42,10,25,52,8,3,5,44,88,0,0,0,88
1500000US130630405212,130630000000,Block Group 2 Census Tract 405.21 Clayton County Georgia,1314,71,55,0,55,16,88,58,4,54,30,457,380,151,229,77,366,279,189,90,87,217,183,144,39,34,31,0,0,0,31,84,0,0,0,84
1500000US130630405221,130630000000,Block Group 1 Census Tract 405.22 Clayton County Georgia,1435,73,0,0,0,73,217,164,47,117,53,538,288,217,71,250,156,125,116,9,31,257,125,74,51,132,94,42,23,19,52,100,5,0,5,95
1500000US130630405222,130630000000,Block Group 2 Census Tract 405.22 Clayton County Georgia,1125,134,45,0,45,89,47,19,10,9,28,557,390,234,156,167,210,187,122,65,23,63,48,13,35,15,87,17,17,0,70,27,8,0,8,19
1500000US130630405223,130630000000,Block Group 3 Census Tract 405.22 Clayton County Georgia,952,15,0,0,0,15,82,21,21,0,61,358,281,165,116,77,25,0,0,0,25,349,125,84,41,224,26,13,13,0,13,97,16,16,0,81
1500000US130630405231,130630000000,Block Group 1 Census Tract 405.23 Clayton County Georgia,2444,181,95,15,80,86,304,203,66,137,101,817,612,430,182,205,499,475,349,126,24,334,293,98,195,41,108,37,25,12,71,201,8,1,7,193
1500000US130630405241,130630000000,Block Group 1 Census Tract 405.24 Clayton County Georgia,1468,121,3,0,3,118,138,138,111,27,0,779,703,447,256,76,160,102,73,29,58,141,109,53,56,32,44,30,0,30,14,85,45,19,26,40
1500000US130630405242,130630000000,Block Group 2 Census Tract 405.24 Clayton County Georgia,1690,47,0,0,0,47,69,40,22,18,29,700,700,528,172,0,238,238,146,92,0,378,230,203,27,148,148,29,10,19,119,110,0,0,0,110
1500000US130630405243,130630000000,Block Group 3 Census Tract 405.24 Clayton County Georgia,644,40,0,0,0,40,103,0,0,0,103,204,143,98,45,61,156,135,135,0,21,40,40,19,21,0,82,17,17,0,65,19,19,0,19,0
1500000US130630405244,130630000000,Block Group 4 Census Tract 405.24 Clayton County Georgia,1783,265,48,0,48,217,221,199,30,169,22,670,532,504,28,138,279,202,202,0,77,225,86,86,0,139,60,60,17,43,0,63,0,0,0,63
1500000US130630405251,130630000000,Block Group 1 Census Tract 405.25 Clayton County Georgia,2150,318,36,0,36,282,204,168,40,128,36,630,557,406,151,73,463,366,287,79,97,328,162,99,63,166,107,22,0,22,85,100,3,3,0,97
1500000US130630405261,130630000000,Block Group 1 Census Tract 405.26 Clayton County Georgia,1559,173,26,0,26,147,188,78,51,27,110,612,431,325,106,181,323,243,81,162,80,124,75,59,16,49,40,0,0,0,40,99,0,0,0,99
1500000US130630405262,130630000000,Block Group 2 Census Tract 405.26 Clayton County Georgia,1504,177,51,0,51,126,249,153,21,132,96,474,378,239,139,96,382,365,306,59,17,75,57,26,31,18,65,0,0,0,65,82,0,0,0,82
1500000US130630405263,130630000000,Block Group 3 Census Tract 405.26 Clayton County Georgia,988,98,0,0,0,98,23,9,9,0,14,444,396,268,128,48,169,169,104,65,0,86,53,9,44,33,86,0,0,0,86,82,0,0,0,82
1500000US130630406061,130630000000,Block Group 1 Census Tract 406.06 Clayton County Georgia,1526,109,22,8,14,87,158,125,32,93,33,535,380,233,147,155,321,270,209,61,51,148,80,36,44,68,106,43,0,43,63,149,20,14,6,129
1500000US130630406062,130630000000,Block Group 2 Census Tract 406.06 Clayton County Georgia,1345,64,5,0,5,59,179,79,27,52,100,731,494,239,255,237,168,129,119,10,39,137,31,12,19,106,22,1,1,0,21,44,4,0,4,40
1500000US130630406081,130630000000,Block Group 1 Census Tract 406.08 Clayton County Georgia,6304,512,149,0,149,363,275,247,111,136,28,2441,2102,1282,820,339,1431,1138,691,447,293,930,588,376,212,342,267,87,60,27,180,448,0,0,0,448
1500000US130630406082,130630000000,Block Group 2 Census Tract 406.08 Clayton County Georgia,2168,119,42,0,42,77,254,224,154,70,30,737,722,515,207,15,430,386,307,79,44,398,232,212,20,166,90,27,9,18,63,140,36,0,36,104
1500000US130630406091,130630000000,Block Group 1 Census Tract 406.09 Clayton County Georgia,1191,101,26,0,26,75,44,13,13,0,31,365,229,167,62,136,360,299,209,90,61,153,110,81,29,43,53,3,0,3,50,115,55,7,48,60
1500000US130630406092,130630000000,Block Group 2 Census Tract 406.09 Clayton County Georgia,1837,125,0,0,0,125,139,47,0,47,92,599,481,172,309,118,344,308,237,71,36,242,129,129,0,113,132,47,0,47,85,256,37,14,23,219
1500000US130630406093,130630000000,Block Group 3 Census Tract 406.09 Clayton County Georgia,1714,135,0,0,0,135,309,309,63,246,0,749,711,590,121,38,199,173,96,77,26,178,103,103,0,75,25,14,0,14,11,119,14,0,14,105
1500000US130630406111,130630000000,Block Group 1 Census Tract 406.11 Clayton County Georgia,2158,14,0,0,0,14,326,182,100,82,144,758,442,339,103,316,596,383,383,0,213,316,60,60,0,256,56,0,0,0,56,92,18,0,18,74
1500000US130630406112,130630000000,Block Group 2 Census Tract 406.11 Clayton County Georgia,621,98,6,0,6,92,7,7,7,0,0,249,234,194,40,15,145,75,21,54,70,51,35,16,19,16,0,0,0,0,0,71,0,0,0,71
1500000US130630406113,130630000000,Block Group 3 Census Tract 406.11 Clayton County Georgia,1868,125,11,0,11,114,320,203,82,121,117,849,643,391,252,206,348,221,148,73,127,130,65,65,0,65,60,0,0,0,60,36,0,0,0,36
1500000US130630406121,130630000000,Block Group 1 Census Tract 406.12 Clayton County Georgia,572,0,0,0,0,0,76,30,0,30,46,181,119,80,39,62,64,59,34,25,5,120,89,69,20,31,39,16,6,10,23,92,20,13,7,72
1500000US130630406122,130630000000,Block Group 2 Census Tract 406.12 Clayton County Georgia,2265,159,37,0,37,122,136,136,105,31,0,1128,821,445,376,307,403,356,288,68,47,308,175,158,17,133,40,8,0,8,32,91,0,0,0,91
1500000US130630406123,130630000000,Block Group 3 Census Tract 406.12 Clayton County Georgia,2357,214,68,0,68,146,490,235,47,188,255,996,716,263,453,280,333,163,83,80,170,195,91,49,42,104,33,10,0,10,23,96,9,0,9,87
1500000US130630406131,130630000000,Block Group 1 Census Tract 406.13 Clayton County Georgia,1832,132,20,20,0,112,327,323,60,263,4,545,442,273,169,103,350,191,169,22,159,262,198,122,76,64,63,20,13,7,43,153,30,30,0,123
