GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Under 6 years:,Estimate; Total: - Under 6 years: - Living with two parents:,Estimate; Total: - Under 6 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Father only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - Under 6 years: - Living with one parent:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - Not in labor force,Estimate; Total: - 6 to 17 years:,Estimate; Total: - 6 to 17 years: - Living with two parents:,Estimate; Total: - 6 to 17 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Father only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - Not in labor force
1500000US130670304123,130670000000,Block Group 3 Census Tract 304.12 Cobb County Georgia,75,7,0,0,0,0,0,7,7,7,0,0,0,0,68,0,0,0,0,0,68,0,0,0,68,68,0
1500000US130670304124,130670000000,Block Group 4 Census Tract 304.12 Cobb County Georgia,43,19,0,0,0,0,0,19,0,0,0,19,19,0,24,0,0,0,0,0,24,0,0,0,24,24,0
1500000US130670304131,130670000000,Block Group 1 Census Tract 304.13 Cobb County Georgia,533,302,202,36,131,35,0,100,29,29,0,71,71,0,231,127,62,30,35,0,104,0,0,0,104,104,0
1500000US130670304132,130670000000,Block Group 2 Census Tract 304.13 Cobb County Georgia,674,239,105,105,0,0,0,134,69,69,0,65,65,0,435,255,255,0,0,0,180,33,33,0,147,147,0
1500000US130670304133,130670000000,Block Group 3 Census Tract 304.13 Cobb County Georgia,475,101,55,55,0,0,0,46,17,17,0,29,29,0,374,41,15,26,0,0,333,81,0,81,252,169,83
1500000US130670304141,130670000000,Block Group 1 Census Tract 304.14 Cobb County Georgia,533,297,79,39,40,0,0,218,114,114,0,104,104,0,236,54,25,29,0,0,182,15,0,15,167,167,0
1500000US130670304142,130670000000,Block Group 2 Census Tract 304.14 Cobb County Georgia,253,98,14,0,14,0,0,84,17,17,0,67,60,7,155,0,0,0,0,0,155,0,0,0,155,82,73
1500000US130670305021,130670000000,Block Group 1 Census Tract 305.02 Cobb County Georgia,522,162,162,39,123,0,0,0,0,0,0,0,0,0,360,297,128,169,0,0,63,63,63,0,0,0,0
1500000US130670305022,130670000000,Block Group 2 Census Tract 305.02 Cobb County Georgia,747,389,370,210,126,34,0,19,19,19,0,0,0,0,358,236,205,0,31,0,122,0,0,0,122,122,0
1500000US130670305023,130670000000,Block Group 3 Census Tract 305.02 Cobb County Georgia,297,62,62,62,0,0,0,0,0,0,0,0,0,0,235,235,235,0,0,0,0,0,0,0,0,0,0
1500000US130670305041,130670000000,Block Group 1 Census Tract 305.04 Cobb County Georgia,793,325,312,149,133,30,0,13,0,0,0,13,13,0,468,417,297,120,0,0,51,16,16,0,35,35,0
1500000US130670305042,130670000000,Block Group 2 Census Tract 305.04 Cobb County Georgia,184,89,27,27,0,0,0,62,0,0,0,62,35,27,95,60,37,0,0,23,35,0,0,0,35,35,0
1500000US130670305043,130670000000,Block Group 3 Census Tract 305.04 Cobb County Georgia,499,108,44,9,35,0,0,64,0,0,0,64,44,20,391,160,96,64,0,0,231,0,0,0,231,126,105
1500000US130670305044,130670000000,Block Group 4 Census Tract 305.04 Cobb County Georgia,71,19,0,0,0,0,0,19,19,19,0,0,0,0,52,0,0,0,0,0,52,0,0,0,52,52,0
1500000US130670305051,130670000000,Block Group 1 Census Tract 305.05 Cobb County Georgia,223,77,61,48,13,0,0,16,0,0,0,16,16,0,146,122,46,76,0,0,24,10,10,0,14,14,0
1500000US130670305052,130670000000,Block Group 2 Census Tract 305.05 Cobb County Georgia,240,93,21,21,0,0,0,72,9,9,0,63,49,14,147,33,33,0,0,0,114,37,37,0,77,77,0
1500000US130670305053,130670000000,Block Group 3 Census Tract 305.05 Cobb County Georgia,482,235,96,20,0,0,76,139,0,0,0,139,139,0,247,21,21,0,0,0,226,0,0,0,226,203,23
1500000US130670305054,130670000000,Block Group 4 Census Tract 305.05 Cobb County Georgia,351,179,45,45,0,0,0,134,52,52,0,82,82,0,172,87,87,0,0,0,85,0,0,0,85,85,0
1500000US130670305061,130670000000,Block Group 1 Census Tract 305.06 Cobb County Georgia,419,130,40,24,16,0,0,90,0,0,0,90,90,0,289,173,141,32,0,0,116,22,22,0,94,94,0
1500000US130670305062,130670000000,Block Group 2 Census Tract 305.06 Cobb County Georgia,284,138,138,124,0,14,0,0,0,0,0,0,0,0,146,137,92,45,0,0,9,0,0,0,9,9,0
1500000US130670305071,130670000000,Block Group 1 Census Tract 305.07 Cobb County Georgia,662,258,193,180,0,13,0,65,0,0,0,65,65,0,404,376,239,137,0,0,28,0,0,0,28,28,0
1500000US130670305072,130670000000,Block Group 2 Census Tract 305.07 Cobb County Georgia,359,67,53,10,43,0,0,14,0,0,0,14,14,0,292,254,210,44,0,0,38,10,10,0,28,28,0
1500000US130670306011,130670000000,Block Group 1 Census Tract 306.01 Cobb County Georgia,848,192,192,26,166,0,0,0,0,0,0,0,0,0,656,508,18,490,0,0,148,23,23,0,125,104,21
1500000US130670306012,130670000000,Block Group 2 Census Tract 306.01 Cobb County Georgia,488,323,251,237,14,0,0,72,0,0,0,72,72,0,165,165,127,38,0,0,0,0,0,0,0,0,0
1500000US130670306013,130670000000,Block Group 3 Census Tract 306.01 Cobb County Georgia,341,127,78,49,29,0,0,49,24,24,0,25,25,0,214,214,172,42,0,0,0,0,0,0,0,0,0
1500000US130670306021,130670000000,Block Group 1 Census Tract 306.02 Cobb County Georgia,648,208,174,174,0,0,0,34,34,34,0,0,0,0,440,332,243,89,0,0,108,67,67,0,41,41,0
1500000US130670306022,130670000000,Block Group 2 Census Tract 306.02 Cobb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670306023,130670000000,Block Group 3 Census Tract 306.02 Cobb County Georgia,518,227,212,147,27,27,11,15,0,0,0,15,15,0,291,209,181,28,0,0,82,40,40,0,42,42,0
1500000US130670306024,130670000000,Block Group 4 Census Tract 306.02 Cobb County Georgia,94,14,14,14,0,0,0,0,0,0,0,0,0,0,80,40,40,0,0,0,40,0,0,0,40,40,0
1500000US130670307001,130670000000,Block Group 1 Census Tract 307 Cobb County Georgia,346,227,9,0,9,0,0,218,20,20,0,198,198,0,119,38,0,38,0,0,81,0,0,0,81,81,0
1500000US130670307002,130670000000,Block Group 2 Census Tract 307 Cobb County Georgia,98,58,50,24,11,15,0,8,8,8,0,0,0,0,40,26,9,12,5,0,14,0,0,0,14,14,0
1500000US130670307003,130670000000,Block Group 3 Census Tract 307 Cobb County Georgia,140,52,52,24,14,0,14,0,0,0,0,0,0,0,88,20,7,0,0,13,68,15,15,0,53,47,6
1500000US130670307004,130670000000,Block Group 4 Census Tract 307 Cobb County Georgia,161,66,29,0,0,0,29,37,0,0,0,37,0,37,95,60,45,0,0,15,35,0,0,0,35,0,35
1500000US130670308001,130670000000,Block Group 1 Census Tract 308 Cobb County Georgia,260,104,15,0,15,0,0,89,56,56,0,33,33,0,156,47,27,20,0,0,109,76,76,0,33,33,0
1500000US130670308002,130670000000,Block Group 2 Census Tract 308 Cobb County Georgia,325,173,48,28,20,0,0,125,45,45,0,80,80,0,152,0,0,0,0,0,152,68,68,0,84,84,0
1500000US130670308003,130670000000,Block Group 3 Census Tract 308 Cobb County Georgia,167,61,41,17,24,0,0,20,11,11,0,9,9,0,106,90,0,90,0,0,16,16,16,0,0,0,0
1500000US130670309011,130670000000,Block Group 1 Census Tract 309.01 Cobb County Georgia,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,59,59,0,0,0,0,0,0,0,0,0
1500000US130670309012,130670000000,Block Group 2 Census Tract 309.01 Cobb County Georgia,239,92,92,69,23,0,0,0,0,0,0,0,0,0,147,147,69,60,0,18,0,0,0,0,0,0,0
1500000US130670309013,130670000000,Block Group 3 Census Tract 309.01 Cobb County Georgia,423,196,80,80,0,0,0,116,0,0,0,116,63,53,227,37,37,0,0,0,190,0,0,0,190,190,0
1500000US130670309014,130670000000,Block Group 4 Census Tract 309.01 Cobb County Georgia,321,138,138,114,24,0,0,0,0,0,0,0,0,0,183,160,129,31,0,0,23,0,0,0,23,23,0
1500000US130670309015,130670000000,Block Group 5 Census Tract 309.01 Cobb County Georgia,445,105,105,58,47,0,0,0,0,0,0,0,0,0,340,217,143,74,0,0,123,13,13,0,110,20,90
1500000US130670309021,130670000000,Block Group 1 Census Tract 309.02 Cobb County Georgia,126,94,94,66,28,0,0,0,0,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0,0,0
1500000US130670309022,130670000000,Block Group 2 Census Tract 309.02 Cobb County Georgia,390,111,0,0,0,0,0,111,11,11,0,100,100,0,279,122,36,60,26,0,157,32,32,0,125,125,0
1500000US130670309023,130670000000,Block Group 3 Census Tract 309.02 Cobb County Georgia,330,67,67,67,0,0,0,0,0,0,0,0,0,0,263,263,222,6,0,35,0,0,0,0,0,0,0
1500000US130670309024,130670000000,Block Group 4 Census Tract 309.02 Cobb County Georgia,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,13,13,0
1500000US130670309041,130670000000,Block Group 1 Census Tract 309.04 Cobb County Georgia,494,231,134,96,38,0,0,97,15,15,0,82,0,82,263,212,74,138,0,0,51,12,12,0,39,39,0
1500000US130670309042,130670000000,Block Group 2 Census Tract 309.04 Cobb County Georgia,294,163,47,31,16,0,0,116,74,74,0,42,13,29,131,67,31,36,0,0,64,23,23,0,41,14,27
1500000US130670309043,130670000000,Block Group 3 Census Tract 309.04 Cobb County Georgia,283,33,0,0,0,0,0,33,0,0,0,33,33,0,250,15,15,0,0,0,235,39,39,0,196,196,0
1500000US130670309044,130670000000,Block Group 4 Census Tract 309.04 Cobb County Georgia,348,157,10,10,0,0,0,147,0,0,0,147,105,42,191,10,10,0,0,0,181,0,0,0,181,167,14
1500000US130670309051,130670000000,Block Group 1 Census Tract 309.05 Cobb County Georgia,127,36,36,36,0,0,0,0,0,0,0,0,0,0,91,81,69,12,0,0,10,0,0,0,10,10,0
1500000US130670309052,130670000000,Block Group 2 Census Tract 309.05 Cobb County Georgia,279,58,30,0,30,0,0,28,28,28,0,0,0,0,221,185,22,163,0,0,36,0,0,0,36,10,26
1500000US130670309053,130670000000,Block Group 3 Census Tract 309.05 Cobb County Georgia,1167,344,164,111,53,0,0,180,136,126,10,44,44,0,823,685,318,367,0,0,138,87,69,18,51,28,23
1500000US130670309054,130670000000,Block Group 4 Census Tract 309.05 Cobb County Georgia,282,89,45,21,24,0,0,44,0,0,0,44,44,0,193,101,80,21,0,0,92,24,24,0,68,68,0
1500000US130670310011,130670000000,Block Group 1 Census Tract 310.01 Cobb County Georgia,511,210,77,0,77,0,0,133,59,59,0,74,12,62,301,34,0,34,0,0,267,122,122,0,145,96,49
1500000US130670310012,130670000000,Block Group 2 Census Tract 310.01 Cobb County Georgia,292,101,0,0,0,0,0,101,0,0,0,101,101,0,191,120,79,41,0,0,71,65,65,0,6,0,6
1500000US130670310013,130670000000,Block Group 3 Census Tract 310.01 Cobb County Georgia,798,490,180,128,52,0,0,310,29,29,0,281,60,221,308,233,129,104,0,0,75,5,5,0,70,27,43
1500000US130670310021,130670000000,Block Group 1 Census Tract 310.02 Cobb County Georgia,1161,452,261,79,182,0,0,191,21,0,21,170,138,32,709,312,232,80,0,0,397,239,239,0,158,158,0
1500000US130670310022,130670000000,Block Group 2 Census Tract 310.02 Cobb County Georgia,475,289,21,0,21,0,0,268,227,213,14,41,0,41,186,115,71,44,0,0,71,37,37,0,34,34,0
1500000US130670310023,130670000000,Block Group 3 Census Tract 310.02 Cobb County Georgia,551,155,115,72,43,0,0,40,26,26,0,14,14,0,396,352,278,61,0,13,44,30,30,0,14,14,0
1500000US130670310024,130670000000,Block Group 4 Census Tract 310.02 Cobb County Georgia,519,158,129,129,0,0,0,29,0,0,0,29,29,0,361,124,124,0,0,0,237,45,45,0,192,176,16
1500000US130670310041,130670000000,Block Group 1 Census Tract 310.04 Cobb County Georgia,837,356,186,66,120,0,0,170,0,0,0,170,170,0,481,290,225,65,0,0,191,23,23,0,168,168,0
1500000US130670310042,130670000000,Block Group 2 Census Tract 310.04 Cobb County Georgia,556,305,152,32,120,0,0,153,0,0,0,153,153,0,251,79,22,31,26,0,172,0,0,0,172,172,0
1500000US130670310043,130670000000,Block Group 3 Census Tract 310.04 Cobb County Georgia,609,157,107,98,0,0,9,50,0,0,0,50,37,13,452,220,220,0,0,0,232,20,20,0,212,187,25
1500000US130670310044,130670000000,Block Group 4 Census Tract 310.04 Cobb County Georgia,439,182,0,0,0,0,0,182,19,19,0,163,163,0,257,42,0,42,0,0,215,0,0,0,215,202,13
1500000US130670310051,130670000000,Block Group 1 Census Tract 310.05 Cobb County Georgia,919,323,228,102,126,0,0,95,26,26,0,69,34,35,596,326,140,152,0,34,270,50,50,0,220,165,55
1500000US130670310052,130670000000,Block Group 2 Census Tract 310.05 Cobb County Georgia,516,134,36,0,36,0,0,98,11,11,0,87,45,42,382,238,149,68,12,9,144,52,52,0,92,92,0
1500000US130670311011,130670000000,Block Group 1 Census Tract 311.01 Cobb County Georgia,597,286,198,32,166,0,0,88,0,0,0,88,46,42,311,210,13,197,0,0,101,13,13,0,88,88,0
1500000US130670311012,130670000000,Block Group 2 Census Tract 311.01 Cobb County Georgia,341,150,111,47,64,0,0,39,0,0,0,39,39,0,191,87,61,26,0,0,104,0,0,0,104,104,0
1500000US130670311013,130670000000,Block Group 3 Census Tract 311.01 Cobb County Georgia,154,31,14,0,14,0,0,17,0,0,0,17,17,0,123,15,15,0,0,0,108,0,0,0,108,84,24
1500000US130670311061,130670000000,Block Group 1 Census Tract 311.06 Cobb County Georgia,431,0,0,0,0,0,0,0,0,0,0,0,0,0,431,45,26,19,0,0,386,63,63,0,323,323,0
1500000US130670311062,130670000000,Block Group 2 Census Tract 311.06 Cobb County Georgia,946,308,308,200,108,0,0,0,0,0,0,0,0,0,638,392,253,139,0,0,246,0,0,0,246,246,0
1500000US130670311063,130670000000,Block Group 3 Census Tract 311.06 Cobb County Georgia,283,36,36,36,0,0,0,0,0,0,0,0,0,0,247,137,137,0,0,0,110,10,10,0,100,100,0
1500000US130670311064,130670000000,Block Group 4 Census Tract 311.06 Cobb County Georgia,535,90,90,52,38,0,0,0,0,0,0,0,0,0,445,190,80,104,6,0,255,175,175,0,80,65,15
1500000US130670311081,130670000000,Block Group 1 Census Tract 311.08 Cobb County Georgia,128,46,34,0,34,0,0,12,0,0,0,12,12,0,82,31,0,19,0,12,51,0,0,0,51,51,0
1500000US130670311082,130670000000,Block Group 2 Census Tract 311.08 Cobb County Georgia,35,5,0,0,0,0,0,5,0,0,0,5,5,0,30,30,30,0,0,0,0,0,0,0,0,0,0
1500000US130670311083,130670000000,Block Group 3 Census Tract 311.08 Cobb County Georgia,510,279,118,17,78,23,0,161,0,0,0,161,135,26,231,0,0,0,0,0,231,146,0,146,85,85,0
1500000US130670311084,130670000000,Block Group 4 Census Tract 311.08 Cobb County Georgia,310,83,33,33,0,0,0,50,50,50,0,0,0,0,227,73,73,0,0,0,154,0,0,0,154,154,0
1500000US130670311101,130670000000,Block Group 1 Census Tract 311.10 Cobb County Georgia,909,299,156,83,73,0,0,143,39,39,0,104,104,0,610,113,37,76,0,0,497,32,32,0,465,465,0
1500000US130670311102,130670000000,Block Group 2 Census Tract 311.10 Cobb County Georgia,185,61,61,52,9,0,0,0,0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,0,0,0,0
1500000US130670311111,130670000000,Block Group 1 Census Tract 311.11 Cobb County Georgia,315,210,196,172,18,6,0,14,0,0,0,14,14,0,105,46,15,11,20,0,59,0,0,0,59,59,0
1500000US130670311112,130670000000,Block Group 2 Census Tract 311.11 Cobb County Georgia,143,66,49,15,34,0,0,17,17,17,0,0,0,0,77,51,36,15,0,0,26,0,0,0,26,26,0
1500000US130670311121,130670000000,Block Group 1 Census Tract 311.12 Cobb County Georgia,85,38,22,22,0,0,0,16,0,0,0,16,16,0,47,47,47,0,0,0,0,0,0,0,0,0,0
1500000US130670311122,130670000000,Block Group 2 Census Tract 311.12 Cobb County Georgia,456,155,72,20,52,0,0,83,0,0,0,83,83,0,301,123,52,71,0,0,178,16,16,0,162,85,77
1500000US130670311123,130670000000,Block Group 3 Census Tract 311.12 Cobb County Georgia,603,427,382,351,31,0,0,45,0,0,0,45,45,0,176,153,131,22,0,0,23,0,0,0,23,23,0
1500000US130670311131,130670000000,Block Group 1 Census Tract 311.13 Cobb County Georgia,156,73,45,0,45,0,0,28,8,8,0,20,20,0,83,4,0,4,0,0,79,24,24,0,55,55,0
1500000US130670311141,130670000000,Block Group 1 Census Tract 311.14 Cobb County Georgia,632,237,180,21,159,0,0,57,0,0,0,57,42,15,395,193,57,136,0,0,202,28,28,0,174,174,0
1500000US130670311142,130670000000,Block Group 2 Census Tract 311.14 Cobb County Georgia,122,122,107,0,107,0,0,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670311143,130670000000,Block Group 3 Census Tract 311.14 Cobb County Georgia,204,155,98,98,0,0,0,57,57,57,0,0,0,0,49,29,0,29,0,0,20,0,0,0,20,20,0
1500000US130670311144,130670000000,Block Group 4 Census Tract 311.14 Cobb County Georgia,208,124,31,31,0,0,0,93,52,52,0,41,41,0,84,0,0,0,0,0,84,0,0,0,84,84,0
1500000US130670311151,130670000000,Block Group 1 Census Tract 311.15 Cobb County Georgia,850,321,183,21,85,77,0,138,4,4,0,134,134,0,529,219,0,140,79,0,310,0,0,0,310,294,16
1500000US130670311152,130670000000,Block Group 2 Census Tract 311.15 Cobb County Georgia,650,297,101,88,13,0,0,196,30,30,0,166,166,0,353,145,102,43,0,0,208,27,27,0,181,181,0
1500000US130670311161,130670000000,Block Group 1 Census Tract 311.16 Cobb County Georgia,1409,607,162,0,162,0,0,445,339,339,0,106,28,78,802,279,45,234,0,0,523,0,0,0,523,523,0
1500000US130670311162,130670000000,Block Group 2 Census Tract 311.16 Cobb County Georgia,395,71,71,64,7,0,0,0,0,0,0,0,0,0,324,139,35,104,0,0,185,185,185,0,0,0,0
1500000US130670311163,130670000000,Block Group 3 Census Tract 311.16 Cobb County Georgia,112,112,76,76,0,0,0,36,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670311171,130670000000,Block Group 1 Census Tract 311.17 Cobb County Georgia,732,355,355,250,75,30,0,0,0,0,0,0,0,0,377,320,155,137,28,0,57,6,6,0,51,51,0
1500000US130670311172,130670000000,Block Group 2 Census Tract 311.17 Cobb County Georgia,203,92,55,43,12,0,0,37,0,0,0,37,18,19,111,74,12,62,0,0,37,0,0,0,37,5,32
1500000US130670311173,130670000000,Block Group 3 Census Tract 311.17 Cobb County Georgia,114,28,15,15,0,0,0,13,13,13,0,0,0,0,86,21,10,0,11,0,65,0,0,0,65,65,0
1500000US130670311181,130670000000,Block Group 1 Census Tract 311.18 Cobb County Georgia,255,76,41,12,29,0,0,35,0,0,0,35,35,0,179,168,29,95,44,0,11,11,11,0,0,0,0
1500000US130670311182,130670000000,Block Group 2 Census Tract 311.18 Cobb County Georgia,586,234,234,180,35,19,0,0,0,0,0,0,0,0,352,320,71,249,0,0,32,0,0,0,32,32,0
1500000US130670311183,130670000000,Block Group 3 Census Tract 311.18 Cobb County Georgia,319,116,67,31,36,0,0,49,0,0,0,49,49,0,203,170,145,25,0,0,33,0,0,0,33,33,0
1500000US130670312051,130670000000,Block Group 1 Census Tract 312.05 Cobb County Georgia,286,158,140,58,82,0,0,18,0,0,0,18,18,0,128,78,0,78,0,0,50,0,0,0,50,50,0
1500000US130670312052,130670000000,Block Group 2 Census Tract 312.05 Cobb County Georgia,253,43,43,0,43,0,0,0,0,0,0,0,0,0,210,188,188,0,0,0,22,0,0,0,22,22,0
1500000US130670312053,130670000000,Block Group 3 Census Tract 312.05 Cobb County Georgia,536,313,123,60,63,0,0,190,0,0,0,190,190,0,223,156,0,156,0,0,67,0,0,0,67,67,0
1500000US130670312061,130670000000,Block Group 1 Census Tract 312.06 Cobb County Georgia,1332,689,534,272,249,13,0,155,0,0,0,155,155,0,643,415,286,129,0,0,228,27,27,0,201,201,0
1500000US130670312062,130670000000,Block Group 2 Census Tract 312.06 Cobb County Georgia,168,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,168,0,0,0,168,168,0
1500000US130670312063,130670000000,Block Group 3 Census Tract 312.06 Cobb County Georgia,399,188,16,5,11,0,0,172,100,100,0,72,72,0,211,173,63,110,0,0,38,0,0,0,38,38,0
1500000US130670312071,130670000000,Block Group 1 Census Tract 312.07 Cobb County Georgia,68,38,38,7,31,0,0,0,0,0,0,0,0,0,30,30,5,25,0,0,0,0,0,0,0,0,0
1500000US130670312072,130670000000,Block Group 2 Census Tract 312.07 Cobb County Georgia,49,30,9,9,0,0,0,21,21,21,0,0,0,0,19,0,0,0,0,0,19,0,0,0,19,19,0
1500000US130670312073,130670000000,Block Group 3 Census Tract 312.07 Cobb County Georgia,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,0,0,0,41,41,0
1500000US130670312081,130670000000,Block Group 1 Census Tract 312.08 Cobb County Georgia,67,42,42,14,28,0,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0
1500000US130670312082,130670000000,Block Group 2 Census Tract 312.08 Cobb County Georgia,195,101,101,51,50,0,0,0,0,0,0,0,0,0,94,94,16,57,21,0,0,0,0,0,0,0,0
1500000US130670312083,130670000000,Block Group 3 Census Tract 312.08 Cobb County Georgia,710,313,175,87,88,0,0,138,0,0,0,138,103,35,397,191,176,0,15,0,206,11,11,0,195,195,0
1500000US130670312091,130670000000,Block Group 1 Census Tract 312.09 Cobb County Georgia,437,172,172,110,45,17,0,0,0,0,0,0,0,0,265,234,202,32,0,0,31,10,10,0,21,21,0
1500000US130670312092,130670000000,Block Group 2 Census Tract 312.09 Cobb County Georgia,462,135,109,50,50,0,9,26,26,26,0,0,0,0,327,302,151,151,0,0,25,0,0,0,25,25,0
1500000US130670312111,130670000000,Block Group 1 Census Tract 312.11 Cobb County Georgia,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,0,0,0,0,0
1500000US130670312112,130670000000,Block Group 2 Census Tract 312.11 Cobb County Georgia,225,202,125,0,125,0,0,77,0,0,0,77,77,0,23,0,0,0,0,0,23,0,0,0,23,23,0
1500000US130670312113,130670000000,Block Group 3 Census Tract 312.11 Cobb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670312121,130670000000,Block Group 1 Census Tract 312.12 Cobb County Georgia,388,152,101,101,0,0,0,51,46,46,0,5,5,0,236,158,69,89,0,0,78,49,49,0,29,29,0
1500000US130670313061,130670000000,Block Group 1 Census Tract 313.06 Cobb County Georgia,492,139,12,12,0,0,0,127,8,8,0,119,63,56,353,196,53,143,0,0,157,21,21,0,136,116,20
1500000US130670313062,130670000000,Block Group 2 Census Tract 313.06 Cobb County Georgia,483,136,64,44,20,0,0,72,12,12,0,60,42,18,347,264,251,13,0,0,83,0,0,0,83,71,12
1500000US130670313071,130670000000,Block Group 1 Census Tract 313.07 Cobb County Georgia,232,140,135,135,0,0,0,5,0,0,0,5,5,0,92,79,62,0,17,0,13,0,0,0,13,13,0
1500000US130670313072,130670000000,Block Group 2 Census Tract 313.07 Cobb County Georgia,406,113,90,71,19,0,0,23,0,0,0,23,0,23,293,102,77,25,0,0,191,0,0,0,191,143,48
1500000US130670313073,130670000000,Block Group 3 Census Tract 313.07 Cobb County Georgia,658,283,223,167,56,0,0,60,48,48,0,12,12,0,375,212,139,54,19,0,163,0,0,0,163,163,0
1500000US130670313081,130670000000,Block Group 1 Census Tract 313.08 Cobb County Georgia,202,110,91,0,91,0,0,19,0,0,0,19,19,0,92,67,0,67,0,0,25,0,0,0,25,25,0
1500000US130670313082,130670000000,Block Group 2 Census Tract 313.08 Cobb County Georgia,343,54,20,20,0,0,0,34,34,34,0,0,0,0,289,219,133,57,0,29,70,0,0,0,70,70,0
1500000US130670313083,130670000000,Block Group 3 Census Tract 313.08 Cobb County Georgia,879,289,212,31,173,8,0,77,35,35,0,42,25,17,590,235,75,69,0,91,355,35,35,0,320,148,172
1500000US130670313091,130670000000,Block Group 1 Census Tract 313.09 Cobb County Georgia,385,85,40,40,0,0,0,45,9,9,0,36,0,36,300,146,96,50,0,0,154,6,6,0,148,99,49
1500000US130670313092,130670000000,Block Group 2 Census Tract 313.09 Cobb County Georgia,510,164,77,46,31,0,0,87,20,20,0,67,67,0,346,207,145,62,0,0,139,21,21,0,118,62,56
1500000US130670313093,130670000000,Block Group 3 Census Tract 313.09 Cobb County Georgia,1009,318,145,107,38,0,0,173,53,53,0,120,120,0,691,408,311,97,0,0,283,35,35,0,248,248,0
1500000US130670313094,130670000000,Block Group 4 Census Tract 313.09 Cobb County Georgia,466,170,57,30,27,0,0,113,0,0,0,113,113,0,296,128,80,48,0,0,168,86,86,0,82,13,69
1500000US130670313101,130670000000,Block Group 1 Census Tract 313.10 Cobb County Georgia,583,224,58,33,25,0,0,166,0,0,0,166,166,0,359,52,38,14,0,0,307,0,0,0,307,284,23
1500000US130670313102,130670000000,Block Group 2 Census Tract 313.10 Cobb County Georgia,1379,612,371,138,218,0,15,241,62,62,0,179,175,4,767,346,139,180,0,27,421,48,24,24,373,302,71
1500000US130670313103,130670000000,Block Group 3 Census Tract 313.10 Cobb County Georgia,782,352,0,0,0,0,0,352,94,58,36,258,168,90,430,76,44,32,0,0,354,67,67,0,287,121,166
1500000US130670313111,130670000000,Block Group 1 Census Tract 313.11 Cobb County Georgia,1160,514,361,270,91,0,0,153,30,30,0,123,123,0,646,367,303,64,0,0,279,61,61,0,218,218,0
1500000US130670313112,130670000000,Block Group 2 Census Tract 313.11 Cobb County Georgia,1014,551,88,33,30,0,25,463,63,63,0,400,355,45,463,77,25,17,0,35,386,110,58,52,276,244,32
