GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Under 6 years:,Estimate; Total: - Under 6 years: - Living with two parents:,Estimate; Total: - Under 6 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Father only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - Under 6 years: - Living with one parent:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - Not in labor force,Estimate; Total: - 6 to 17 years:,Estimate; Total: - 6 to 17 years: - Living with two parents:,Estimate; Total: - 6 to 17 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Father only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - Not in labor force
1500000US130890231121,130890000000,Block Group 1 Census Tract 231.12 DeKalb County Georgia,211,171,32,11,21,0,0,139,40,40,0,99,99,0,40,10,10,0,0,0,30,0,0,0,30,30,0
1500000US130890231122,130890000000,Block Group 2 Census Tract 231.12 DeKalb County Georgia,817,356,78,60,18,0,0,278,81,81,0,197,197,0,461,71,18,53,0,0,390,9,9,0,381,331,50
1500000US130890231123,130890000000,Block Group 3 Census Tract 231.12 DeKalb County Georgia,126,27,0,0,0,0,0,27,0,0,0,27,15,12,99,21,21,0,0,0,78,0,0,0,78,67,11
1500000US130890231131,130890000000,Block Group 1 Census Tract 231.13 DeKalb County Georgia,637,247,54,54,0,0,0,193,45,45,0,148,128,20,390,40,24,16,0,0,350,41,41,0,309,263,46
1500000US130890231132,130890000000,Block Group 2 Census Tract 231.13 DeKalb County Georgia,350,129,22,0,0,22,0,107,0,0,0,107,107,0,221,0,0,0,0,0,221,0,0,0,221,221,0
1500000US130890231141,130890000000,Block Group 1 Census Tract 231.14 DeKalb County Georgia,119,94,94,66,28,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,25,25,0
1500000US130890231142,130890000000,Block Group 2 Census Tract 231.14 DeKalb County Georgia,232,115,35,35,0,0,0,80,16,16,0,64,43,21,117,38,38,0,0,0,79,0,0,0,79,79,0
1500000US130890231151,130890000000,Block Group 1 Census Tract 231.15 DeKalb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130890232041,130890000000,Block Group 1 Census Tract 232.04 DeKalb County Georgia,674,379,89,59,13,17,0,290,17,17,0,273,243,30,295,137,106,31,0,0,158,0,0,0,158,79,79
1500000US130890232042,130890000000,Block Group 2 Census Tract 232.04 DeKalb County Georgia,510,223,19,0,19,0,0,204,0,0,0,204,204,0,287,88,53,35,0,0,199,35,0,35,164,164,0
1500000US130890232043,130890000000,Block Group 3 Census Tract 232.04 DeKalb County Georgia,464,137,68,68,0,0,0,69,16,16,0,53,53,0,327,276,204,72,0,0,51,16,16,0,35,35,0
1500000US130890232061,130890000000,Block Group 1 Census Tract 232.06 DeKalb County Georgia,569,303,114,30,84,0,0,189,134,134,0,55,55,0,266,14,14,0,0,0,252,31,31,0,221,208,13
1500000US130890232062,130890000000,Block Group 2 Census Tract 232.06 DeKalb County Georgia,694,249,37,0,37,0,0,212,0,0,0,212,212,0,445,153,121,32,0,0,292,0,0,0,292,265,27
1500000US130890232063,130890000000,Block Group 3 Census Tract 232.06 DeKalb County Georgia,675,127,46,46,0,0,0,81,0,0,0,81,58,23,548,192,192,0,0,0,356,0,0,0,356,258,98
1500000US130890232081,130890000000,Block Group 1 Census Tract 232.08 DeKalb County Georgia,429,90,32,32,0,0,0,58,0,0,0,58,47,11,339,206,206,0,0,0,133,0,0,0,133,89,44
1500000US130890232082,130890000000,Block Group 2 Census Tract 232.08 DeKalb County Georgia,389,98,85,85,0,0,0,13,0,0,0,13,13,0,291,45,45,0,0,0,246,51,51,0,195,195,0
1500000US130890232083,130890000000,Block Group 3 Census Tract 232.08 DeKalb County Georgia,804,294,0,0,0,0,0,294,169,169,0,125,83,42,510,160,66,22,0,72,350,50,50,0,300,258,42
1500000US130890232091,130890000000,Block Group 1 Census Tract 232.09 DeKalb County Georgia,436,104,47,0,47,0,0,57,0,0,0,57,57,0,332,188,4,184,0,0,144,0,0,0,144,116,28
1500000US130890232092,130890000000,Block Group 2 Census Tract 232.09 DeKalb County Georgia,589,264,178,88,90,0,0,86,0,0,0,86,31,55,325,196,163,33,0,0,129,14,14,0,115,40,75
1500000US130890232093,130890000000,Block Group 3 Census Tract 232.09 DeKalb County Georgia,493,89,25,13,12,0,0,64,27,27,0,37,37,0,404,170,170,0,0,0,234,0,0,0,234,223,11
1500000US130890232101,130890000000,Block Group 1 Census Tract 232.10 DeKalb County Georgia,154,45,0,0,0,0,0,45,0,0,0,45,45,0,109,55,55,0,0,0,54,26,26,0,28,28,0
1500000US130890232102,130890000000,Block Group 2 Census Tract 232.10 DeKalb County Georgia,287,62,0,0,0,0,0,62,0,0,0,62,62,0,225,95,95,0,0,0,130,0,0,0,130,130,0
1500000US130890232103,130890000000,Block Group 3 Census Tract 232.10 DeKalb County Georgia,266,77,46,46,0,0,0,31,0,0,0,31,31,0,189,110,110,0,0,0,79,0,0,0,79,79,0
1500000US130890232104,130890000000,Block Group 4 Census Tract 232.10 DeKalb County Georgia,204,96,0,0,0,0,0,96,0,0,0,96,96,0,108,0,0,0,0,0,108,0,0,0,108,92,16
1500000US130890232105,130890000000,Block Group 5 Census Tract 232.10 DeKalb County Georgia,521,217,26,26,0,0,0,191,22,22,0,169,169,0,304,70,70,0,0,0,234,19,19,0,215,148,67
1500000US130890232111,130890000000,Block Group 1 Census Tract 232.11 DeKalb County Georgia,344,24,10,10,0,0,0,14,0,0,0,14,14,0,320,0,0,0,0,0,320,22,8,14,298,220,78
1500000US130890232112,130890000000,Block Group 2 Census Tract 232.11 DeKalb County Georgia,226,51,0,0,0,0,0,51,25,25,0,26,26,0,175,126,126,0,0,0,49,0,0,0,49,49,0
1500000US130890232121,130890000000,Block Group 1 Census Tract 232.12 DeKalb County Georgia,330,73,43,43,0,0,0,30,0,0,0,30,9,21,257,113,113,0,0,0,144,0,0,0,144,123,21
1500000US130890232122,130890000000,Block Group 2 Census Tract 232.12 DeKalb County Georgia,453,134,40,30,0,10,0,94,13,13,0,81,37,44,319,186,159,10,17,0,133,13,13,0,120,104,16
1500000US130890232131,130890000000,Block Group 1 Census Tract 232.13 DeKalb County Georgia,293,76,44,44,0,0,0,32,0,0,0,32,32,0,217,96,96,0,0,0,121,0,0,0,121,121,0
1500000US130890232132,130890000000,Block Group 2 Census Tract 232.13 DeKalb County Georgia,264,49,16,16,0,0,0,33,0,0,0,33,33,0,215,180,111,69,0,0,35,0,0,0,35,35,0
1500000US130890232133,130890000000,Block Group 3 Census Tract 232.13 DeKalb County Georgia,846,307,20,0,20,0,0,287,22,22,0,265,227,38,539,266,137,129,0,0,273,85,81,4,188,167,21
1500000US130890232141,130890000000,Block Group 1 Census Tract 232.14 DeKalb County Georgia,811,171,72,19,53,0,0,99,30,30,0,69,55,14,640,264,161,50,53,0,376,81,81,0,295,295,0
1500000US130890232142,130890000000,Block Group 2 Census Tract 232.14 DeKalb County Georgia,766,294,116,84,32,0,0,178,0,0,0,178,169,9,472,90,61,29,0,0,382,46,30,16,336,311,25
1500000US130890233031,130890000000,Block Group 1 Census Tract 233.03 DeKalb County Georgia,1085,278,49,35,0,0,14,229,155,155,0,74,70,4,807,115,51,57,0,7,692,92,92,0,600,484,116
1500000US130890233032,130890000000,Block Group 2 Census Tract 233.03 DeKalb County Georgia,175,105,0,0,0,0,0,105,28,28,0,77,0,77,70,40,40,0,0,0,30,23,20,3,7,4,3
1500000US130890233033,130890000000,Block Group 3 Census Tract 233.03 DeKalb County Georgia,263,128,0,0,0,0,0,128,112,112,0,16,16,0,135,6,6,0,0,0,129,22,22,0,107,70,37
1500000US130890233034,130890000000,Block Group 4 Census Tract 233.03 DeKalb County Georgia,560,254,101,66,35,0,0,153,0,0,0,153,108,45,306,50,12,38,0,0,256,8,0,8,248,148,100
1500000US130890233061,130890000000,Block Group 1 Census Tract 233.06 DeKalb County Georgia,684,270,204,204,0,0,0,66,0,0,0,66,31,35,414,175,175,0,0,0,239,14,14,0,225,225,0
1500000US130890233062,130890000000,Block Group 2 Census Tract 233.06 DeKalb County Georgia,536,116,102,102,0,0,0,14,0,0,0,14,14,0,420,302,195,0,0,107,118,47,47,0,71,71,0
1500000US130890233063,130890000000,Block Group 3 Census Tract 233.06 DeKalb County Georgia,808,79,22,22,0,0,0,57,0,0,0,57,57,0,729,323,245,64,14,0,406,79,79,0,327,327,0
1500000US130890233091,130890000000,Block Group 1 Census Tract 233.09 DeKalb County Georgia,158,52,0,0,0,0,0,52,0,0,0,52,52,0,106,16,16,0,0,0,90,37,37,0,53,53,0
1500000US130890233092,130890000000,Block Group 2 Census Tract 233.09 DeKalb County Georgia,383,136,75,75,0,0,0,61,0,0,0,61,61,0,247,136,136,0,0,0,111,0,0,0,111,111,0
1500000US130890233093,130890000000,Block Group 3 Census Tract 233.09 DeKalb County Georgia,1648,564,83,66,17,0,0,481,12,12,0,469,332,137,1084,231,86,73,72,0,853,117,117,0,736,609,127
1500000US130890233094,130890000000,Block Group 4 Census Tract 233.09 DeKalb County Georgia,555,107,103,56,47,0,0,4,0,0,0,4,0,4,448,102,71,0,31,0,346,0,0,0,346,346,0
1500000US130890233101,130890000000,Block Group 1 Census Tract 233.10 DeKalb County Georgia,558,189,57,47,0,10,0,132,11,11,0,121,121,0,369,189,170,0,19,0,180,8,8,0,172,172,0
1500000US130890233102,130890000000,Block Group 2 Census Tract 233.10 DeKalb County Georgia,1342,259,78,0,78,0,0,181,90,47,43,91,91,0,1083,276,85,191,0,0,807,234,234,0,573,436,137
1500000US130890233103,130890000000,Block Group 3 Census Tract 233.10 DeKalb County Georgia,615,263,135,135,0,0,0,128,0,0,0,128,81,47,352,0,0,0,0,0,352,0,0,0,352,352,0
1500000US130890233104,130890000000,Block Group 4 Census Tract 233.10 DeKalb County Georgia,252,20,0,0,0,0,0,20,0,0,0,20,10,10,232,173,83,0,90,0,59,0,0,0,59,59,0
1500000US130890233111,130890000000,Block Group 1 Census Tract 233.11 DeKalb County Georgia,903,158,82,45,30,0,7,76,0,0,0,76,48,28,745,394,324,9,54,7,351,0,0,0,351,60,291
1500000US130890233112,130890000000,Block Group 2 Census Tract 233.11 DeKalb County Georgia,399,57,0,0,0,0,0,57,0,0,0,57,57,0,342,152,121,19,0,12,190,59,59,0,131,118,13
1500000US130890233121,130890000000,Block Group 1 Census Tract 233.12 DeKalb County Georgia,988,284,131,87,18,0,26,153,52,52,0,101,81,20,704,450,279,95,0,76,254,16,16,0,238,220,18
1500000US130890233122,130890000000,Block Group 2 Census Tract 233.12 DeKalb County Georgia,888,99,55,55,0,0,0,44,0,0,0,44,44,0,789,373,282,43,48,0,416,110,110,0,306,292,14
1500000US130890233123,130890000000,Block Group 3 Census Tract 233.12 DeKalb County Georgia,619,233,55,0,55,0,0,178,23,23,0,155,91,64,386,191,98,93,0,0,195,83,67,16,112,54,58
1500000US130890233131,130890000000,Block Group 1 Census Tract 233.13 DeKalb County Georgia,415,128,65,65,0,0,0,63,0,0,0,63,63,0,287,123,114,9,0,0,164,0,0,0,164,94,70
1500000US130890233132,130890000000,Block Group 2 Census Tract 233.13 DeKalb County Georgia,847,341,165,101,64,0,0,176,8,8,0,168,168,0,506,214,95,119,0,0,292,0,0,0,292,284,8
1500000US130890233141,130890000000,Block Group 1 Census Tract 233.14 DeKalb County Georgia,555,199,0,0,0,0,0,199,0,0,0,199,199,0,356,132,132,0,0,0,224,0,0,0,224,224,0
1500000US130890233142,130890000000,Block Group 2 Census Tract 233.14 DeKalb County Georgia,437,114,19,19,0,0,0,95,35,35,0,60,60,0,323,125,125,0,0,0,198,0,0,0,198,198,0
1500000US130890233143,130890000000,Block Group 3 Census Tract 233.14 DeKalb County Georgia,252,96,67,0,67,0,0,29,14,14,0,15,15,0,156,40,40,0,0,0,116,0,0,0,116,99,17
1500000US130890233151,130890000000,Block Group 1 Census Tract 233.15 DeKalb County Georgia,1002,361,258,149,51,18,40,103,0,0,0,103,98,5,641,374,226,131,17,0,267,0,0,0,267,267,0
1500000US130890233152,130890000000,Block Group 2 Census Tract 233.15 DeKalb County Georgia,427,132,12,12,0,0,0,120,0,0,0,120,53,67,295,219,219,0,0,0,76,0,0,0,76,46,30
1500000US130890233161,130890000000,Block Group 1 Census Tract 233.16 DeKalb County Georgia,467,76,59,59,0,0,0,17,0,0,0,17,17,0,391,293,293,0,0,0,98,48,48,0,50,50,0
1500000US130890233162,130890000000,Block Group 2 Census Tract 233.16 DeKalb County Georgia,808,230,134,134,0,0,0,96,0,0,0,96,96,0,578,327,185,13,106,23,251,0,0,0,251,251,0
1500000US130890233163,130890000000,Block Group 3 Census Tract 233.16 DeKalb County Georgia,387,56,0,0,0,0,0,56,0,0,0,56,56,0,331,238,238,0,0,0,93,0,0,0,93,93,0
1500000US130890234101,130890000000,Block Group 1 Census Tract 234.10 DeKalb County Georgia,397,64,12,12,0,0,0,52,0,0,0,52,30,22,333,0,0,0,0,0,333,33,33,0,300,177,123
1500000US130890234102,130890000000,Block Group 2 Census Tract 234.10 DeKalb County Georgia,381,156,0,0,0,0,0,156,97,97,0,59,47,12,225,113,102,0,0,11,112,0,0,0,112,67,45
1500000US130890234111,130890000000,Block Group 1 Census Tract 234.11 DeKalb County Georgia,310,47,0,0,0,0,0,47,0,0,0,47,30,17,263,104,38,66,0,0,159,16,16,0,143,82,61
1500000US130890234112,130890000000,Block Group 2 Census Tract 234.11 DeKalb County Georgia,411,132,14,0,14,0,0,118,0,0,0,118,118,0,279,20,8,12,0,0,259,0,0,0,259,219,40
1500000US130890234121,130890000000,Block Group 1 Census Tract 234.12 DeKalb County Georgia,719,322,0,0,0,0,0,322,189,189,0,133,133,0,397,10,10,0,0,0,387,0,0,0,387,247,140
1500000US130890234122,130890000000,Block Group 2 Census Tract 234.12 DeKalb County Georgia,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,19,0,15,0,0,0,0,0,0,0,0
1500000US130890234123,130890000000,Block Group 3 Census Tract 234.12 DeKalb County Georgia,551,86,46,46,0,0,0,40,0,0,0,40,40,0,465,78,78,0,0,0,387,21,21,0,366,18,348
1500000US130890234131,130890000000,Block Group 1 Census Tract 234.13 DeKalb County Georgia,406,44,0,0,0,0,0,44,0,0,0,44,44,0,362,233,147,86,0,0,129,0,0,0,129,129,0
1500000US130890234132,130890000000,Block Group 2 Census Tract 234.13 DeKalb County Georgia,208,47,7,7,0,0,0,40,0,0,0,40,0,40,161,92,82,10,0,0,69,0,0,0,69,29,40
1500000US130890234141,130890000000,Block Group 1 Census Tract 234.14 DeKalb County Georgia,751,36,0,0,0,0,0,36,0,0,0,36,0,36,715,169,90,0,79,0,546,0,0,0,546,443,103
1500000US130890234142,130890000000,Block Group 2 Census Tract 234.14 DeKalb County Georgia,176,132,0,0,0,0,0,132,0,0,0,132,132,0,44,44,31,0,13,0,0,0,0,0,0,0,0
1500000US130890234143,130890000000,Block Group 3 Census Tract 234.14 DeKalb County Georgia,512,167,81,81,0,0,0,86,53,0,53,33,22,11,345,107,107,0,0,0,238,161,17,144,77,77,0
1500000US130890234161,130890000000,Block Group 1 Census Tract 234.16 DeKalb County Georgia,323,93,69,69,0,0,0,24,0,0,0,24,24,0,230,70,58,12,0,0,160,0,0,0,160,101,59
1500000US130890234162,130890000000,Block Group 2 Census Tract 234.16 DeKalb County Georgia,825,197,197,197,0,0,0,0,0,0,0,0,0,0,628,388,370,18,0,0,240,126,81,45,114,114,0
1500000US130890234163,130890000000,Block Group 3 Census Tract 234.16 DeKalb County Georgia,491,104,43,43,0,0,0,61,0,0,0,61,46,15,387,105,95,0,10,0,282,48,0,48,234,221,13
1500000US130890234164,130890000000,Block Group 4 Census Tract 234.16 DeKalb County Georgia,197,88,8,0,8,0,0,80,0,0,0,80,25,55,109,78,29,49,0,0,31,0,0,0,31,31,0
1500000US130890234181,130890000000,Block Group 1 Census Tract 234.18 DeKalb County Georgia,716,387,74,74,0,0,0,313,128,128,0,185,146,39,329,76,76,0,0,0,253,80,38,42,173,173,0
1500000US130890234182,130890000000,Block Group 2 Census Tract 234.18 DeKalb County Georgia,606,175,47,47,0,0,0,128,0,0,0,128,128,0,431,317,317,0,0,0,114,12,12,0,102,89,13
1500000US130890234183,130890000000,Block Group 3 Census Tract 234.18 DeKalb County Georgia,795,339,169,148,21,0,0,170,0,0,0,170,170,0,456,178,168,10,0,0,278,0,0,0,278,278,0
1500000US130890234184,130890000000,Block Group 4 Census Tract 234.18 DeKalb County Georgia,2052,690,354,236,0,118,0,336,0,0,0,336,336,0,1362,573,469,0,104,0,789,0,0,0,789,789,0
1500000US130890234191,130890000000,Block Group 1 Census Tract 234.19 DeKalb County Georgia,1628,417,209,209,0,0,0,208,43,43,0,165,165,0,1211,674,385,125,0,164,537,9,0,9,528,415,113
1500000US130890234192,130890000000,Block Group 2 Census Tract 234.19 DeKalb County Georgia,100,42,0,0,0,0,0,42,27,27,0,15,15,0,58,58,58,0,0,0,0,0,0,0,0,0,0
1500000US130890234193,130890000000,Block Group 3 Census Tract 234.19 DeKalb County Georgia,411,61,61,61,0,0,0,0,0,0,0,0,0,0,350,225,225,0,0,0,125,0,0,0,125,125,0
1500000US130890234211,130890000000,Block Group 1 Census Tract 234.21 DeKalb County Georgia,819,357,182,70,112,0,0,175,0,0,0,175,175,0,462,72,72,0,0,0,390,0,0,0,390,390,0
1500000US130890234212,130890000000,Block Group 2 Census Tract 234.21 DeKalb County Georgia,276,107,0,0,0,0,0,107,0,0,0,107,36,71,169,0,0,0,0,0,169,0,0,0,169,169,0
1500000US130890234213,130890000000,Block Group 3 Census Tract 234.21 DeKalb County Georgia,1084,403,212,153,59,0,0,191,0,0,0,191,120,71,681,213,103,110,0,0,468,0,0,0,468,446,22
1500000US130890234221,130890000000,Block Group 1 Census Tract 234.22 DeKalb County Georgia,498,147,28,15,0,13,0,119,0,0,0,119,107,12,351,183,88,29,66,0,168,37,37,0,131,131,0
1500000US130890234222,130890000000,Block Group 2 Census Tract 234.22 DeKalb County Georgia,942,276,66,66,0,0,0,210,65,65,0,145,145,0,666,210,110,19,81,0,456,153,153,0,303,296,7
1500000US130890234231,130890000000,Block Group 1 Census Tract 234.23 DeKalb County Georgia,564,258,123,123,0,0,0,135,23,23,0,112,77,35,306,221,165,56,0,0,85,0,0,0,85,85,0
1500000US130890234232,130890000000,Block Group 2 Census Tract 234.23 DeKalb County Georgia,129,87,11,11,0,0,0,76,0,0,0,76,64,12,42,0,0,0,0,0,42,13,13,0,29,29,0
1500000US130890234233,130890000000,Block Group 3 Census Tract 234.23 DeKalb County Georgia,866,174,113,113,0,0,0,61,0,0,0,61,43,18,692,488,322,166,0,0,204,49,33,16,155,138,17
1500000US130890234241,130890000000,Block Group 1 Census Tract 234.24 DeKalb County Georgia,1142,404,209,209,0,0,0,195,82,82,0,113,113,0,738,453,419,10,24,0,285,4,4,0,281,281,0
1500000US130890234242,130890000000,Block Group 2 Census Tract 234.24 DeKalb County Georgia,311,45,18,18,0,0,0,27,27,27,0,0,0,0,266,98,98,0,0,0,168,102,102,0,66,66,0
1500000US130890234251,130890000000,Block Group 1 Census Tract 234.25 DeKalb County Georgia,118,54,0,0,0,0,0,54,0,0,0,54,54,0,64,18,0,0,0,18,46,18,18,0,28,28,0
1500000US130890234252,130890000000,Block Group 2 Census Tract 234.25 DeKalb County Georgia,629,227,132,53,0,79,0,95,0,0,0,95,95,0,402,256,161,0,95,0,146,0,0,0,146,146,0
1500000US130890234261,130890000000,Block Group 1 Census Tract 234.26 DeKalb County Georgia,690,174,140,140,0,0,0,34,0,0,0,34,31,3,516,384,384,0,0,0,132,19,19,0,113,113,0
1500000US130890234262,130890000000,Block Group 2 Census Tract 234.26 DeKalb County Georgia,404,26,0,0,0,0,0,26,0,0,0,26,26,0,378,189,165,24,0,0,189,0,0,0,189,176,13
1500000US130890234271,130890000000,Block Group 1 Census Tract 234.27 DeKalb County Georgia,312,120,33,33,0,0,0,87,0,0,0,87,87,0,192,75,66,0,9,0,117,19,19,0,98,80,18
1500000US130890234272,130890000000,Block Group 2 Census Tract 234.27 DeKalb County Georgia,160,34,9,9,0,0,0,25,0,0,0,25,25,0,126,37,37,0,0,0,89,10,10,0,79,79,0
1500000US130890234281,130890000000,Block Group 1 Census Tract 234.28 DeKalb County Georgia,144,34,0,0,0,0,0,34,34,34,0,0,0,0,110,0,0,0,0,0,110,0,0,0,110,110,0
1500000US130890234282,130890000000,Block Group 2 Census Tract 234.28 DeKalb County Georgia,669,175,67,39,28,0,0,108,32,32,0,76,41,35,494,0,0,0,0,0,494,0,0,0,494,494,0
1500000US130890234283,130890000000,Block Group 3 Census Tract 234.28 DeKalb County Georgia,1562,464,40,7,0,33,0,424,49,49,0,375,285,90,1098,157,142,0,15,0,941,15,0,15,926,796,130
1500000US130890234284,130890000000,Block Group 4 Census Tract 234.28 DeKalb County Georgia,497,236,50,0,0,50,0,186,0,0,0,186,186,0,261,50,50,0,0,0,211,37,37,0,174,174,0
1500000US130890235011,130890000000,Block Group 1 Census Tract 235.01 DeKalb County Georgia,284,187,0,0,0,0,0,187,32,32,0,155,155,0,97,31,22,9,0,0,66,0,0,0,66,55,11
1500000US130890235012,130890000000,Block Group 2 Census Tract 235.01 DeKalb County Georgia,401,181,20,20,0,0,0,161,10,10,0,151,151,0,220,0,0,0,0,0,220,8,8,0,212,200,12
1500000US130890235041,130890000000,Block Group 1 Census Tract 235.04 DeKalb County Georgia,152,48,30,0,30,0,0,18,0,0,0,18,18,0,104,66,13,43,0,10,38,0,0,0,38,32,6
1500000US130890235042,130890000000,Block Group 2 Census Tract 235.04 DeKalb County Georgia,215,104,46,25,0,0,21,58,0,0,0,58,39,19,111,33,0,24,0,9,78,0,0,0,78,78,0
1500000US130890235043,130890000000,Block Group 3 Census Tract 235.04 DeKalb County Georgia,552,167,0,0,0,0,0,167,0,0,0,167,123,44,385,37,0,22,7,8,348,0,0,0,348,328,20
1500000US130890235051,130890000000,Block Group 1 Census Tract 235.05 DeKalb County Georgia,102,9,5,0,5,0,0,4,0,0,0,4,4,0,93,31,14,13,0,4,62,19,19,0,43,43,0
1500000US130890235052,130890000000,Block Group 2 Census Tract 235.05 DeKalb County Georgia,128,43,0,0,0,0,0,43,7,7,0,36,14,22,85,54,6,48,0,0,31,0,0,0,31,31,0
1500000US130890235061,130890000000,Block Group 1 Census Tract 235.06 DeKalb County Georgia,282,164,57,0,57,0,0,107,0,0,0,107,0,107,118,78,0,78,0,0,40,14,0,14,26,26,0
1500000US130890235062,130890000000,Block Group 2 Census Tract 235.06 DeKalb County Georgia,177,91,0,0,0,0,0,91,91,0,91,0,0,0,86,0,0,0,0,0,86,10,10,0,76,47,29
1500000US130890235063,130890000000,Block Group 3 Census Tract 235.06 DeKalb County Georgia,256,45,14,14,0,0,0,31,0,0,0,31,15,16,211,48,48,0,0,0,163,0,0,0,163,77,86
1500000US130890235071,130890000000,Block Group 1 Census Tract 235.07 DeKalb County Georgia,200,68,26,0,26,0,0,42,42,20,22,0,0,0,132,18,9,9,0,0,114,83,43,40,31,31,0
1500000US130890235072,130890000000,Block Group 2 Census Tract 235.07 DeKalb County Georgia,218,50,19,19,0,0,0,31,0,0,0,31,31,0,168,15,5,10,0,0,153,0,0,0,153,153,0
1500000US130890235073,130890000000,Block Group 3 Census Tract 235.07 DeKalb County Georgia,287,86,45,45,0,0,0,41,0,0,0,41,41,0,201,46,26,20,0,0,155,0,0,0,155,140,15
1500000US130890236011,130890000000,Block Group 1 Census Tract 236.01 DeKalb County Georgia,82,50,22,0,13,9,0,28,28,0,28,0,0,0,32,0,0,0,0,0,32,0,0,0,32,32,0
1500000US130890236012,130890000000,Block Group 2 Census Tract 236.01 DeKalb County Georgia,212,42,7,7,0,0,0,35,0,0,0,35,35,0,170,170,27,0,137,6,0,0,0,0,0,0,0
1500000US130890236013,130890000000,Block Group 3 Census Tract 236.01 DeKalb County Georgia,168,100,82,82,0,0,0,18,0,0,0,18,18,0,68,0,0,0,0,0,68,28,28,0,40,40,0
1500000US130890236021,130890000000,Block Group 1 Census Tract 236.02 DeKalb County Georgia,65,3,0,0,0,0,0,3,0,0,0,3,3,0,62,37,37,0,0,0,25,0,0,0,25,25,0
1500000US130890236022,130890000000,Block Group 2 Census Tract 236.02 DeKalb County Georgia,351,172,96,96,0,0,0,76,33,33,0,43,43,0,179,76,53,19,4,0,103,60,60,0,43,21,22
1500000US130890236031,130890000000,Block Group 1 Census Tract 236.03 DeKalb County Georgia,290,48,7,7,0,0,0,41,0,0,0,41,14,27,242,166,136,30,0,0,76,21,15,6,55,29,26
1500000US130890236032,130890000000,Block Group 2 Census Tract 236.03 DeKalb County Georgia,298,183,0,0,0,0,0,183,0,0,0,183,135,48,115,0,0,0,0,0,115,31,31,0,84,47,37
1500000US130890237001,130890000000,Block Group 1 Census Tract 237 DeKalb County Georgia,326,214,29,13,16,0,0,185,56,56,0,129,129,0,112,0,0,0,0,0,112,0,0,0,112,112,0
1500000US130890237002,130890000000,Block Group 2 Census Tract 237 DeKalb County Georgia,70,70,41,41,0,0,0,29,15,15,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130890237003,130890000000,Block Group 3 Census Tract 237 DeKalb County Georgia,254,71,71,44,0,27,0,0,0,0,0,0,0,0,183,57,34,0,23,0,126,60,60,0,66,66,0
1500000US130890237004,130890000000,Block Group 4 Census Tract 237 DeKalb County Georgia,373,189,19,19,0,0,0,170,137,137,0,33,0,33,184,19,19,0,0,0,165,62,62,0,103,42,61
1500000US130890238011,130890000000,Block Group 1 Census Tract 238.01 DeKalb County Georgia,50,36,8,8,0,0,0,28,28,0,28,0,0,0,14,7,0,7,0,0,7,0,0,0,7,7,0
1500000US130890238012,130890000000,Block Group 2 Census Tract 238.01 DeKalb County Georgia,188,61,41,33,8,0,0,20,0,0,0,20,20,0,127,45,24,0,0,21,82,7,7,0,75,56,19
1500000US130890238013,130890000000,Block Group 3 Census Tract 238.01 DeKalb County Georgia,133,113,75,69,0,6,0,38,0,0,0,38,38,0,20,20,20,0,0,0,0,0,0,0,0,0,0
