GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18
Id,Id2,Geography,Estimate; Total:,Estimate; Science and Engineering - Computers Mathematics and Statistics,Estimate; Science and Engineering - Biological Agricultural and Environmental Sciences,Estimate; Science and Engineering - Physical and Related Sciences,Estimate; Science and Engineering - Psychology,Estimate; Science and Engineering - Social Sciences,Estimate; Science and Engineering - Engineering,Estimate; Science and Engineering - Multidisciplinary Studies,Estimate; Science and Engineering Related Fields,Estimate; Business,Estimate; Education,Estimate; Arts Humanities and Other - Literature and Languages,Estimate; Arts Humanities and Other - Liberal Arts and History,Estimate; Arts Humanities and Other - Visual and Performing Arts,Estimate; Arts Humanities and Other - Communications,Estimate; Arts Humanities and Other - Other
1500000US130670307003,130670000000,Block Group 3 Census Tract 307 Cobb County Georgia,216,0,0,0,0,32,0,12,18,24,74,19,0,18,9,10
1500000US130670307004,130670000000,Block Group 4 Census Tract 307 Cobb County Georgia,61,7,23,0,0,9,0,0,0,0,6,0,0,9,0,7
1500000US130670308001,130670000000,Block Group 1 Census Tract 308 Cobb County Georgia,191,0,53,0,0,22,20,0,0,9,8,17,12,50,0,0
1500000US130670308002,130670000000,Block Group 2 Census Tract 308 Cobb County Georgia,69,0,0,0,0,0,22,0,0,9,12,9,8,0,9,0
1500000US130670308003,130670000000,Block Group 3 Census Tract 308 Cobb County Georgia,402,9,22,8,12,15,24,0,21,145,12,46,25,23,11,29
1500000US130670309011,130670000000,Block Group 1 Census Tract 309.01 Cobb County Georgia,275,46,0,0,0,0,69,0,29,87,18,14,0,0,0,12
1500000US130670309012,130670000000,Block Group 2 Census Tract 309.01 Cobb County Georgia,650,24,16,37,13,48,57,0,58,128,135,18,50,36,25,5
1500000US130670309013,130670000000,Block Group 3 Census Tract 309.01 Cobb County Georgia,236,0,12,0,21,0,0,0,0,82,63,0,0,10,14,34
1500000US130670309014,130670000000,Block Group 4 Census Tract 309.01 Cobb County Georgia,600,27,71,9,24,48,52,0,67,114,63,36,59,11,19,0
1500000US130670309015,130670000000,Block Group 5 Census Tract 309.01 Cobb County Georgia,731,46,16,76,37,20,85,0,107,228,44,8,17,0,33,14
1500000US130670309021,130670000000,Block Group 1 Census Tract 309.02 Cobb County Georgia,151,0,0,0,0,0,0,0,0,54,0,27,14,0,56,0
1500000US130670309022,130670000000,Block Group 2 Census Tract 309.02 Cobb County Georgia,337,0,24,0,9,0,0,19,0,144,36,41,41,13,10,0
1500000US130670309023,130670000000,Block Group 3 Census Tract 309.02 Cobb County Georgia,493,0,0,11,0,49,0,0,22,121,76,28,101,44,0,41
1500000US130670309024,130670000000,Block Group 4 Census Tract 309.02 Cobb County Georgia,217,0,17,0,0,12,36,0,13,33,42,0,24,20,0,20
1500000US130670309041,130670000000,Block Group 1 Census Tract 309.04 Cobb County Georgia,68,15,0,0,16,0,0,0,0,37,0,0,0,0,0,0
1500000US130670309042,130670000000,Block Group 2 Census Tract 309.04 Cobb County Georgia,449,42,0,0,39,24,15,0,13,113,47,32,0,39,34,51
1500000US130670309043,130670000000,Block Group 3 Census Tract 309.04 Cobb County Georgia,87,0,0,0,0,8,5,0,0,34,20,0,0,20,0,0
1500000US130670309044,130670000000,Block Group 4 Census Tract 309.04 Cobb County Georgia,204,16,7,21,33,14,0,0,0,8,15,0,9,0,9,72
1500000US130670309051,130670000000,Block Group 1 Census Tract 309.05 Cobb County Georgia,282,31,0,3,18,35,0,0,35,110,7,7,16,0,12,8
1500000US130670309052,130670000000,Block Group 2 Census Tract 309.05 Cobb County Georgia,143,7,0,0,0,9,9,0,0,37,42,12,11,7,9,0
1500000US130670309053,130670000000,Block Group 3 Census Tract 309.05 Cobb County Georgia,451,51,10,0,29,62,11,0,30,90,24,0,9,34,39,62
1500000US130670309054,130670000000,Block Group 4 Census Tract 309.05 Cobb County Georgia,198,0,8,0,9,56,0,0,0,62,50,0,0,0,13,0
1500000US130670310011,130670000000,Block Group 1 Census Tract 310.01 Cobb County Georgia,66,0,0,3,0,0,0,0,7,0,36,0,0,0,0,20
1500000US130670310012,130670000000,Block Group 2 Census Tract 310.01 Cobb County Georgia,53,0,0,0,7,0,5,0,0,0,15,0,0,18,8,0
1500000US130670310013,130670000000,Block Group 3 Census Tract 310.01 Cobb County Georgia,92,0,33,14,0,0,14,0,5,21,5,0,0,0,0,0
1500000US130670310021,130670000000,Block Group 1 Census Tract 310.02 Cobb County Georgia,149,34,19,0,18,30,29,0,15,0,4,0,0,0,0,0
1500000US130670310022,130670000000,Block Group 2 Census Tract 310.02 Cobb County Georgia,109,37,0,0,0,0,0,0,0,35,0,0,37,0,0,0
1500000US130670310023,130670000000,Block Group 3 Census Tract 310.02 Cobb County Georgia,129,0,8,0,13,15,16,0,0,22,0,16,6,0,16,17
1500000US130670310024,130670000000,Block Group 4 Census Tract 310.02 Cobb County Georgia,234,47,15,0,0,0,0,0,15,88,14,0,0,0,38,17
1500000US130670310041,130670000000,Block Group 1 Census Tract 310.04 Cobb County Georgia,75,0,0,0,15,0,19,0,0,13,0,15,0,0,0,13
1500000US130670310042,130670000000,Block Group 2 Census Tract 310.04 Cobb County Georgia,82,0,0,0,0,0,0,0,13,0,16,16,0,14,0,23
1500000US130670310043,130670000000,Block Group 3 Census Tract 310.04 Cobb County Georgia,287,12,9,0,45,12,37,0,10,84,0,12,28,24,14,0
1500000US130670310044,130670000000,Block Group 4 Census Tract 310.04 Cobb County Georgia,97,0,0,0,0,14,9,0,0,28,0,12,12,10,0,12
1500000US130670310051,130670000000,Block Group 1 Census Tract 310.05 Cobb County Georgia,560,55,36,5,30,49,53,0,13,193,34,16,19,0,16,41
1500000US130670310052,130670000000,Block Group 2 Census Tract 310.05 Cobb County Georgia,119,16,0,0,0,5,32,0,9,34,0,0,0,7,7,9
1500000US130670311011,130670000000,Block Group 1 Census Tract 311.01 Cobb County Georgia,327,0,0,0,0,41,50,0,50,80,20,0,24,33,29,0
1500000US130670311012,130670000000,Block Group 2 Census Tract 311.01 Cobb County Georgia,176,0,20,21,0,20,16,0,6,77,7,9,0,0,0,0
1500000US130670311013,130670000000,Block Group 3 Census Tract 311.01 Cobb County Georgia,238,7,10,0,11,39,0,0,18,45,41,19,32,7,9,0
1500000US130670311061,130670000000,Block Group 1 Census Tract 311.06 Cobb County Georgia,282,14,0,0,12,31,79,0,50,55,14,0,0,0,11,16
1500000US130670311062,130670000000,Block Group 2 Census Tract 311.06 Cobb County Georgia,1000,27,38,25,97,79,148,11,41,239,49,0,30,125,12,79
1500000US130670311063,130670000000,Block Group 3 Census Tract 311.06 Cobb County Georgia,528,7,14,62,19,14,79,0,30,185,51,17,0,0,22,28
1500000US130670311064,130670000000,Block Group 4 Census Tract 311.06 Cobb County Georgia,237,0,69,0,28,15,29,0,0,51,9,0,16,0,14,6
1500000US130670311081,130670000000,Block Group 1 Census Tract 311.08 Cobb County Georgia,14,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1500000US130670311082,130670000000,Block Group 2 Census Tract 311.08 Cobb County Georgia,384,0,49,35,19,0,34,0,49,101,12,17,24,0,17,27
1500000US130670311083,130670000000,Block Group 3 Census Tract 311.08 Cobb County Georgia,918,115,29,33,51,16,36,0,93,253,14,93,20,83,61,21
1500000US130670311084,130670000000,Block Group 4 Census Tract 311.08 Cobb County Georgia,276,0,15,31,17,0,0,0,16,73,34,16,43,0,31,0
1500000US130670311101,130670000000,Block Group 1 Census Tract 311.10 Cobb County Georgia,588,24,28,33,9,13,28,0,27,116,110,4,30,43,39,84
1500000US130670311102,130670000000,Block Group 2 Census Tract 311.10 Cobb County Georgia,464,9,25,8,28,18,13,0,25,139,83,29,9,40,18,20
1500000US130670311111,130670000000,Block Group 1 Census Tract 311.11 Cobb County Georgia,1271,88,32,34,124,63,39,0,66,339,161,66,120,61,42,36
1500000US130670311112,130670000000,Block Group 2 Census Tract 311.11 Cobb County Georgia,433,18,12,0,0,27,77,0,35,150,39,14,14,20,8,19
1500000US130670311121,130670000000,Block Group 1 Census Tract 311.12 Cobb County Georgia,330,0,0,0,0,12,11,0,0,20,127,0,0,50,49,61
1500000US130670311122,130670000000,Block Group 2 Census Tract 311.12 Cobb County Georgia,742,72,16,32,55,36,83,10,96,203,52,15,72,0,0,0
1500000US130670311123,130670000000,Block Group 3 Census Tract 311.12 Cobb County Georgia,1397,117,113,95,48,78,155,0,53,383,82,81,66,27,79,20
1500000US130670311131,130670000000,Block Group 1 Census Tract 311.13 Cobb County Georgia,138,0,5,0,5,20,5,0,5,34,19,0,0,7,20,18
1500000US130670311141,130670000000,Block Group 1 Census Tract 311.14 Cobb County Georgia,568,47,18,0,37,54,33,0,18,216,40,0,11,58,14,22
1500000US130670311142,130670000000,Block Group 2 Census Tract 311.14 Cobb County Georgia,836,67,13,0,15,13,115,0,52,141,51,0,16,115,112,126
1500000US130670311143,130670000000,Block Group 3 Census Tract 311.14 Cobb County Georgia,469,62,28,0,34,32,25,0,89,134,6,0,0,0,59,0
1500000US130670311144,130670000000,Block Group 4 Census Tract 311.14 Cobb County Georgia,237,0,0,0,0,0,15,0,46,118,0,40,0,0,0,18
1500000US130670311151,130670000000,Block Group 1 Census Tract 311.15 Cobb County Georgia,222,11,9,0,30,4,8,4,9,72,32,33,4,6,0,0
1500000US130670311152,130670000000,Block Group 2 Census Tract 311.15 Cobb County Georgia,1138,5,86,12,31,63,64,0,133,451,145,4,11,43,28,62
1500000US130670311161,130670000000,Block Group 1 Census Tract 311.16 Cobb County Georgia,134,9,0,0,4,0,4,0,37,50,0,0,0,0,30,0
1500000US130670311162,130670000000,Block Group 2 Census Tract 311.16 Cobb County Georgia,253,0,9,16,3,0,19,0,62,68,17,0,23,29,7,0
1500000US130670311163,130670000000,Block Group 3 Census Tract 311.16 Cobb County Georgia,33,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0
1500000US130670311171,130670000000,Block Group 1 Census Tract 311.17 Cobb County Georgia,960,75,17,12,118,73,157,0,27,358,48,9,3,13,0,50
1500000US130670311172,130670000000,Block Group 2 Census Tract 311.17 Cobb County Georgia,810,15,40,25,53,79,64,0,39,170,71,43,35,81,30,65
1500000US130670311173,130670000000,Block Group 3 Census Tract 311.17 Cobb County Georgia,345,30,25,13,0,6,0,0,50,55,73,37,0,32,24,0
1500000US130670311181,130670000000,Block Group 1 Census Tract 311.18 Cobb County Georgia,406,19,0,0,47,14,52,0,27,92,62,0,0,52,30,11
1500000US130670311182,130670000000,Block Group 2 Census Tract 311.18 Cobb County Georgia,871,44,12,17,0,71,131,21,59,228,114,17,73,0,84,0
1500000US130670311183,130670000000,Block Group 3 Census Tract 311.18 Cobb County Georgia,841,20,33,0,0,99,261,0,75,72,51,80,26,50,74,0
1500000US130670312051,130670000000,Block Group 1 Census Tract 312.05 Cobb County Georgia,955,73,9,0,58,94,101,0,44,240,62,61,52,55,54,52
1500000US130670312052,130670000000,Block Group 2 Census Tract 312.05 Cobb County Georgia,1290,92,11,24,31,136,18,0,25,512,55,97,12,16,110,151
1500000US130670312053,130670000000,Block Group 3 Census Tract 312.05 Cobb County Georgia,884,19,19,10,69,79,37,0,98,200,80,33,97,5,34,104
1500000US130670312061,130670000000,Block Group 1 Census Tract 312.06 Cobb County Georgia,2550,250,70,0,106,277,395,58,243,623,233,22,19,64,52,138
1500000US130670312062,130670000000,Block Group 2 Census Tract 312.06 Cobb County Georgia,260,0,0,0,0,0,0,0,0,111,111,0,0,0,0,38
1500000US130670312063,130670000000,Block Group 3 Census Tract 312.06 Cobb County Georgia,1985,14,38,72,200,286,18,53,124,578,160,31,182,0,84,145
1500000US130670312071,130670000000,Block Group 1 Census Tract 312.07 Cobb County Georgia,725,65,36,80,83,110,18,0,88,93,18,40,0,0,27,67
1500000US130670312072,130670000000,Block Group 2 Census Tract 312.07 Cobb County Georgia,998,30,18,50,41,104,95,0,105,228,80,45,0,46,142,14
1500000US130670312073,130670000000,Block Group 3 Census Tract 312.07 Cobb County Georgia,429,0,59,0,39,51,83,0,11,102,0,12,19,0,37,16
1500000US130670312081,130670000000,Block Group 1 Census Tract 312.08 Cobb County Georgia,325,35,0,48,0,0,25,0,0,113,53,0,0,22,0,29
1500000US130670312082,130670000000,Block Group 2 Census Tract 312.08 Cobb County Georgia,1281,200,25,47,46,20,310,0,41,207,99,50,37,49,83,67
1500000US130670312083,130670000000,Block Group 3 Census Tract 312.08 Cobb County Georgia,2030,232,55,20,68,212,382,0,86,332,138,104,75,18,85,223
1500000US130670312091,130670000000,Block Group 1 Census Tract 312.09 Cobb County Georgia,1391,86,69,71,6,158,130,5,47,346,116,84,16,107,99,51
1500000US130670312092,130670000000,Block Group 2 Census Tract 312.09 Cobb County Georgia,823,47,25,0,22,39,76,12,100,376,18,28,6,15,16,43
1500000US130670312111,130670000000,Block Group 1 Census Tract 312.11 Cobb County Georgia,223,0,0,54,0,20,27,0,0,34,20,0,0,0,19,49
1500000US130670312112,130670000000,Block Group 2 Census Tract 312.11 Cobb County Georgia,1433,44,108,35,24,204,52,15,137,241,118,107,39,40,197,72
1500000US130670312113,130670000000,Block Group 3 Census Tract 312.11 Cobb County Georgia,180,0,0,0,0,0,21,0,0,147,0,0,0,12,0,0
1500000US130670312121,130670000000,Block Group 1 Census Tract 312.12 Cobb County Georgia,1493,67,95,71,71,134,104,30,72,307,239,121,86,55,16,25
1500000US130670313061,130670000000,Block Group 1 Census Tract 313.06 Cobb County Georgia,437,22,30,0,17,17,26,0,8,83,87,29,0,31,28,59
1500000US130670313062,130670000000,Block Group 2 Census Tract 313.06 Cobb County Georgia,128,0,0,0,0,0,39,0,35,10,20,0,0,7,17,0
1500000US130670313071,130670000000,Block Group 1 Census Tract 313.07 Cobb County Georgia,306,51,0,0,18,0,20,0,27,48,36,37,18,0,0,51
1500000US130670313072,130670000000,Block Group 2 Census Tract 313.07 Cobb County Georgia,662,35,20,0,100,23,11,0,77,160,85,0,16,54,23,58
1500000US130670313073,130670000000,Block Group 3 Census Tract 313.07 Cobb County Georgia,941,94,72,46,84,74,116,13,32,110,83,67,19,51,80,0
1500000US130670313081,130670000000,Block Group 1 Census Tract 313.08 Cobb County Georgia,139,12,0,0,0,12,0,0,12,0,23,10,31,39,0,0
1500000US130670313082,130670000000,Block Group 2 Census Tract 313.08 Cobb County Georgia,40,0,0,0,0,0,0,0,0,16,0,0,0,10,0,14
1500000US130670313083,130670000000,Block Group 3 Census Tract 313.08 Cobb County Georgia,370,20,12,0,10,13,10,0,0,246,26,13,11,0,9,0
1500000US130670313091,130670000000,Block Group 1 Census Tract 313.09 Cobb County Georgia,165,0,0,0,0,37,27,0,0,64,27,0,0,10,0,0
1500000US130670313092,130670000000,Block Group 2 Census Tract 313.09 Cobb County Georgia,263,40,0,21,0,18,9,0,0,139,17,0,0,19,0,0
1500000US130670313093,130670000000,Block Group 3 Census Tract 313.09 Cobb County Georgia,179,43,0,0,0,6,19,0,0,32,33,0,0,0,31,15
1500000US130670313094,130670000000,Block Group 4 Census Tract 313.09 Cobb County Georgia,513,21,6,0,0,43,7,0,10,96,81,33,56,44,53,63
1500000US130670313101,130670000000,Block Group 1 Census Tract 313.10 Cobb County Georgia,270,0,14,17,28,13,17,0,23,95,44,0,19,0,0,0
1500000US130670313102,130670000000,Block Group 2 Census Tract 313.10 Cobb County Georgia,83,0,0,0,14,14,0,0,24,0,0,0,0,0,31,0
1500000US130670313103,130670000000,Block Group 3 Census Tract 313.10 Cobb County Georgia,165,0,0,10,0,0,0,0,15,71,5,0,0,0,0,64
1500000US130670313111,130670000000,Block Group 1 Census Tract 313.11 Cobb County Georgia,708,57,17,0,34,17,14,20,75,237,119,17,12,0,18,71
1500000US130670313112,130670000000,Block Group 2 Census Tract 313.11 Cobb County Georgia,330,0,0,27,0,50,20,13,0,152,0,0,19,0,35,14
1500000US130670313113,130670000000,Block Group 3 Census Tract 313.11 Cobb County Georgia,305,20,0,0,18,78,0,0,29,81,27,0,11,0,20,21
1500000US130670313121,130670000000,Block Group 1 Census Tract 313.12 Cobb County Georgia,81,0,15,0,0,0,0,0,36,0,15,15,0,0,0,0
1500000US130670313122,130670000000,Block Group 2 Census Tract 313.12 Cobb County Georgia,123,60,0,10,0,0,10,0,0,0,43,0,0,0,0,0
1500000US130670313123,130670000000,Block Group 3 Census Tract 313.12 Cobb County Georgia,1478,250,14,15,153,132,111,0,166,444,91,27,0,16,22,37
1500000US130670313124,130670000000,Block Group 4 Census Tract 313.12 Cobb County Georgia,1170,107,106,19,97,19,185,0,18,351,104,29,0,7,66,62
1500000US130670313131,130670000000,Block Group 1 Census Tract 313.13 Cobb County Georgia,3485,320,160,67,251,281,242,44,225,1032,249,275,85,146,52,56
1500000US130670313132,130670000000,Block Group 2 Census Tract 313.13 Cobb County Georgia,1451,115,137,60,67,109,94,0,58,478,96,13,0,12,34,178
1500000US130670314041,130670000000,Block Group 1 Census Tract 314.04 Cobb County Georgia,110,0,0,0,0,0,12,0,17,0,44,15,22,0,0,0
1500000US130670314042,130670000000,Block Group 2 Census Tract 314.04 Cobb County Georgia,1082,139,0,0,15,50,77,0,95,336,118,0,45,99,80,28
1500000US130670314043,130670000000,Block Group 3 Census Tract 314.04 Cobb County Georgia,309,22,12,20,63,0,1,0,22,121,0,0,0,48,0,0
1500000US130670314044,130670000000,Block Group 4 Census Tract 314.04 Cobb County Georgia,125,16,0,0,16,15,0,0,33,10,10,0,0,0,25,0
1500000US130670314051,130670000000,Block Group 1 Census Tract 314.05 Cobb County Georgia,444,119,0,0,0,21,87,0,11,79,55,0,0,12,0,60
1500000US130670314052,130670000000,Block Group 2 Census Tract 314.05 Cobb County Georgia,846,100,24,12,15,69,83,0,162,179,50,0,24,0,57,71
1500000US130670314053,130670000000,Block Group 3 Census Tract 314.05 Cobb County Georgia,116,14,0,22,0,0,0,0,28,44,8,0,0,0,0,0
1500000US130670314054,130670000000,Block Group 4 Census Tract 314.05 Cobb County Georgia,202,0,11,13,12,12,13,0,54,57,19,11,0,0,0,0
1500000US130670314055,130670000000,Block Group 5 Census Tract 314.05 Cobb County Georgia,580,120,54,0,18,14,60,0,0,26,60,48,22,108,50,0
1500000US130670314061,130670000000,Block Group 1 Census Tract 314.06 Cobb County Georgia,234,48,0,0,43,0,0,0,43,24,0,0,0,0,56,20
1500000US130670314062,130670000000,Block Group 2 Census Tract 314.06 Cobb County Georgia,220,31,0,0,14,12,25,0,25,29,47,20,14,0,0,3
1500000US130670314063,130670000000,Block Group 3 Census Tract 314.06 Cobb County Georgia,570,44,60,0,30,9,0,0,29,194,16,23,19,0,60,86
1500000US130670314081,130670000000,Block Group 1 Census Tract 314.08 Cobb County Georgia,63,0,17,0,0,0,0,0,0,9,37,0,0,0,0,0
1500000US130670314082,130670000000,Block Group 2 Census Tract 314.08 Cobb County Georgia,764,5,34,0,0,32,79,0,64,197,120,0,22,65,111,35
1500000US130670314083,130670000000,Block Group 3 Census Tract 314.08 Cobb County Georgia,70,0,0,0,0,0,0,0,0,49,0,0,19,0,0,2
1500000US130670314091,130670000000,Block Group 1 Census Tract 314.09 Cobb County Georgia,330,22,0,0,20,40,30,3,20,103,71,0,0,0,21,0
1500000US130670314092,130670000000,Block Group 2 Census Tract 314.09 Cobb County Georgia,416,7,16,19,22,36,38,0,7,162,26,7,29,0,19,28
1500000US130670315031,130670000000,Block Group 1 Census Tract 315.03 Cobb County Georgia,292,89,24,23,0,0,77,0,22,30,0,0,0,0,16,11
1500000US130670315032,130670000000,Block Group 2 Census Tract 315.03 Cobb County Georgia,594,43,8,12,69,27,73,0,12,149,87,23,64,0,0,27
1500000US130670315033,130670000000,Block Group 3 Census Tract 315.03 Cobb County Georgia,581,15,19,0,67,5,60,9,45,60,54,16,45,0,0,186
1500000US130670315034,130670000000,Block Group 4 Census Tract 315.03 Cobb County Georgia,269,11,41,0,11,46,49,0,0,74,0,0,0,26,0,11
1500000US130670315051,130670000000,Block Group 1 Census Tract 315.05 Cobb County Georgia,270,16,14,0,12,20,0,16,45,17,30,15,8,14,25,38
1500000US130670315052,130670000000,Block Group 2 Census Tract 315.05 Cobb County Georgia,359,11,0,0,0,63,0,0,63,130,32,13,0,0,47,0
1500000US130670315053,130670000000,Block Group 3 Census Tract 315.05 Cobb County Georgia,702,36,15,0,26,35,27,0,70,191,96,81,11,27,0,87
1500000US130670315061,130670000000,Block Group 1 Census Tract 315.06 Cobb County Georgia,554,77,26,8,31,29,34,9,100,115,15,70,9,16,15,0
1500000US130670315062,130670000000,Block Group 2 Census Tract 315.06 Cobb County Georgia,244,36,0,0,19,0,45,0,9,99,0,0,12,0,15,9
1500000US130670315063,130670000000,Block Group 3 Census Tract 315.06 Cobb County Georgia,82,0,0,30,0,0,0,0,19,0,14,9,0,0,0,10
1500000US130670315071,130670000000,Block Group 1 Census Tract 315.07 Cobb County Georgia,362,9,0,0,18,0,0,0,0,147,32,69,45,0,0,42
1500000US130670315072,130670000000,Block Group 2 Census Tract 315.07 Cobb County Georgia,234,21,25,0,0,20,0,0,9,48,32,0,0,0,79,0
1500000US130670315081,130670000000,Block Group 1 Census Tract 315.08 Cobb County Georgia,316,0,0,0,20,10,51,0,7,59,74,10,5,0,31,49
1500000US130670315082,130670000000,Block Group 2 Census Tract 315.08 Cobb County Georgia,890,36,17,21,73,41,43,0,55,303,192,0,16,0,37,56
1500000US130670315091,130670000000,Block Group 1 Census Tract 315.09 Cobb County Georgia,471,21,69,0,50,17,0,0,104,92,78,40,0,0,0,0
1500000US130670315092,130670000000,Block Group 2 Census Tract 315.09 Cobb County Georgia,264,20,0,0,60,0,0,0,56,42,19,19,48,0,0,0
1500000US130670315093,130670000000,Block Group 3 Census Tract 315.09 Cobb County Georgia,233,0,0,0,0,32,92,0,9,58,0,25,0,0,17,0
1500000US130670315094,130670000000,Block Group 4 Census Tract 315.09 Cobb County Georgia,366,29,20,0,40,57,14,0,18,64,78,0,10,0,13,23
1500000US130670315095,130670000000,Block Group 5 Census Tract 315.09 Cobb County Georgia,276,0,12,0,0,75,0,0,10,77,34,0,37,0,0,31
1500000US130890201001,130890000000,Block Group 1 Census Tract 201 DeKalb County Georgia,1156,29,92,33,84,163,97,0,67,262,56,62,89,11,57,54
1500000US130890202001,130890000000,Block Group 1 Census Tract 202 DeKalb County Georgia,530,18,31,20,73,60,34,11,54,96,17,44,0,63,9,0
1500000US130890202002,130890000000,Block Group 2 Census Tract 202 DeKalb County Georgia,796,17,71,21,81,85,92,8,50,105,0,54,107,39,66,0
1500000US130890203001,130890000000,Block Group 1 Census Tract 203 DeKalb County Georgia,609,41,15,29,8,48,17,26,34,67,32,64,103,49,39,37
1500000US130890203002,130890000000,Block Group 2 Census Tract 203 DeKalb County Georgia,565,33,64,13,63,53,8,0,14,53,0,79,52,81,29,23
1500000US130890203003,130890000000,Block Group 3 Census Tract 203 DeKalb County Georgia,1221,50,140,40,108,92,63,0,34,193,38,156,166,73,52,16
1500000US130890204001,130890000000,Block Group 1 Census Tract 204 DeKalb County Georgia,1053,58,86,33,68,133,22,6,39,126,20,141,127,129,41,24
1500000US130890204002,130890000000,Block Group 2 Census Tract 204 DeKalb County Georgia,639,16,14,15,66,130,19,0,26,97,26,41,56,69,32,32
1500000US130890205001,130890000000,Block Group 1 Census Tract 205 DeKalb County Georgia,475,23,0,15,19,66,29,0,26,115,7,32,12,48,72,11
1500000US130890205002,130890000000,Block Group 2 Census Tract 205 DeKalb County Georgia,553,11,24,9,23,86,43,0,67,70,35,37,29,72,26,21
1500000US130890206001,130890000000,Block Group 1 Census Tract 206 DeKalb County Georgia,89,0,10,0,0,8,9,0,0,9,0,27,0,0,26,0
1500000US130890206002,130890000000,Block Group 2 Census Tract 206 DeKalb County Georgia,516,8,92,5,27,42,7,4,20,117,22,21,26,53,49,23
1500000US130890207001,130890000000,Block Group 1 Census Tract 207 DeKalb County Georgia,577,49,10,9,40,127,11,6,53,113,0,47,24,43,23,22
1500000US130890207002,130890000000,Block Group 2 Census Tract 207 DeKalb County Georgia,272,12,11,0,18,45,27,0,7,62,5,17,43,10,15,0
1500000US130890208011,130890000000,Block Group 1 Census Tract 208.01 DeKalb County Georgia,584,24,44,0,16,66,41,12,39,106,55,35,19,52,46,29
1500000US130890208012,130890000000,Block Group 2 Census Tract 208.01 DeKalb County Georgia,721,18,79,20,60,99,2,0,30,136,13,44,29,77,77,37
1500000US130890208021,130890000000,Block Group 1 Census Tract 208.02 DeKalb County Georgia,274,0,0,0,8,8,10,0,0,51,40,30,33,48,30,16
1500000US130890208022,130890000000,Block Group 2 Census Tract 208.02 DeKalb County Georgia,390,35,29,0,0,21,16,0,32,68,16,45,24,80,13,11
1500000US130890208023,130890000000,Block Group 3 Census Tract 208.02 DeKalb County Georgia,385,0,67,0,19,0,22,0,15,103,42,25,14,24,24,30
1500000US130890208024,130890000000,Block Group 4 Census Tract 208.02 DeKalb County Georgia,302,0,14,21,25,56,7,0,19,20,54,11,34,0,30,11
1500000US130890209001,130890000000,Block Group 1 Census Tract 209 DeKalb County Georgia,584,13,66,35,55,102,0,0,52,72,21,33,41,43,38,13
1500000US130890209002,130890000000,Block Group 2 Census Tract 209 DeKalb County Georgia,460,0,16,7,14,93,79,0,28,148,7,13,17,23,0,15
1500000US130890209003,130890000000,Block Group 3 Census Tract 209 DeKalb County Georgia,494,0,29,0,117,121,47,12,12,23,12,30,12,16,12,51
1500000US130890209004,130890000000,Block Group 4 Census Tract 209 DeKalb County Georgia,228,25,10,0,15,23,20,0,0,16,30,16,9,20,9,35
1500000US130890211011,130890000000,Block Group 1 Census Tract 211.01 DeKalb County Georgia,2068,55,100,18,90,288,169,11,138,653,96,67,121,41,169,52
1500000US130890211021,130890000000,Block Group 1 Census Tract 211.02 DeKalb County Georgia,86,0,59,0,0,0,0,0,0,27,0,0,0,0,0,0
1500000US130890211022,130890000000,Block Group 2 Census Tract 211.02 DeKalb County Georgia,1064,76,6,42,61,87,39,0,66,367,55,73,73,18,101,0
1500000US130890211023,130890000000,Block Group 3 Census Tract 211.02 DeKalb County Georgia,402,0,11,0,58,0,17,0,16,167,102,18,0,13,0,0
1500000US130890211024,130890000000,Block Group 4 Census Tract 211.02 DeKalb County Georgia,1396,11,42,0,44,151,84,15,83,548,78,24,71,128,106,11
1500000US130890212021,130890000000,Block Group 1 Census Tract 212.02 DeKalb County Georgia,1636,116,62,37,128,149,169,15,178,363,140,50,78,107,28,16
1500000US130890212022,130890000000,Block Group 2 Census Tract 212.02 DeKalb County Georgia,1241,103,71,75,47,142,115,0,129,239,93,76,110,0,27,14
1500000US130890212023,130890000000,Block Group 3 Census Tract 212.02 DeKalb County Georgia,1275,36,42,95,17,133,94,14,56,462,64,19,100,0,79,64
1500000US130890212041,130890000000,Block Group 1 Census Tract 212.04 DeKalb County Georgia,28,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0
1500000US130890212042,130890000000,Block Group 2 Census Tract 212.04 DeKalb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130890212043,130890000000,Block Group 3 Census Tract 212.04 DeKalb County Georgia,30,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0
1500000US130890212081,130890000000,Block Group 1 Census Tract 212.08 DeKalb County Georgia,925,75,0,11,30,149,17,18,48,267,111,17,30,42,66,44
1500000US130890212082,130890000000,Block Group 2 Census Tract 212.08 DeKalb County Georgia,801,60,17,28,50,74,77,0,34,168,47,94,18,36,50,48
