GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36,HD01_VD37,HD01_VD38,HD01_VD39,HD01_VD40,HD01_VD41,HD01_VD42,HD01_VD43,HD01_VD44,HD01_VD45,HD01_VD46,HD01_VD47,HD01_VD48,HD01_VD49,HD01_VD50,HD01_VD51
Id,Id2,Geography,Estimate; Total:,Estimate; Male:,Estimate; Male: - Worked in the past 12 months:,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week:,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 50 to 52 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 48 and 49 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 40 to 47 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 27 to 39 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 14 to 26 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 1 to 13 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week:,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 50 to 52 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 48 and 49 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 40 to 47 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 27 to 39 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 14 to 26 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 1 to 13 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week:,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 50 to 52 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 48 and 49 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 40 to 47 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 27 to 39 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 14 to 26 weeks,Estimate; Male: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 1 to 13 weeks,Estimate; Male: - Did not work in the past 12 months,Estimate; Female:,Estimate; Female: - Worked in the past 12 months:,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week:,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 50 to 52 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 48 and 49 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 40 to 47 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 27 to 39 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 14 to 26 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 35 or more hours per week: - 1 to 13 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week:,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 50 to 52 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 48 and 49 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 40 to 47 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 27 to 39 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 14 to 26 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 15 to 34 hours per week: - 1 to 13 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week:,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 50 to 52 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 48 and 49 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 40 to 47 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 27 to 39 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 14 to 26 weeks,Estimate; Female: - Worked in the past 12 months: - Usually worked 1 to 14 hours per week: - 1 to 13 weeks,Estimate; Female: - Did not work in the past 12 months
0100000US,,United States,205597667,102302536,80444338,66409820,55168901,1130561,2782761,2829979,2189763,2307855,11266608,4933390,288244,1050898,1560892,1456805,1976379,2767910,704079,49800,180896,318414,409397,1105324,21858198,103295131,73046693,50220441,41590711,855673,2457468,2066858,1550945,1698786,18262920,9667487,531789,1746334,2193139,1860624,2263547,4563332,1254987,116263,395722,611707,677453,1507200,30248438
0400000US13,13,Georgia,6555341,3218740,2426193,2023485,1694399,33716,81868,80515,65044,67943,324018,132452,8260,32076,47690,42921,60619,78690,20276,1399,5186,8338,10377,33114,792547,3336601,2235981,1598086,1333565,27739,68562,64655,48829,54736,513078,259859,13422,48229,66443,55539,69586,124817,31042,3144,9758,15666,18822,46385,1100620
1500000US130630402021,130630000000,Block Group 1 Census Tract 402.02 Clayton County Georgia,883,391,273,209,157,0,0,23,8,21,55,0,0,9,13,0,33,9,0,0,0,0,0,9,118,492,354,221,177,0,0,1,0,43,123,33,11,25,18,36,0,10,0,0,0,0,0,10,138
1500000US130630402022,130630000000,Block Group 2 Census Tract 402.02 Clayton County Georgia,894,375,190,165,123,0,7,26,9,0,25,7,0,7,0,0,11,0,0,0,0,0,0,0,185,519,391,266,194,22,39,11,0,0,103,96,0,0,0,7,0,22,22,0,0,0,0,0,128
1500000US130630402031,130630000000,Block Group 1 Census Tract 402.03 Clayton County Georgia,608,170,89,72,54,0,0,0,0,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,81,438,252,157,153,0,4,0,0,0,95,60,0,0,18,0,17,0,0,0,0,0,0,0,186
1500000US130630402032,130630000000,Block Group 2 Census Tract 402.03 Clayton County Georgia,1673,790,516,436,304,0,32,44,12,44,80,10,0,0,27,0,43,0,0,0,0,0,0,0,274,883,660,502,394,0,11,21,20,56,107,56,0,20,0,0,31,51,0,0,32,0,5,14,223
1500000US130630402041,130630000000,Block Group 1 Census Tract 402.04 Clayton County Georgia,763,319,232,232,178,0,22,21,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,444,419,278,130,0,31,39,78,0,141,106,0,0,35,0,0,0,0,0,0,0,0,0,25
1500000US130630402042,130630000000,Block Group 2 Census Tract 402.04 Clayton County Georgia,489,359,318,271,240,0,0,0,0,31,47,35,0,0,0,0,12,0,0,0,0,0,0,0,41,130,110,89,0,0,0,72,0,17,21,21,0,0,0,0,0,0,0,0,0,0,0,0,20
1500000US130630402043,130630000000,Block Group 3 Census Tract 402.04 Clayton County Georgia,1240,591,430,380,282,40,0,36,22,0,50,19,0,0,31,0,0,0,0,0,0,0,0,0,161,649,516,405,331,0,14,11,11,38,99,20,0,20,28,9,22,12,0,0,12,0,0,0,133
1500000US130630403021,130630000000,Block Group 1 Census Tract 403.02 Clayton County Georgia,868,463,360,345,270,0,8,2,43,22,13,0,0,0,0,6,7,2,0,0,0,2,0,0,103,405,330,216,169,6,7,0,0,34,114,48,0,0,25,17,24,0,0,0,0,0,0,0,75
1500000US130630403022,130630000000,Block Group 2 Census Tract 403.02 Clayton County Georgia,606,263,199,151,145,0,0,0,6,0,48,32,0,0,16,0,0,0,0,0,0,0,0,0,64,343,220,125,119,0,0,6,0,0,48,48,0,0,0,0,0,47,47,0,0,0,0,0,123
1500000US130630403023,130630000000,Block Group 3 Census Tract 403.02 Clayton County Georgia,1161,676,409,328,205,14,0,22,80,7,74,0,0,74,0,0,0,7,0,0,7,0,0,0,267,485,322,277,269,0,8,0,0,0,16,16,0,0,0,0,0,29,0,0,29,0,0,0,163
1500000US130630403024,130630000000,Block Group 4 Census Tract 403.02 Clayton County Georgia,669,279,201,195,158,14,16,7,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,78,390,173,114,75,0,8,31,0,0,45,9,31,0,0,0,5,14,0,0,0,0,0,14,217
1500000US130630403031,130630000000,Block Group 1 Census Tract 403.03 Clayton County Georgia,1136,711,309,193,165,0,28,0,0,0,116,0,0,0,37,0,79,0,0,0,0,0,0,0,402,425,291,201,175,0,0,0,0,26,90,49,0,0,0,0,41,0,0,0,0,0,0,0,134
1500000US130630403032,130630000000,Block Group 2 Census Tract 403.03 Clayton County Georgia,723,308,212,160,149,0,11,0,0,0,52,0,0,0,38,14,0,0,0,0,0,0,0,0,96,415,259,233,216,0,0,17,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,156
1500000US130630403033,130630000000,Block Group 3 Census Tract 403.03 Clayton County Georgia,817,294,164,120,54,0,38,0,16,12,44,0,0,0,8,0,36,0,0,0,0,0,0,0,130,523,277,232,178,0,0,0,54,0,45,32,0,0,0,0,13,0,0,0,0,0,0,0,246
1500000US130630403034,130630000000,Block Group 4 Census Tract 403.03 Clayton County Georgia,854,305,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,549,341,323,313,0,0,10,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,208
1500000US130630403035,130630000000,Block Group 5 Census Tract 403.03 Clayton County Georgia,348,187,174,174,159,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,161,79,76,42,0,0,0,34,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,82
1500000US130630403036,130630000000,Block Group 6 Census Tract 403.03 Clayton County Georgia,551,212,175,149,88,22,0,17,0,22,26,26,0,0,0,0,0,0,0,0,0,0,0,0,37,339,155,155,147,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
1500000US130630403061,130630000000,Block Group 1 Census Tract 403.06 Clayton County Georgia,1367,895,815,760,623,0,62,12,0,63,19,19,0,0,0,0,0,36,36,0,0,0,0,0,80,472,279,201,120,14,49,18,0,0,56,13,13,0,0,0,30,22,0,0,0,22,0,0,193
1500000US130630403062,130630000000,Block Group 2 Census Tract 403.06 Clayton County Georgia,1167,576,410,388,284,0,0,22,47,35,22,22,0,0,0,0,0,0,0,0,0,0,0,0,166,591,415,375,260,0,11,39,0,65,22,22,0,0,0,0,0,18,0,0,0,0,18,0,176
1500000US130630403071,130630000000,Block Group 1 Census Tract 403.07 Clayton County Georgia,1051,522,459,362,255,12,38,42,0,15,87,16,20,0,24,9,18,10,0,0,0,0,0,10,63,529,395,337,250,0,0,4,61,22,58,34,0,0,0,0,24,0,0,0,0,0,0,0,134
1500000US130630403072,130630000000,Block Group 2 Census Tract 403.07 Clayton County Georgia,1713,891,542,426,391,0,25,10,0,0,90,38,0,32,0,11,9,26,0,0,0,26,0,0,349,822,577,374,336,0,14,0,24,0,168,89,0,8,0,33,38,35,0,0,0,0,15,20,245
1500000US130630403081,130630000000,Block Group 1 Census Tract 403.08 Clayton County Georgia,1721,1131,916,774,621,31,24,53,22,23,128,48,0,0,6,43,31,14,0,0,0,0,14,0,215,590,386,138,105,30,0,1,2,0,246,143,0,13,0,46,44,2,0,0,0,0,1,1,204
1500000US130630403082,130630000000,Block Group 2 Census Tract 403.08 Clayton County Georgia,955,533,461,360,336,7,17,0,0,0,70,25,0,11,8,0,26,31,0,0,0,0,0,31,72,422,242,113,81,0,0,11,0,21,122,94,0,0,0,10,18,7,0,0,7,0,0,0,180
1500000US130630403083,130630000000,Block Group 3 Census Tract 403.08 Clayton County Georgia,574,280,231,203,147,0,16,25,6,9,28,0,0,0,0,28,0,0,0,0,0,0,0,0,49,294,178,107,69,0,0,31,7,0,64,44,0,0,0,8,12,7,0,0,7,0,0,0,116
1500000US130630404071,130630000000,Block Group 1 Census Tract 404.07 Clayton County Georgia,1252,647,538,488,349,9,0,96,16,18,50,17,0,3,6,24,0,0,0,0,0,0,0,0,109,605,496,322,281,16,0,0,17,8,174,111,0,18,30,15,0,0,0,0,0,0,0,0,109
1500000US130630404072,130630000000,Block Group 2 Census Tract 404.07 Clayton County Georgia,1356,483,318,281,241,0,17,23,0,0,28,0,0,0,28,0,0,9,9,0,0,0,0,0,165,873,519,399,389,0,10,0,0,0,120,58,0,24,8,0,30,0,0,0,0,0,0,0,354
1500000US130630404081,130630000000,Block Group 1 Census Tract 404.08 Clayton County Georgia,1200,539,275,183,152,0,31,0,0,0,39,39,0,0,0,0,0,53,16,0,27,0,0,10,264,661,497,384,360,0,6,0,0,18,80,15,0,36,0,4,25,33,0,0,0,0,0,33,164
1500000US130630404082,130630000000,Block Group 2 Census Tract 404.08 Clayton County Georgia,2601,1241,916,760,586,0,42,47,23,62,100,28,0,11,50,11,0,56,32,0,0,13,11,0,325,1360,872,567,450,10,26,39,42,0,265,141,13,13,30,24,44,40,13,11,0,0,0,16,488
1500000US130630404083,130630000000,Block Group 3 Census Tract 404.08 Clayton County Georgia,1561,734,485,420,307,47,16,40,10,0,65,0,0,30,0,0,35,0,0,0,0,0,0,0,249,827,704,537,471,0,56,10,0,0,114,33,0,19,56,0,6,53,0,0,0,0,0,53,123
1500000US130630404091,130630000000,Block Group 1 Census Tract 404.09 Clayton County Georgia,1876,833,665,538,433,21,0,70,0,14,127,0,0,10,0,0,117,0,0,0,0,0,0,0,168,1043,717,609,551,0,9,7,0,42,88,42,0,0,11,0,35,20,0,0,0,0,0,20,326
1500000US130630404092,130630000000,Block Group 2 Census Tract 404.09 Clayton County Georgia,1993,979,810,704,570,23,52,17,42,0,62,25,0,0,19,10,8,44,0,0,10,5,0,29,169,1014,755,524,524,0,0,0,0,0,209,97,0,60,25,15,12,22,22,0,0,0,0,0,259
1500000US130630404101,130630000000,Block Group 1 Census Tract 404.10 Clayton County Georgia,3205,1733,1315,1022,846,25,67,0,0,84,228,93,0,0,50,59,26,65,0,0,0,0,38,27,418,1472,807,747,662,0,0,24,43,18,60,36,0,0,24,0,0,0,0,0,0,0,0,0,665
1500000US130630404102,130630000000,Block Group 2 Census Tract 404.10 Clayton County Georgia,677,303,254,233,233,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,49,374,261,62,33,0,29,0,0,0,143,80,0,63,0,0,0,56,56,0,0,0,0,0,113
1500000US130630404111,130630000000,Block Group 1 Census Tract 404.11 Clayton County Georgia,1954,926,501,429,349,0,50,0,30,0,43,23,0,0,0,0,20,29,0,0,0,0,0,29,425,1028,823,646,515,43,22,66,0,0,147,86,0,0,0,43,18,30,0,0,20,0,0,10,205
1500000US130630404112,130630000000,Block Group 2 Census Tract 404.11 Clayton County Georgia,1693,751,445,372,206,0,60,0,106,0,73,0,0,0,0,51,22,0,0,0,0,0,0,0,306,942,536,483,417,0,22,0,0,44,53,53,0,0,0,0,0,0,0,0,0,0,0,0,406
1500000US130630404113,130630000000,Block Group 3 Census Tract 404.11 Clayton County Georgia,1543,765,712,684,576,0,0,18,90,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,53,778,638,403,332,16,19,36,0,0,159,44,0,0,26,14,75,76,20,0,0,0,0,56,140
1500000US130630404114,130630000000,Block Group 4 Census Tract 404.11 Clayton County Georgia,3431,1346,1092,836,734,18,56,12,16,0,221,101,0,24,0,79,17,35,0,35,0,0,0,0,254,2085,1497,1327,1033,26,147,25,96,0,170,88,0,0,47,24,11,0,0,0,0,0,0,0,588
1500000US130630404121,130630000000,Block Group 1 Census Tract 404.12 Clayton County Georgia,1991,981,762,576,464,0,85,3,24,0,186,31,0,0,45,69,41,0,0,0,0,0,0,0,219,1010,585,474,387,0,39,13,6,29,82,82,0,0,0,0,0,29,22,0,0,0,0,7,425
1500000US130630404122,130630000000,Block Group 2 Census Tract 404.12 Clayton County Georgia,2367,747,643,527,495,0,0,0,32,0,116,54,0,19,0,28,15,0,0,0,0,0,0,0,104,1620,1133,813,562,8,13,36,90,104,294,261,0,9,0,0,24,26,0,0,0,0,0,26,487
1500000US130630404123,130630000000,Block Group 3 Census Tract 404.12 Clayton County Georgia,1567,774,650,553,500,0,9,0,0,44,89,0,0,0,0,89,0,8,0,0,0,0,0,8,124,793,643,458,329,0,26,0,81,22,156,70,0,30,35,21,0,29,0,0,0,0,17,12,150
1500000US130630404131,130630000000,Block Group 1 Census Tract 404.13 Clayton County Georgia,2245,1182,833,649,560,14,0,23,15,37,120,77,0,0,43,0,0,64,0,0,0,0,0,64,349,1063,750,337,295,0,16,26,0,0,378,179,0,20,65,28,86,35,21,0,0,0,14,0,313
1500000US130630404132,130630000000,Block Group 2 Census Tract 404.13 Clayton County Georgia,2857,1267,903,703,553,26,87,26,11,0,181,113,0,16,16,36,0,19,19,0,0,0,0,0,364,1590,1138,968,745,17,69,33,12,92,133,0,0,14,30,66,23,37,0,0,0,0,0,37,452
1500000US130630404141,130630000000,Block Group 1 Census Tract 404.14 Clayton County Georgia,1237,641,516,446,378,7,9,25,0,27,70,50,0,0,0,0,20,0,0,0,0,0,0,0,125,596,345,295,200,39,9,37,0,10,50,9,5,0,3,18,15,0,0,0,0,0,0,0,251
1500000US130630404151,130630000000,Block Group 1 Census Tract 404.15 Clayton County Georgia,938,432,334,142,132,0,0,10,0,0,113,45,0,0,34,0,34,79,41,0,0,0,0,38,98,506,309,131,68,18,0,0,41,4,104,54,0,0,50,0,0,74,0,0,0,37,37,0,197
1500000US130630404152,130630000000,Block Group 2 Census Tract 404.15 Clayton County Georgia,1489,736,442,397,330,0,25,38,0,4,45,0,0,33,12,0,0,0,0,0,0,0,0,0,294,753,534,292,233,0,0,36,23,0,195,89,0,55,31,20,0,47,0,0,0,0,0,47,219
1500000US130630404153,130630000000,Block Group 3 Census Tract 404.15 Clayton County Georgia,576,324,324,290,262,0,0,0,28,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,252,178,73,63,0,0,10,0,0,105,65,0,0,0,0,40,0,0,0,0,0,0,0,74
1500000US130630404154,130630000000,Block Group 4 Census Tract 404.15 Clayton County Georgia,1295,779,699,506,384,0,0,100,22,0,174,116,0,0,58,0,0,19,19,0,0,0,0,0,80,516,363,161,116,0,32,13,0,0,202,166,16,0,0,10,10,0,0,0,0,0,0,0,153
1500000US130630404161,130630000000,Block Group 1 Census Tract 404.16 Clayton County Georgia,1543,705,493,379,301,0,21,16,0,41,100,100,0,0,0,0,0,14,0,0,0,0,0,14,212,838,514,313,302,0,0,11,0,0,179,119,0,0,12,0,48,22,14,0,0,0,8,0,324
1500000US130630404162,130630000000,Block Group 2 Census Tract 404.16 Clayton County Georgia,881,385,273,243,208,0,0,21,0,14,30,5,0,0,25,0,0,0,0,0,0,0,0,0,112,496,243,209,173,0,11,20,0,5,34,9,0,0,10,15,0,0,0,0,0,0,0,0,253
1500000US130630404171,130630000000,Block Group 1 Census Tract 404.17 Clayton County Georgia,1588,510,353,338,325,0,0,13,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,157,1078,671,529,446,0,0,26,29,28,115,34,0,0,57,0,24,27,0,0,0,0,0,27,407
1500000US130630404172,130630000000,Block Group 2 Census Tract 404.17 Clayton County Georgia,282,137,120,120,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,145,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1500000US130630404173,130630000000,Block Group 3 Census Tract 404.17 Clayton County Georgia,959,380,260,202,143,0,10,23,0,26,58,0,0,0,24,0,34,0,0,0,0,0,0,0,120,579,302,232,187,25,12,8,0,0,59,0,0,0,0,0,59,11,0,0,0,0,11,0,277
1500000US130630405091,130630000000,Block Group 1 Census Tract 405.09 Clayton County Georgia,1239,598,402,348,318,0,0,0,0,30,54,16,0,27,0,0,11,0,0,0,0,0,0,0,196,641,549,401,286,0,7,76,32,0,121,60,10,0,51,0,0,27,12,0,0,15,0,0,92
1500000US130630405092,130630000000,Block Group 2 Census Tract 405.09 Clayton County Georgia,2021,1025,810,641,521,0,60,20,0,40,130,83,0,0,0,38,9,39,14,0,0,0,0,25,215,996,718,617,503,0,0,23,43,48,85,44,0,4,0,13,24,16,7,0,0,0,0,9,278
1500000US130630405101,130630000000,Block Group 1 Census Tract 405.10 Clayton County Georgia,1250,562,413,279,277,0,0,0,2,0,129,101,0,0,18,0,10,5,0,0,0,0,0,5,149,688,468,262,222,0,11,28,1,0,206,129,0,8,69,0,0,0,0,0,0,0,0,0,220
1500000US130630405102,130630000000,Block Group 2 Census Tract 405.10 Clayton County Georgia,887,408,298,223,129,0,22,29,33,10,75,12,0,26,0,0,37,0,0,0,0,0,0,0,110,479,400,235,228,0,0,7,0,0,137,60,0,0,2,0,75,28,0,0,0,0,28,0,79
1500000US130630405121,130630000000,Block Group 1 Census Tract 405.12 Clayton County Georgia,1856,943,574,480,350,0,34,39,47,10,81,54,0,0,0,0,27,13,0,0,0,13,0,0,369,913,596,392,311,0,23,38,20,0,184,103,0,14,5,15,47,20,0,0,0,0,11,9,317
1500000US130630405122,130630000000,Block Group 2 Census Tract 405.12 Clayton County Georgia,404,224,180,135,108,0,19,0,0,8,45,32,0,0,0,0,13,0,0,0,0,0,0,0,44,180,158,108,86,0,0,9,13,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,22
1500000US130630405123,130630000000,Block Group 3 Census Tract 405.12 Clayton County Georgia,1253,547,383,338,310,0,28,0,0,0,45,18,0,0,16,11,0,0,0,0,0,0,0,0,164,706,465,314,276,0,0,24,0,14,140,99,0,0,22,10,9,11,0,0,11,0,0,0,241
1500000US130630405131,130630000000,Block Group 1 Census Tract 405.13 Clayton County Georgia,965,331,254,235,145,5,0,26,59,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,77,634,315,268,219,0,0,0,17,32,47,0,47,0,0,0,0,0,0,0,0,0,0,0,319
1500000US130630405132,130630000000,Block Group 2 Census Tract 405.13 Clayton County Georgia,1054,287,236,208,139,0,31,15,23,0,28,0,0,0,7,0,21,0,0,0,0,0,0,0,51,767,361,210,196,0,14,0,0,0,144,40,0,45,37,0,22,7,0,0,0,7,0,0,406
1500000US130630405133,130630000000,Block Group 3 Census Tract 405.13 Clayton County Georgia,1523,657,386,247,226,0,0,0,21,0,110,65,0,0,0,32,13,29,6,0,0,0,23,0,271,866,645,471,294,0,18,0,143,16,123,101,0,0,0,13,9,51,51,0,0,0,0,0,221
1500000US130630405141,130630000000,Block Group 1 Census Tract 405.14 Clayton County Georgia,898,364,275,215,165,0,19,0,0,31,60,26,0,0,34,0,0,0,0,0,0,0,0,0,89,534,506,372,213,0,13,79,42,25,134,58,0,14,62,0,0,0,0,0,0,0,0,0,28
1500000US130630405142,130630000000,Block Group 2 Census Tract 405.14 Clayton County Georgia,1219,623,532,451,250,0,74,35,80,12,81,16,24,0,17,24,0,0,0,0,0,0,0,0,91,596,307,280,280,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,289
1500000US130630405143,130630000000,Block Group 3 Census Tract 405.14 Clayton County Georgia,2603,1179,985,779,653,0,75,11,0,40,206,80,0,0,117,9,0,0,0,0,0,0,0,0,194,1424,1054,738,542,0,68,86,10,32,268,163,0,0,25,66,14,48,10,0,0,0,0,38,370
1500000US130630405151,130630000000,Block Group 1 Census Tract 405.15 Clayton County Georgia,556,263,201,145,99,0,17,0,0,29,0,0,0,0,0,0,0,56,0,0,0,0,0,56,62,293,196,170,80,0,0,29,61,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,97
1500000US130630405152,130630000000,Block Group 2 Census Tract 405.15 Clayton County Georgia,1718,767,516,507,434,0,62,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,251,951,492,399,307,0,10,0,27,55,92,92,0,0,0,0,0,1,0,0,0,0,0,1,459
1500000US130630405153,130630000000,Block Group 3 Census Tract 405.15 Clayton County Georgia,1116,507,471,331,254,0,15,0,0,62,140,83,0,0,0,33,24,0,0,0,0,0,0,0,36,609,351,211,150,36,0,13,12,0,140,103,0,0,0,0,37,0,0,0,0,0,0,0,258
1500000US130630405154,130630000000,Block Group 4 Census Tract 405.15 Clayton County Georgia,2048,789,600,574,560,0,0,0,0,14,13,0,0,0,0,0,13,13,13,0,0,0,0,0,189,1259,824,622,520,0,15,42,45,0,185,152,0,0,32,0,1,17,0,0,0,0,0,17,435
1500000US130630405161,130630000000,Block Group 1 Census Tract 405.16 Clayton County Georgia,2248,915,622,530,438,10,0,11,71,0,57,12,0,12,33,0,0,35,0,0,0,0,0,35,293,1333,822,626,461,0,34,119,12,0,196,127,0,0,0,69,0,0,0,0,0,0,0,0,511
1500000US130630405162,130630000000,Block Group 2 Census Tract 405.16 Clayton County Georgia,929,496,366,298,257,0,24,17,0,0,68,0,0,0,0,0,68,0,0,0,0,0,0,0,130,433,263,165,126,0,0,0,39,0,98,43,0,0,0,0,55,0,0,0,0,0,0,0,170
1500000US130630405163,130630000000,Block Group 3 Census Tract 405.16 Clayton County Georgia,618,265,119,106,72,0,34,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,146,353,256,142,92,12,0,0,22,16,114,114,0,0,0,0,0,0,0,0,0,0,0,0,97
1500000US130630405181,130630000000,Block Group 1 Census Tract 405.18 Clayton County Georgia,372,177,108,87,57,0,12,0,18,0,14,0,0,0,0,0,14,7,0,0,0,0,0,7,69,195,119,58,58,0,0,0,0,0,61,34,0,0,12,15,0,0,0,0,0,0,0,0,76
1500000US130630405182,130630000000,Block Group 2 Census Tract 405.18 Clayton County Georgia,1955,861,542,469,358,29,36,26,14,6,73,65,0,0,8,0,0,0,0,0,0,0,0,0,319,1094,635,520,406,27,0,65,13,9,88,49,0,0,28,11,0,27,0,0,0,0,0,27,459
1500000US130630405183,130630000000,Block Group 3 Census Tract 405.18 Clayton County Georgia,970,587,416,368,286,0,11,0,71,0,42,36,0,6,0,0,0,6,6,0,0,0,0,0,171,383,249,180,162,0,0,18,0,0,60,11,12,7,25,0,5,9,0,0,0,0,0,9,134
1500000US130630405191,130630000000,Block Group 1 Census Tract 405.19 Clayton County Georgia,2547,1229,854,802,683,0,0,84,27,8,40,31,0,0,9,0,0,12,0,0,12,0,0,0,375,1318,958,649,501,0,50,73,8,17,260,113,11,0,20,64,52,49,0,0,10,0,39,0,360
1500000US130630405192,130630000000,Block Group 2 Census Tract 405.19 Clayton County Georgia,572,282,204,190,155,0,0,35,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,78,290,201,150,118,23,0,0,9,0,51,36,0,0,15,0,0,0,0,0,0,0,0,0,89
1500000US130630405201,130630000000,Block Group 1 Census Tract 405.20 Clayton County Georgia,411,163,92,88,88,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,71,248,158,145,131,0,0,9,0,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,90
1500000US130630405202,130630000000,Block Group 2 Census Tract 405.20 Clayton County Georgia,507,299,248,224,156,0,0,0,0,68,7,7,0,0,0,0,0,17,0,0,0,0,0,17,51,208,157,123,57,0,50,16,0,0,34,20,0,0,0,0,14,0,0,0,0,0,0,0,51
