GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19
Id,Id2,Geography,Estimate; Total:,Estimate; Male:,Estimate; Male: - Never married,Estimate; Male: - Now married:,Estimate; Male: - Now married: - Married spouse present,Estimate; Male: - Now married: - Married spouse absent:,Estimate; Male: - Now married: - Married spouse absent: - Separated,Estimate; Male: - Now married: - Married spouse absent: - Other,Estimate; Male: - Widowed,Estimate; Male: - Divorced,Estimate; Female:,Estimate; Female: - Never married,Estimate; Female: - Now married:,Estimate; Female: - Now married: - Married spouse present,Estimate; Female: - Now married: - Married spouse absent:,Estimate; Female: - Now married: - Married spouse absent: - Separated,Estimate; Female: - Now married: - Married spouse absent: - Other,Estimate; Female: - Widowed,Estimate; Female: - Divorced
1500000US130890232042,1.31E+11,Block Group 2 Census Tract 232.04 DeKalb County Georgia,2351,993,348,504,409,95,53,42,33,108,1358,720,415,415,0,0,0,55,168
1500000US130890232043,1.31E+11,Block Group 3 Census Tract 232.04 DeKalb County Georgia,1760,757,263,393,303,90,14,76,13,88,1003,355,345,294,51,51,0,163,140
1500000US130890232061,1.31E+11,Block Group 1 Census Tract 232.06 DeKalb County Georgia,2349,1091,503,419,312,107,93,14,0,169,1258,573,360,302,58,58,0,151,174
1500000US130890232062,1.31E+11,Block Group 2 Census Tract 232.06 DeKalb County Georgia,2092,1068,477,414,277,137,85,52,0,177,1024,306,315,268,47,47,0,71,332
1500000US130890232063,1.31E+11,Block Group 3 Census Tract 232.06 DeKalb County Georgia,1636,779,519,225,188,37,19,18,0,35,857,329,276,186,90,51,39,78,174
1500000US130890232081,1.31E+11,Block Group 1 Census Tract 232.08 DeKalb County Georgia,2230,1084,547,461,376,85,26,59,19,57,1146,444,429,373,56,55,1,91,182
1500000US130890232082,1.31E+11,Block Group 2 Census Tract 232.08 DeKalb County Georgia,1259,598,197,203,203,0,0,0,0,198,661,339,196,184,12,12,0,54,72
1500000US130890232083,1.31E+11,Block Group 3 Census Tract 232.08 DeKalb County Georgia,1884,887,522,278,195,83,34,49,7,80,997,550,265,193,72,41,31,68,114
1500000US130890232091,1.31E+11,Block Group 1 Census Tract 232.09 DeKalb County Georgia,1057,474,247,217,182,35,35,0,0,10,583,261,273,172,101,101,0,20,29
1500000US130890232092,1.31E+11,Block Group 2 Census Tract 232.09 DeKalb County Georgia,1969,1018,291,593,498,95,27,68,25,109,951,264,523,495,28,28,0,27,137
1500000US130890232093,1.31E+11,Block Group 3 Census Tract 232.09 DeKalb County Georgia,1329,566,240,276,268,8,0,8,9,41,763,307,308,255,53,53,0,23,125
1500000US130890232101,1.31E+11,Block Group 1 Census Tract 232.10 DeKalb County Georgia,1028,459,223,179,125,54,11,43,30,27,569,121,198,120,78,9,69,133,117
1500000US130890232102,1.31E+11,Block Group 2 Census Tract 232.10 DeKalb County Georgia,753,438,211,147,147,0,0,0,0,80,315,115,143,143,0,0,0,0,57
1500000US130890232103,1.31E+11,Block Group 3 Census Tract 232.10 DeKalb County Georgia,1514,651,340,203,203,0,0,0,0,108,863,441,272,202,70,13,57,13,137
1500000US130890232104,1.31E+11,Block Group 4 Census Tract 232.10 DeKalb County Georgia,875,481,308,173,56,117,52,65,0,0,394,195,118,50,68,40,28,24,57
1500000US130890232105,1.31E+11,Block Group 5 Census Tract 232.10 DeKalb County Georgia,1320,569,367,121,60,61,42,19,0,81,751,374,198,58,140,132,8,0,179
1500000US130890232111,1.31E+11,Block Group 1 Census Tract 232.11 DeKalb County Georgia,1508,656,347,289,267,22,0,22,7,13,852,275,341,261,80,38,42,43,193
1500000US130890232112,1.31E+11,Block Group 2 Census Tract 232.11 DeKalb County Georgia,992,419,132,261,246,15,15,0,0,26,573,234,301,248,53,10,43,0,38
1500000US130890232121,1.31E+11,Block Group 1 Census Tract 232.12 DeKalb County Georgia,1423,690,421,249,232,17,8,9,0,20,733,209,277,220,57,57,0,51,196
1500000US130890232122,1.31E+11,Block Group 2 Census Tract 232.12 DeKalb County Georgia,1688,808,362,314,276,38,20,18,26,106,880,397,302,270,32,32,0,74,107
1500000US130890232131,1.31E+11,Block Group 1 Census Tract 232.13 DeKalb County Georgia,806,356,152,204,178,26,26,0,0,0,450,136,226,171,55,41,14,40,48
1500000US130890232132,1.31E+11,Block Group 2 Census Tract 232.13 DeKalb County Georgia,1440,767,380,297,252,45,19,26,0,90,673,358,256,256,0,0,0,20,39
1500000US130890232133,1.31E+11,Block Group 3 Census Tract 232.13 DeKalb County Georgia,2527,894,412,428,280,148,82,66,16,38,1633,699,435,281,154,94,60,134,365
1500000US130890232141,1.31E+11,Block Group 1 Census Tract 232.14 DeKalb County Georgia,2222,940,465,309,242,67,49,18,8,158,1282,607,354,270,84,25,59,65,256
1500000US130890232142,1.31E+11,Block Group 2 Census Tract 232.14 DeKalb County Georgia,1858,659,112,498,306,192,79,113,0,49,1199,504,533,301,232,105,127,23,139
1500000US130890233031,1.31E+11,Block Group 1 Census Tract 233.03 DeKalb County Georgia,2297,929,293,595,404,191,60,131,0,41,1368,483,572,385,187,57,130,11,302
1500000US130890233032,1.31E+11,Block Group 2 Census Tract 233.03 DeKalb County Georgia,735,370,199,99,94,5,5,0,27,45,365,143,119,93,26,23,3,52,51
1500000US130890233033,1.31E+11,Block Group 3 Census Tract 233.03 DeKalb County Georgia,728,314,181,103,28,75,2,73,5,25,414,220,64,27,37,28,9,41,89
1500000US130890233034,1.31E+11,Block Group 4 Census Tract 233.03 DeKalb County Georgia,907,263,79,155,128,27,19,8,3,26,644,230,189,130,59,33,26,35,190
1500000US130890233061,1.31E+11,Block Group 1 Census Tract 233.06 DeKalb County Georgia,2218,820,338,428,345,83,83,0,14,40,1398,697,525,347,178,137,41,23,153
1500000US130890233062,1.31E+11,Block Group 2 Census Tract 233.06 DeKalb County Georgia,1481,851,398,328,288,40,0,40,0,125,630,162,289,289,0,0,0,15,164
1500000US130890233063,1.31E+11,Block Group 3 Census Tract 233.06 DeKalb County Georgia,1915,897,463,308,163,145,92,53,22,104,1018,408,293,163,130,115,15,158,159
1500000US130890233091,1.31E+11,Block Group 1 Census Tract 233.09 DeKalb County Georgia,1405,655,456,112,88,24,24,0,0,87,750,409,141,86,55,55,0,65,135
1500000US130890233092,1.31E+11,Block Group 2 Census Tract 233.09 DeKalb County Georgia,1433,509,152,313,287,26,0,26,0,44,924,396,299,278,21,21,0,14,215
1500000US130890233093,1.31E+11,Block Group 3 Census Tract 233.09 DeKalb County Georgia,3104,1153,567,454,384,70,53,17,0,132,1951,866,573,385,188,119,69,144,368
1500000US130890233094,1.31E+11,Block Group 4 Census Tract 233.09 DeKalb County Georgia,1401,616,274,178,178,0,0,0,0,164,785,312,317,183,134,55,79,23,133
1500000US130890233101,1.31E+11,Block Group 1 Census Tract 233.10 DeKalb County Georgia,1835,606,313,178,142,36,36,0,12,103,1229,613,238,135,103,63,40,31,347
1500000US130890233102,1.31E+11,Block Group 2 Census Tract 233.10 DeKalb County Georgia,2786,1158,619,362,197,165,59,106,42,135,1628,872,414,199,215,105,110,88,254
1500000US130890233103,1.31E+11,Block Group 3 Census Tract 233.10 DeKalb County Georgia,1373,346,100,194,83,111,100,11,4,48,1027,481,119,78,41,33,8,110,317
1500000US130890233104,1.31E+11,Block Group 4 Census Tract 233.10 DeKalb County Georgia,1203,595,382,103,103,0,0,0,20,90,608,297,131,131,0,0,0,0,180
1500000US130890233111,1.31E+11,Block Group 1 Census Tract 233.11 DeKalb County Georgia,2617,1140,432,662,617,45,45,0,17,29,1477,510,748,611,137,89,48,32,187
1500000US130890233112,1.31E+11,Block Group 2 Census Tract 233.11 DeKalb County Georgia,946,430,168,168,146,22,22,0,0,94,516,227,168,142,26,26,0,15,106
1500000US130890233121,1.31E+11,Block Group 1 Census Tract 233.12 DeKalb County Georgia,3115,1334,479,751,710,41,21,20,16,88,1781,597,828,719,109,68,41,81,275
1500000US130890233122,1.31E+11,Block Group 2 Census Tract 233.12 DeKalb County Georgia,2280,965,333,537,510,27,12,15,46,49,1315,430,517,500,17,17,0,55,313
1500000US130890233123,1.31E+11,Block Group 3 Census Tract 233.12 DeKalb County Georgia,1808,787,349,286,229,57,44,13,16,136,1021,550,231,215,16,16,0,142,98
1500000US130890233131,1.31E+11,Block Group 1 Census Tract 233.13 DeKalb County Georgia,1496,625,335,241,220,21,21,0,0,49,871,389,234,217,17,17,0,38,210
1500000US130890233132,1.31E+11,Block Group 2 Census Tract 233.13 DeKalb County Georgia,2166,948,404,432,360,72,46,26,82,30,1218,448,459,345,114,105,9,153,158
1500000US130890233141,1.31E+11,Block Group 1 Census Tract 233.14 DeKalb County Georgia,1353,626,264,256,256,0,0,0,0,106,727,294,241,233,8,8,0,0,192
1500000US130890233142,1.31E+11,Block Group 2 Census Tract 233.14 DeKalb County Georgia,2026,948,416,240,158,82,0,82,12,280,1078,489,350,153,197,77,120,62,177
1500000US130890233143,1.31E+11,Block Group 3 Census Tract 233.14 DeKalb County Georgia,970,384,117,204,173,31,31,0,0,63,586,266,221,173,48,0,48,50,49
1500000US130890233151,1.31E+11,Block Group 1 Census Tract 233.15 DeKalb County Georgia,2327,930,303,469,425,44,32,12,61,97,1397,521,493,420,73,52,21,23,360
1500000US130890233152,1.31E+11,Block Group 2 Census Tract 233.15 DeKalb County Georgia,1097,554,183,334,280,54,2,52,11,26,543,156,279,279,0,0,0,81,27
1500000US130890233161,1.31E+11,Block Group 1 Census Tract 233.16 DeKalb County Georgia,2236,992,343,517,481,36,36,0,0,132,1244,513,490,463,27,27,0,50,191
1500000US130890233162,1.31E+11,Block Group 2 Census Tract 233.16 DeKalb County Georgia,2937,1369,605,374,337,37,0,37,52,338,1568,646,512,335,177,49,128,74,336
1500000US130890233163,1.31E+11,Block Group 3 Census Tract 233.16 DeKalb County Georgia,1251,528,171,302,302,0,0,0,0,55,723,290,304,304,0,0,0,34,95
1500000US130890234101,1.31E+11,Block Group 1 Census Tract 234.10 DeKalb County Georgia,984,417,293,42,11,31,31,0,0,82,567,333,78,9,69,57,12,25,131
1500000US130890234102,1.31E+11,Block Group 2 Census Tract 234.10 DeKalb County Georgia,1436,651,315,193,147,46,31,15,14,129,785,399,181,144,37,27,10,94,111
1500000US130890234111,1.31E+11,Block Group 1 Census Tract 234.11 DeKalb County Georgia,1478,624,249,301,260,41,41,0,12,62,854,323,265,250,15,15,0,126,140
1500000US130890234112,1.31E+11,Block Group 2 Census Tract 234.11 DeKalb County Georgia,1582,673,286,237,225,12,12,0,42,108,909,351,276,226,50,40,10,90,192
1500000US130890234121,1.31E+11,Block Group 1 Census Tract 234.12 DeKalb County Georgia,1594,537,223,239,152,87,0,87,20,55,1057,546,321,150,171,33,138,39,151
1500000US130890234122,1.31E+11,Block Group 2 Census Tract 234.12 DeKalb County Georgia,1791,888,444,328,271,57,31,26,0,116,903,348,360,264,96,96,0,35,160
1500000US130890234123,1.31E+11,Block Group 3 Census Tract 234.12 DeKalb County Georgia,1801,846,350,366,271,95,57,38,38,92,955,381,383,267,116,0,116,77,114
1500000US130890234131,1.31E+11,Block Group 1 Census Tract 234.13 DeKalb County Georgia,1496,728,297,311,280,31,0,31,11,109,768,304,275,275,0,0,0,48,141
1500000US130890234132,1.31E+11,Block Group 2 Census Tract 234.13 DeKalb County Georgia,1476,577,180,265,265,0,0,0,10,122,899,330,338,260,78,16,62,107,124
1500000US130890234141,1.31E+11,Block Group 1 Census Tract 234.14 DeKalb County Georgia,1773,950,614,243,193,50,33,17,0,93,823,387,339,191,148,118,30,57,40
1500000US130890234142,1.31E+11,Block Group 2 Census Tract 234.14 DeKalb County Georgia,1388,568,211,336,333,3,3,0,0,21,820,346,345,327,18,18,0,72,57
1500000US130890234143,1.31E+11,Block Group 3 Census Tract 234.14 DeKalb County Georgia,2261,933,206,641,623,18,16,2,0,86,1328,487,602,602,0,0,0,84,155
1500000US130890234161,1.31E+11,Block Group 1 Census Tract 234.16 DeKalb County Georgia,1155,419,86,221,208,13,13,0,0,112,736,309,270,205,65,45,20,9,148
1500000US130890234162,1.31E+11,Block Group 2 Census Tract 234.16 DeKalb County Georgia,1986,969,461,377,360,17,0,17,23,108,1017,426,360,360,0,0,0,30,201
1500000US130890234163,1.31E+11,Block Group 3 Census Tract 234.16 DeKalb County Georgia,1286,603,250,236,151,85,41,44,0,117,683,381,192,150,42,42,0,22,88
1500000US130890234164,1.31E+11,Block Group 4 Census Tract 234.16 DeKalb County Georgia,1784,880,284,422,400,22,0,22,7,167,904,354,404,387,17,16,1,53,93
1500000US130890234181,1.31E+11,Block Group 1 Census Tract 234.18 DeKalb County Georgia,4551,1879,907,578,424,154,154,0,35,359,2672,1328,771,422,349,172,177,67,506
1500000US130890234182,1.31E+11,Block Group 2 Census Tract 234.18 DeKalb County Georgia,2694,1338,388,747,604,143,143,0,0,203,1356,364,743,583,160,39,121,97,152
1500000US130890234183,1.31E+11,Block Group 3 Census Tract 234.18 DeKalb County Georgia,2650,1288,646,526,514,12,12,0,44,72,1362,445,547,516,31,29,2,175,195
1500000US130890234184,1.31E+11,Block Group 4 Census Tract 234.18 DeKalb County Georgia,4156,1862,954,840,764,76,59,17,0,68,2294,1010,769,718,51,51,0,177,338
1500000US130890234191,1.31E+11,Block Group 1 Census Tract 234.19 DeKalb County Georgia,4571,1932,792,933,907,26,15,11,22,185,2639,1105,997,896,101,86,15,210,327
1500000US130890234192,1.31E+11,Block Group 2 Census Tract 234.19 DeKalb County Georgia,1630,803,382,382,357,25,0,25,11,28,827,290,370,360,10,10,0,36,131
1500000US130890234193,1.31E+11,Block Group 3 Census Tract 234.19 DeKalb County Georgia,974,423,216,201,143,58,0,58,0,6,551,220,239,144,95,18,77,17,75
1500000US130890234211,1.31E+11,Block Group 1 Census Tract 234.21 DeKalb County Georgia,2618,895,454,348,271,77,27,50,7,86,1723,980,349,256,93,53,40,80,314
1500000US130890234212,1.31E+11,Block Group 2 Census Tract 234.21 DeKalb County Georgia,893,247,168,34,34,0,0,0,20,25,646,413,165,32,133,115,18,16,52
1500000US130890234213,1.31E+11,Block Group 3 Census Tract 234.21 DeKalb County Georgia,2887,1092,611,401,376,25,0,25,0,80,1795,956,495,365,130,94,36,75,269
1500000US130890234221,1.31E+11,Block Group 1 Census Tract 234.22 DeKalb County Georgia,1212,537,242,183,166,17,6,11,0,112,675,318,286,166,120,31,89,5,66
1500000US130890234222,1.31E+11,Block Group 2 Census Tract 234.22 DeKalb County Georgia,2743,1150,482,384,308,76,0,76,32,252,1593,786,486,303,183,118,65,45,276
1500000US130890234231,1.31E+11,Block Group 1 Census Tract 234.23 DeKalb County Georgia,2310,994,312,579,525,54,29,25,51,52,1316,645,551,518,33,33,0,14,106
1500000US130890234232,1.31E+11,Block Group 2 Census Tract 234.23 DeKalb County Georgia,1110,583,275,177,148,29,20,9,49,82,527,259,181,141,40,38,2,37,50
1500000US130890234233,1.31E+11,Block Group 3 Census Tract 234.23 DeKalb County Georgia,2956,1161,494,534,498,36,0,36,61,72,1795,859,571,482,89,50,39,99,266
1500000US130890234241,1.31E+11,Block Group 1 Census Tract 234.24 DeKalb County Georgia,3111,1449,754,612,601,11,11,0,0,83,1662,781,623,586,37,28,9,30,228
1500000US130890234242,1.31E+11,Block Group 2 Census Tract 234.24 DeKalb County Georgia,1472,794,404,235,220,15,0,15,42,113,678,324,252,223,29,22,7,41,61
1500000US130890234251,1.31E+11,Block Group 1 Census Tract 234.25 DeKalb County Georgia,2041,1039,601,399,291,108,91,17,17,22,1002,243,461,277,184,158,26,108,190
1500000US130890234252,1.31E+11,Block Group 2 Census Tract 234.25 DeKalb County Georgia,2844,1387,701,504,504,0,0,0,0,182,1457,481,481,481,0,0,0,105,390
1500000US130890234261,1.31E+11,Block Group 1 Census Tract 234.26 DeKalb County Georgia,2177,1032,378,548,519,29,0,29,0,106,1145,338,621,513,108,62,46,91,95
1500000US130890234262,1.31E+11,Block Group 2 Census Tract 234.26 DeKalb County Georgia,1736,602,244,282,270,12,12,0,29,47,1134,514,297,267,30,7,23,40,283
1500000US130890234271,1.31E+11,Block Group 1 Census Tract 234.27 DeKalb County Georgia,1909,828,338,349,320,29,29,0,0,141,1081,490,321,315,6,0,6,24,246
1500000US130890234272,1.31E+11,Block Group 2 Census Tract 234.27 DeKalb County Georgia,438,186,70,107,85,22,22,0,0,9,252,106,92,83,9,9,0,5,49
1500000US130890234281,1.31E+11,Block Group 1 Census Tract 234.28 DeKalb County Georgia,516,244,189,55,14,41,0,41,0,0,272,154,27,13,14,14,0,0,91
1500000US130890234282,1.31E+11,Block Group 2 Census Tract 234.28 DeKalb County Georgia,1700,542,332,148,75,73,31,42,0,62,1158,687,178,76,102,102,0,48,245
1500000US130890234283,1.31E+11,Block Group 3 Census Tract 234.28 DeKalb County Georgia,3245,1156,817,253,253,0,0,0,0,86,2089,1379,393,254,139,126,13,35,282
1500000US130890234284,1.31E+11,Block Group 4 Census Tract 234.28 DeKalb County Georgia,1735,538,238,229,192,37,0,37,0,71,1197,632,283,196,87,10,77,211,71
1500000US130890235011,1.31E+11,Block Group 1 Census Tract 235.01 DeKalb County Georgia,1126,475,214,196,172,24,0,24,0,65,651,251,173,167,6,6,0,81,146
1500000US130890235012,1.31E+11,Block Group 2 Census Tract 235.01 DeKalb County Georgia,1345,474,188,238,216,22,6,16,6,42,871,465,208,207,1,1,0,67,131
1500000US130890235041,1.31E+11,Block Group 1 Census Tract 235.04 DeKalb County Georgia,754,329,178,102,81,21,8,13,0,49,425,182,115,76,39,26,13,62,66
1500000US130890235042,1.31E+11,Block Group 2 Census Tract 235.04 DeKalb County Georgia,616,249,90,132,124,8,0,8,18,9,367,171,114,114,0,0,0,51,31
1500000US130890235043,1.31E+11,Block Group 3 Census Tract 235.04 DeKalb County Georgia,1133,544,317,139,56,83,60,23,10,78,589,289,164,53,111,111,0,78,58
1500000US130890235051,1.31E+11,Block Group 1 Census Tract 235.05 DeKalb County Georgia,1162,462,228,182,142,40,40,0,13,39,700,193,217,175,42,25,17,105,185
1500000US130890235052,1.31E+11,Block Group 2 Census Tract 235.05 DeKalb County Georgia,1105,527,232,207,159,48,43,5,12,76,578,192,184,155,29,19,10,69,133
1500000US130890235061,1.31E+11,Block Group 1 Census Tract 235.06 DeKalb County Georgia,1250,609,365,222,140,82,58,24,0,22,641,238,167,140,27,0,27,75,161
1500000US130890235062,1.31E+11,Block Group 2 Census Tract 235.06 DeKalb County Georgia,2068,917,239,487,320,167,57,110,9,182,1151,316,351,303,48,38,10,196,288
1500000US130890235063,1.31E+11,Block Group 3 Census Tract 235.06 DeKalb County Georgia,1842,825,323,371,271,100,57,43,60,71,1017,382,296,266,30,30,0,179,160
1500000US130890235071,1.31E+11,Block Group 1 Census Tract 235.07 DeKalb County Georgia,1038,569,217,189,147,42,42,0,28,135,469,192,143,143,0,0,0,38,96
1500000US130890235072,1.31E+11,Block Group 2 Census Tract 235.07 DeKalb County Georgia,810,351,270,66,53,13,5,8,5,10,459,153,94,53,41,26,15,88,124
1500000US130890235073,1.31E+11,Block Group 3 Census Tract 235.07 DeKalb County Georgia,1577,743,330,331,222,109,36,73,32,50,834,256,323,204,119,54,65,166,89
1500000US130890236011,1.31E+11,Block Group 1 Census Tract 236.01 DeKalb County Georgia,795,531,286,186,119,67,67,0,0,59,264,70,112,112,0,0,0,35,47
1500000US130890236012,1.31E+11,Block Group 2 Census Tract 236.01 DeKalb County Georgia,895,446,176,182,160,22,22,0,26,62,449,203,173,156,17,17,0,34,39
1500000US130890236013,1.31E+11,Block Group 3 Census Tract 236.01 DeKalb County Georgia,520,240,79,93,85,8,8,0,25,43,280,141,104,78,26,25,1,35,0
1500000US130890236021,1.31E+11,Block Group 1 Census Tract 236.02 DeKalb County Georgia,677,347,168,110,81,29,12,17,4,65,330,72,110,74,36,35,1,55,93
1500000US130890236022,1.31E+11,Block Group 2 Census Tract 236.02 DeKalb County Georgia,1265,600,285,230,204,26,10,16,30,55,665,259,225,190,35,30,5,77,104
1500000US130890236031,1.31E+11,Block Group 1 Census Tract 236.03 DeKalb County Georgia,1364,675,351,211,188,23,6,17,35,78,689,343,184,177,7,0,7,84,78
1500000US130890236032,1.31E+11,Block Group 2 Census Tract 236.03 DeKalb County Georgia,1488,614,373,172,120,52,52,0,6,63,874,486,190,118,72,19,53,116,82
1500000US130890237001,1.31E+11,Block Group 1 Census Tract 237 DeKalb County Georgia,1290,574,334,196,141,55,19,36,0,44,716,382,203,134,69,69,0,68,63
1500000US130890237002,1.31E+11,Block Group 2 Census Tract 237 DeKalb County Georgia,1184,672,443,112,112,0,0,0,0,117,512,163,122,111,11,0,11,103,124
1500000US130890237003,1.31E+11,Block Group 3 Census Tract 237 DeKalb County Georgia,984,568,277,116,116,0,0,0,104,71,416,215,154,113,41,0,41,28,19
1500000US130890237004,1.31E+11,Block Group 4 Census Tract 237 DeKalb County Georgia,673,298,236,35,35,0,0,0,0,27,375,192,75,35,40,22,18,21,87
1500000US130890238011,1.31E+11,Block Group 1 Census Tract 238.01 DeKalb County Georgia,757,440,152,134,125,9,0,9,54,100,317,103,157,116,41,14,27,26,31
1500000US130890238012,1.31E+11,Block Group 2 Census Tract 238.01 DeKalb County Georgia,1312,654,310,264,185,79,45,34,0,80,658,311,189,178,11,0,11,41,117
1500000US130890238013,1.31E+11,Block Group 3 Census Tract 238.01 DeKalb County Georgia,1156,608,352,174,165,9,0,9,13,69,548,198,168,161,7,7,0,48,134
1500000US130890238021,1.31E+11,Block Group 1 Census Tract 238.02 DeKalb County Georgia,888,394,273,105,65,40,27,13,0,16,494,267,101,60,41,10,31,36,90
1500000US130890238022,1.31E+11,Block Group 2 Census Tract 238.02 DeKalb County Georgia,3065,1176,617,452,305,147,54,93,0,107,1889,918,597,288,309,130,179,85,289
1500000US130890238031,1.31E+11,Block Group 1 Census Tract 238.03 DeKalb County Georgia,1089,424,174,199,136,63,10,53,0,51,665,312,205,132,73,9,64,30,118
1500000US130890238032,1.31E+11,Block Group 2 Census Tract 238.03 DeKalb County Georgia,663,269,94,126,115,11,0,11,7,42,394,132,133,116,17,8,9,8,121
1500000US130890238033,1.31E+11,Block Group 3 Census Tract 238.03 DeKalb County Georgia,1525,819,409,256,221,35,35,0,41,113,706,283,259,216,43,34,9,116,48
1500000US130890238034,1.31E+11,Block Group 4 Census Tract 238.03 DeKalb County Georgia,1405,777,477,253,253,0,0,0,47,0,628,276,241,236,5,5,0,47,64
1500000US130899800001,1.31E+11,Block Group 1 Census Tract 9800 DeKalb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210001001,1.31E+11,Block Group 1 Census Tract 1 Fulton County Georgia,762,481,289,173,172,1,0,1,0,19,281,85,172,172,0,0,0,0,24
1500000US131210001002,1.31E+11,Block Group 2 Census Tract 1 Fulton County Georgia,515,276,118,158,158,0,0,0,0,0,239,57,174,155,19,7,12,8,0
1500000US131210001003,1.31E+11,Block Group 3 Census Tract 1 Fulton County Georgia,1341,571,104,418,408,10,0,10,11,38,770,240,411,403,8,0,8,58,61
1500000US131210001004,1.31E+11,Block Group 4 Census Tract 1 Fulton County Georgia,757,316,55,210,210,0,0,0,25,26,441,179,207,207,0,0,0,0,55
1500000US131210002001,1.31E+11,Block Group 1 Census Tract 2 Fulton County Georgia,1359,910,588,172,147,25,0,25,0,150,449,223,144,144,0,0,0,14,68
1500000US131210002002,1.31E+11,Block Group 2 Census Tract 2 Fulton County Georgia,1361,673,335,261,261,0,0,0,0,77,688,286,260,260,0,0,0,76,66
1500000US131210002003,1.31E+11,Block Group 3 Census Tract 2 Fulton County Georgia,825,464,148,228,206,22,0,22,16,72,361,112,214,202,12,0,12,35,0
1500000US131210002004,1.31E+11,Block Group 4 Census Tract 2 Fulton County Georgia,791,448,199,175,175,0,0,0,21,53,343,58,174,174,0,0,0,0,111
1500000US131210002005,1.31E+11,Block Group 5 Census Tract 2 Fulton County Georgia,725,364,106,244,244,0,0,0,0,14,361,15,262,244,18,0,18,0,84
1500000US131210004001,1.31E+11,Block Group 1 Census Tract 4 Fulton County Georgia,594,259,113,117,117,0,0,0,13,16,335,142,152,141,11,8,3,18,23
1500000US131210004002,1.31E+11,Block Group 2 Census Tract 4 Fulton County Georgia,903,477,260,172,166,6,6,0,16,29,426,192,171,158,13,0,13,8,55
1500000US131210005001,1.31E+11,Block Group 1 Census Tract 5 Fulton County Georgia,2906,1548,935,419,347,72,0,72,39,155,1358,851,376,376,0,0,0,13,118
1500000US131210005002,1.31E+11,Block Group 2 Census Tract 5 Fulton County Georgia,734,311,53,229,201,28,0,28,0,29,423,209,202,202,0,0,0,12,0
1500000US131210005003,1.31E+11,Block Group 3 Census Tract 5 Fulton County Georgia,924,476,169,277,262,15,0,15,0,30,448,129,264,257,7,0,7,0,55
1500000US131210006001,1.31E+11,Block Group 1 Census Tract 6 Fulton County Georgia,6263,4141,3528,467,281,186,17,169,27,119,2122,1748,310,268,42,17,25,0,64
1500000US131210007001,1.31E+11,Block Group 1 Census Tract 7 Fulton County Georgia,2140,1877,1542,166,0,166,64,102,10,159,263,147,69,0,69,12,57,23,24
1500000US131210007002,1.31E+11,Block Group 2 Census Tract 7 Fulton County Georgia,672,426,231,144,102,42,6,36,15,36,246,86,100,93,7,0,7,19,41
1500000US131210010011,1.31E+11,Block Group 1 Census Tract 10.01 Fulton County Georgia,1538,1187,996,183,15,168,0,168,8,0,351,274,68,14,54,0,54,9,0
1500000US131210010012,1.31E+11,Block Group 2 Census Tract 10.01 Fulton County Georgia,942,632,423,135,92,43,0,43,17,57,310,176,107,88,19,8,11,4,23
1500000US131210010021,1.31E+11,Block Group 1 Census Tract 10.02 Fulton County Georgia,7518,5077,4862,205,48,157,0,157,0,10,2441,2354,68,47,21,0,21,3,16
1500000US131210011001,1.31E+11,Block Group 1 Census Tract 11 Fulton County Georgia,947,629,440,128,103,25,11,14,12,49,318,235,71,71,0,0,0,2,10
1500000US131210011002,1.31E+11,Block Group 2 Census Tract 11 Fulton County Georgia,1095,625,248,255,203,52,0,52,31,91,470,193,207,193,14,14,0,0,70
1500000US131210011003,1.31E+11,Block Group 3 Census Tract 11 Fulton County Georgia,1656,935,551,199,173,26,13,13,0,185,721,355,219,142,77,77,0,105,42
1500000US131210012011,1.31E+11,Block Group 1 Census Tract 12.01 Fulton County Georgia,1653,1108,787,209,209,0,0,0,0,112,545,297,146,146,0,0,0,0,102
1500000US131210012012,1.31E+11,Block Group 2 Census Tract 12.01 Fulton County Georgia,1761,800,409,259,245,14,0,14,13,119,961,263,301,242,59,59,0,151,246
1500000US131210012021,1.31E+11,Block Group 1 Census Tract 12.02 Fulton County Georgia,2235,1304,911,331,285,46,0,46,0,62,931,447,404,311,93,52,41,53,27
1500000US131210012022,1.31E+11,Block Group 2 Census Tract 12.02 Fulton County Georgia,1209,780,701,65,50,15,0,15,0,14,429,306,49,49,0,0,0,0,74
1500000US131210013001,1.31E+11,Block Group 1 Census Tract 13 Fulton County Georgia,2024,966,549,355,235,120,0,120,42,20,1058,680,264,234,30,5,25,54,60
1500000US131210013002,1.31E+11,Block Group 2 Census Tract 13 Fulton County Georgia,973,618,384,144,144,0,0,0,0,90,355,194,138,138,0,0,0,17,6
1500000US131210013003,1.31E+11,Block Group 3 Census Tract 13 Fulton County Georgia,1035,709,586,82,50,32,6,26,0,41,326,123,72,48,24,0,24,0,131
