GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31
Id,Id2,Geography,Estimate; Total:,Estimate; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - With a disability:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months below poverty level: - With a disability: - Not in labor force,Estimate; Income in the past 12 months below poverty level: - No disability:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months below poverty level: - No disability: - Not in labor force,Estimate; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - With a disability:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - Not in labor force,Estimate; Income in the past 12 months at or above poverty level: - No disability:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months at or above poverty level: - No disability: - Not in labor force
1500000US130890220083,130890000000,Block Group 3 Census Tract 220.08 DeKalb County Georgia,1827,765,168,0,0,0,0,0,168,597,462,0,462,211,251,135,1062,23,23,0,23,23,0,0,1039,891,0,891,787,104,148
1500000US130890220084,130890000000,Block Group 4 Census Tract 220.08 DeKalb County Georgia,491,315,12,0,0,0,0,0,12,303,183,0,183,109,74,120,176,0,0,0,0,0,0,0,176,173,0,173,173,0,3
1500000US130890220091,130890000000,Block Group 1 Census Tract 220.09 DeKalb County Georgia,1363,479,92,27,0,27,7,20,65,387,173,0,173,143,30,214,884,0,0,0,0,0,0,0,884,831,0,831,778,53,53
1500000US130890220092,130890000000,Block Group 2 Census Tract 220.09 DeKalb County Georgia,1511,585,143,13,0,13,13,0,130,442,341,0,341,222,119,101,926,135,69,0,69,69,0,66,791,677,0,677,558,119,114
1500000US130890220093,130890000000,Block Group 3 Census Tract 220.09 DeKalb County Georgia,1082,252,29,16,0,16,0,16,13,223,137,0,137,91,46,86,830,32,32,0,32,0,32,0,798,766,0,766,715,51,32
1500000US130890220101,130890000000,Block Group 1 Census Tract 220.10 DeKalb County Georgia,1557,697,72,41,0,41,31,10,31,625,373,0,373,271,102,252,860,72,69,0,69,69,0,3,788,702,0,702,646,56,86
1500000US130890221001,130890000000,Block Group 1 Census Tract 221 DeKalb County Georgia,1212,306,18,0,0,0,0,0,18,288,215,0,215,89,126,73,906,38,31,0,31,31,0,7,868,749,0,749,704,45,119
1500000US130890221002,130890000000,Block Group 2 Census Tract 221 DeKalb County Georgia,1000,363,49,10,0,10,10,0,39,314,257,0,257,89,168,57,637,110,37,0,37,17,20,73,527,482,0,482,433,49,45
1500000US130890222031,130890000000,Block Group 1 Census Tract 222.03 DeKalb County Georgia,1387,320,9,0,0,0,0,0,9,311,181,0,181,87,94,130,1067,60,15,0,15,15,0,45,1007,904,0,904,875,29,103
1500000US130890222041,130890000000,Block Group 1 Census Tract 222.04 DeKalb County Georgia,1805,597,247,0,0,0,0,0,247,350,157,0,157,102,55,193,1208,151,74,0,74,74,0,77,1057,943,0,943,943,0,114
1500000US130890222042,130890000000,Block Group 2 Census Tract 222.04 DeKalb County Georgia,479,100,16,0,0,0,0,0,16,84,42,0,42,27,15,42,379,53,9,0,9,9,0,44,326,301,0,301,290,11,25
1500000US130890222043,130890000000,Block Group 3 Census Tract 222.04 DeKalb County Georgia,1203,321,50,0,0,0,0,0,50,271,161,0,161,113,48,110,882,54,0,0,0,0,0,54,828,708,0,708,708,0,120
1500000US130890222044,130890000000,Block Group 4 Census Tract 222.04 DeKalb County Georgia,700,163,38,12,0,12,0,12,26,125,125,0,125,25,100,0,537,55,25,0,25,25,0,30,482,393,0,393,337,56,89
1500000US130890223011,130890000000,Block Group 1 Census Tract 223.01 DeKalb County Georgia,744,66,0,0,0,0,0,0,0,66,56,0,56,56,0,10,678,57,28,0,28,28,0,29,621,541,0,541,510,31,80
1500000US130890223012,130890000000,Block Group 2 Census Tract 223.01 DeKalb County Georgia,214,40,0,0,0,0,0,0,0,40,15,0,15,15,0,25,174,22,0,0,0,0,0,22,152,152,0,152,138,14,0
1500000US130890223013,130890000000,Block Group 3 Census Tract 223.01 DeKalb County Georgia,706,91,0,0,0,0,0,0,0,91,50,0,50,50,0,41,615,3,0,0,0,0,0,3,612,568,0,568,547,21,44
1500000US130890223014,130890000000,Block Group 4 Census Tract 223.01 DeKalb County Georgia,985,26,12,0,0,0,0,0,12,14,14,0,14,14,0,0,959,73,73,0,73,73,0,0,886,761,0,761,680,81,125
1500000US130890223015,130890000000,Block Group 5 Census Tract 223.01 DeKalb County Georgia,1550,545,0,0,0,0,0,0,0,545,276,0,276,174,102,269,1005,0,0,0,0,0,0,0,1005,799,0,799,782,17,206
1500000US130890223021,130890000000,Block Group 1 Census Tract 223.02 DeKalb County Georgia,922,112,0,0,0,0,0,0,0,112,45,0,45,29,16,67,810,103,93,0,93,57,36,10,707,603,0,603,553,50,104
1500000US130890223022,130890000000,Block Group 2 Census Tract 223.02 DeKalb County Georgia,716,220,44,17,0,17,17,0,27,176,123,0,123,123,0,53,496,23,23,0,23,23,0,0,473,448,0,448,415,33,25
1500000US130890223023,130890000000,Block Group 3 Census Tract 223.02 DeKalb County Georgia,1382,214,9,0,0,0,0,0,9,205,189,0,189,189,0,16,1168,93,44,0,44,44,0,49,1075,990,0,990,812,178,85
1500000US130890224011,130890000000,Block Group 1 Census Tract 224.01 DeKalb County Georgia,1620,339,0,0,0,0,0,0,0,339,73,0,73,52,21,266,1281,16,0,0,0,0,0,16,1265,1246,0,1246,1246,0,19
1500000US130890224012,130890000000,Block Group 2 Census Tract 224.01 DeKalb County Georgia,688,8,0,0,0,0,0,0,0,8,8,0,8,8,0,0,680,24,13,0,13,13,0,11,656,571,0,571,549,22,85
1500000US130890224013,130890000000,Block Group 3 Census Tract 224.01 DeKalb County Georgia,831,11,0,0,0,0,0,0,0,11,11,0,11,11,0,0,820,38,0,0,0,0,0,38,782,653,0,653,612,41,129
1500000US130890224021,130890000000,Block Group 1 Census Tract 224.02 DeKalb County Georgia,607,174,19,0,0,0,0,0,19,155,14,0,14,14,0,141,433,17,8,0,8,8,0,9,416,371,0,371,362,9,45
1500000US130890224022,130890000000,Block Group 2 Census Tract 224.02 DeKalb County Georgia,93,24,0,0,0,0,0,0,0,24,0,0,0,0,0,24,69,0,0,0,0,0,0,0,69,60,0,60,60,0,9
1500000US130890224031,130890000000,Block Group 1 Census Tract 224.03 DeKalb County Georgia,686,47,9,0,0,0,0,0,9,38,16,0,16,16,0,22,639,15,15,0,15,15,0,0,624,468,0,468,457,11,156
1500000US130890224032,130890000000,Block Group 2 Census Tract 224.03 DeKalb County Georgia,989,49,0,0,0,0,0,0,0,49,13,0,13,13,0,36,940,18,18,0,18,18,0,0,922,780,0,780,746,34,142
1500000US130890224033,130890000000,Block Group 3 Census Tract 224.03 DeKalb County Georgia,556,27,27,0,0,0,0,0,27,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,529,356,0,356,349,7,173
1500000US130890225001,130890000000,Block Group 1 Census Tract 225 DeKalb County Georgia,839,537,154,0,0,0,0,0,154,383,209,0,209,132,77,174,302,38,26,0,26,26,0,12,264,239,0,239,188,51,25
1500000US130890225002,130890000000,Block Group 2 Census Tract 225 DeKalb County Georgia,508,12,12,12,0,12,0,12,0,0,0,0,0,0,0,0,496,12,12,0,12,12,0,0,484,451,0,451,413,38,33
1500000US130890225003,130890000000,Block Group 3 Census Tract 225 DeKalb County Georgia,805,46,20,0,0,0,0,0,20,26,25,0,25,25,0,1,759,0,0,0,0,0,0,0,759,679,0,679,679,0,80
1500000US130890225004,130890000000,Block Group 4 Census Tract 225 DeKalb County Georgia,1060,86,0,0,0,0,0,0,0,86,70,0,70,70,0,16,974,73,45,0,45,16,29,28,901,750,0,750,735,15,151
1500000US130890226001,130890000000,Block Group 1 Census Tract 226 DeKalb County Georgia,1328,148,0,0,0,0,0,0,0,148,148,0,148,115,33,0,1180,33,33,0,33,33,0,0,1147,1092,0,1092,1092,0,55
1500000US130890226002,130890000000,Block Group 2 Census Tract 226 DeKalb County Georgia,1238,55,0,0,0,0,0,0,0,55,34,0,34,12,22,21,1183,91,49,0,49,49,0,42,1092,1037,0,1037,1009,28,55
1500000US130890226003,130890000000,Block Group 3 Census Tract 226 DeKalb County Georgia,1194,216,0,0,0,0,0,0,0,216,104,0,104,96,8,112,978,16,16,0,16,16,0,0,962,831,0,831,789,42,131
1500000US130890227001,130890000000,Block Group 1 Census Tract 227 DeKalb County Georgia,1078,78,6,0,0,0,0,0,6,72,24,0,24,24,0,48,1000,60,34,0,34,34,0,26,940,861,0,861,824,37,79
1500000US130890227002,130890000000,Block Group 2 Census Tract 227 DeKalb County Georgia,618,50,12,9,0,9,0,9,3,38,32,0,32,17,15,6,568,0,0,0,0,0,0,0,568,443,0,443,423,20,125
1500000US130890227003,130890000000,Block Group 3 Census Tract 227 DeKalb County Georgia,906,101,79,35,0,35,35,0,44,22,17,0,17,17,0,5,805,59,33,0,33,33,0,26,746,705,0,705,686,19,41
1500000US130890228001,130890000000,Block Group 1 Census Tract 228 DeKalb County Georgia,343,11,0,0,0,0,0,0,0,11,11,0,11,11,0,0,332,7,7,0,7,7,0,0,325,312,0,312,304,8,13
1500000US130890228002,130890000000,Block Group 2 Census Tract 228 DeKalb County Georgia,970,54,0,0,0,0,0,0,0,54,54,0,54,6,48,0,916,57,35,0,35,35,0,22,859,746,0,746,673,73,113
1500000US130890228003,130890000000,Block Group 3 Census Tract 228 DeKalb County Georgia,746,88,13,0,0,0,0,0,13,75,71,0,71,22,49,4,658,0,0,0,0,0,0,0,658,582,0,582,561,21,76
1500000US130890229001,130890000000,Block Group 1 Census Tract 229 DeKalb County Georgia,989,163,6,5,0,5,5,0,1,157,156,0,156,132,24,1,826,9,9,0,9,9,0,0,817,731,0,731,720,11,86
1500000US130890229002,130890000000,Block Group 2 Census Tract 229 DeKalb County Georgia,82,11,0,0,0,0,0,0,0,11,11,0,11,0,11,0,71,0,0,0,0,0,0,0,71,62,0,62,54,8,9
1500000US130890229003,130890000000,Block Group 3 Census Tract 229 DeKalb County Georgia,1305,64,12,12,0,12,6,6,0,52,14,0,14,14,0,38,1241,70,19,0,19,19,0,51,1171,1005,0,1005,829,176,166
1500000US130890230001,130890000000,Block Group 1 Census Tract 230 DeKalb County Georgia,1267,164,19,15,0,15,15,0,4,145,80,0,80,72,8,65,1103,99,39,0,39,24,15,60,1004,860,0,860,834,26,144
1500000US130890231011,130890000000,Block Group 1 Census Tract 231.01 DeKalb County Georgia,496,64,36,4,0,4,4,0,32,28,10,0,10,10,0,18,432,60,26,0,26,16,10,34,372,349,0,349,317,32,23
1500000US130890231012,130890000000,Block Group 2 Census Tract 231.01 DeKalb County Georgia,1269,610,190,139,0,139,77,62,51,420,258,0,258,146,112,162,659,92,54,0,54,54,0,38,567,542,0,542,419,123,25
1500000US130890231013,130890000000,Block Group 3 Census Tract 231.01 DeKalb County Georgia,427,28,0,0,0,0,0,0,0,28,28,0,28,28,0,0,399,16,7,0,7,7,0,9,383,363,0,363,296,67,20
1500000US130890231014,130890000000,Block Group 4 Census Tract 231.01 DeKalb County Georgia,1045,291,163,0,0,0,0,0,163,128,63,0,63,33,30,65,754,48,0,0,0,0,0,48,706,633,0,633,523,110,73
1500000US130890231021,130890000000,Block Group 1 Census Tract 231.02 DeKalb County Georgia,1074,154,30,0,0,0,0,0,30,124,65,0,65,35,30,59,920,122,63,0,63,7,56,59,798,664,23,641,625,16,134
1500000US130890231022,130890000000,Block Group 2 Census Tract 231.02 DeKalb County Georgia,1202,205,1,1,0,1,0,1,0,204,144,0,144,100,44,60,997,163,52,0,52,29,23,111,834,712,0,712,671,41,122
1500000US130890231071,130890000000,Block Group 1 Census Tract 231.07 DeKalb County Georgia,1296,135,31,0,0,0,0,0,31,104,61,0,61,42,19,43,1161,79,40,0,40,40,0,39,1082,940,9,931,912,19,142
1500000US130890231072,130890000000,Block Group 2 Census Tract 231.07 DeKalb County Georgia,747,281,54,47,0,47,0,47,7,227,124,0,124,72,52,103,466,61,20,0,20,12,8,41,405,361,0,361,296,65,44
1500000US130890231073,130890000000,Block Group 3 Census Tract 231.07 DeKalb County Georgia,882,232,66,13,0,13,0,13,53,166,79,0,79,38,41,87,650,186,68,0,68,36,32,118,464,396,0,396,343,53,68
1500000US130890231081,130890000000,Block Group 1 Census Tract 231.08 DeKalb County Georgia,880,454,66,14,0,14,0,14,52,388,229,0,229,229,0,159,426,38,28,0,28,9,19,10,388,332,0,332,332,0,56
1500000US130890231082,130890000000,Block Group 2 Census Tract 231.08 DeKalb County Georgia,650,162,22,11,0,11,11,0,11,140,122,0,122,52,70,18,488,65,15,0,15,15,0,50,423,326,0,326,248,78,97
1500000US130890231083,130890000000,Block Group 3 Census Tract 231.08 DeKalb County Georgia,1038,356,126,60,0,60,41,19,66,230,100,0,100,69,31,130,682,180,118,0,118,82,36,62,502,458,0,458,354,104,44
1500000US130890231111,130890000000,Block Group 1 Census Tract 231.11 DeKalb County Georgia,1127,201,36,10,0,10,10,0,26,165,96,0,96,85,11,69,926,143,108,0,108,108,0,35,783,643,0,643,490,153,140
1500000US130890231121,130890000000,Block Group 1 Census Tract 231.12 DeKalb County Georgia,884,344,43,21,0,21,21,0,22,301,243,0,243,219,24,58,540,132,87,0,87,65,22,45,408,392,0,392,291,101,16
1500000US130890231122,130890000000,Block Group 2 Census Tract 231.12 DeKalb County Georgia,1304,542,89,27,0,27,0,27,62,453,365,0,365,209,156,88,762,128,69,0,69,69,0,59,634,610,0,610,503,107,24
1500000US130890231123,130890000000,Block Group 3 Census Tract 231.12 DeKalb County Georgia,410,129,0,0,0,0,0,0,0,129,97,0,97,63,34,32,281,44,22,0,22,22,0,22,237,186,0,186,151,35,51
1500000US130890231131,130890000000,Block Group 1 Census Tract 231.13 DeKalb County Georgia,1065,347,50,17,0,17,1,16,33,297,225,0,225,120,105,72,718,89,52,0,52,41,11,37,629,604,0,604,560,44,25
1500000US130890231132,130890000000,Block Group 2 Census Tract 231.13 DeKalb County Georgia,1010,237,18,5,0,5,5,0,13,219,184,0,184,87,97,35,773,139,71,0,71,71,0,68,634,571,11,560,548,12,63
1500000US130890231141,130890000000,Block Group 1 Census Tract 231.14 DeKalb County Georgia,890,62,8,0,0,0,0,0,8,54,43,0,43,12,31,11,828,53,40,0,40,40,0,13,775,630,0,630,447,183,145
1500000US130890231142,130890000000,Block Group 2 Census Tract 231.14 DeKalb County Georgia,735,143,45,16,0,16,16,0,29,98,59,0,59,26,33,39,592,50,22,0,22,22,0,28,542,490,0,490,405,85,52
1500000US130890231151,130890000000,Block Group 1 Census Tract 231.15 DeKalb County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130890232041,130890000000,Block Group 1 Census Tract 232.04 DeKalb County Georgia,1311,234,83,17,0,17,17,0,66,151,117,0,117,117,0,34,1077,61,61,0,61,26,35,0,1016,803,0,803,685,118,213
1500000US130890232042,130890000000,Block Group 2 Census Tract 232.04 DeKalb County Georgia,1996,322,0,0,0,0,0,0,0,322,298,0,298,174,124,24,1674,138,30,0,30,0,30,108,1536,1307,0,1307,1088,219,229
1500000US130890232043,130890000000,Block Group 3 Census Tract 232.04 DeKalb County Georgia,1374,179,70,11,0,11,11,0,59,109,109,0,109,80,29,0,1195,195,85,0,85,68,17,110,1000,928,0,928,739,189,72
1500000US130890232061,130890000000,Block Group 1 Census Tract 232.06 DeKalb County Georgia,1717,227,45,10,0,10,0,10,35,182,82,0,82,67,15,100,1490,95,48,0,48,31,17,47,1395,1308,0,1308,1132,176,87
1500000US130890232062,130890000000,Block Group 2 Census Tract 232.06 DeKalb County Georgia,1628,116,0,0,0,0,0,0,0,116,66,0,66,0,66,50,1512,320,84,0,84,66,18,236,1192,969,0,969,850,119,223
1500000US130890232063,130890000000,Block Group 3 Census Tract 232.06 DeKalb County Georgia,1191,395,21,0,0,0,0,0,21,374,213,0,213,84,129,161,796,45,21,0,21,21,0,24,751,698,0,698,636,62,53
1500000US130890232081,130890000000,Block Group 1 Census Tract 232.08 DeKalb County Georgia,1725,124,36,30,0,30,30,0,6,88,65,0,65,42,23,23,1601,207,93,0,93,72,21,114,1394,1217,0,1217,1137,80,177
1500000US130890232082,130890000000,Block Group 2 Census Tract 232.08 DeKalb County Georgia,997,77,0,0,0,0,0,0,0,77,77,0,77,77,0,0,920,53,13,0,13,0,13,40,867,779,0,779,656,123,88
1500000US130890232083,130890000000,Block Group 3 Census Tract 232.08 DeKalb County Georgia,1538,388,66,47,0,47,0,47,19,322,218,0,218,91,127,104,1150,183,72,0,72,36,36,111,967,801,0,801,734,67,166
1500000US130890232091,130890000000,Block Group 1 Census Tract 232.09 DeKalb County Georgia,742,50,26,6,0,6,0,6,20,24,7,0,7,0,7,17,692,88,20,0,20,20,0,68,604,561,0,561,466,95,43
1500000US130890232092,130890000000,Block Group 2 Census Tract 232.09 DeKalb County Georgia,1587,20,14,10,0,10,10,0,4,6,4,0,4,0,4,2,1567,190,82,0,82,72,10,108,1377,1091,0,1091,1000,91,286
1500000US130890232093,130890000000,Block Group 3 Census Tract 232.09 DeKalb County Georgia,1098,170,31,0,0,0,0,0,31,139,139,0,139,56,83,0,928,78,14,0,14,0,14,64,850,767,0,767,657,110,83
1500000US130890232101,130890000000,Block Group 1 Census Tract 232.10 DeKalb County Georgia,712,36,8,0,0,0,0,0,8,28,0,0,0,0,0,28,676,80,8,0,8,8,0,72,596,467,0,467,337,130,129
1500000US130890232102,130890000000,Block Group 2 Census Tract 232.10 DeKalb County Georgia,651,55,0,0,0,0,0,0,0,55,55,0,55,10,45,0,596,137,53,0,53,53,0,84,459,403,0,403,388,15,56
1500000US130890232103,130890000000,Block Group 3 Census Tract 232.10 DeKalb County Georgia,1153,43,0,0,0,0,0,0,0,43,0,0,0,0,0,43,1110,44,31,0,31,31,0,13,1066,953,0,953,796,157,113
1500000US130890232104,130890000000,Block Group 4 Census Tract 232.10 DeKalb County Georgia,840,267,38,0,0,0,0,0,38,229,229,0,229,156,73,0,573,54,54,0,54,54,0,0,519,481,0,481,434,47,38
1500000US130890232105,130890000000,Block Group 5 Census Tract 232.10 DeKalb County Georgia,1215,337,70,0,0,0,0,0,70,267,182,0,182,106,76,85,878,232,232,0,232,148,84,0,646,629,0,629,540,89,17
1500000US130890232111,130890000000,Block Group 1 Census Tract 232.11 DeKalb County Georgia,1230,82,61,7,0,7,7,0,54,21,14,0,14,9,5,7,1148,148,46,0,46,46,0,102,1000,820,0,820,674,146,180
1500000US130890232112,130890000000,Block Group 2 Census Tract 232.11 DeKalb County Georgia,802,63,6,6,0,6,6,0,0,57,57,0,57,34,23,0,739,123,8,0,8,8,0,115,616,609,0,609,580,29,7
1500000US130890232121,130890000000,Block Group 1 Census Tract 232.12 DeKalb County Georgia,1008,21,21,12,0,12,12,0,9,0,0,0,0,0,0,0,987,109,101,0,101,26,75,8,878,753,0,753,637,116,125
1500000US130890232122,130890000000,Block Group 2 Census Tract 232.12 DeKalb County Georgia,1404,251,30,30,0,30,23,7,0,221,187,0,187,98,89,34,1153,220,136,0,136,109,27,84,933,738,0,738,665,73,195
1500000US130890232131,130890000000,Block Group 1 Census Tract 232.13 DeKalb County Georgia,674,59,0,0,0,0,0,0,0,59,36,0,36,36,0,23,615,23,0,0,0,0,0,23,592,579,0,579,508,71,13
1500000US130890232132,130890000000,Block Group 2 Census Tract 232.13 DeKalb County Georgia,1114,148,9,0,0,0,0,0,9,139,101,0,101,46,55,38,966,41,0,0,0,0,0,41,925,734,0,734,696,38,191
1500000US130890232133,130890000000,Block Group 3 Census Tract 232.13 DeKalb County Georgia,1963,346,25,0,0,0,0,0,25,321,194,0,194,136,58,127,1617,347,198,0,198,118,80,149,1270,1123,24,1099,1006,93,147
1500000US130890232141,130890000000,Block Group 1 Census Tract 232.14 DeKalb County Georgia,1976,365,42,29,0,29,15,14,13,323,260,0,260,167,93,63,1611,198,110,0,110,110,0,88,1413,1281,0,1281,1124,157,132
1500000US130890232142,130890000000,Block Group 2 Census Tract 232.14 DeKalb County Georgia,1691,196,17,11,0,11,11,0,6,179,99,0,99,59,40,80,1495,66,28,0,28,22,6,38,1429,1210,22,1188,1041,147,219
1500000US130890233031,130890000000,Block Group 1 Census Tract 233.03 DeKalb County Georgia,1791,213,26,0,0,0,0,0,26,187,80,0,80,15,65,107,1578,192,86,0,86,86,0,106,1386,1206,13,1193,1154,39,180
1500000US130890233032,130890000000,Block Group 2 Census Tract 233.03 DeKalb County Georgia,535,182,55,0,0,0,0,0,55,127,46,0,46,18,28,81,353,50,3,0,3,3,0,47,303,278,0,278,253,25,25
1500000US130890233033,130890000000,Block Group 3 Census Tract 233.03 DeKalb County Georgia,604,154,70,25,0,25,20,5,45,84,51,0,51,20,31,33,450,75,38,0,38,3,35,37,375,329,0,329,283,46,46
1500000US130890233034,130890000000,Block Group 4 Census Tract 233.03 DeKalb County Georgia,779,193,72,18,0,18,0,18,54,121,106,0,106,87,19,15,586,34,15,0,15,15,0,19,552,468,9,459,447,12,84
1500000US130890233061,130890000000,Block Group 1 Census Tract 233.06 DeKalb County Georgia,1736,179,0,0,0,0,0,0,0,179,179,0,179,98,81,0,1557,175,128,0,128,113,15,47,1382,1295,0,1295,1246,49,87
1500000US130890233062,130890000000,Block Group 2 Census Tract 233.06 DeKalb County Georgia,1112,204,97,75,0,75,0,75,22,107,49,0,49,49,0,58,908,96,90,10,80,80,0,6,812,712,15,697,609,88,100
1500000US130890233063,130890000000,Block Group 3 Census Tract 233.06 DeKalb County Georgia,1368,20,6,0,0,0,0,0,6,14,14,0,14,0,14,0,1348,92,21,0,21,21,0,71,1256,1192,0,1192,1144,48,64
1500000US130890233091,130890000000,Block Group 1 Census Tract 233.09 DeKalb County Georgia,1166,131,0,0,0,0,0,0,0,131,131,0,131,131,0,0,1035,145,82,0,82,62,20,63,890,876,0,876,809,67,14
1500000US130890233092,130890000000,Block Group 2 Census Tract 233.09 DeKalb County Georgia,1193,72,3,0,0,0,0,0,3,69,28,0,28,0,28,41,1121,84,75,0,75,34,41,9,1037,953,0,953,903,50,84
1500000US130890233093,130890000000,Block Group 3 Census Tract 233.09 DeKalb County Georgia,2577,508,42,8,0,8,0,8,34,466,337,0,337,191,146,129,2069,214,160,0,160,160,0,54,1855,1624,36,1588,1418,170,231
1500000US130890233094,130890000000,Block Group 4 Census Tract 233.09 DeKalb County Georgia,1244,185,39,0,0,0,0,0,39,146,81,0,81,18,63,65,1059,126,108,0,108,101,7,18,933,861,0,861,848,13,72
1500000US130890233101,130890000000,Block Group 1 Census Tract 233.10 DeKalb County Georgia,1328,127,20,0,0,0,0,0,20,107,97,0,97,60,37,10,1201,112,38,0,38,38,0,74,1089,980,0,980,841,139,109
1500000US130890233102,130890000000,Block Group 2 Census Tract 233.10 DeKalb County Georgia,2246,569,247,16,0,16,16,0,231,322,260,0,260,59,201,62,1677,66,26,0,26,15,11,40,1611,1466,0,1466,1281,185,145
1500000US130890233103,130890000000,Block Group 3 Census Tract 233.10 DeKalb County Georgia,1106,349,98,0,0,0,0,0,98,251,185,0,185,173,12,66,757,109,60,0,60,47,13,49,648,564,0,564,494,70,84
1500000US130890233104,130890000000,Block Group 4 Census Tract 233.10 DeKalb County Georgia,920,199,89,47,0,47,0,47,42,110,32,0,32,8,24,78,721,114,76,0,76,76,0,38,607,552,12,540,460,80,55
1500000US130890233111,130890000000,Block Group 1 Census Tract 233.11 DeKalb County Georgia,2144,231,58,0,0,0,0,0,58,173,125,0,125,0,125,48,1913,113,54,0,54,54,0,59,1800,1514,0,1514,1429,85,286
1500000US130890233112,130890000000,Block Group 2 Census Tract 233.11 DeKalb County Georgia,672,172,20,0,0,0,0,0,20,152,84,0,84,56,28,68,500,11,0,0,0,0,0,11,489,438,0,438,368,70,51
1500000US130890233121,130890000000,Block Group 1 Census Tract 233.12 DeKalb County Georgia,2581,318,54,0,0,0,0,0,54,264,174,0,174,174,0,90,2263,217,156,0,156,87,69,61,2046,1914,0,1914,1733,181,132
1500000US130890233122,130890000000,Block Group 2 Census Tract 233.12 DeKalb County Georgia,1718,162,81,45,0,45,0,45,36,81,81,0,81,27,54,0,1556,74,31,0,31,31,0,43,1482,1254,0,1254,1105,149,228
1500000US130890233123,130890000000,Block Group 3 Census Tract 233.12 DeKalb County Georgia,1418,309,57,0,0,0,0,0,57,252,64,0,64,15,49,188,1109,216,78,0,78,78,0,138,893,789,0,789,735,54,104
1500000US130890233131,130890000000,Block Group 1 Census Tract 233.13 DeKalb County Georgia,1165,256,25,7,0,7,0,7,18,231,161,0,161,44,117,70,909,81,36,0,36,20,16,45,828,775,0,775,736,39,53
1500000US130890233132,130890000000,Block Group 2 Census Tract 233.13 DeKalb County Georgia,1806,415,255,94,0,94,23,71,161,160,102,0,102,63,39,58,1391,209,77,0,77,77,0,132,1182,994,0,994,832,162,188
1500000US130890233141,130890000000,Block Group 1 Census Tract 233.14 DeKalb County Georgia,1132,121,45,0,0,0,0,0,45,76,76,0,76,46,30,0,1011,67,67,0,67,67,0,0,944,871,0,871,761,110,73
1500000US130890233142,130890000000,Block Group 2 Census Tract 233.14 DeKalb County Georgia,1580,178,126,34,0,34,34,0,92,52,51,0,51,26,25,1,1402,89,89,0,89,56,33,0,1313,1075,0,1075,951,124,238
1500000US130890233143,130890000000,Block Group 3 Census Tract 233.14 DeKalb County Georgia,827,78,2,0,0,0,0,0,2,76,47,0,47,30,17,29,749,119,90,0,90,90,0,29,630,586,0,586,528,58,44
1500000US130890233151,130890000000,Block Group 1 Census Tract 233.15 DeKalb County Georgia,1916,176,22,0,0,0,0,0,22,154,75,0,75,44,31,79,1740,85,73,0,73,73,0,12,1655,1469,15,1454,1313,141,186
