GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31
Id,Id2,Geography,Estimate; Total:,Estimate; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - With a disability:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months below poverty level: - With a disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months below poverty level: - With a disability: - Not in labor force,Estimate; Income in the past 12 months below poverty level: - No disability:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months below poverty level: - No disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months below poverty level: - No disability: - Not in labor force,Estimate; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - With a disability:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months at or above poverty level: - With a disability: - Not in labor force,Estimate; Income in the past 12 months at or above poverty level: - No disability:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - In Armed Forces,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian:,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian: - Employed,Estimate; Income in the past 12 months at or above poverty level: - No disability: - In labor force: - Civilian: - Unemployed,Estimate; Income in the past 12 months at or above poverty level: - No disability: - Not in labor force
1500000US130670310042,130670000000,Block Group 2 Census Tract 310.04 Cobb County Georgia,746,116,13,0,0,0,0,0,13,103,67,0,67,56,11,36,630,58,58,0,58,44,14,0,572,541,0,541,477,64,31
1500000US130670310043,130670000000,Block Group 3 Census Tract 310.04 Cobb County Georgia,1254,272,17,0,0,0,0,0,17,255,216,0,216,153,63,39,982,74,74,0,74,26,48,0,908,871,0,871,792,79,37
1500000US130670310044,130670000000,Block Group 4 Census Tract 310.04 Cobb County Georgia,871,287,28,16,0,16,0,16,12,259,230,0,230,114,116,29,584,124,45,0,45,45,0,79,460,422,0,422,408,14,38
1500000US130670310051,130670000000,Block Group 1 Census Tract 310.05 Cobb County Georgia,1793,239,35,0,0,0,0,0,35,204,120,0,120,57,63,84,1554,101,35,0,35,26,9,66,1453,1305,30,1275,1139,136,148
1500000US130670310052,130670000000,Block Group 2 Census Tract 310.05 Cobb County Georgia,1303,338,7,7,0,7,0,7,0,331,239,0,239,144,95,92,965,121,77,0,77,77,0,44,844,711,0,711,703,8,133
1500000US130670311011,130670000000,Block Group 1 Census Tract 311.01 Cobb County Georgia,1318,443,33,22,0,22,22,0,11,410,203,0,203,140,63,207,875,51,24,0,24,24,0,27,824,677,0,677,654,23,147
1500000US130670311012,130670000000,Block Group 2 Census Tract 311.01 Cobb County Georgia,575,190,45,8,0,8,8,0,37,145,99,0,99,60,39,46,385,35,22,0,22,22,0,13,350,311,0,311,295,16,39
1500000US130670311013,130670000000,Block Group 3 Census Tract 311.01 Cobb County Georgia,796,224,107,81,0,81,18,63,26,117,82,0,82,53,29,35,572,44,36,0,36,28,8,8,528,435,0,435,413,22,93
1500000US130670311061,130670000000,Block Group 1 Census Tract 311.06 Cobb County Georgia,799,18,0,0,0,0,0,0,0,18,18,0,18,18,0,0,781,152,28,0,28,28,0,124,629,597,0,597,597,0,32
1500000US130670311062,130670000000,Block Group 2 Census Tract 311.06 Cobb County Georgia,1469,99,10,0,0,0,0,0,10,89,89,0,89,0,89,0,1370,13,13,0,13,13,0,0,1357,1274,0,1274,1262,12,83
1500000US130670311063,130670000000,Block Group 3 Census Tract 311.06 Cobb County Georgia,1121,126,62,0,0,0,0,0,62,64,64,0,64,64,0,0,995,172,165,0,165,125,40,7,823,814,0,814,770,44,9
1500000US130670311064,130670000000,Block Group 4 Census Tract 311.06 Cobb County Georgia,1175,283,0,0,0,0,0,0,0,283,232,0,232,122,110,51,892,31,21,0,21,18,3,10,861,792,0,792,775,17,69
1500000US130670311081,130670000000,Block Group 1 Census Tract 311.08 Cobb County Georgia,274,87,18,0,0,0,0,0,18,69,32,0,32,32,0,37,187,28,0,0,0,0,0,28,159,142,0,142,142,0,17
1500000US130670311082,130670000000,Block Group 2 Census Tract 311.08 Cobb County Georgia,454,69,0,0,0,0,0,0,0,69,18,0,18,18,0,51,385,8,8,0,8,8,0,0,377,338,0,338,297,41,39
1500000US130670311083,130670000000,Block Group 3 Census Tract 311.08 Cobb County Georgia,2094,379,111,20,0,20,0,20,91,268,190,0,190,111,79,78,1715,37,0,0,0,0,0,37,1678,1598,0,1598,1437,161,80
1500000US130670311084,130670000000,Block Group 4 Census Tract 311.08 Cobb County Georgia,896,53,0,0,0,0,0,0,0,53,53,0,53,32,21,0,843,76,36,0,36,36,0,40,767,753,0,753,753,0,14
1500000US130670311101,130670000000,Block Group 1 Census Tract 311.10 Cobb County Georgia,1532,448,36,23,0,23,0,23,13,412,285,0,285,278,7,127,1084,120,65,0,65,53,12,55,964,893,0,893,854,39,71
1500000US130670311102,130670000000,Block Group 2 Census Tract 311.10 Cobb County Georgia,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,76,12,0,12,12,0,64,927,797,0,797,704,93,130
1500000US130670311111,130670000000,Block Group 1 Census Tract 311.11 Cobb County Georgia,1554,20,0,0,0,0,0,0,0,20,14,0,14,14,0,6,1534,66,30,0,30,30,0,36,1468,1402,0,1402,1376,26,66
1500000US130670311112,130670000000,Block Group 2 Census Tract 311.11 Cobb County Georgia,889,37,11,11,0,11,0,11,0,26,17,0,17,17,0,9,852,50,23,0,23,23,0,27,802,728,34,694,694,0,74
1500000US130670311121,130670000000,Block Group 1 Census Tract 311.12 Cobb County Georgia,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,115,70,0,70,49,21,45,437,437,0,437,416,21,0
1500000US130670311122,130670000000,Block Group 2 Census Tract 311.12 Cobb County Georgia,1560,145,0,0,0,0,0,0,0,145,55,0,55,55,0,90,1415,52,18,0,18,18,0,34,1363,1184,0,1184,1092,92,179
1500000US130670311123,130670000000,Block Group 3 Census Tract 311.12 Cobb County Georgia,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,128,55,0,55,35,20,73,1401,1245,0,1245,1245,0,156
1500000US130670311131,130670000000,Block Group 1 Census Tract 311.13 Cobb County Georgia,653,247,67,35,0,35,15,20,32,180,145,0,145,131,14,35,406,3,3,0,3,3,0,0,403,363,0,363,358,5,40
1500000US130670311141,130670000000,Block Group 1 Census Tract 311.14 Cobb County Georgia,2743,495,20,0,0,0,0,0,20,475,354,0,354,354,0,121,2248,149,85,0,85,85,0,64,2099,1955,0,1955,1756,199,144
1500000US130670311142,130670000000,Block Group 2 Census Tract 311.14 Cobb County Georgia,1624,351,16,16,0,16,16,0,0,335,207,0,207,172,35,128,1273,101,85,0,85,49,36,16,1172,1082,0,1082,1047,35,90
1500000US130670311143,130670000000,Block Group 3 Census Tract 311.14 Cobb County Georgia,1254,216,0,0,0,0,0,0,0,216,169,0,169,120,49,47,1038,11,0,0,0,0,0,11,1027,956,0,956,904,52,71
1500000US130670311144,130670000000,Block Group 4 Census Tract 311.14 Cobb County Georgia,421,44,0,0,0,0,0,0,0,44,44,0,44,44,0,0,377,39,39,0,39,39,0,0,338,338,0,338,280,58,0
1500000US130670311151,130670000000,Block Group 1 Census Tract 311.15 Cobb County Georgia,866,352,53,43,0,43,43,0,10,299,204,0,204,198,6,95,514,49,19,0,19,19,0,30,465,372,0,372,306,66,93
1500000US130670311152,130670000000,Block Group 2 Census Tract 311.15 Cobb County Georgia,1629,213,15,0,0,0,0,0,15,198,124,0,124,107,17,74,1416,91,73,0,73,49,24,18,1325,1147,19,1128,1114,14,178
1500000US130670311161,130670000000,Block Group 1 Census Tract 311.16 Cobb County Georgia,1755,288,13,0,0,0,0,0,13,275,227,0,227,87,140,48,1467,75,26,0,26,0,26,49,1392,1167,0,1167,965,202,225
1500000US130670311162,130670000000,Block Group 2 Census Tract 311.16 Cobb County Georgia,661,247,0,0,0,0,0,0,0,247,153,0,153,140,13,94,414,30,0,0,0,0,0,30,384,378,0,378,351,27,6
1500000US130670311163,130670000000,Block Group 3 Census Tract 311.16 Cobb County Georgia,245,53,0,0,0,0,0,0,0,53,53,0,53,32,21,0,192,0,0,0,0,0,0,0,192,151,0,151,151,0,41
1500000US130670311171,130670000000,Block Group 1 Census Tract 311.17 Cobb County Georgia,1454,209,10,0,0,0,0,0,10,199,171,0,171,149,22,28,1245,30,24,0,24,24,0,6,1215,1094,0,1094,1083,11,121
1500000US130670311172,130670000000,Block Group 2 Census Tract 311.17 Cobb County Georgia,1054,104,0,0,0,0,0,0,0,104,40,0,40,23,17,64,950,93,24,0,24,24,0,69,857,714,0,714,714,0,143
1500000US130670311173,130670000000,Block Group 3 Census Tract 311.17 Cobb County Georgia,414,47,18,0,0,0,0,0,18,29,29,0,29,0,29,0,367,40,29,0,29,29,0,11,327,280,0,280,252,28,47
1500000US130670311181,130670000000,Block Group 1 Census Tract 311.18 Cobb County Georgia,672,91,0,0,0,0,0,0,0,91,71,0,71,18,53,20,581,27,27,0,27,27,0,0,554,471,0,471,438,33,83
1500000US130670311182,130670000000,Block Group 2 Census Tract 311.18 Cobb County Georgia,1152,52,0,0,0,0,0,0,0,52,32,0,32,0,32,20,1100,54,13,0,13,13,0,41,1046,751,0,751,739,12,295
1500000US130670311183,130670000000,Block Group 3 Census Tract 311.18 Cobb County Georgia,1420,71,19,19,0,19,0,19,0,52,37,0,37,10,27,15,1349,116,96,0,96,96,0,20,1233,1137,0,1137,1067,70,96
1500000US130670312051,130670000000,Block Group 1 Census Tract 312.05 Cobb County Georgia,1311,153,0,0,0,0,0,0,0,153,153,0,153,82,71,0,1158,0,0,0,0,0,0,0,1158,1034,0,1034,1003,31,124
1500000US130670312052,130670000000,Block Group 2 Census Tract 312.05 Cobb County Georgia,1516,33,0,0,0,0,0,0,0,33,17,0,17,17,0,16,1483,49,49,0,49,49,0,0,1434,1339,0,1339,1279,60,95
1500000US130670312053,130670000000,Block Group 3 Census Tract 312.05 Cobb County Georgia,1169,104,0,0,0,0,0,0,0,104,64,0,64,48,16,40,1065,41,24,0,24,12,12,17,1024,924,38,886,807,79,100
1500000US130670312061,130670000000,Block Group 1 Census Tract 312.06 Cobb County Georgia,3426,7,0,0,0,0,0,0,0,7,7,0,7,7,0,0,3419,138,117,0,117,49,68,21,3281,2828,40,2788,2632,156,453
1500000US130670312062,130670000000,Block Group 2 Census Tract 312.06 Cobb County Georgia,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,31,31,0,31,31,0,0,475,399,0,399,399,0,76
1500000US130670312063,130670000000,Block Group 3 Census Tract 312.06 Cobb County Georgia,2992,305,70,29,0,29,0,29,41,235,136,0,136,87,49,99,2687,29,0,0,0,0,0,29,2658,2420,0,2420,2275,145,238
1500000US130670312071,130670000000,Block Group 1 Census Tract 312.07 Cobb County Georgia,718,34,0,0,0,0,0,0,0,34,0,0,0,0,0,34,684,0,0,0,0,0,0,0,684,506,0,506,467,39,178
1500000US130670312072,130670000000,Block Group 2 Census Tract 312.07 Cobb County Georgia,1484,191,0,0,0,0,0,0,0,191,159,0,159,132,27,32,1293,46,46,0,46,46,0,0,1247,1238,0,1238,1214,24,9
1500000US130670312073,130670000000,Block Group 3 Census Tract 312.07 Cobb County Georgia,370,12,0,0,0,0,0,0,0,12,0,0,0,0,0,12,358,0,0,0,0,0,0,0,358,283,0,283,283,0,75
1500000US130670312081,130670000000,Block Group 1 Census Tract 312.08 Cobb County Georgia,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,55,55,0,55,55,0,0,441,367,0,367,367,0,74
1500000US130670312082,130670000000,Block Group 2 Census Tract 312.08 Cobb County Georgia,1583,29,0,0,0,0,0,0,0,29,10,0,10,10,0,19,1554,0,0,0,0,0,0,0,1554,1077,0,1077,987,90,477
1500000US130670312083,130670000000,Block Group 3 Census Tract 312.08 Cobb County Georgia,2911,422,0,0,0,0,0,0,0,422,362,0,362,238,124,60,2489,115,91,0,91,60,31,24,2374,2005,0,2005,1972,33,369
1500000US130670312091,130670000000,Block Group 1 Census Tract 312.09 Cobb County Georgia,1769,52,43,43,0,43,0,43,0,9,0,0,0,0,0,9,1717,78,63,0,63,33,30,15,1639,1405,17,1388,1371,17,234
1500000US130670312092,130670000000,Block Group 2 Census Tract 312.09 Cobb County Georgia,907,66,9,0,0,0,0,0,9,57,10,0,10,10,0,47,841,26,12,0,12,12,0,14,815,664,0,664,636,28,151
1500000US130670312111,130670000000,Block Group 1 Census Tract 312.11 Cobb County Georgia,475,106,0,0,0,0,0,0,0,106,52,0,52,11,41,54,369,63,63,0,63,63,0,0,306,243,0,243,243,0,63
1500000US130670312112,130670000000,Block Group 2 Census Tract 312.11 Cobb County Georgia,2436,263,71,65,0,65,16,49,6,192,140,0,140,53,87,52,2173,243,97,42,55,55,0,146,1930,1729,0,1729,1647,82,201
1500000US130670312113,130670000000,Block Group 3 Census Tract 312.11 Cobb County Georgia,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,40,40,0,40,40,0,0,570,570,0,570,570,0,0
1500000US130670312121,130670000000,Block Group 1 Census Tract 312.12 Cobb County Georgia,1264,15,0,0,0,0,0,0,0,15,6,0,6,6,0,9,1249,8,0,0,0,0,0,8,1241,963,0,963,926,37,278
1500000US130670313061,130670000000,Block Group 1 Census Tract 313.06 Cobb County Georgia,1485,294,66,0,0,0,0,0,66,228,159,0,159,75,84,69,1191,193,128,0,128,87,41,65,998,907,0,907,853,54,91
1500000US130670313062,130670000000,Block Group 2 Census Tract 313.06 Cobb County Georgia,1061,195,46,0,0,0,0,0,46,149,133,0,133,91,42,16,866,112,50,0,50,42,8,62,754,703,0,703,660,43,51
1500000US130670313071,130670000000,Block Group 1 Census Tract 313.07 Cobb County Georgia,690,102,71,49,0,49,49,0,22,31,13,0,13,0,13,18,588,30,11,0,11,0,11,19,558,526,16,510,474,36,32
1500000US130670313072,130670000000,Block Group 2 Census Tract 313.07 Cobb County Georgia,1444,106,0,0,0,0,0,0,0,106,79,0,79,62,17,27,1338,103,73,0,73,73,0,30,1235,988,0,988,956,32,247
1500000US130670313073,130670000000,Block Group 3 Census Tract 313.07 Cobb County Georgia,1319,106,0,0,0,0,0,0,0,106,53,0,53,53,0,53,1213,35,18,0,18,18,0,17,1178,1022,0,1022,924,98,156
1500000US130670313081,130670000000,Block Group 1 Census Tract 313.08 Cobb County Georgia,617,44,0,0,0,0,0,0,0,44,32,0,32,23,9,12,573,93,54,0,54,37,17,39,480,348,0,348,325,23,132
1500000US130670313082,130670000000,Block Group 2 Census Tract 313.08 Cobb County Georgia,1389,318,51,39,0,39,39,0,12,267,221,0,221,221,0,46,1071,139,25,0,25,0,25,114,932,798,0,798,701,97,134
1500000US130670313083,130670000000,Block Group 3 Census Tract 313.08 Cobb County Georgia,1397,415,105,12,0,12,0,12,93,310,153,0,153,116,37,157,982,190,98,0,98,86,12,92,792,719,0,719,669,50,73
1500000US130670313091,130670000000,Block Group 1 Census Tract 313.09 Cobb County Georgia,605,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,580,17,17,0,17,17,0,0,563,510,0,510,459,51,53
1500000US130670313092,130670000000,Block Group 2 Census Tract 313.09 Cobb County Georgia,1094,168,1,0,0,0,0,0,1,167,134,0,134,93,41,33,926,176,176,0,176,133,43,0,750,631,0,631,544,87,119
1500000US130670313093,130670000000,Block Group 3 Census Tract 313.09 Cobb County Georgia,1735,270,91,21,0,21,0,21,70,179,138,0,138,98,40,41,1465,110,79,0,79,79,0,31,1355,1272,0,1272,1223,49,83
1500000US130670313094,130670000000,Block Group 4 Census Tract 313.09 Cobb County Georgia,1385,207,69,25,0,25,25,0,44,138,96,0,96,42,54,42,1178,219,191,0,191,191,0,28,959,854,0,854,756,98,105
1500000US130670313101,130670000000,Block Group 1 Census Tract 313.10 Cobb County Georgia,962,165,46,22,0,22,22,0,24,119,53,0,53,25,28,66,797,13,0,0,0,0,0,13,784,724,0,724,684,40,60
1500000US130670313102,130670000000,Block Group 2 Census Tract 313.10 Cobb County Georgia,1794,615,43,0,0,0,0,0,43,572,423,0,423,352,71,149,1179,108,56,0,56,56,0,52,1071,880,0,880,740,140,191
1500000US130670313103,130670000000,Block Group 3 Census Tract 313.10 Cobb County Georgia,1238,517,75,0,0,0,0,0,75,442,278,0,278,188,90,164,721,24,24,0,24,24,0,0,697,638,0,638,529,109,59
1500000US130670313111,130670000000,Block Group 1 Census Tract 313.11 Cobb County Georgia,2163,258,41,41,0,41,30,11,0,217,202,0,202,189,13,15,1905,97,52,0,52,52,0,45,1808,1660,0,1660,1564,96,148
1500000US130670313112,130670000000,Block Group 2 Census Tract 313.11 Cobb County Georgia,1794,524,67,0,0,0,0,0,67,457,362,0,362,273,89,95,1270,74,32,0,32,32,0,42,1196,1116,0,1116,1028,88,80
1500000US130670313113,130670000000,Block Group 3 Census Tract 313.11 Cobb County Georgia,1825,471,93,11,0,11,0,11,82,378,308,0,308,246,62,70,1354,56,56,0,56,56,0,0,1298,1165,0,1165,963,202,133
1500000US130670313121,130670000000,Block Group 1 Census Tract 313.12 Cobb County Georgia,578,87,0,0,0,0,0,0,0,87,52,0,52,33,19,35,491,22,0,0,0,0,0,22,469,347,0,347,327,20,122
1500000US130670313122,130670000000,Block Group 2 Census Tract 313.12 Cobb County Georgia,362,154,1,0,0,0,0,0,1,153,153,0,153,120,33,0,208,1,0,0,0,0,0,1,207,183,0,183,159,24,24
1500000US130670313123,130670000000,Block Group 3 Census Tract 313.12 Cobb County Georgia,3298,236,0,0,0,0,0,0,0,236,220,0,220,123,97,16,3062,87,65,0,65,65,0,22,2975,2678,14,2664,2474,190,297
1500000US130670313124,130670000000,Block Group 4 Census Tract 313.12 Cobb County Georgia,1891,234,0,0,0,0,0,0,0,234,168,0,168,168,0,66,1657,0,0,0,0,0,0,0,1657,1583,0,1583,1486,97,74
1500000US130670313131,130670000000,Block Group 1 Census Tract 313.13 Cobb County Georgia,4831,175,0,0,0,0,0,0,0,175,92,0,92,0,92,83,4656,137,53,0,53,39,14,84,4519,3929,127,3802,3636,166,590
1500000US130670313132,130670000000,Block Group 2 Census Tract 313.13 Cobb County Georgia,1938,80,33,1,0,1,1,0,32,47,35,0,35,12,23,12,1858,38,38,0,38,38,0,0,1820,1751,0,1751,1724,27,69
1500000US130670314041,130670000000,Block Group 1 Census Tract 314.04 Cobb County Georgia,638,68,19,0,0,0,0,0,19,49,28,0,28,17,11,21,570,185,68,0,68,56,12,117,385,368,0,368,327,41,17
1500000US130670314042,130670000000,Block Group 2 Census Tract 314.04 Cobb County Georgia,1741,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,1721,111,67,0,67,67,0,44,1610,1414,0,1414,1394,20,196
1500000US130670314043,130670000000,Block Group 3 Census Tract 314.04 Cobb County Georgia,989,233,16,15,0,15,0,15,1,217,110,0,110,110,0,107,756,56,35,0,35,35,0,21,700,655,0,655,597,58,45
1500000US130670314044,130670000000,Block Group 4 Census Tract 314.04 Cobb County Georgia,454,136,22,0,0,0,0,0,22,114,114,0,114,114,0,0,318,24,3,0,3,0,3,21,294,264,0,264,241,23,30
1500000US130670314051,130670000000,Block Group 1 Census Tract 314.05 Cobb County Georgia,1383,459,51,51,0,51,51,0,0,408,302,0,302,165,137,106,924,45,33,0,33,19,14,12,879,874,0,874,861,13,5
1500000US130670314052,130670000000,Block Group 2 Census Tract 314.05 Cobb County Georgia,1983,109,0,0,0,0,0,0,0,109,109,0,109,98,11,0,1874,296,132,0,132,132,0,164,1578,1459,0,1459,1321,138,119
1500000US130670314053,130670000000,Block Group 3 Census Tract 314.05 Cobb County Georgia,610,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,600,116,56,0,56,56,0,60,484,468,0,468,391,77,16
1500000US130670314054,130670000000,Block Group 4 Census Tract 314.05 Cobb County Georgia,701,103,20,0,0,0,0,0,20,83,24,0,24,11,13,59,598,31,20,0,20,13,7,11,567,481,0,481,433,48,86
1500000US130670314055,130670000000,Block Group 5 Census Tract 314.05 Cobb County Georgia,1005,203,3,3,0,3,3,0,0,200,178,0,178,45,133,22,802,53,0,0,0,0,0,53,749,647,0,647,570,77,102
1500000US130670314061,130670000000,Block Group 1 Census Tract 314.06 Cobb County Georgia,1042,53,0,0,0,0,0,0,0,53,53,0,53,53,0,0,989,74,0,0,0,0,0,74,915,800,0,800,793,7,115
1500000US130670314062,130670000000,Block Group 2 Census Tract 314.06 Cobb County Georgia,1440,253,41,13,0,13,0,13,28,212,212,0,212,158,54,0,1187,99,22,0,22,22,0,77,1088,894,0,894,809,85,194
1500000US130670314063,130670000000,Block Group 3 Census Tract 314.06 Cobb County Georgia,1822,305,0,0,0,0,0,0,0,305,289,0,289,224,65,16,1517,113,62,0,62,49,13,51,1404,1277,0,1277,1167,110,127
1500000US130670314081,130670000000,Block Group 1 Census Tract 314.08 Cobb County Georgia,614,229,23,0,0,0,0,0,23,206,111,0,111,103,8,95,385,84,41,0,41,17,24,43,301,270,0,270,255,15,31
1500000US130670314082,130670000000,Block Group 2 Census Tract 314.08 Cobb County Georgia,2340,222,40,3,0,3,3,0,37,182,66,0,66,26,40,116,2118,100,35,0,35,35,0,65,2018,1828,0,1828,1586,242,190
1500000US130670314083,130670000000,Block Group 3 Census Tract 314.08 Cobb County Georgia,584,57,0,0,0,0,0,0,0,57,17,0,17,17,0,40,527,168,27,0,27,0,27,141,359,306,0,306,241,65,53
1500000US130670314091,130670000000,Block Group 1 Census Tract 314.09 Cobb County Georgia,1784,646,59,0,0,0,0,0,59,587,429,0,429,310,119,158,1138,108,48,0,48,39,9,60,1030,853,0,853,827,26,177
1500000US130670314092,130670000000,Block Group 2 Census Tract 314.09 Cobb County Georgia,1509,374,61,42,0,42,8,34,19,313,176,0,176,99,77,137,1135,82,30,0,30,25,5,52,1053,938,0,938,861,77,115
1500000US130670315031,130670000000,Block Group 1 Census Tract 315.03 Cobb County Georgia,744,24,0,0,0,0,0,0,0,24,24,0,24,0,24,0,720,106,44,0,44,14,30,62,614,541,0,541,493,48,73
1500000US130670315032,130670000000,Block Group 2 Census Tract 315.03 Cobb County Georgia,1951,152,37,0,0,0,0,0,37,115,95,0,95,76,19,20,1799,143,104,0,104,58,46,39,1656,1268,0,1268,1215,53,388
1500000US130670315033,130670000000,Block Group 3 Census Tract 315.03 Cobb County Georgia,1623,337,3,1,0,1,0,1,2,334,211,0,211,211,0,123,1286,242,162,0,162,162,0,80,1044,976,0,976,912,64,68
1500000US130670315034,130670000000,Block Group 4 Census Tract 315.03 Cobb County Georgia,902,96,31,0,0,0,0,0,31,65,47,0,47,38,9,18,806,55,23,0,23,23,0,32,751,596,0,596,458,138,155
1500000US130670315051,130670000000,Block Group 1 Census Tract 315.05 Cobb County Georgia,1361,306,118,44,0,44,35,9,74,188,171,0,171,122,49,17,1055,75,0,0,0,0,0,75,980,831,0,831,748,83,149
1500000US130670315052,130670000000,Block Group 2 Census Tract 315.05 Cobb County Georgia,721,61,9,0,0,0,0,0,9,52,14,0,14,14,0,38,660,105,63,0,63,35,28,42,555,503,0,503,453,50,52
1500000US130670315053,130670000000,Block Group 3 Census Tract 315.05 Cobb County Georgia,1342,124,9,0,0,0,0,0,9,115,91,0,91,68,23,24,1218,161,51,0,51,51,0,110,1057,1033,0,1033,903,130,24
1500000US130670315061,130670000000,Block Group 1 Census Tract 315.06 Cobb County Georgia,1152,112,0,0,0,0,0,0,0,112,71,0,71,13,58,41,1040,55,35,0,35,35,0,20,985,871,0,871,871,0,114
1500000US130670315062,130670000000,Block Group 2 Census Tract 315.06 Cobb County Georgia,1417,213,0,0,0,0,0,0,0,213,106,0,106,96,10,107,1204,111,74,0,74,74,0,37,1093,930,0,930,861,69,163
1500000US130670315063,130670000000,Block Group 3 Census Tract 315.06 Cobb County Georgia,353,150,14,7,0,7,7,0,7,136,95,0,95,52,43,41,203,0,0,0,0,0,0,0,203,161,0,161,161,0,42
1500000US130670315071,130670000000,Block Group 1 Census Tract 315.07 Cobb County Georgia,1160,272,1,0,0,0,0,0,1,271,155,0,155,101,54,116,888,19,19,0,19,19,0,0,869,836,0,836,669,167,33
1500000US130670315072,130670000000,Block Group 2 Census Tract 315.07 Cobb County Georgia,737,287,51,0,0,0,0,0,51,236,34,0,34,22,12,202,450,22,17,0,17,17,0,5,428,397,0,397,388,9,31
1500000US130670315081,130670000000,Block Group 1 Census Tract 315.08 Cobb County Georgia,1206,76,0,0,0,0,0,0,0,76,76,0,76,23,53,0,1130,37,7,0,7,7,0,30,1093,989,0,989,968,21,104
1500000US130670315082,130670000000,Block Group 2 Census Tract 315.08 Cobb County Georgia,1801,62,25,0,0,0,0,0,25,37,9,0,9,9,0,28,1739,187,118,0,118,65,53,69,1552,1303,0,1303,1184,119,249
1500000US130670315091,130670000000,Block Group 1 Census Tract 315.09 Cobb County Georgia,1438,219,1,1,0,1,0,1,0,218,117,0,117,17,100,101,1219,89,46,0,46,46,0,43,1130,1017,0,1017,920,97,113
1500000US130670315092,130670000000,Block Group 2 Census Tract 315.09 Cobb County Georgia,1065,37,0,0,0,0,0,0,0,37,24,0,24,11,13,13,1028,67,36,0,36,36,0,31,961,876,0,876,682,194,85
1500000US130670315093,130670000000,Block Group 3 Census Tract 315.09 Cobb County Georgia,1076,59,0,0,0,0,0,0,0,59,14,0,14,2,12,45,1017,104,42,0,42,42,0,62,913,827,0,827,749,78,86
1500000US130670315094,130670000000,Block Group 4 Census Tract 315.09 Cobb County Georgia,1432,75,0,0,0,0,0,0,0,75,24,0,24,24,0,51,1357,33,15,0,15,15,0,18,1324,1147,0,1147,1074,73,177
1500000US130670315095,130670000000,Block Group 5 Census Tract 315.09 Cobb County Georgia,895,100,0,0,0,0,0,0,0,100,38,0,38,38,0,62,795,83,17,0,17,17,0,66,712,660,0,660,638,22,52
1500000US130890201001,130890000000,Block Group 1 Census Tract 201 DeKalb County Georgia,1252,31,0,0,0,0,0,0,0,31,15,0,15,0,15,16,1221,4,0,0,0,0,0,4,1217,1024,0,1024,1000,24,193
1500000US130890202001,130890000000,Block Group 1 Census Tract 202 DeKalb County Georgia,495,16,0,0,0,0,0,0,0,16,16,0,16,16,0,0,479,28,15,0,15,15,0,13,451,367,0,367,367,0,84
