GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Estimate; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Estimate; Total: - Two or more races: - Two races excluding Some other race and three or more races
1500000US130670302321,1.31E+11,Block Group 1 Census Tract 302.32 Cobb County Georgia,2791,1496,1104,0,32,0,69,90,78,12
1500000US130670302322,1.31E+11,Block Group 2 Census Tract 302.32 Cobb County Georgia,2942,1914,727,0,49,0,187,65,21,44
1500000US130670302331,1.31E+11,Block Group 1 Census Tract 302.33 Cobb County Georgia,1593,1152,431,0,10,0,0,0,0,0
1500000US130670302332,1.31E+11,Block Group 2 Census Tract 302.33 Cobb County Georgia,2626,1794,606,0,120,0,89,17,0,17
1500000US130670302341,1.31E+11,Block Group 1 Census Tract 302.34 Cobb County Georgia,3051,2675,241,0,7,0,112,16,0,16
1500000US130670302342,1.31E+11,Block Group 2 Census Tract 302.34 Cobb County Georgia,2778,1845,769,0,94,0,19,51,0,51
1500000US130670302351,1.31E+11,Block Group 1 Census Tract 302.35 Cobb County Georgia,1678,1455,132,0,0,25,0,66,0,66
1500000US130670302352,1.31E+11,Block Group 2 Census Tract 302.35 Cobb County Georgia,3180,2616,402,0,0,0,67,95,0,95
1500000US130670302361,1.31E+11,Block Group 1 Census Tract 302.36 Cobb County Georgia,2756,2507,219,0,10,0,0,20,0,20
1500000US130670302362,1.31E+11,Block Group 2 Census Tract 302.36 Cobb County Georgia,1907,1630,148,0,59,0,18,52,0,52
1500000US130670302381,1.31E+11,Block Group 1 Census Tract 302.38 Cobb County Georgia,3489,2999,346,0,109,0,0,35,0,35
1500000US130670302382,1.31E+11,Block Group 2 Census Tract 302.38 Cobb County Georgia,3267,2389,592,0,76,55,0,155,0,155
1500000US130670302391,1.31E+11,Block Group 1 Census Tract 302.39 Cobb County Georgia,1852,1773,79,0,0,0,0,0,0,0
1500000US130670302392,1.31E+11,Block Group 2 Census Tract 302.39 Cobb County Georgia,3134,2313,379,0,263,0,167,12,0,12
1500000US130670302393,1.31E+11,Block Group 3 Census Tract 302.39 Cobb County Georgia,3302,3252,31,0,0,0,0,19,0,19
1500000US130670303101,1.31E+11,Block Group 1 Census Tract 303.10 Cobb County Georgia,1450,1047,264,0,95,0,0,44,0,44
1500000US130670303102,1.31E+11,Block Group 2 Census Tract 303.10 Cobb County Georgia,2330,2041,262,0,5,0,0,22,0,22
1500000US130670303103,1.31E+11,Block Group 3 Census Tract 303.10 Cobb County Georgia,776,689,60,0,27,0,0,0,0,0
1500000US130670303104,1.31E+11,Block Group 4 Census Tract 303.10 Cobb County Georgia,2308,2115,113,0,0,0,0,80,0,80
1500000US130670303105,1.31E+11,Block Group 5 Census Tract 303.10 Cobb County Georgia,1270,953,169,0,10,0,88,50,0,50
1500000US130670303111,1.31E+11,Block Group 1 Census Tract 303.11 Cobb County Georgia,1816,1624,35,0,126,0,0,31,0,31
1500000US130670303112,1.31E+11,Block Group 2 Census Tract 303.11 Cobb County Georgia,1130,1130,0,0,0,0,0,0,0,0
1500000US130670303113,1.31E+11,Block Group 3 Census Tract 303.11 Cobb County Georgia,1111,766,160,0,154,0,0,31,0,31
1500000US130670303114,1.31E+11,Block Group 4 Census Tract 303.11 Cobb County Georgia,2019,1712,175,0,40,0,76,16,0,16
1500000US130670303121,1.31E+11,Block Group 1 Census Tract 303.12 Cobb County Georgia,2609,1850,335,0,339,0,0,85,0,85
1500000US130670303122,1.31E+11,Block Group 2 Census Tract 303.12 Cobb County Georgia,1576,1302,20,0,130,0,40,84,55,29
1500000US130670303123,1.31E+11,Block Group 3 Census Tract 303.12 Cobb County Georgia,1253,1232,0,21,0,0,0,0,0,0
1500000US130670303124,1.31E+11,Block Group 4 Census Tract 303.12 Cobb County Georgia,711,633,78,0,0,0,0,0,0,0
1500000US130670303131,1.31E+11,Block Group 1 Census Tract 303.13 Cobb County Georgia,1457,998,113,0,261,0,85,0,0,0
1500000US130670303132,1.31E+11,Block Group 2 Census Tract 303.13 Cobb County Georgia,524,419,105,0,0,0,0,0,0,0
1500000US130670303133,1.31E+11,Block Group 3 Census Tract 303.13 Cobb County Georgia,1158,841,317,0,0,0,0,0,0,0
1500000US130670303134,1.31E+11,Block Group 4 Census Tract 303.13 Cobb County Georgia,1599,1364,152,0,55,0,28,0,0,0
1500000US130670303135,1.31E+11,Block Group 5 Census Tract 303.13 Cobb County Georgia,3245,2199,645,16,385,0,0,0,0,0
1500000US130670303141,1.31E+11,Block Group 1 Census Tract 303.14 Cobb County Georgia,2556,2161,65,0,14,0,273,43,0,43
1500000US130670303142,1.31E+11,Block Group 2 Census Tract 303.14 Cobb County Georgia,2416,1915,229,0,204,0,0,68,0,68
1500000US130670303143,1.31E+11,Block Group 3 Census Tract 303.14 Cobb County Georgia,3021,1999,537,121,289,0,0,75,75,0
1500000US130670303181,1.31E+11,Block Group 1 Census Tract 303.18 Cobb County Georgia,2350,2004,24,0,264,0,0,58,0,58
1500000US130670303182,1.31E+11,Block Group 2 Census Tract 303.18 Cobb County Georgia,3136,2925,5,0,157,0,0,49,0,49
1500000US130670303183,1.31E+11,Block Group 3 Census Tract 303.18 Cobb County Georgia,2518,2055,331,0,79,0,0,53,0,53
1500000US130670303191,1.31E+11,Block Group 1 Census Tract 303.19 Cobb County Georgia,1926,1710,11,0,175,0,22,8,0,8
1500000US130670303192,1.31E+11,Block Group 2 Census Tract 303.19 Cobb County Georgia,2300,2096,40,0,164,0,0,0,0,0
1500000US130670303201,1.31E+11,Block Group 1 Census Tract 303.20 Cobb County Georgia,3006,2113,643,0,176,0,0,74,30,44
1500000US130670303202,1.31E+11,Block Group 2 Census Tract 303.20 Cobb County Georgia,2652,2297,140,0,119,0,0,96,66,30
1500000US130670303203,1.31E+11,Block Group 3 Census Tract 303.20 Cobb County Georgia,2066,1265,281,0,335,0,13,172,100,72
1500000US130670303221,1.31E+11,Block Group 1 Census Tract 303.22 Cobb County Georgia,1174,959,141,0,8,0,8,58,26,32
1500000US130670303222,1.31E+11,Block Group 2 Census Tract 303.22 Cobb County Georgia,2046,1641,235,0,89,0,73,8,0,8
1500000US130670303241,1.31E+11,Block Group 1 Census Tract 303.24 Cobb County Georgia,1786,1576,108,0,0,0,72,30,11,19
1500000US130670303242,1.31E+11,Block Group 2 Census Tract 303.24 Cobb County Georgia,1804,1567,41,0,45,0,0,151,0,151
1500000US130670303261,1.31E+11,Block Group 1 Census Tract 303.26 Cobb County Georgia,1746,1133,97,0,443,0,0,73,0,73
1500000US130670303262,1.31E+11,Block Group 2 Census Tract 303.26 Cobb County Georgia,1749,1666,25,0,58,0,0,0,0,0
1500000US130670303263,1.31E+11,Block Group 3 Census Tract 303.26 Cobb County Georgia,1139,973,13,0,26,0,94,33,33,0
1500000US130670303271,1.31E+11,Block Group 1 Census Tract 303.27 Cobb County Georgia,2956,2352,131,0,382,0,56,35,0,35
1500000US130670303272,1.31E+11,Block Group 2 Census Tract 303.27 Cobb County Georgia,1401,1038,238,10,33,0,0,82,0,82
1500000US130670303281,1.31E+11,Block Group 1 Census Tract 303.28 Cobb County Georgia,1808,1646,162,0,0,0,0,0,0,0
1500000US130670303282,1.31E+11,Block Group 2 Census Tract 303.28 Cobb County Georgia,2485,2241,124,0,113,0,0,7,0,7
1500000US130670303283,1.31E+11,Block Group 3 Census Tract 303.28 Cobb County Georgia,1913,1771,34,26,82,0,0,0,0,0
1500000US130670303291,1.31E+11,Block Group 1 Census Tract 303.29 Cobb County Georgia,2807,2053,296,0,310,0,81,67,0,67
1500000US130670303292,1.31E+11,Block Group 2 Census Tract 303.29 Cobb County Georgia,1669,1494,109,0,22,0,44,0,0,0
1500000US130670303301,1.31E+11,Block Group 1 Census Tract 303.30 Cobb County Georgia,1621,1230,92,0,255,0,0,44,0,44
1500000US130670303302,1.31E+11,Block Group 2 Census Tract 303.30 Cobb County Georgia,2526,1783,522,0,142,0,0,79,30,49
1500000US130670303303,1.31E+11,Block Group 3 Census Tract 303.30 Cobb County Georgia,1557,1028,106,0,383,0,0,40,40,0
1500000US130670303311,1.31E+11,Block Group 1 Census Tract 303.31 Cobb County Georgia,2138,1789,177,0,155,0,0,17,0,17
1500000US130670303312,1.31E+11,Block Group 2 Census Tract 303.31 Cobb County Georgia,2397,1920,110,0,164,0,192,11,11,0
1500000US130670303313,1.31E+11,Block Group 3 Census Tract 303.31 Cobb County Georgia,1205,1171,16,0,0,0,0,18,0,18
1500000US130670303321,1.31E+11,Block Group 1 Census Tract 303.32 Cobb County Georgia,1537,1357,127,0,30,0,0,23,0,23
1500000US130670303322,1.31E+11,Block Group 2 Census Tract 303.32 Cobb County Georgia,1931,1539,43,0,307,0,0,42,0,42
1500000US130670303331,1.31E+11,Block Group 1 Census Tract 303.33 Cobb County Georgia,3060,2413,313,0,208,0,21,105,47,58
1500000US130670303332,1.31E+11,Block Group 2 Census Tract 303.33 Cobb County Georgia,1918,1649,0,0,269,0,0,0,0,0
1500000US130670303333,1.31E+11,Block Group 3 Census Tract 303.33 Cobb County Georgia,1168,871,52,0,112,36,0,97,0,97
1500000US130670303341,1.31E+11,Block Group 1 Census Tract 303.34 Cobb County Georgia,1431,1155,100,54,39,0,0,83,26,57
1500000US130670303342,1.31E+11,Block Group 2 Census Tract 303.34 Cobb County Georgia,1887,1530,111,12,106,0,22,106,0,106
1500000US130670303351,1.31E+11,Block Group 1 Census Tract 303.35 Cobb County Georgia,2417,2296,43,9,31,0,0,38,0,38
1500000US130670303352,1.31E+11,Block Group 2 Census Tract 303.35 Cobb County Georgia,2212,1899,183,0,104,0,0,26,0,26
1500000US130670303361,1.31E+11,Block Group 1 Census Tract 303.36 Cobb County Georgia,2026,1825,0,0,201,0,0,0,0,0
1500000US130670303362,1.31E+11,Block Group 2 Census Tract 303.36 Cobb County Georgia,1536,1267,44,0,181,44,0,0,0,0
1500000US130670303363,1.31E+11,Block Group 3 Census Tract 303.36 Cobb County Georgia,2396,2036,142,0,129,15,0,74,0,74
1500000US130670303364,1.31E+11,Block Group 4 Census Tract 303.36 Cobb County Georgia,1520,1318,0,0,151,0,51,0,0,0
1500000US130670303371,1.31E+11,Block Group 1 Census Tract 303.37 Cobb County Georgia,1681,1608,46,0,0,0,11,16,16,0
1500000US130670303372,1.31E+11,Block Group 2 Census Tract 303.37 Cobb County Georgia,1716,1628,54,0,26,0,0,8,0,8
1500000US130670303373,1.31E+11,Block Group 3 Census Tract 303.37 Cobb County Georgia,1068,830,8,0,169,0,18,43,7,36
1500000US130670303391,1.31E+11,Block Group 1 Census Tract 303.39 Cobb County Georgia,1427,897,229,0,280,21,0,0,0,0
1500000US130670303392,1.31E+11,Block Group 2 Census Tract 303.39 Cobb County Georgia,4172,2323,1138,24,443,0,173,71,0,71
1500000US130670303401,1.31E+11,Block Group 1 Census Tract 303.40 Cobb County Georgia,2094,1816,168,0,103,0,0,7,0,7
1500000US130670303402,1.31E+11,Block Group 2 Census Tract 303.40 Cobb County Georgia,1770,1472,85,0,203,0,0,10,0,10
1500000US130670303411,1.31E+11,Block Group 1 Census Tract 303.41 Cobb County Georgia,2193,1658,387,16,104,0,15,13,7,6
1500000US130670303412,1.31E+11,Block Group 2 Census Tract 303.41 Cobb County Georgia,2378,2018,194,0,45,0,34,87,59,28
1500000US130670303421,1.31E+11,Block Group 1 Census Tract 303.42 Cobb County Georgia,1922,1677,90,13,127,0,0,15,15,0
1500000US130670303422,1.31E+11,Block Group 2 Census Tract 303.42 Cobb County Georgia,3068,2600,276,0,92,0,0,100,0,100
1500000US130670303431,1.31E+11,Block Group 1 Census Tract 303.43 Cobb County Georgia,1785,1627,22,0,136,0,0,0,0,0
1500000US130670303432,1.31E+11,Block Group 2 Census Tract 303.43 Cobb County Georgia,1822,1410,103,0,107,0,186,16,16,0
1500000US130670303433,1.31E+11,Block Group 3 Census Tract 303.43 Cobb County Georgia,1001,922,0,0,37,0,0,42,0,42
1500000US130670303441,1.31E+11,Block Group 1 Census Tract 303.44 Cobb County Georgia,2376,803,1333,0,182,0,58,0,0,0
1500000US130670303442,1.31E+11,Block Group 2 Census Tract 303.44 Cobb County Georgia,848,226,450,0,71,0,101,0,0,0
1500000US130670303443,1.31E+11,Block Group 3 Census Tract 303.44 Cobb County Georgia,412,112,233,0,35,0,32,0,0,0
1500000US130670303451,1.31E+11,Block Group 1 Census Tract 303.45 Cobb County Georgia,2656,833,874,0,20,0,929,0,0,0
1500000US130670303452,1.31E+11,Block Group 2 Census Tract 303.45 Cobb County Georgia,330,136,72,0,98,0,24,0,0,0
1500000US130670303453,1.31E+11,Block Group 3 Census Tract 303.45 Cobb County Georgia,2000,612,277,0,1037,27,21,26,12,14
1500000US130670304051,1.31E+11,Block Group 1 Census Tract 304.05 Cobb County Georgia,2519,1344,1030,0,89,0,42,14,14,0
1500000US130670304052,1.31E+11,Block Group 2 Census Tract 304.05 Cobb County Georgia,1217,890,196,0,69,0,36,26,0,26
1500000US130670304053,1.31E+11,Block Group 3 Census Tract 304.05 Cobb County Georgia,1782,625,746,0,118,0,287,6,0,6
1500000US130670304054,1.31E+11,Block Group 4 Census Tract 304.05 Cobb County Georgia,764,473,91,0,0,0,191,9,0,9
1500000US130670304071,1.31E+11,Block Group 1 Census Tract 304.07 Cobb County Georgia,1875,1473,89,0,228,0,0,85,0,85
1500000US130670304072,1.31E+11,Block Group 2 Census Tract 304.07 Cobb County Georgia,1226,804,352,0,31,0,0,39,0,39
1500000US130670304073,1.31E+11,Block Group 3 Census Tract 304.07 Cobb County Georgia,1568,1266,94,0,53,0,117,38,12,26
1500000US130670304081,1.31E+11,Block Group 1 Census Tract 304.08 Cobb County Georgia,1321,932,296,0,93,0,0,0,0,0
1500000US130670304082,1.31E+11,Block Group 2 Census Tract 304.08 Cobb County Georgia,1875,1120,131,0,405,0,219,0,0,0
1500000US130670304091,1.31E+11,Block Group 1 Census Tract 304.09 Cobb County Georgia,1990,1662,190,6,113,0,0,19,0,19
1500000US130670304092,1.31E+11,Block Group 2 Census Tract 304.09 Cobb County Georgia,1533,1034,92,0,280,0,93,34,0,34
1500000US130670304101,1.31E+11,Block Group 1 Census Tract 304.10 Cobb County Georgia,2689,1816,456,0,158,0,0,259,0,259
1500000US130670304102,1.31E+11,Block Group 2 Census Tract 304.10 Cobb County Georgia,2250,1637,447,0,25,0,122,19,0,19
1500000US130670304111,1.31E+11,Block Group 1 Census Tract 304.11 Cobb County Georgia,870,269,559,0,0,0,0,42,0,42
1500000US130670304112,1.31E+11,Block Group 2 Census Tract 304.11 Cobb County Georgia,860,319,404,0,0,0,137,0,0,0
1500000US130670304113,1.31E+11,Block Group 3 Census Tract 304.11 Cobb County Georgia,2069,151,1523,0,43,0,341,11,0,11
1500000US130670304121,1.31E+11,Block Group 1 Census Tract 304.12 Cobb County Georgia,594,316,238,0,10,0,29,1,0,1
1500000US130670304122,1.31E+11,Block Group 2 Census Tract 304.12 Cobb County Georgia,2885,437,1729,0,71,0,594,54,8,46
1500000US130670304123,1.31E+11,Block Group 3 Census Tract 304.12 Cobb County Georgia,553,231,208,0,13,0,86,15,0,15
1500000US130670304124,1.31E+11,Block Group 4 Census Tract 304.12 Cobb County Georgia,163,18,145,0,0,0,0,0,0,0
1500000US130670304131,1.31E+11,Block Group 1 Census Tract 304.13 Cobb County Georgia,2120,1101,440,0,276,0,115,188,131,57
1500000US130670304132,1.31E+11,Block Group 2 Census Tract 304.13 Cobb County Georgia,1832,444,902,0,0,0,383,103,0,103
1500000US130670304133,1.31E+11,Block Group 3 Census Tract 304.13 Cobb County Georgia,2149,952,604,0,277,0,145,171,0,171
1500000US130670304141,1.31E+11,Block Group 1 Census Tract 304.14 Cobb County Georgia,2085,337,1419,0,86,0,243,0,0,0
1500000US130670304142,1.31E+11,Block Group 2 Census Tract 304.14 Cobb County Georgia,833,175,628,0,30,0,0,0,0,0
1500000US130670305021,1.31E+11,Block Group 1 Census Tract 305.02 Cobb County Georgia,2842,2070,281,0,104,0,318,69,58,11
1500000US130670305022,1.31E+11,Block Group 2 Census Tract 305.02 Cobb County Georgia,2375,1400,842,0,132,0,0,1,0,1
1500000US130670305023,1.31E+11,Block Group 3 Census Tract 305.02 Cobb County Georgia,1318,1200,19,0,99,0,0,0,0,0
1500000US130670305041,1.31E+11,Block Group 1 Census Tract 305.04 Cobb County Georgia,3427,2042,743,0,611,0,0,31,0,31
1500000US130670305042,1.31E+11,Block Group 2 Census Tract 305.04 Cobb County Georgia,1183,1110,73,0,0,0,0,0,0,0
1500000US130670305043,1.31E+11,Block Group 3 Census Tract 305.04 Cobb County Georgia,1722,1006,431,0,0,0,285,0,0,0
1500000US130670305044,1.31E+11,Block Group 4 Census Tract 305.04 Cobb County Georgia,471,202,227,0,15,0,0,27,0,27
1500000US130670305051,1.31E+11,Block Group 1 Census Tract 305.05 Cobb County Georgia,1645,956,511,0,102,0,31,45,0,45
1500000US130670305052,1.31E+11,Block Group 2 Census Tract 305.05 Cobb County Georgia,1501,718,721,0,26,0,24,12,0,12
1500000US130670305053,1.31E+11,Block Group 3 Census Tract 305.05 Cobb County Georgia,1428,567,447,0,238,0,0,176,0,176
1500000US130670305054,1.31E+11,Block Group 4 Census Tract 305.05 Cobb County Georgia,1892,720,628,29,304,0,211,0,0,0
1500000US130670305061,1.31E+11,Block Group 1 Census Tract 305.06 Cobb County Georgia,2434,1349,710,0,52,0,225,98,0,98
1500000US130670305062,1.31E+11,Block Group 2 Census Tract 305.06 Cobb County Georgia,1648,1379,126,0,35,0,88,20,0,20
1500000US130670305071,1.31E+11,Block Group 1 Census Tract 305.07 Cobb County Georgia,3132,2522,251,0,211,0,138,10,0,10
1500000US130670305072,1.31E+11,Block Group 2 Census Tract 305.07 Cobb County Georgia,1780,1265,311,0,190,0,14,0,0,0
1500000US130670306011,1.31E+11,Block Group 1 Census Tract 306.01 Cobb County Georgia,2700,1004,1117,0,396,0,160,23,0,23
1500000US130670306012,1.31E+11,Block Group 2 Census Tract 306.01 Cobb County Georgia,1627,530,451,15,631,0,0,0,0,0
1500000US130670306013,1.31E+11,Block Group 3 Census Tract 306.01 Cobb County Georgia,4537,3024,963,0,292,30,137,91,0,91
1500000US130670306021,1.31E+11,Block Group 1 Census Tract 306.02 Cobb County Georgia,3123,2853,171,0,95,0,4,0,0,0
1500000US130670306022,1.31E+11,Block Group 2 Census Tract 306.02 Cobb County Georgia,357,266,88,0,0,0,3,0,0,0
1500000US130670306023,1.31E+11,Block Group 3 Census Tract 306.02 Cobb County Georgia,2184,1892,141,0,0,0,151,0,0,0
1500000US130670306024,1.31E+11,Block Group 4 Census Tract 306.02 Cobb County Georgia,1016,958,58,0,0,0,0,0,0,0
1500000US130670307001,1.31E+11,Block Group 1 Census Tract 307 Cobb County Georgia,1280,422,380,0,0,0,471,7,0,7
1500000US130670307002,1.31E+11,Block Group 2 Census Tract 307 Cobb County Georgia,767,421,315,0,8,0,9,14,0,14
1500000US130670307003,1.31E+11,Block Group 3 Census Tract 307 Cobb County Georgia,803,257,528,0,0,0,0,18,18,0
1500000US130670307004,1.31E+11,Block Group 4 Census Tract 307 Cobb County Georgia,730,373,192,0,0,0,163,2,0,2
1500000US130670308001,1.31E+11,Block Group 1 Census Tract 308 Cobb County Georgia,1109,962,113,0,34,0,0,0,0,0
1500000US130670308002,1.31E+11,Block Group 2 Census Tract 308 Cobb County Georgia,2785,1743,581,0,128,0,300,33,0,33
1500000US130670308003,1.31E+11,Block Group 3 Census Tract 308 Cobb County Georgia,1118,730,310,0,10,0,50,18,0,18
1500000US130670309011,1.31E+11,Block Group 1 Census Tract 309.01 Cobb County Georgia,605,605,0,0,0,0,0,0,0,0
1500000US130670309012,1.31E+11,Block Group 2 Census Tract 309.01 Cobb County Georgia,1315,1092,33,0,146,0,0,44,0,44
1500000US130670309013,1.31E+11,Block Group 3 Census Tract 309.01 Cobb County Georgia,1583,430,1086,0,0,0,0,67,0,67
1500000US130670309014,1.31E+11,Block Group 4 Census Tract 309.01 Cobb County Georgia,1221,1162,47,0,12,0,0,0,0,0
1500000US130670309015,1.31E+11,Block Group 5 Census Tract 309.01 Cobb County Georgia,2467,1890,398,0,0,0,129,50,0,50
1500000US130670309021,1.31E+11,Block Group 1 Census Tract 309.02 Cobb County Georgia,1127,931,105,0,0,0,91,0,0,0
1500000US130670309022,1.31E+11,Block Group 2 Census Tract 309.02 Cobb County Georgia,2300,968,470,0,122,0,589,151,0,151
1500000US130670309023,1.31E+11,Block Group 3 Census Tract 309.02 Cobb County Georgia,1168,1018,115,0,0,0,0,35,0,35
1500000US130670309024,1.31E+11,Block Group 4 Census Tract 309.02 Cobb County Georgia,835,607,113,0,0,0,83,32,0,32
1500000US130670309041,1.31E+11,Block Group 1 Census Tract 309.04 Cobb County Georgia,1781,1159,439,0,0,0,183,0,0,0
1500000US130670309042,1.31E+11,Block Group 2 Census Tract 309.04 Cobb County Georgia,1496,427,820,56,155,0,30,8,0,8
1500000US130670309043,1.31E+11,Block Group 3 Census Tract 309.04 Cobb County Georgia,1420,569,630,0,31,0,127,63,0,63
1500000US130670309044,1.31E+11,Block Group 4 Census Tract 309.04 Cobb County Georgia,1690,574,727,0,36,0,272,81,0,81
1500000US130670309051,1.31E+11,Block Group 1 Census Tract 309.05 Cobb County Georgia,2909,1183,1506,0,70,0,142,8,8,0
1500000US130670309052,1.31E+11,Block Group 2 Census Tract 309.05 Cobb County Georgia,779,329,312,0,0,0,116,22,0,22
1500000US130670309053,1.31E+11,Block Group 3 Census Tract 309.05 Cobb County Georgia,3258,1028,1213,10,49,0,684,274,152,122
1500000US130670309054,1.31E+11,Block Group 4 Census Tract 309.05 Cobb County Georgia,1308,433,622,0,85,0,149,19,0,19
1500000US130670310011,1.31E+11,Block Group 1 Census Tract 310.01 Cobb County Georgia,1633,1045,403,0,0,0,169,16,0,16
1500000US130670310012,1.31E+11,Block Group 2 Census Tract 310.01 Cobb County Georgia,950,434,227,0,0,0,269,20,0,20
1500000US130670310013,1.31E+11,Block Group 3 Census Tract 310.01 Cobb County Georgia,2593,1250,641,0,0,0,658,44,0,44
1500000US130670310021,1.31E+11,Block Group 1 Census Tract 310.02 Cobb County Georgia,3507,1069,997,0,34,0,1298,109,28,81
1500000US130670310022,1.31E+11,Block Group 2 Census Tract 310.02 Cobb County Georgia,1600,647,443,0,0,0,496,14,0,14
1500000US130670310023,1.31E+11,Block Group 3 Census Tract 310.02 Cobb County Georgia,1940,877,671,0,0,0,356,36,19,17
1500000US130670310024,1.31E+11,Block Group 4 Census Tract 310.02 Cobb County Georgia,1991,560,1146,0,69,0,216,0,0,0
1500000US130670310041,1.31E+11,Block Group 1 Census Tract 310.04 Cobb County Georgia,2882,1763,447,0,0,0,617,55,14,41
1500000US130670310042,1.31E+11,Block Group 2 Census Tract 310.04 Cobb County Georgia,1440,844,455,0,104,0,0,37,0,37
1500000US130670310043,1.31E+11,Block Group 3 Census Tract 310.04 Cobb County Georgia,2112,782,985,0,16,0,276,53,0,53
1500000US130670310044,1.31E+11,Block Group 4 Census Tract 310.04 Cobb County Georgia,1400,447,939,0,0,14,0,0,0,0
1500000US130670310051,1.31E+11,Block Group 1 Census Tract 310.05 Cobb County Georgia,3073,1271,1224,0,162,0,206,210,58,152
1500000US130670310052,1.31E+11,Block Group 2 Census Tract 310.05 Cobb County Georgia,2567,1407,410,56,226,0,295,173,172,1
1500000US130670311011,1.31E+11,Block Group 1 Census Tract 311.01 Cobb County Georgia,2097,792,700,9,88,0,473,35,0,35
1500000US130670311012,1.31E+11,Block Group 2 Census Tract 311.01 Cobb County Georgia,1106,692,213,0,62,0,139,0,0,0
1500000US130670311013,1.31E+11,Block Group 3 Census Tract 311.01 Cobb County Georgia,1081,573,373,0,0,0,122,13,0,13
1500000US130670311061,1.31E+11,Block Group 1 Census Tract 311.06 Cobb County Georgia,1534,830,635,0,0,0,69,0,0,0
1500000US130670311062,1.31E+11,Block Group 2 Census Tract 311.06 Cobb County Georgia,2772,1697,762,0,115,0,181,17,0,17
1500000US130670311063,1.31E+11,Block Group 3 Census Tract 311.06 Cobb County Georgia,1851,688,846,0,213,0,0,104,0,104
1500000US130670311064,1.31E+11,Block Group 4 Census Tract 311.06 Cobb County Georgia,2123,994,774,0,62,9,267,17,0,17
1500000US130670311081,1.31E+11,Block Group 1 Census Tract 311.08 Cobb County Georgia,579,383,175,0,0,0,0,21,0,21
1500000US130670311082,1.31E+11,Block Group 2 Census Tract 311.08 Cobb County Georgia,556,537,19,0,0,0,0,0,0,0
1500000US130670311083,1.31E+11,Block Group 3 Census Tract 311.08 Cobb County Georgia,2909,869,1626,0,101,0,264,49,23,26
1500000US130670311084,1.31E+11,Block Group 4 Census Tract 311.08 Cobb County Georgia,1322,621,647,0,0,0,0,54,0,54
1500000US130670311101,1.31E+11,Block Group 1 Census Tract 311.10 Cobb County Georgia,2612,1668,802,0,64,0,53,25,0,25
1500000US130670311102,1.31E+11,Block Group 2 Census Tract 311.10 Cobb County Georgia,1328,1020,289,0,0,0,19,0,0,0
1500000US130670311111,1.31E+11,Block Group 1 Census Tract 311.11 Cobb County Georgia,2081,1548,360,0,95,0,11,67,8,59
1500000US130670311112,1.31E+11,Block Group 2 Census Tract 311.11 Cobb County Georgia,1241,662,189,0,129,0,190,71,12,59
1500000US130670311121,1.31E+11,Block Group 1 Census Tract 311.12 Cobb County Georgia,742,698,0,0,0,0,0,44,0,44
1500000US130670311122,1.31E+11,Block Group 2 Census Tract 311.12 Cobb County Georgia,2186,777,1093,0,107,0,209,0,0,0
1500000US130670311123,1.31E+11,Block Group 3 Census Tract 311.12 Cobb County Georgia,2292,1621,358,0,185,0,38,90,0,90
1500000US130670311131,1.31E+11,Block Group 1 Census Tract 311.13 Cobb County Georgia,851,341,360,0,15,0,61,74,0,74
1500000US130670311141,1.31E+11,Block Group 1 Census Tract 311.14 Cobb County Georgia,3691,1562,1507,0,107,44,380,91,91,0
1500000US130670311142,1.31E+11,Block Group 2 Census Tract 311.14 Cobb County Georgia,1807,823,515,0,432,0,0,37,37,0
1500000US130670311143,1.31E+11,Block Group 3 Census Tract 311.14 Cobb County Georgia,1544,658,672,0,110,0,104,0,0,0
1500000US130670311144,1.31E+11,Block Group 4 Census Tract 311.14 Cobb County Georgia,629,207,177,0,0,0,214,31,0,31
1500000US130670311151,1.31E+11,Block Group 1 Census Tract 311.15 Cobb County Georgia,1907,708,951,0,39,0,209,0,0,0
1500000US130670311152,1.31E+11,Block Group 2 Census Tract 311.15 Cobb County Georgia,2713,973,912,0,111,0,688,29,0,29
1500000US130670311161,1.31E+11,Block Group 1 Census Tract 311.16 Cobb County Georgia,3471,879,1937,0,0,0,635,20,0,20
1500000US130670311162,1.31E+11,Block Group 2 Census Tract 311.16 Cobb County Georgia,1216,360,69,0,111,0,624,52,52,0
1500000US130670311163,1.31E+11,Block Group 3 Census Tract 311.16 Cobb County Georgia,405,296,109,0,0,0,0,0,0,0
1500000US130670311171,1.31E+11,Block Group 1 Census Tract 311.17 Cobb County Georgia,2335,1230,518,0,142,0,397,48,0,48
1500000US130670311172,1.31E+11,Block Group 2 Census Tract 311.17 Cobb County Georgia,1710,1641,54,0,5,0,10,0,0,0
1500000US130670311173,1.31E+11,Block Group 3 Census Tract 311.17 Cobb County Georgia,768,680,88,0,0,0,0,0,0,0
