GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08
Id,Id2,Geography,Estimate; Total:,Estimate; Own child:,Estimate; Own child: - Biological child,Estimate; Own child: - Adopted child,Estimate; Own child: - Stepchild,Estimate; Grandchild,Estimate; Other relatives,Estimate; Foster child or other unrelated child
1500000US130670303183,1.31E+11,Block Group 3 Census Tract 303.18 Cobb County Georgia,679,679,679,0,0,0,0,0
1500000US130670303191,1.31E+11,Block Group 1 Census Tract 303.19 Cobb County Georgia,581,560,505,0,55,0,21,0
1500000US130670303192,1.31E+11,Block Group 2 Census Tract 303.19 Cobb County Georgia,521,502,485,0,17,19,0,0
1500000US130670303201,1.31E+11,Block Group 1 Census Tract 303.20 Cobb County Georgia,330,330,320,0,10,0,0,0
1500000US130670303202,1.31E+11,Block Group 2 Census Tract 303.20 Cobb County Georgia,687,687,594,93,0,0,0,0
1500000US130670303203,1.31E+11,Block Group 3 Census Tract 303.20 Cobb County Georgia,427,420,397,13,10,7,0,0
1500000US130670303221,1.31E+11,Block Group 1 Census Tract 303.22 Cobb County Georgia,235,226,218,0,8,0,0,9
1500000US130670303222,1.31E+11,Block Group 2 Census Tract 303.22 Cobb County Georgia,579,579,557,0,22,0,0,0
1500000US130670303241,1.31E+11,Block Group 1 Census Tract 303.24 Cobb County Georgia,393,357,351,6,0,36,0,0
1500000US130670303242,1.31E+11,Block Group 2 Census Tract 303.24 Cobb County Georgia,448,440,430,0,10,8,0,0
1500000US130670303261,1.31E+11,Block Group 1 Census Tract 303.26 Cobb County Georgia,447,394,373,21,0,33,0,20
1500000US130670303262,1.31E+11,Block Group 2 Census Tract 303.26 Cobb County Georgia,523,523,454,29,40,0,0,0
1500000US130670303263,1.31E+11,Block Group 3 Census Tract 303.26 Cobb County Georgia,280,280,280,0,0,0,0,0
1500000US130670303271,1.31E+11,Block Group 1 Census Tract 303.27 Cobb County Georgia,815,767,744,23,0,48,0,0
1500000US130670303272,1.31E+11,Block Group 2 Census Tract 303.27 Cobb County Georgia,310,293,271,13,9,17,0,0
1500000US130670303281,1.31E+11,Block Group 1 Census Tract 303.28 Cobb County Georgia,487,487,487,0,0,0,0,0
1500000US130670303282,1.31E+11,Block Group 2 Census Tract 303.28 Cobb County Georgia,453,453,446,7,0,0,0,0
1500000US130670303283,1.31E+11,Block Group 3 Census Tract 303.28 Cobb County Georgia,525,508,496,12,0,17,0,0
1500000US130670303291,1.31E+11,Block Group 1 Census Tract 303.29 Cobb County Georgia,579,430,373,18,39,112,37,0
1500000US130670303292,1.31E+11,Block Group 2 Census Tract 303.29 Cobb County Georgia,470,470,453,17,0,0,0,0
1500000US130670303301,1.31E+11,Block Group 1 Census Tract 303.30 Cobb County Georgia,533,516,495,8,13,9,8,0
1500000US130670303302,1.31E+11,Block Group 2 Census Tract 303.30 Cobb County Georgia,629,602,594,0,8,0,8,19
1500000US130670303303,1.31E+11,Block Group 3 Census Tract 303.30 Cobb County Georgia,371,361,352,0,9,0,10,0
1500000US130670303311,1.31E+11,Block Group 1 Census Tract 303.31 Cobb County Georgia,457,447,370,61,16,10,0,0
1500000US130670303312,1.31E+11,Block Group 2 Census Tract 303.31 Cobb County Georgia,704,655,639,0,16,38,0,11
1500000US130670303313,1.31E+11,Block Group 3 Census Tract 303.31 Cobb County Georgia,335,323,323,0,0,12,0,0
1500000US130670303321,1.31E+11,Block Group 1 Census Tract 303.32 Cobb County Georgia,455,447,415,24,8,0,8,0
1500000US130670303322,1.31E+11,Block Group 2 Census Tract 303.32 Cobb County Georgia,514,514,423,85,6,0,0,0
1500000US130670303331,1.31E+11,Block Group 1 Census Tract 303.33 Cobb County Georgia,662,662,621,0,41,0,0,0
1500000US130670303332,1.31E+11,Block Group 2 Census Tract 303.33 Cobb County Georgia,639,583,553,30,0,56,0,0
1500000US130670303333,1.31E+11,Block Group 3 Census Tract 303.33 Cobb County Georgia,309,309,309,0,0,0,0,0
1500000US130670303341,1.31E+11,Block Group 1 Census Tract 303.34 Cobb County Georgia,298,293,277,16,0,0,0,5
1500000US130670303342,1.31E+11,Block Group 2 Census Tract 303.34 Cobb County Georgia,569,530,444,86,0,39,0,0
1500000US130670303351,1.31E+11,Block Group 1 Census Tract 303.35 Cobb County Georgia,605,578,549,18,11,17,0,10
1500000US130670303352,1.31E+11,Block Group 2 Census Tract 303.35 Cobb County Georgia,572,572,541,9,22,0,0,0
1500000US130670303361,1.31E+11,Block Group 1 Census Tract 303.36 Cobb County Georgia,690,663,663,0,0,27,0,0
1500000US130670303362,1.31E+11,Block Group 2 Census Tract 303.36 Cobb County Georgia,461,461,461,0,0,0,0,0
1500000US130670303363,1.31E+11,Block Group 3 Census Tract 303.36 Cobb County Georgia,829,829,804,11,14,0,0,0
1500000US130670303364,1.31E+11,Block Group 4 Census Tract 303.36 Cobb County Georgia,391,391,376,15,0,0,0,0
1500000US130670303371,1.31E+11,Block Group 1 Census Tract 303.37 Cobb County Georgia,475,421,421,0,0,46,8,0
1500000US130670303372,1.31E+11,Block Group 2 Census Tract 303.37 Cobb County Georgia,329,298,298,0,0,31,0,0
1500000US130670303373,1.31E+11,Block Group 3 Census Tract 303.37 Cobb County Georgia,346,339,339,0,0,7,0,0
1500000US130670303391,1.31E+11,Block Group 1 Census Tract 303.39 Cobb County Georgia,136,136,136,0,0,0,0,0
1500000US130670303392,1.31E+11,Block Group 2 Census Tract 303.39 Cobb County Georgia,367,332,332,0,0,0,35,0
1500000US130670303401,1.31E+11,Block Group 1 Census Tract 303.40 Cobb County Georgia,434,409,409,0,0,15,0,10
1500000US130670303402,1.31E+11,Block Group 2 Census Tract 303.40 Cobb County Georgia,528,528,509,19,0,0,0,0
1500000US130670303411,1.31E+11,Block Group 1 Census Tract 303.41 Cobb County Georgia,687,673,673,0,0,14,0,0
1500000US130670303412,1.31E+11,Block Group 2 Census Tract 303.41 Cobb County Georgia,552,506,452,43,11,19,27,0
1500000US130670303421,1.31E+11,Block Group 1 Census Tract 303.42 Cobb County Georgia,626,537,526,0,11,64,0,25
1500000US130670303422,1.31E+11,Block Group 2 Census Tract 303.42 Cobb County Georgia,824,812,791,12,9,12,0,0
1500000US130670303431,1.31E+11,Block Group 1 Census Tract 303.43 Cobb County Georgia,479,479,403,76,0,0,0,0
1500000US130670303432,1.31E+11,Block Group 2 Census Tract 303.43 Cobb County Georgia,514,514,496,12,6,0,0,0
1500000US130670303433,1.31E+11,Block Group 3 Census Tract 303.43 Cobb County Georgia,265,265,224,41,0,0,0,0
1500000US130670303441,1.31E+11,Block Group 1 Census Tract 303.44 Cobb County Georgia,407,345,325,20,0,0,62,0
1500000US130670303442,1.31E+11,Block Group 2 Census Tract 303.44 Cobb County Georgia,249,235,235,0,0,0,0,14
1500000US130670303443,1.31E+11,Block Group 3 Census Tract 303.44 Cobb County Georgia,32,32,32,0,0,0,0,0
1500000US130670303451,1.31E+11,Block Group 1 Census Tract 303.45 Cobb County Georgia,915,877,877,0,0,0,38,0
1500000US130670303452,1.31E+11,Block Group 2 Census Tract 303.45 Cobb County Georgia,60,60,60,0,0,0,0,0
1500000US130670303453,1.31E+11,Block Group 3 Census Tract 303.45 Cobb County Georgia,298,298,298,0,0,0,0,0
1500000US130670304051,1.31E+11,Block Group 1 Census Tract 304.05 Cobb County Georgia,724,676,589,0,87,0,48,0
1500000US130670304052,1.31E+11,Block Group 2 Census Tract 304.05 Cobb County Georgia,265,236,236,0,0,17,12,0
1500000US130670304053,1.31E+11,Block Group 3 Census Tract 304.05 Cobb County Georgia,426,426,426,0,0,0,0,0
1500000US130670304054,1.31E+11,Block Group 4 Census Tract 304.05 Cobb County Georgia,162,162,162,0,0,0,0,0
1500000US130670304071,1.31E+11,Block Group 1 Census Tract 304.07 Cobb County Georgia,393,393,386,7,0,0,0,0
1500000US130670304072,1.31E+11,Block Group 2 Census Tract 304.07 Cobb County Georgia,306,270,270,0,0,36,0,0
1500000US130670304073,1.31E+11,Block Group 3 Census Tract 304.07 Cobb County Georgia,313,303,268,0,35,0,0,10
1500000US130670304081,1.31E+11,Block Group 1 Census Tract 304.08 Cobb County Georgia,257,257,257,0,0,0,0,0
1500000US130670304082,1.31E+11,Block Group 2 Census Tract 304.08 Cobb County Georgia,360,354,354,0,0,6,0,0
1500000US130670304091,1.31E+11,Block Group 1 Census Tract 304.09 Cobb County Georgia,473,464,464,0,0,9,0,0
1500000US130670304092,1.31E+11,Block Group 2 Census Tract 304.09 Cobb County Georgia,430,414,380,20,14,16,0,0
1500000US130670304101,1.31E+11,Block Group 1 Census Tract 304.10 Cobb County Georgia,756,572,560,0,12,162,22,0
1500000US130670304102,1.31E+11,Block Group 2 Census Tract 304.10 Cobb County Georgia,274,261,261,0,0,13,0,0
1500000US130670304111,1.31E+11,Block Group 1 Census Tract 304.11 Cobb County Georgia,322,322,322,0,0,0,0,0
1500000US130670304112,1.31E+11,Block Group 2 Census Tract 304.11 Cobb County Georgia,218,188,188,0,0,22,8,0
1500000US130670304113,1.31E+11,Block Group 3 Census Tract 304.11 Cobb County Georgia,640,620,620,0,0,0,0,20
1500000US130670304121,1.31E+11,Block Group 1 Census Tract 304.12 Cobb County Georgia,10,10,10,0,0,0,0,0
1500000US130670304122,1.31E+11,Block Group 2 Census Tract 304.12 Cobb County Georgia,892,792,776,0,16,48,34,18
1500000US130670304123,1.31E+11,Block Group 3 Census Tract 304.12 Cobb County Georgia,75,68,68,0,0,7,0,0
1500000US130670304124,1.31E+11,Block Group 4 Census Tract 304.12 Cobb County Georgia,43,43,43,0,0,0,0,0
1500000US130670304131,1.31E+11,Block Group 1 Census Tract 304.13 Cobb County Georgia,533,427,427,0,0,0,106,0
1500000US130670304132,1.31E+11,Block Group 2 Census Tract 304.13 Cobb County Georgia,674,642,549,0,93,32,0,0
1500000US130670304133,1.31E+11,Block Group 3 Census Tract 304.13 Cobb County Georgia,475,457,457,0,0,18,0,0
1500000US130670304141,1.31E+11,Block Group 1 Census Tract 304.14 Cobb County Georgia,570,533,533,0,0,0,28,9
1500000US130670304142,1.31E+11,Block Group 2 Census Tract 304.14 Cobb County Georgia,286,211,204,0,7,7,68,0
1500000US130670305021,1.31E+11,Block Group 1 Census Tract 305.02 Cobb County Georgia,522,498,475,15,8,24,0,0
1500000US130670305022,1.31E+11,Block Group 2 Census Tract 305.02 Cobb County Georgia,747,728,715,0,13,19,0,0
1500000US130670305023,1.31E+11,Block Group 3 Census Tract 305.02 Cobb County Georgia,312,297,284,0,13,0,15,0
1500000US130670305041,1.31E+11,Block Group 1 Census Tract 305.04 Cobb County Georgia,793,761,761,0,0,32,0,0
1500000US130670305042,1.31E+11,Block Group 2 Census Tract 305.04 Cobb County Georgia,184,122,122,0,0,62,0,0
1500000US130670305043,1.31E+11,Block Group 3 Census Tract 305.04 Cobb County Georgia,499,341,341,0,0,60,98,0
1500000US130670305044,1.31E+11,Block Group 4 Census Tract 305.04 Cobb County Georgia,113,52,52,0,0,19,0,42
1500000US130670305051,1.31E+11,Block Group 1 Census Tract 305.05 Cobb County Georgia,236,223,223,0,0,0,13,0
1500000US130670305052,1.31E+11,Block Group 2 Census Tract 305.05 Cobb County Georgia,269,240,188,43,9,29,0,0
1500000US130670305053,1.31E+11,Block Group 3 Census Tract 305.05 Cobb County Georgia,498,459,459,0,0,0,23,16
1500000US130670305054,1.31E+11,Block Group 4 Census Tract 305.05 Cobb County Georgia,373,312,312,0,0,0,61,0
1500000US130670305061,1.31E+11,Block Group 1 Census Tract 305.06 Cobb County Georgia,433,413,405,0,8,7,6,7
1500000US130670305062,1.31E+11,Block Group 2 Census Tract 305.06 Cobb County Georgia,289,284,272,0,12,0,0,5
1500000US130670305071,1.31E+11,Block Group 1 Census Tract 305.07 Cobb County Georgia,681,611,517,0,94,70,0,0
1500000US130670305072,1.31E+11,Block Group 2 Census Tract 305.07 Cobb County Georgia,359,359,337,22,0,0,0,0
1500000US130670306011,1.31E+11,Block Group 1 Census Tract 306.01 Cobb County Georgia,848,848,848,0,0,0,0,0
1500000US130670306012,1.31E+11,Block Group 2 Census Tract 306.01 Cobb County Georgia,488,488,488,0,0,0,0,0
1500000US130670306013,1.31E+11,Block Group 3 Census Tract 306.01 Cobb County Georgia,353,341,323,18,0,0,0,12
1500000US130670306021,1.31E+11,Block Group 1 Census Tract 306.02 Cobb County Georgia,648,537,520,0,17,111,0,0
1500000US130670306022,1.31E+11,Block Group 2 Census Tract 306.02 Cobb County Georgia,0,0,0,0,0,0,0,0
1500000US130670306023,1.31E+11,Block Group 3 Census Tract 306.02 Cobb County Georgia,518,475,461,14,0,43,0,0
1500000US130670306024,1.31E+11,Block Group 4 Census Tract 306.02 Cobb County Georgia,94,94,94,0,0,0,0,0
1500000US130670307001,1.31E+11,Block Group 1 Census Tract 307 Cobb County Georgia,346,346,300,46,0,0,0,0
1500000US130670307002,1.31E+11,Block Group 2 Census Tract 307 Cobb County Georgia,98,98,98,0,0,0,0,0
1500000US130670307003,1.31E+11,Block Group 3 Census Tract 307 Cobb County Georgia,157,132,132,0,0,25,0,0
1500000US130670307004,1.31E+11,Block Group 4 Census Tract 307 Cobb County Georgia,236,133,133,0,0,75,28,0
1500000US130670308001,1.31E+11,Block Group 1 Census Tract 308 Cobb County Georgia,260,260,251,9,0,0,0,0
1500000US130670308002,1.31E+11,Block Group 2 Census Tract 308 Cobb County Georgia,386,288,259,0,29,0,71,27
1500000US130670308003,1.31E+11,Block Group 3 Census Tract 308 Cobb County Georgia,206,162,162,0,0,5,0,39
1500000US130670309011,1.31E+11,Block Group 1 Census Tract 309.01 Cobb County Georgia,131,118,118,0,0,13,0,0
1500000US130670309012,1.31E+11,Block Group 2 Census Tract 309.01 Cobb County Georgia,239,216,216,0,0,23,0,0
1500000US130670309013,1.31E+11,Block Group 3 Census Tract 309.01 Cobb County Georgia,439,317,317,0,0,53,69,0
1500000US130670309014,1.31E+11,Block Group 4 Census Tract 309.01 Cobb County Georgia,321,321,321,0,0,0,0,0
1500000US130670309015,1.31E+11,Block Group 5 Census Tract 309.01 Cobb County Georgia,524,445,399,33,13,0,79,0
1500000US130670309021,1.31E+11,Block Group 1 Census Tract 309.02 Cobb County Georgia,199,54,54,0,0,72,0,73
1500000US130670309022,1.31E+11,Block Group 2 Census Tract 309.02 Cobb County Georgia,435,390,390,0,0,0,45,0
1500000US130670309023,1.31E+11,Block Group 3 Census Tract 309.02 Cobb County Georgia,330,330,330,0,0,0,0,0
1500000US130670309024,1.31E+11,Block Group 4 Census Tract 309.02 Cobb County Georgia,13,13,13,0,0,0,0,0
1500000US130670309041,1.31E+11,Block Group 1 Census Tract 309.04 Cobb County Georgia,494,412,393,19,0,51,31,0
1500000US130670309042,1.31E+11,Block Group 2 Census Tract 309.04 Cobb County Georgia,329,294,294,0,0,0,35,0
1500000US130670309043,1.31E+11,Block Group 3 Census Tract 309.04 Cobb County Georgia,301,206,206,0,0,95,0,0
1500000US130670309044,1.31E+11,Block Group 4 Census Tract 309.04 Cobb County Georgia,362,317,317,0,0,45,0,0
1500000US130670309051,1.31E+11,Block Group 1 Census Tract 309.05 Cobb County Georgia,127,117,117,0,0,10,0,0
1500000US130670309052,1.31E+11,Block Group 2 Census Tract 309.05 Cobb County Georgia,279,251,230,0,21,28,0,0
1500000US130670309053,1.31E+11,Block Group 3 Census Tract 309.05 Cobb County Georgia,1218,1133,1046,24,63,38,23,24
1500000US130670309054,1.31E+11,Block Group 4 Census Tract 309.05 Cobb County Georgia,304,195,187,0,8,49,60,0
1500000US130670310011,1.31E+11,Block Group 1 Census Tract 310.01 Cobb County Georgia,511,465,465,0,0,46,0,0
1500000US130670310012,1.31E+11,Block Group 2 Census Tract 310.01 Cobb County Georgia,292,286,286,0,0,6,0,0
1500000US130670310013,1.31E+11,Block Group 3 Census Tract 310.01 Cobb County Georgia,863,768,768,0,0,30,0,65
1500000US130670310021,1.31E+11,Block Group 1 Census Tract 310.02 Cobb County Georgia,1181,1115,1102,0,13,45,21,0
1500000US130670310022,1.31E+11,Block Group 2 Census Tract 310.02 Cobb County Georgia,570,461,424,37,0,14,0,95
1500000US130670310023,1.31E+11,Block Group 3 Census Tract 310.02 Cobb County Georgia,551,537,507,0,30,14,0,0
1500000US130670310024,1.31E+11,Block Group 4 Census Tract 310.02 Cobb County Georgia,519,519,519,0,0,0,0,0
1500000US130670310041,1.31E+11,Block Group 1 Census Tract 310.04 Cobb County Georgia,873,572,572,0,0,242,35,24
1500000US130670310042,1.31E+11,Block Group 2 Census Tract 310.04 Cobb County Georgia,619,393,393,0,0,163,63,0
1500000US130670310043,1.31E+11,Block Group 3 Census Tract 310.04 Cobb County Georgia,641,600,552,0,48,0,9,32
1500000US130670310044,1.31E+11,Block Group 4 Census Tract 310.04 Cobb County Georgia,463,439,439,0,0,0,0,24
1500000US130670310051,1.31E+11,Block Group 1 Census Tract 310.05 Cobb County Georgia,934,831,820,0,11,69,34,0
1500000US130670310052,1.31E+11,Block Group 2 Census Tract 310.05 Cobb County Georgia,752,446,446,0,0,163,100,43
1500000US130670311011,1.31E+11,Block Group 1 Census Tract 311.01 Cobb County Georgia,597,577,539,0,38,10,10,0
1500000US130670311012,1.31E+11,Block Group 2 Census Tract 311.01 Cobb County Georgia,341,332,332,0,0,0,9,0
1500000US130670311013,1.31E+11,Block Group 3 Census Tract 311.01 Cobb County Georgia,154,120,120,0,0,34,0,0
1500000US130670311061,1.31E+11,Block Group 1 Census Tract 311.06 Cobb County Georgia,529,368,368,0,0,63,0,98
1500000US130670311062,1.31E+11,Block Group 2 Census Tract 311.06 Cobb County Georgia,962,946,929,17,0,0,0,16
1500000US130670311063,1.31E+11,Block Group 3 Census Tract 311.06 Cobb County Georgia,283,273,266,7,0,10,0,0
1500000US130670311064,1.31E+11,Block Group 4 Census Tract 311.06 Cobb County Georgia,535,479,224,241,14,0,56,0
1500000US130670311081,1.31E+11,Block Group 1 Census Tract 311.08 Cobb County Georgia,227,77,65,0,12,51,0,99
1500000US130670311082,1.31E+11,Block Group 2 Census Tract 311.08 Cobb County Georgia,35,35,35,0,0,0,0,0
1500000US130670311083,1.31E+11,Block Group 3 Census Tract 311.08 Cobb County Georgia,544,461,315,0,146,26,57,0
1500000US130670311084,1.31E+11,Block Group 4 Census Tract 311.08 Cobb County Georgia,332,270,270,0,0,0,40,22
1500000US130670311101,1.31E+11,Block Group 1 Census Tract 311.10 Cobb County Georgia,909,828,828,0,0,29,52,0
1500000US130670311102,1.31E+11,Block Group 2 Census Tract 311.10 Cobb County Georgia,185,185,185,0,0,0,0,0
1500000US130670311111,1.31E+11,Block Group 1 Census Tract 311.11 Cobb County Georgia,323,315,304,0,11,0,0,8
1500000US130670311112,1.31E+11,Block Group 2 Census Tract 311.11 Cobb County Georgia,143,143,143,0,0,0,0,0
1500000US130670311121,1.31E+11,Block Group 1 Census Tract 311.12 Cobb County Georgia,85,85,25,60,0,0,0,0
1500000US130670311122,1.31E+11,Block Group 2 Census Tract 311.12 Cobb County Georgia,456,355,355,0,0,101,0,0
1500000US130670311123,1.31E+11,Block Group 3 Census Tract 311.12 Cobb County Georgia,603,603,582,21,0,0,0,0
1500000US130670311131,1.31E+11,Block Group 1 Census Tract 311.13 Cobb County Georgia,167,140,128,12,0,16,0,11
1500000US130670311141,1.31E+11,Block Group 1 Census Tract 311.14 Cobb County Georgia,632,632,632,0,0,0,0,0
1500000US130670311142,1.31E+11,Block Group 2 Census Tract 311.14 Cobb County Georgia,122,122,122,0,0,0,0,0
1500000US130670311143,1.31E+11,Block Group 3 Census Tract 311.14 Cobb County Georgia,204,204,204,0,0,0,0,0
1500000US130670311144,1.31E+11,Block Group 4 Census Tract 311.14 Cobb County Georgia,208,167,167,0,0,41,0,0
1500000US130670311151,1.31E+11,Block Group 1 Census Tract 311.15 Cobb County Georgia,850,850,850,0,0,0,0,0
1500000US130670311152,1.31E+11,Block Group 2 Census Tract 311.15 Cobb County Georgia,697,616,616,0,0,34,23,24
1500000US130670311161,1.31E+11,Block Group 1 Census Tract 311.16 Cobb County Georgia,1409,1244,1244,0,0,138,27,0
1500000US130670311162,1.31E+11,Block Group 2 Census Tract 311.16 Cobb County Georgia,407,395,395,0,0,0,0,12
1500000US130670311163,1.31E+11,Block Group 3 Census Tract 311.16 Cobb County Georgia,112,76,38,38,0,36,0,0
1500000US130670311171,1.31E+11,Block Group 1 Census Tract 311.17 Cobb County Georgia,732,690,622,48,20,42,0,0
1500000US130670311172,1.31E+11,Block Group 2 Census Tract 311.17 Cobb County Georgia,270,144,139,5,0,70,9,47
1500000US130670311173,1.31E+11,Block Group 3 Census Tract 311.17 Cobb County Georgia,114,101,85,5,11,13,0,0
1500000US130670311181,1.31E+11,Block Group 1 Census Tract 311.18 Cobb County Georgia,255,255,255,0,0,0,0,0
1500000US130670311182,1.31E+11,Block Group 2 Census Tract 311.18 Cobb County Georgia,586,586,586,0,0,0,0,0
1500000US130670311183,1.31E+11,Block Group 3 Census Tract 311.18 Cobb County Georgia,319,319,308,0,11,0,0,0
1500000US130670312051,1.31E+11,Block Group 1 Census Tract 312.05 Cobb County Georgia,286,286,286,0,0,0,0,0
1500000US130670312052,1.31E+11,Block Group 2 Census Tract 312.05 Cobb County Georgia,253,253,243,10,0,0,0,0
1500000US130670312053,1.31E+11,Block Group 3 Census Tract 312.05 Cobb County Georgia,670,536,536,0,0,0,134,0
1500000US130670312061,1.31E+11,Block Group 1 Census Tract 312.06 Cobb County Georgia,1332,1302,1302,0,0,30,0,0
1500000US130670312062,1.31E+11,Block Group 2 Census Tract 312.06 Cobb County Georgia,168,168,168,0,0,0,0,0
1500000US130670312063,1.31E+11,Block Group 3 Census Tract 312.06 Cobb County Georgia,399,399,291,45,63,0,0,0
1500000US130670312071,1.31E+11,Block Group 1 Census Tract 312.07 Cobb County Georgia,68,68,68,0,0,0,0,0
1500000US130670312072,1.31E+11,Block Group 2 Census Tract 312.07 Cobb County Georgia,49,49,49,0,0,0,0,0
1500000US130670312073,1.31E+11,Block Group 3 Census Tract 312.07 Cobb County Georgia,41,41,41,0,0,0,0,0
1500000US130670312081,1.31E+11,Block Group 1 Census Tract 312.08 Cobb County Georgia,67,67,67,0,0,0,0,0
1500000US130670312082,1.31E+11,Block Group 2 Census Tract 312.08 Cobb County Georgia,195,195,187,0,8,0,0,0
1500000US130670312083,1.31E+11,Block Group 3 Census Tract 312.08 Cobb County Georgia,710,710,609,0,101,0,0,0
1500000US130670312091,1.31E+11,Block Group 1 Census Tract 312.09 Cobb County Georgia,447,415,405,10,0,32,0,0
1500000US130670312092,1.31E+11,Block Group 2 Census Tract 312.09 Cobb County Georgia,462,462,462,0,0,0,0,0
1500000US130670312111,1.31E+11,Block Group 1 Census Tract 312.11 Cobb County Georgia,17,17,8,9,0,0,0,0
1500000US130670312112,1.31E+11,Block Group 2 Census Tract 312.11 Cobb County Georgia,274,225,225,0,0,0,49,0
1500000US130670312113,1.31E+11,Block Group 3 Census Tract 312.11 Cobb County Georgia,0,0,0,0,0,0,0,0
1500000US130670312121,1.31E+11,Block Group 1 Census Tract 312.12 Cobb County Georgia,388,342,317,25,0,46,0,0
1500000US130670313061,1.31E+11,Block Group 1 Census Tract 313.06 Cobb County Georgia,492,392,266,0,126,100,0,0
1500000US130670313062,1.31E+11,Block Group 2 Census Tract 313.06 Cobb County Georgia,483,375,375,0,0,78,30,0
1500000US130670313071,1.31E+11,Block Group 1 Census Tract 313.07 Cobb County Georgia,232,197,197,0,0,35,0,0
1500000US130670313072,1.31E+11,Block Group 2 Census Tract 313.07 Cobb County Georgia,485,383,383,0,0,43,0,59
1500000US130670313073,1.31E+11,Block Group 3 Census Tract 313.07 Cobb County Georgia,658,598,598,0,0,12,48,0
1500000US130670313081,1.31E+11,Block Group 1 Census Tract 313.08 Cobb County Georgia,202,168,168,0,0,34,0,0
1500000US130670313082,1.31E+11,Block Group 2 Census Tract 313.08 Cobb County Georgia,360,273,191,73,9,9,70,8
1500000US130670313083,1.31E+11,Block Group 3 Census Tract 313.08 Cobb County Georgia,879,653,589,0,64,226,0,0
1500000US130670313091,1.31E+11,Block Group 1 Census Tract 313.09 Cobb County Georgia,385,220,211,9,0,80,85,0
1500000US130670313092,1.31E+11,Block Group 2 Census Tract 313.09 Cobb County Georgia,546,423,423,0,0,67,56,0
1500000US130670313093,1.31E+11,Block Group 3 Census Tract 313.09 Cobb County Georgia,1009,966,942,14,10,43,0,0
1500000US130670313094,1.31E+11,Block Group 4 Census Tract 313.09 Cobb County Georgia,477,310,224,0,86,167,0,0
1500000US130670313101,1.31E+11,Block Group 1 Census Tract 313.10 Cobb County Georgia,583,512,512,0,0,33,38,0
1500000US130670313102,1.31E+11,Block Group 2 Census Tract 313.10 Cobb County Georgia,1428,1346,1205,37,104,4,78,0
1500000US130670313103,1.31E+11,Block Group 3 Census Tract 313.10 Cobb County Georgia,820,721,693,28,0,36,53,10
1500000US130670313111,1.31E+11,Block Group 1 Census Tract 313.11 Cobb County Georgia,1206,1147,983,0,164,59,0,0
1500000US130670313112,1.31E+11,Block Group 2 Census Tract 313.11 Cobb County Georgia,1077,894,863,20,11,66,102,15
1500000US130670313113,1.31E+11,Block Group 3 Census Tract 313.11 Cobb County Georgia,797,752,709,13,30,14,31,0
1500000US130670313121,1.31E+11,Block Group 1 Census Tract 313.12 Cobb County Georgia,366,314,314,0,0,41,0,11
1500000US130670313122,1.31E+11,Block Group 2 Census Tract 313.12 Cobb County Georgia,348,348,348,0,0,0,0,0
1500000US130670313123,1.31E+11,Block Group 3 Census Tract 313.12 Cobb County Georgia,1243,1018,1018,0,0,204,21,0
1500000US130670313124,1.31E+11,Block Group 4 Census Tract 313.12 Cobb County Georgia,887,650,650,0,0,156,81,0
1500000US130670313131,1.31E+11,Block Group 1 Census Tract 313.13 Cobb County Georgia,2361,2240,1999,147,94,71,50,0
1500000US130670313132,1.31E+11,Block Group 2 Census Tract 313.13 Cobb County Georgia,672,672,583,0,89,0,0,0
1500000US130670314041,1.31E+11,Block Group 1 Census Tract 314.04 Cobb County Georgia,91,70,70,0,0,0,21,0
1500000US130670314042,1.31E+11,Block Group 2 Census Tract 314.04 Cobb County Georgia,860,793,780,13,0,67,0,0
1500000US130670314043,1.31E+11,Block Group 3 Census Tract 314.04 Cobb County Georgia,344,326,304,22,0,9,9,0
1500000US130670314044,1.31E+11,Block Group 4 Census Tract 314.04 Cobb County Georgia,53,53,53,0,0,0,0,0
1500000US130670314051,1.31E+11,Block Group 1 Census Tract 314.05 Cobb County Georgia,650,593,593,0,0,7,17,33
1500000US130670314052,1.31E+11,Block Group 2 Census Tract 314.05 Cobb County Georgia,729,576,545,10,21,25,63,65
1500000US130670314053,1.31E+11,Block Group 3 Census Tract 314.05 Cobb County Georgia,133,71,71,0,0,62,0,0
1500000US130670314054,1.31E+11,Block Group 4 Census Tract 314.05 Cobb County Georgia,238,134,134,0,0,0,0,104
1500000US130670314055,1.31E+11,Block Group 5 Census Tract 314.05 Cobb County Georgia,217,202,173,29,0,15,0,0
1500000US130670314061,1.31E+11,Block Group 1 Census Tract 314.06 Cobb County Georgia,193,173,173,0,0,20,0,0
1500000US130670314062,1.31E+11,Block Group 2 Census Tract 314.06 Cobb County Georgia,754,754,740,0,14,0,0,0
1500000US130670314063,1.31E+11,Block Group 3 Census Tract 314.06 Cobb County Georgia,908,826,826,0,0,70,12,0
1500000US130670314081,1.31E+11,Block Group 1 Census Tract 314.08 Cobb County Georgia,164,164,164,0,0,0,0,0
1500000US130670314082,1.31E+11,Block Group 2 Census Tract 314.08 Cobb County Georgia,1150,959,925,0,34,139,36,16
