GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - English only,Estimate; Total: - Spanish:,Estimate; Total: - Spanish: - Limited English speaking household,Estimate; Total: - Spanish: - Not a limited English speaking household,Estimate; Total: - Other Indo-European languages:,Estimate; Total: - Other Indo-European languages: - Limited English speaking household,Estimate; Total: - Other Indo-European languages: - Not a limited English speaking household,Estimate; Total: - Asian and Pacific Island languages:,Estimate; Total: - Asian and Pacific Island languages: - Limited English speaking household,Estimate; Total: - Asian and Pacific Island languages: - Not a limited English speaking household,Estimate; Total: - Other languages:,Estimate; Total: - Other languages: - Limited English speaking household,Estimate; Total: - Other languages: - Not a limited English speaking household
1500000US130630404141,1.31E+11,Block Group 1 Census Tract 404.14 Clayton County Georgia,568,385,167,110,57,3,0,3,13,13,0,0,0,0
1500000US130630404151,1.31E+11,Block Group 1 Census Tract 404.15 Clayton County Georgia,457,361,96,0,96,0,0,0,0,0,0,0,0,0
1500000US130630404152,1.31E+11,Block Group 2 Census Tract 404.15 Clayton County Georgia,584,411,93,34,59,59,0,59,7,0,7,14,0,14
1500000US130630404153,1.31E+11,Block Group 3 Census Tract 404.15 Clayton County Georgia,326,193,64,33,31,41,0,41,0,0,0,28,0,28
1500000US130630404154,1.31E+11,Block Group 4 Census Tract 404.15 Clayton County Georgia,505,283,172,125,47,28,0,28,22,0,22,0,0,0
1500000US130630404161,1.31E+11,Block Group 1 Census Tract 404.16 Clayton County Georgia,641,458,122,21,101,0,0,0,61,15,46,0,0,0
1500000US130630404162,1.31E+11,Block Group 2 Census Tract 404.16 Clayton County Georgia,433,288,120,91,29,0,0,0,25,5,20,0,0,0
1500000US130630404171,1.31E+11,Block Group 1 Census Tract 404.17 Clayton County Georgia,895,793,102,0,102,0,0,0,0,0,0,0,0,0
1500000US130630404172,1.31E+11,Block Group 2 Census Tract 404.17 Clayton County Georgia,206,127,79,65,14,0,0,0,0,0,0,0,0,0
1500000US130630404173,1.31E+11,Block Group 3 Census Tract 404.17 Clayton County Georgia,660,627,9,0,9,24,24,0,0,0,0,0,0,0
1500000US130630405091,1.31E+11,Block Group 1 Census Tract 405.09 Clayton County Georgia,619,550,54,23,31,0,0,0,7,7,0,8,0,8
1500000US130630405092,1.31E+11,Block Group 2 Census Tract 405.09 Clayton County Georgia,927,849,29,0,29,24,0,24,0,0,0,25,0,25
1500000US130630405101,1.31E+11,Block Group 1 Census Tract 405.10 Clayton County Georgia,599,510,25,24,1,5,0,5,29,18,11,30,0,30
1500000US130630405102,1.31E+11,Block Group 2 Census Tract 405.10 Clayton County Georgia,405,334,0,0,0,21,0,21,38,6,32,12,0,12
1500000US130630405121,1.31E+11,Block Group 1 Census Tract 405.12 Clayton County Georgia,959,895,33,14,19,0,0,0,22,13,9,9,0,9
1500000US130630405122,1.31E+11,Block Group 2 Census Tract 405.12 Clayton County Georgia,227,204,0,0,0,13,0,13,10,10,0,0,0,0
1500000US130630405123,1.31E+11,Block Group 3 Census Tract 405.12 Clayton County Georgia,542,453,25,0,25,21,0,21,0,0,0,43,0,43
1500000US130630405131,1.31E+11,Block Group 1 Census Tract 405.13 Clayton County Georgia,350,287,0,0,0,12,0,12,51,20,31,0,0,0
1500000US130630405132,1.31E+11,Block Group 2 Census Tract 405.13 Clayton County Georgia,507,437,28,0,28,7,0,7,21,14,7,14,0,14
1500000US130630405133,1.31E+11,Block Group 3 Census Tract 405.13 Clayton County Georgia,594,500,36,0,36,18,0,18,16,0,16,24,6,18
1500000US130630405141,1.31E+11,Block Group 1 Census Tract 405.14 Clayton County Georgia,485,459,17,0,17,0,0,0,0,0,0,9,0,9
1500000US130630405142,1.31E+11,Block Group 2 Census Tract 405.14 Clayton County Georgia,595,320,275,94,181,0,0,0,0,0,0,0,0,0
1500000US130630405143,1.31E+11,Block Group 3 Census Tract 405.14 Clayton County Georgia,1487,1351,0,0,0,0,0,0,44,0,44,92,0,92
1500000US130630405151,1.31E+11,Block Group 1 Census Tract 405.15 Clayton County Georgia,247,233,0,0,0,0,0,0,14,0,14,0,0,0
1500000US130630405152,1.31E+11,Block Group 2 Census Tract 405.15 Clayton County Georgia,674,580,53,38,15,0,0,0,14,0,14,27,0,27
1500000US130630405153,1.31E+11,Block Group 3 Census Tract 405.15 Clayton County Georgia,614,427,134,0,134,0,0,0,53,0,53,0,0,0
1500000US130630405154,1.31E+11,Block Group 4 Census Tract 405.15 Clayton County Georgia,1034,888,86,44,42,32,0,32,14,0,14,14,0,14
1500000US130630405161,1.31E+11,Block Group 1 Census Tract 405.16 Clayton County Georgia,1304,1060,156,30,126,27,0,27,61,35,26,0,0,0
1500000US130630405162,1.31E+11,Block Group 2 Census Tract 405.16 Clayton County Georgia,370,345,25,0,25,0,0,0,0,0,0,0,0,0
1500000US130630405163,1.31E+11,Block Group 3 Census Tract 405.16 Clayton County Georgia,366,196,42,0,42,12,0,12,9,9,0,107,0,107
1500000US130630405181,1.31E+11,Block Group 1 Census Tract 405.18 Clayton County Georgia,204,156,23,11,12,7,7,0,18,8,10,0,0,0
1500000US130630405182,1.31E+11,Block Group 2 Census Tract 405.18 Clayton County Georgia,796,674,103,27,76,12,0,12,0,0,0,7,0,7
1500000US130630405183,1.31E+11,Block Group 3 Census Tract 405.18 Clayton County Georgia,484,407,69,33,36,0,0,0,8,0,8,0,0,0
1500000US130630405191,1.31E+11,Block Group 1 Census Tract 405.19 Clayton County Georgia,1555,1210,33,13,20,121,47,74,49,20,29,142,17,125
1500000US130630405192,1.31E+11,Block Group 2 Census Tract 405.19 Clayton County Georgia,436,349,23,0,23,0,0,0,0,0,0,64,31,33
1500000US130630405201,1.31E+11,Block Group 1 Census Tract 405.20 Clayton County Georgia,299,264,22,4,18,0,0,0,0,0,0,13,13,0
1500000US130630405202,1.31E+11,Block Group 2 Census Tract 405.20 Clayton County Georgia,371,286,7,0,7,0,0,0,22,22,0,56,7,49
1500000US130630405203,1.31E+11,Block Group 3 Census Tract 405.20 Clayton County Georgia,871,811,60,14,46,0,0,0,0,0,0,0,0,0
1500000US130630405211,1.31E+11,Block Group 1 Census Tract 405.21 Clayton County Georgia,513,405,99,41,58,0,0,0,9,0,9,0,0,0
1500000US130630405212,1.31E+11,Block Group 2 Census Tract 405.21 Clayton County Georgia,494,453,27,0,27,10,0,10,4,4,0,0,0,0
1500000US130630405221,1.31E+11,Block Group 1 Census Tract 405.22 Clayton County Georgia,607,487,56,32,24,0,0,0,32,0,32,32,23,9
1500000US130630405222,1.31E+11,Block Group 2 Census Tract 405.22 Clayton County Georgia,608,462,0,0,0,51,0,51,36,28,8,59,34,25
1500000US130630405223,1.31E+11,Block Group 3 Census Tract 405.22 Clayton County Georgia,394,321,37,37,0,0,0,0,36,22,14,0,0,0
1500000US130630405231,1.31E+11,Block Group 1 Census Tract 405.23 Clayton County Georgia,973,671,100,28,72,21,0,21,111,16,95,70,0,70
1500000US130630405241,1.31E+11,Block Group 1 Census Tract 405.24 Clayton County Georgia,754,643,31,0,31,21,0,21,40,0,40,19,0,19
1500000US130630405242,1.31E+11,Block Group 2 Census Tract 405.24 Clayton County Georgia,798,723,41,0,41,0,0,0,34,0,34,0,0,0
1500000US130630405243,1.31E+11,Block Group 3 Census Tract 405.24 Clayton County Georgia,312,266,29,0,29,0,0,0,0,0,0,17,0,17
1500000US130630405244,1.31E+11,Block Group 4 Census Tract 405.24 Clayton County Georgia,771,605,133,21,112,0,0,0,33,0,33,0,0,0
1500000US130630405251,1.31E+11,Block Group 1 Census Tract 405.25 Clayton County Georgia,985,928,38,0,38,0,0,0,16,0,16,3,0,3
1500000US130630405261,1.31E+11,Block Group 1 Census Tract 405.26 Clayton County Georgia,645,603,42,0,42,0,0,0,0,0,0,0,0,0
1500000US130630405262,1.31E+11,Block Group 2 Census Tract 405.26 Clayton County Georgia,765,672,57,0,57,36,19,17,0,0,0,0,0,0
1500000US130630405263,1.31E+11,Block Group 3 Census Tract 405.26 Clayton County Georgia,553,497,15,0,15,23,0,23,0,0,0,18,0,18
1500000US130630406061,1.31E+11,Block Group 1 Census Tract 406.06 Clayton County Georgia,550,465,57,0,57,21,0,21,7,0,7,0,0,0
1500000US130630406062,1.31E+11,Block Group 2 Census Tract 406.06 Clayton County Georgia,402,280,107,40,67,15,5,10,0,0,0,0,0,0
1500000US130630406081,1.31E+11,Block Group 1 Census Tract 406.08 Clayton County Georgia,2880,2538,79,20,59,177,5,172,11,0,11,75,15,60
1500000US130630406082,1.31E+11,Block Group 2 Census Tract 406.08 Clayton County Georgia,997,909,67,0,67,21,0,21,0,0,0,0,0,0
1500000US130630406091,1.31E+11,Block Group 1 Census Tract 406.09 Clayton County Georgia,570,536,30,20,10,4,0,4,0,0,0,0,0,0
1500000US130630406092,1.31E+11,Block Group 2 Census Tract 406.09 Clayton County Georgia,858,695,39,10,29,31,10,21,93,22,71,0,0,0
1500000US130630406093,1.31E+11,Block Group 3 Census Tract 406.09 Clayton County Georgia,835,748,43,0,43,0,0,0,44,35,9,0,0,0
1500000US130630406111,1.31E+11,Block Group 1 Census Tract 406.11 Clayton County Georgia,870,619,242,100,142,0,0,0,9,0,9,0,0,0
1500000US130630406112,1.31E+11,Block Group 2 Census Tract 406.11 Clayton County Georgia,432,395,0,0,0,6,6,0,31,14,17,0,0,0
1500000US130630406113,1.31E+11,Block Group 3 Census Tract 406.11 Clayton County Georgia,914,765,149,67,82,0,0,0,0,0,0,0,0,0
1500000US130630406121,1.31E+11,Block Group 1 Census Tract 406.12 Clayton County Georgia,321,306,6,0,6,9,0,9,0,0,0,0,0,0
1500000US130630406122,1.31E+11,Block Group 2 Census Tract 406.12 Clayton County Georgia,1044,791,126,65,61,98,25,73,18,0,18,11,0,11
1500000US130630406123,1.31E+11,Block Group 3 Census Tract 406.12 Clayton County Georgia,379,346,18,0,18,0,0,0,15,0,15,0,0,0
1500000US130630406131,1.31E+11,Block Group 1 Census Tract 406.13 Clayton County Georgia,829,634,40,4,36,32,0,32,76,0,76,47,0,47
1500000US130630406132,1.31E+11,Block Group 2 Census Tract 406.13 Clayton County Georgia,700,643,41,18,23,0,0,0,0,0,0,16,0,16
1500000US130630406133,1.31E+11,Block Group 3 Census Tract 406.13 Clayton County Georgia,1176,1024,23,0,23,23,0,23,83,0,83,23,0,23
1500000US130630406141,1.31E+11,Block Group 1 Census Tract 406.14 Clayton County Georgia,615,510,9,0,9,16,6,10,80,48,32,0,0,0
1500000US130630406142,1.31E+11,Block Group 2 Census Tract 406.14 Clayton County Georgia,707,559,79,0,79,9,0,9,60,0,60,0,0,0
1500000US130630406143,1.31E+11,Block Group 3 Census Tract 406.14 Clayton County Georgia,459,388,22,0,22,45,0,45,4,4,0,0,0,0
1500000US130630406151,1.31E+11,Block Group 1 Census Tract 406.15 Clayton County Georgia,622,564,45,0,45,2,0,2,11,8,3,0,0,0
1500000US130630406161,1.31E+11,Block Group 1 Census Tract 406.16 Clayton County Georgia,2060,1804,113,0,113,119,32,87,24,0,24,0,0,0
1500000US130630406162,1.31E+11,Block Group 2 Census Tract 406.16 Clayton County Georgia,329,301,13,0,13,0,0,0,15,15,0,0,0,0
1500000US130630406163,1.31E+11,Block Group 3 Census Tract 406.16 Clayton County Georgia,558,467,51,4,47,40,0,40,0,0,0,0,0,0
1500000US130630406171,1.31E+11,Block Group 1 Census Tract 406.17 Clayton County Georgia,421,206,215,72,143,0,0,0,0,0,0,0,0,0
1500000US130630406191,1.31E+11,Block Group 1 Census Tract 406.19 Clayton County Georgia,990,827,93,36,57,48,7,41,22,0,22,0,0,0
1500000US130630406201,1.31E+11,Block Group 1 Census Tract 406.20 Clayton County Georgia,1095,935,32,0,32,117,6,111,0,0,0,11,0,11
1500000US130630406211,1.31E+11,Block Group 1 Census Tract 406.21 Clayton County Georgia,1583,1348,117,0,117,37,0,37,6,6,0,75,0,75
1500000US130630406212,1.31E+11,Block Group 2 Census Tract 406.21 Clayton County Georgia,1299,1137,73,23,50,24,0,24,10,0,10,55,0,55
1500000US130630406221,1.31E+11,Block Group 1 Census Tract 406.22 Clayton County Georgia,961,691,122,35,87,117,0,117,31,0,31,0,0,0
1500000US130630406222,1.31E+11,Block Group 2 Census Tract 406.22 Clayton County Georgia,991,793,137,64,73,15,0,15,46,0,46,0,0,0
1500000US130630406223,1.31E+11,Block Group 3 Census Tract 406.22 Clayton County Georgia,317,276,0,0,0,31,11,20,10,10,0,0,0,0
1500000US130639800001,1.31E+11,Block Group 1 Census Tract 9800 Clayton County Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670301011,1.31E+11,Block Group 1 Census Tract 301.01 Cobb County Georgia,387,384,0,0,0,0,0,0,3,3,0,0,0,0
1500000US130670301012,1.31E+11,Block Group 2 Census Tract 301.01 Cobb County Georgia,615,455,145,14,131,15,0,15,0,0,0,0,0,0
1500000US130670301013,1.31E+11,Block Group 3 Census Tract 301.01 Cobb County Georgia,942,859,69,0,69,14,0,14,0,0,0,0,0,0
1500000US130670301014,1.31E+11,Block Group 4 Census Tract 301.01 Cobb County Georgia,683,573,28,0,28,54,0,54,0,0,0,28,0,28
1500000US130670301031,1.31E+11,Block Group 1 Census Tract 301.03 Cobb County Georgia,701,583,81,81,0,15,0,15,22,0,22,0,0,0
1500000US130670301032,1.31E+11,Block Group 2 Census Tract 301.03 Cobb County Georgia,935,860,0,0,0,41,0,41,34,0,34,0,0,0
1500000US130670301033,1.31E+11,Block Group 3 Census Tract 301.03 Cobb County Georgia,1655,1312,149,39,110,135,0,135,30,0,30,29,0,29
1500000US130670301041,1.31E+11,Block Group 1 Census Tract 301.04 Cobb County Georgia,376,292,57,33,24,13,0,13,14,14,0,0,0,0
1500000US130670301042,1.31E+11,Block Group 2 Census Tract 301.04 Cobb County Georgia,1065,898,69,0,69,7,0,7,55,0,55,36,0,36
1500000US130670301061,1.31E+11,Block Group 1 Census Tract 301.06 Cobb County Georgia,815,492,219,16,203,29,29,0,0,0,0,75,0,75
1500000US130670301062,1.31E+11,Block Group 2 Census Tract 301.06 Cobb County Georgia,701,519,121,0,121,12,0,12,30,0,30,19,0,19
1500000US130670301063,1.31E+11,Block Group 3 Census Tract 301.06 Cobb County Georgia,1304,1028,71,0,71,128,0,128,14,0,14,63,0,63
1500000US130670301071,1.31E+11,Block Group 1 Census Tract 301.07 Cobb County Georgia,709,574,40,4,36,49,0,49,28,0,28,18,0,18
1500000US130670301072,1.31E+11,Block Group 2 Census Tract 301.07 Cobb County Georgia,943,780,35,0,35,85,9,76,23,23,0,20,0,20
1500000US130670302091,1.31E+11,Block Group 1 Census Tract 302.09 Cobb County Georgia,628,497,31,18,13,44,0,44,56,56,0,0,0,0
1500000US130670302092,1.31E+11,Block Group 2 Census Tract 302.09 Cobb County Georgia,817,773,27,0,27,0,0,0,17,0,17,0,0,0
1500000US130670302093,1.31E+11,Block Group 3 Census Tract 302.09 Cobb County Georgia,975,828,27,0,27,10,0,10,34,20,14,76,0,76
1500000US130670302141,1.31E+11,Block Group 1 Census Tract 302.14 Cobb County Georgia,1009,930,14,0,14,65,0,65,0,0,0,0,0,0
1500000US130670302142,1.31E+11,Block Group 2 Census Tract 302.14 Cobb County Georgia,948,859,24,0,24,32,0,32,33,0,33,0,0,0
1500000US130670302143,1.31E+11,Block Group 3 Census Tract 302.14 Cobb County Georgia,920,623,131,17,114,71,0,71,29,0,29,66,0,66
1500000US130670302151,1.31E+11,Block Group 1 Census Tract 302.15 Cobb County Georgia,782,668,49,0,49,27,0,27,25,0,25,13,0,13
1500000US130670302152,1.31E+11,Block Group 2 Census Tract 302.15 Cobb County Georgia,545,349,131,44,87,18,0,18,47,27,20,0,0,0
1500000US130670302153,1.31E+11,Block Group 3 Census Tract 302.15 Cobb County Georgia,462,357,90,31,59,15,0,15,0,0,0,0,0,0
1500000US130670302154,1.31E+11,Block Group 4 Census Tract 302.15 Cobb County Georgia,1190,884,55,0,55,66,16,50,135,43,92,50,0,50
1500000US130670302181,1.31E+11,Block Group 1 Census Tract 302.18 Cobb County Georgia,949,776,74,0,74,67,23,44,14,14,0,18,0,18
1500000US130670302182,1.31E+11,Block Group 2 Census Tract 302.18 Cobb County Georgia,737,643,48,0,48,20,0,20,26,0,26,0,0,0
1500000US130670302191,1.31E+11,Block Group 1 Census Tract 302.19 Cobb County Georgia,808,696,16,0,16,95,0,95,1,0,1,0,0,0
1500000US130670302192,1.31E+11,Block Group 2 Census Tract 302.19 Cobb County Georgia,652,582,41,0,41,0,0,0,29,0,29,0,0,0
1500000US130670302193,1.31E+11,Block Group 3 Census Tract 302.19 Cobb County Georgia,779,689,40,0,40,19,0,19,31,16,15,0,0,0
1500000US130670302194,1.31E+11,Block Group 4 Census Tract 302.19 Cobb County Georgia,797,746,33,0,33,18,0,18,0,0,0,0,0,0
1500000US130670302201,1.31E+11,Block Group 1 Census Tract 302.20 Cobb County Georgia,599,510,32,0,32,3,0,3,51,18,33,3,0,3
1500000US130670302221,1.31E+11,Block Group 1 Census Tract 302.22 Cobb County Georgia,831,599,84,0,84,60,0,60,54,0,54,34,34,0
1500000US130670302222,1.31E+11,Block Group 2 Census Tract 302.22 Cobb County Georgia,720,590,103,0,103,13,0,13,14,0,14,0,0,0
1500000US130670302223,1.31E+11,Block Group 3 Census Tract 302.22 Cobb County Georgia,381,298,64,6,58,19,0,19,0,0,0,0,0,0
1500000US130670302231,1.31E+11,Block Group 1 Census Tract 302.23 Cobb County Georgia,981,916,37,0,37,8,0,8,20,0,20,0,0,0
1500000US130670302232,1.31E+11,Block Group 2 Census Tract 302.23 Cobb County Georgia,1017,821,14,0,14,94,6,88,37,26,11,51,10,41
1500000US130670302233,1.31E+11,Block Group 3 Census Tract 302.23 Cobb County Georgia,219,205,0,0,0,14,0,14,0,0,0,0,0,0
1500000US130670302241,1.31E+11,Block Group 1 Census Tract 302.24 Cobb County Georgia,1782,1359,168,14,154,138,0,138,12,0,12,105,0,105
1500000US130670302242,1.31E+11,Block Group 2 Census Tract 302.24 Cobb County Georgia,618,531,74,0,74,0,0,0,13,0,13,0,0,0
1500000US130670302261,1.31E+11,Block Group 1 Census Tract 302.26 Cobb County Georgia,1636,1148,182,26,156,160,0,160,62,14,48,84,0,84
1500000US130670302262,1.31E+11,Block Group 2 Census Tract 302.26 Cobb County Georgia,611,533,21,0,21,42,0,42,15,15,0,0,0,0
1500000US130670302263,1.31E+11,Block Group 3 Census Tract 302.26 Cobb County Georgia,967,856,12,0,12,89,0,89,10,0,10,0,0,0
1500000US130670302271,1.31E+11,Block Group 1 Census Tract 302.27 Cobb County Georgia,603,537,66,0,66,0,0,0,0,0,0,0,0,0
1500000US130670302272,1.31E+11,Block Group 2 Census Tract 302.27 Cobb County Georgia,1137,899,65,0,65,77,27,50,22,0,22,74,0,74
1500000US130670302273,1.31E+11,Block Group 3 Census Tract 302.27 Cobb County Georgia,1013,811,114,0,114,14,4,10,74,14,60,0,0,0
1500000US130670302281,1.31E+11,Block Group 1 Census Tract 302.28 Cobb County Georgia,1092,952,81,0,81,43,0,43,16,0,16,0,0,0
1500000US130670302282,1.31E+11,Block Group 2 Census Tract 302.28 Cobb County Georgia,482,429,29,0,29,11,0,11,13,0,13,0,0,0
1500000US130670302283,1.31E+11,Block Group 3 Census Tract 302.28 Cobb County Georgia,740,566,130,0,130,31,0,31,0,0,0,13,0,13
1500000US130670302284,1.31E+11,Block Group 4 Census Tract 302.28 Cobb County Georgia,479,428,16,0,16,22,0,22,0,0,0,13,0,13
1500000US130670302291,1.31E+11,Block Group 1 Census Tract 302.29 Cobb County Georgia,117,95,0,0,0,22,0,22,0,0,0,0,0,0
